,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,True
1,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,True
2,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,True
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,True
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,True
5,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,True
6,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,True
7,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,True
8,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,True
9,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,True
10,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,True
11,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,True
12,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,True
13,22.88,39.0,2.95,0.25,2.0,81.62,0.0,127.0,46.0,True
14,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,True
15,15.77,100.5,3.94,0.19,3.0,106.65,0.0,1016.0,513.0,True
16,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,True
17,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,True
18,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,True
19,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,True
20,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,True
21,12.66,95.0,4.36,0.17,2.0,113.66,0.01,2075.0,299.0,True
22,67.5,65.83,2.72,0.88,2.0,6.38,0.0,469.0,83.0,True
23,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,True
24,36.4,3.0,3.87,0.45,2.0,91.35,1.75,97.0,73.0,True
25,31.19,5.0,3.27,0.48,2.0,349.14,1.78,2311.0,89.0,True
26,30.96,126.83,4.13,0.39,3.0,1.83,0.0,1722.0,279.0,True
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,True
28,65.19,41.0,3.43,0.48,2.0,173.29,1.84,257.0,43.0,True
29,126.33,2.0,2.2,1.33,2.0,16.33,1.5,609.0,191.0,True
30,100.73,41.8,2.33,1.09,2.0,190.55,0.13,758.0,175.0,True
31,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,True
32,73.88,27.0,2.95,0.71,2.0,278.53,2.0,975.0,39.0,True
33,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,True
34,60.54,10.0,3.39,0.54,2.0,210.54,1.5,813.0,110.0,True
35,53.15,25.67,3.74,0.56,2.0,428.7,0.13,1000.0,234.0,True
36,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,True
37,24.44,0.0,3.99,0.5,2.0,322.47,0.0,1273.0,244.0,True
38,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,True
39,0.29,0.0,3.83,0.19,2.0,78.86,0.0,2676.0,231.0,True
40,54.22,49.24,2.86,0.71,2.31,38.31,0.01,606.86,141.5,True
41,47.95,41.39,2.93,0.63,2.46,53.41,0.01,672.02,169.16,True
42,46.1,39.08,2.95,0.6,2.5,57.85,0.01,691.2,177.3,True
43,41.02,32.73,3.0,0.54,2.62,70.07,0.01,743.94,199.68,True
44,26.12,14.11,3.16,0.35,2.97,105.9,0.02,898.61,265.32,True
45,34.65,24.77,3.07,0.46,2.77,85.4,0.01,810.11,227.76,True
46,42.92,35.1,2.98,0.56,2.58,65.5,0.01,724.24,191.32,True
47,67.37,65.67,2.73,0.87,2.0,6.68,0.0,470.34,83.57,True
48,62.53,59.62,2.78,0.81,2.12,18.33,0.0,520.59,104.89,True
49,30.18,19.18,3.12,0.4,2.87,96.14,0.02,856.5,247.45,True
50,31.35,20.64,3.1,0.42,2.85,93.33,0.02,844.37,242.3,True
51,26.76,14.91,3.15,0.36,2.95,104.37,0.02,892.02,262.52,True
52,26.58,14.69,3.15,0.36,2.96,104.79,0.02,893.83,263.29,True
53,61.19,57.94,2.79,0.79,2.15,21.56,0.0,534.56,110.82,True
54,29.28,18.06,3.13,0.39,2.9,98.31,0.02,865.83,251.41,True
55,52.94,47.64,2.88,0.69,2.34,41.39,0.01,620.13,147.14,True
56,26.15,14.15,3.16,0.35,2.97,105.83,0.02,898.3,265.19,True
57,28.03,16.5,3.14,0.37,2.93,101.31,0.02,878.79,256.9,True
58,37.2,27.96,3.04,0.49,2.71,79.25,0.01,783.59,216.51,True
59,60.18,56.69,2.8,0.78,2.17,23.97,0.0,544.97,115.24,True
60,48.13,41.62,2.93,0.63,2.45,52.97,0.01,670.12,168.35,True
61,62.57,59.67,2.78,0.81,2.12,18.24,0.0,520.23,104.74,True
62,58.86,55.04,2.82,0.77,2.2,27.15,0.0,558.69,121.06,True
63,41.27,33.04,3.0,0.54,2.61,69.47,0.01,741.36,198.58,True
64,38.86,30.04,3.02,0.51,2.67,75.25,0.01,766.33,209.18,True
65,49.23,43.0,2.92,0.64,2.43,50.32,0.01,658.69,163.5,True
66,50.68,44.8,2.9,0.66,2.39,46.84,0.01,643.67,157.13,True
67,28.74,17.38,3.13,0.38,2.91,99.61,0.02,871.49,253.81,True
68,39.01,30.22,3.02,0.51,2.67,74.91,0.01,764.84,208.55,True
69,52.6,47.21,2.88,0.69,2.35,42.21,0.01,623.7,148.65,True
70,59.83,56.24,2.81,0.78,2.18,24.83,0.0,548.67,116.81,True
71,50.42,44.48,2.9,0.66,2.4,47.46,0.01,646.35,158.26,True
72,35.76,26.15,3.06,0.47,2.74,82.73,0.01,798.58,222.87,True
73,59.62,55.98,2.81,0.77,2.18,25.34,0.0,550.86,117.74,True
74,25.75,13.64,3.16,0.34,2.98,106.8,0.02,902.5,266.97,True
75,47.73,41.12,2.93,0.62,2.46,53.92,0.01,674.25,170.1,True
76,63.81,61.22,2.76,0.83,2.09,15.26,0.0,507.36,99.28,True
77,44.86,37.54,2.96,0.59,2.53,60.82,0.01,704.04,182.75,True
78,37.09,27.83,3.04,0.49,2.71,79.51,0.01,784.7,216.98,True
79,42.15,34.15,2.99,0.55,2.59,67.35,0.01,732.2,194.7,True
80,63.53,60.87,2.77,0.82,2.09,15.93,0.0,510.25,100.51,True
81,27.73,16.12,3.14,0.37,2.93,102.04,0.02,881.97,258.26,True
82,45.27,38.04,2.96,0.59,2.52,59.85,0.01,699.85,180.97,True
83,63.78,61.18,2.76,0.83,2.09,15.33,0.0,507.66,99.41,True
84,25.92,13.86,3.16,0.35,2.97,106.38,0.02,900.67,266.19,True
85,38.65,29.77,3.03,0.51,2.68,75.77,0.01,768.57,210.13,True
86,67.35,65.64,2.73,0.87,2.0,6.74,0.0,470.57,83.67,True
87,56.82,52.48,2.84,0.74,2.25,32.07,0.0,579.9,130.07,True
88,64.45,62.02,2.76,0.84,2.07,13.71,0.0,500.66,96.44,True
89,50.65,44.77,2.9,0.66,2.4,46.91,0.01,643.99,157.26,True
90,34.4,24.46,3.07,0.45,2.78,85.99,0.01,812.67,228.85,True
91,40.18,31.68,3.01,0.53,2.64,72.1,0.01,752.71,203.4,True
92,46.53,39.62,2.94,0.61,2.49,56.81,0.01,686.7,175.39,True
93,49.94,43.88,2.91,0.65,2.41,48.61,0.01,651.32,160.37,True
94,33.32,23.1,3.08,0.44,2.8,88.59,0.01,823.92,233.62,True
95,65.66,63.53,2.74,0.85,2.04,10.8,0.0,488.1,91.11,True
96,47.42,40.73,2.94,0.62,2.47,54.67,0.01,677.49,171.48,True
97,41.36,33.15,3.0,0.54,2.61,69.26,0.01,740.45,198.2,True
98,56.62,52.23,2.84,0.74,2.25,32.54,0.0,581.96,130.94,True
99,38.52,29.61,3.03,0.51,2.68,76.09,0.01,769.92,210.7,True
100,28.91,17.6,3.13,0.39,2.9,99.18,0.02,869.62,253.02,True
101,52.84,47.51,2.88,0.69,2.34,41.64,0.01,621.23,147.6,True
102,25.6,13.46,3.16,0.34,2.98,107.15,0.02,904.01,267.61,True
103,61.55,58.39,2.79,0.8,2.14,20.69,0.0,530.81,109.23,True
104,66.78,64.93,2.73,0.87,2.02,8.11,0.0,476.47,86.17,True
105,60.05,56.52,2.8,0.78,2.17,24.29,0.0,546.33,115.82,True
106,65.04,62.75,2.75,0.84,2.06,12.3,0.0,494.58,93.86,True
107,56.52,52.11,2.84,0.74,2.26,32.79,0.0,583.02,131.39,True
108,54.78,49.93,2.86,0.71,2.3,36.98,0.01,601.11,139.06,True
109,67.2,65.46,2.73,0.87,2.01,7.09,0.0,472.08,84.31,True
110,28.62,17.23,3.13,0.38,2.91,99.9,0.02,872.71,254.33,True
111,26.37,14.42,3.16,0.35,2.96,105.3,0.02,896.04,264.23,True
112,52.75,47.4,2.88,0.69,2.35,41.84,0.01,622.11,147.98,True
113,27.93,16.37,3.14,0.37,2.93,101.56,0.02,879.88,257.37,True
114,57.09,52.82,2.83,0.74,2.24,31.42,0.0,577.12,128.88,True
115,65.87,63.79,2.74,0.85,2.04,10.3,0.0,485.96,90.2,True
116,49.11,42.85,2.92,0.64,2.43,50.6,0.01,659.91,164.02,True
117,32.48,22.05,3.09,0.43,2.82,90.62,0.02,832.64,237.32,True
118,65.08,62.81,2.75,0.84,2.06,12.2,0.0,494.14,93.67,True
119,54.87,50.04,2.86,0.71,2.3,36.76,0.01,600.17,138.67,True
120,51.84,46.26,2.89,0.68,2.37,44.03,0.01,631.55,151.98,True
121,35.67,26.05,3.06,0.47,2.75,82.94,0.01,799.49,223.25,True
122,31.65,21.02,3.1,0.42,2.84,92.6,0.02,841.2,240.95,True
123,37.89,28.82,3.04,0.5,2.69,77.6,0.01,776.45,213.47,True
124,53.38,48.19,2.87,0.7,2.33,40.33,0.01,615.57,145.2,True
125,61.36,58.15,2.79,0.8,2.14,21.15,0.0,532.78,110.07,True
126,44.15,36.65,2.97,0.58,2.55,62.53,0.01,711.42,185.88,True
127,57.67,53.55,2.83,0.75,2.23,30.01,0.0,571.04,126.3,True
128,25.35,13.15,3.17,0.34,2.99,107.75,0.02,906.59,268.71,True
129,33.0,22.71,3.09,0.44,2.81,89.36,0.01,827.22,235.02,True
130,46.72,39.85,2.94,0.61,2.49,56.37,0.01,684.8,174.58,True
131,28.22,16.73,3.14,0.38,2.92,100.87,0.02,876.89,256.1,True
132,61.45,58.27,2.79,0.8,2.14,20.93,0.0,531.82,109.66,True
133,42.82,34.99,2.98,0.56,2.58,65.73,0.01,725.2,191.73,True
134,64.47,62.05,2.76,0.84,2.07,13.65,0.0,500.42,96.34,True
135,30.04,19.01,3.12,0.4,2.88,96.48,0.02,857.95,248.06,True
136,57.58,53.43,2.83,0.75,2.23,30.23,0.0,571.99,126.7,True
137,25.86,13.79,3.16,0.35,2.98,106.52,0.02,901.31,266.46,True
138,38.81,29.97,3.03,0.51,2.67,75.38,0.01,766.88,209.41,True
139,39.39,30.69,3.02,0.52,2.66,74.0,0.01,760.9,206.88,True
140,26.34,14.39,3.16,0.35,2.96,105.37,0.02,896.33,264.35,True
141,66.16,64.16,2.74,0.86,2.03,9.6,0.0,482.92,88.91,True
142,36.23,26.74,3.05,0.48,2.73,81.6,0.01,793.72,220.8,True
143,27.55,15.9,3.14,0.37,2.94,102.46,0.02,883.75,259.01,True
144,61.67,58.54,2.79,0.8,2.14,20.41,0.0,529.57,108.7,True
145,65.09,62.82,2.75,0.84,2.06,12.17,0.0,493.99,93.61,True
146,37.63,28.49,3.04,0.5,2.7,78.22,0.01,779.15,214.62,True
147,30.7,19.83,3.11,0.41,2.86,94.89,0.02,851.08,245.15,True
148,55.65,51.02,2.85,0.72,2.28,34.87,0.01,592.02,135.21,True
149,36.19,26.69,3.05,0.48,2.73,81.69,0.01,794.13,220.98,True
150,32.21,21.72,3.09,0.43,2.83,91.25,0.02,835.38,238.49,True
151,29.86,18.78,3.12,0.4,2.88,96.91,0.02,859.81,248.85,True
152,57.22,52.98,2.83,0.74,2.24,31.11,0.0,575.77,128.31,True
153,37.11,27.85,3.04,0.49,2.71,79.47,0.01,784.51,216.9,True
154,29.34,18.13,3.12,0.39,2.89,98.17,0.02,865.23,251.15,True
155,27.62,15.98,3.14,0.37,2.93,102.3,0.02,883.09,258.73,True
156,54.1,49.09,2.87,0.7,2.31,38.6,0.01,608.11,142.03,True
157,63.8,61.2,2.76,0.83,2.09,15.28,0.0,507.45,99.32,True
158,60.47,57.04,2.8,0.79,2.16,23.29,0.0,542.02,113.99,True
159,51.58,45.93,2.89,0.67,2.37,44.67,0.01,634.29,153.14,True
160,27.55,15.89,3.14,0.37,2.94,102.47,0.02,883.81,259.04,True
161,28.86,17.54,3.13,0.38,2.91,99.31,0.02,870.16,253.24,True
162,45.27,38.05,2.96,0.59,2.52,59.84,0.01,699.8,180.95,True
163,41.37,33.17,3.0,0.54,2.61,69.24,0.01,740.35,198.16,True
164,62.15,59.14,2.78,0.81,2.13,19.25,0.0,524.57,106.58,True
165,65.74,63.63,2.74,0.85,2.04,10.62,0.0,487.32,90.78,True
166,35.87,26.3,3.06,0.47,2.74,82.45,0.01,797.37,222.35,True
167,56.66,52.28,2.84,0.74,2.25,32.46,0.0,581.59,130.78,True
168,30.24,19.25,3.12,0.4,2.87,96.01,0.02,855.91,247.2,True
169,63.78,61.18,2.76,0.83,2.09,15.32,0.0,507.61,99.39,True
170,31.67,21.05,3.1,0.42,2.84,92.56,0.02,841.02,240.88,True
171,49.68,43.56,2.91,0.65,2.42,49.23,0.01,654.01,161.52,True
172,47.16,40.41,2.94,0.62,2.48,55.3,0.01,680.19,172.62,True
173,29.92,18.86,3.12,0.4,2.88,96.77,0.02,859.2,248.59,True
174,56.65,52.27,2.84,0.74,2.25,32.48,0.0,581.68,130.82,True
175,64.27,61.8,2.76,0.83,2.08,14.13,0.0,502.5,97.21,True
176,53.87,48.79,2.87,0.7,2.32,39.16,0.01,610.53,143.06,True
177,35.52,25.86,3.06,0.47,2.75,83.29,0.01,801.0,223.9,True
178,66.59,64.7,2.73,0.86,2.02,8.56,0.0,478.43,87.0,True
179,40.6,32.21,3.01,0.53,2.63,71.07,0.01,748.28,201.52,True
180,62.69,59.82,2.78,0.81,2.11,17.94,0.0,518.93,104.19,True
181,34.56,24.66,3.07,0.46,2.77,85.61,0.01,811.03,228.15,True
182,25.94,13.88,3.16,0.35,2.97,106.35,0.02,900.54,266.14,True
183,36.64,27.26,3.05,0.48,2.72,80.59,0.01,789.37,218.96,True
184,45.19,37.95,2.96,0.59,2.52,60.03,0.01,700.59,181.28,True
185,44.01,36.47,2.97,0.58,2.55,62.89,0.01,712.94,186.52,True
186,34.24,24.25,3.07,0.45,2.78,86.38,0.01,814.37,229.57,True
187,60.46,57.03,2.8,0.79,2.17,23.31,0.0,542.11,114.03,True
