,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,True
1,1.33,4.0,1.58,0.33,1.0,4.0,4.0,3.0,3.0,True
2,1.33,15.0,1.21,0.67,1.0,18.67,11.0,11.0,10.0,True
3,1.67,10.0,3.4,0.17,1.0,23.61,10.0,261.0,36.0,True
4,1.8,10.0,1.97,0.4,1.0,30.2,10.0,33.0,12.0,True
5,2.3,12.0,2.47,0.3,1.0,11.5,12.0,262.0,15.0,True
6,3.25,14.0,1.64,0.75,1.0,52.25,14.0,7.0,8.0,True
7,1.4,20.0,2.83,0.3,1.0,1.2,20.0,430.0,33.0,True
8,4.44,26.0,3.82,0.25,1.0,82.5,26.0,68.0,62.0,True
9,8.4,32.0,1.35,0.8,1.0,17.8,32.0,422.0,142.0,True
10,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,True
11,2.0,26.0,2.37,0.12,1.0,31.0,15.0,88.0,63.0,True
12,3.75,4.0,1.03,0.5,1.0,11.0,3.0,50.0,4.0,True
13,2.17,5.0,2.18,0.17,1.0,44.0,4.0,40.0,22.0,True
14,3.0,4.0,1.35,0.25,1.0,44.0,1.0,93.0,34.0,True
15,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,True
16,5.33,12.0,1.56,1.33,1.0,8.0,10.0,5.0,2.0,True
17,3.43,13.0,1.51,0.57,1.0,30.57,11.0,172.0,48.0,True
18,4.67,14.0,1.43,1.0,1.0,1.0,12.0,3.0,20.0,True
19,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,True
20,4.03,35.0,4.51,0.1,1.0,24.08,1.0,137.0,97.0,True
21,6.0,38.0,1.42,1.0,1.0,0.75,4.0,150.0,93.0,True
22,3.63,30.0,3.29,0.16,1.0,17.21,19.0,269.0,95.0,True
23,4.5,35.0,3.98,0.15,1.0,21.15,23.0,535.0,188.0,True
24,5.45,6.0,3.19,0.2,1.0,22.05,3.0,242.0,146.0,True
25,16.6,50.0,2.16,0.27,1.0,89.93,36.0,584.0,274.0,True
26,12.2,52.5,2.99,0.4,1.0,12.2,39.0,635.0,122.0,True
27,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,True
28,0.0,11.5,1.79,0.0,1.0,0.0,15.0,524.0,0.0,True
29,29.27,0.0,2.82,1.18,1.0,100.55,0.0,588.0,41.0,True
30,7.75,22.5,3.32,0.92,1.0,0.0,39.0,20.0,14.0,True
31,3.0,0.0,1.97,1.2,1.0,193.6,0.0,125.0,8.0,True
32,25.29,7.0,2.05,2.29,1.0,178.86,6.0,466.0,15.0,True
33,34.55,1.5,3.25,2.1,1.0,272.45,3.0,633.0,57.0,True
34,27.7,0.0,2.98,2.6,1.0,103.7,0.0,258.0,69.0,True
35,0.0,0.0,2.53,0.0,1.0,0.0,0.0,300.0,0.0,True
36,34.73,4.5,2.54,3.18,1.0,107.64,4.0,950.0,3.0,True
37,28.21,0.0,3.62,1.62,1.0,36.25,0.0,623.0,86.0,True
38,0.0,15.5,1.12,0.0,1.0,0.0,1.0,144.0,150.0,True
39,0.25,17.0,1.68,0.25,1.0,1.75,0.0,36.0,45.0,True
40,3.85,32.71,3.96,0.13,1.0,20.94,9.24,197.4,96.08,True
41,3.72,31.09,3.56,0.15,1.0,18.7,15.09,240.35,95.43,True
42,3.9,33.36,4.11,0.12,1.0,21.82,6.91,180.33,96.34,True
43,3.94,33.89,4.24,0.11,1.0,22.55,5.0,166.33,96.56,True
44,3.96,34.23,4.32,0.11,1.0,23.01,3.79,157.46,96.69,True
45,3.84,32.62,3.93,0.13,1.0,20.81,9.55,199.71,96.05,True
46,3.96,34.17,4.31,0.11,1.0,22.93,4.0,158.98,96.67,True
47,3.95,34.03,4.28,0.11,1.0,22.74,4.5,162.7,96.61,True
48,3.94,33.88,4.24,0.11,1.0,22.54,5.03,166.58,96.55,True
49,3.91,33.59,4.17,0.12,1.0,22.14,6.09,174.31,96.43,True
50,3.92,33.62,4.18,0.12,1.0,22.18,5.96,173.39,96.45,True
51,3.96,34.14,4.3,0.11,1.0,22.89,4.1,159.76,96.66,True
52,4.01,34.76,4.45,0.11,1.0,23.75,1.87,143.36,96.9,True
