,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,True
1,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,True
2,5.77,37.0,1.75,0.31,3.0,0.23,0.0,168.0,151.0,True
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,True
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,True
5,12.67,63.0,1.32,1.33,3.0,28.67,0.0,31.0,1.0,True
6,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,True
7,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,True
8,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,True
9,18.42,40.5,1.63,0.42,3.0,18.67,0.0,789.0,709.0,True
10,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,True
11,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,True
12,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,True
13,35.67,96.0,2.18,0.83,4.0,48.17,0.33,21.0,19.0,True
14,23.11,104.0,1.03,0.56,3.0,16.78,0.39,542.0,157.0,True
15,15.77,100.5,3.94,0.19,3.0,106.65,0.0,1016.0,513.0,True
16,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,True
17,29.0,4.0,2.27,0.38,3.0,379.69,0.99,487.0,430.0,True
18,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,True
19,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,True
20,106.25,96.83,1.72,1.5,3.0,163.0,0.0,14.0,8.0,True
21,109.4,94.0,2.01,1.4,3.0,150.0,0.0,12.0,7.0,True
22,149.5,3.0,0.5,2.5,3.0,80.75,0.96,5.0,214.0,True
23,65.44,127.0,2.81,1.11,4.0,274.67,0.27,105.0,6.0,True
24,90.14,89.5,1.94,1.29,3.0,56.86,0.0,373.0,4.0,True
25,185.75,32.0,0.7,2.5,3.0,42.5,1.0,142.0,3.0,True
26,72.45,114.52,1.99,0.91,3.0,133.09,0.0,147.0,11.0,True
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,True
28,174.5,120.65,2.04,2.17,4.0,419.17,0.0,62.0,6.0,True
29,209.8,5.0,1.68,2.4,3.0,90.8,0.99,190.0,94.0,True
30,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,True
31,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,True
32,23.8,26.0,5.07,0.25,4.0,624.24,0.68,276.0,168.0,True
33,88.0,42.0,3.1,1.07,4.0,397.33,0.68,233.0,117.0,True
34,85.43,100.63,2.87,0.71,4.0,47.05,0.0,56.0,20.0,True
35,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,True
36,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,True
37,13.3,16.0,4.01,1.12,5.0,5.3,0.25,2583.0,78.0,True
38,0.83,5.0,2.27,0.67,4.0,1.5,0.0,89.0,30.0,True
39,5.63,17.0,3.84,0.91,5.0,0.6,0.01,2918.0,220.0,True
40,126.19,53.56,1.16,1.96,3.0,125.07,0.44,9.85,103.0,True
41,121.14,64.52,1.3,1.84,3.0,134.68,0.33,10.9,78.94,True
42,144.5,13.85,0.64,2.38,3.0,90.26,0.85,6.04,190.17,True
43,129.07,47.33,1.08,2.03,3.0,119.61,0.51,9.25,116.67,True
44,139.58,24.52,0.78,2.27,3.0,99.62,0.74,7.06,166.74,True
45,133.42,37.88,0.95,2.13,3.0,111.32,0.61,8.35,137.43,True
46,116.01,75.66,1.44,1.73,3.0,144.44,0.22,11.97,54.49,True
47,133.13,38.51,0.96,2.12,3.0,111.87,0.6,8.41,136.05,True
48,108.13,92.76,1.66,1.54,3.0,159.43,0.04,13.61,16.94,True
49,147.15,8.09,0.57,2.45,3.0,85.22,0.91,5.49,202.82,True
50,112.84,82.54,1.53,1.65,3.0,150.47,0.15,12.63,39.37,True
51,136.12,32.03,0.88,2.19,3.0,106.2,0.67,7.78,150.26,True
52,109.39,90.01,1.63,1.57,3.0,157.02,0.07,13.35,22.98,True
53,123.06,60.37,1.24,1.89,3.0,131.04,0.37,10.5,88.05,True
54,139.47,24.75,0.78,2.27,3.0,99.82,0.74,7.09,166.24,True
55,129.47,46.46,1.06,2.04,3.0,118.85,0.52,9.17,118.58,True
56,135.82,32.69,0.89,2.18,3.0,106.77,0.66,7.85,148.83,True
57,115.57,76.62,1.46,1.72,3.0,145.28,0.21,12.06,52.39,True
58,138.89,26.03,0.8,2.25,3.0,100.94,0.73,7.21,163.44,True
59,142.47,18.26,0.7,2.34,3.0,94.12,0.81,6.46,180.5,True
60,145.32,12.06,0.62,2.4,3.0,88.69,0.87,5.87,194.1,True
61,128.94,47.6,1.08,2.02,3.0,119.84,0.51,9.28,116.09,True
62,136.78,30.6,0.86,2.21,3.0,104.94,0.68,7.65,153.42,True
63,139.91,23.8,0.77,2.28,3.0,98.99,0.75,7.0,168.33,True
64,121.79,63.12,1.28,1.86,3.0,133.45,0.35,10.77,82.01,True
65,145.59,11.49,0.61,2.41,3.0,88.19,0.88,5.81,195.36,True
66,124.58,57.07,1.2,1.92,3.0,128.15,0.41,10.19,95.29,True
67,121.41,63.95,1.29,1.85,3.0,134.18,0.34,10.85,80.19,True
68,114.31,79.36,1.49,1.69,3.0,147.68,0.18,12.32,46.37,True
69,135.79,32.73,0.89,2.18,3.0,106.81,0.66,7.85,148.72,True
70,119.37,68.37,1.35,1.8,3.0,138.05,0.29,11.27,70.49,True
71,108.86,91.17,1.64,1.56,3.0,158.03,0.06,13.46,20.44,True
72,129.82,45.7,1.05,2.04,3.0,118.18,0.52,9.1,120.26,True
73,147.94,6.37,0.54,2.46,3.0,83.71,0.93,5.32,206.59,True
74,112.4,83.49,1.54,1.64,3.0,151.3,0.14,12.72,37.3,True
75,136.85,30.43,0.86,2.21,3.0,104.8,0.68,7.63,153.77,True
76,107.7,93.7,1.68,1.53,3.0,160.25,0.03,13.7,14.89,True
77,131.7,41.61,1.0,2.09,3.0,114.6,0.57,8.7,129.23,True
78,142.51,18.18,0.7,2.34,3.0,94.05,0.81,6.46,180.68,True
79,111.11,86.29,1.58,1.61,3.0,153.76,0.11,12.99,31.14,True
80,139.46,24.79,0.78,2.27,3.0,99.85,0.74,7.09,166.16,True
81,115.78,76.15,1.45,1.72,3.0,144.87,0.21,12.02,53.4,True
82,125.83,54.35,1.17,1.95,3.0,125.76,0.44,9.92,101.28,True
83,143.96,15.02,0.66,2.37,3.0,91.28,0.84,6.15,187.62,True
84,133.39,37.94,0.95,2.13,3.0,111.38,0.6,8.35,137.29,True
85,137.61,28.8,0.84,2.23,3.0,103.37,0.7,7.47,157.36,True
86,149.08,3.92,0.51,2.49,3.0,81.56,0.95,5.09,211.98,True
87,135.36,33.67,0.9,2.17,3.0,107.63,0.65,7.94,146.67,True
88,124.0,58.32,1.22,1.91,3.0,129.24,0.4,10.31,92.56,True
89,121.03,64.77,1.3,1.84,3.0,134.9,0.33,10.92,78.39,True
90,146.33,9.88,0.59,2.43,3.0,86.78,0.89,5.66,198.9,True
91,136.09,32.09,0.88,2.19,3.0,106.25,0.66,7.79,150.14,True
92,124.56,57.11,1.2,1.92,3.0,128.18,0.41,10.19,95.21,True
93,134.77,34.95,0.92,2.16,3.0,108.75,0.64,8.06,143.86,True
94,129.28,46.87,1.07,2.03,3.0,119.2,0.51,9.21,117.69,True
95,144.78,13.24,0.63,2.39,3.0,89.73,0.86,5.98,191.52,True
96,143.89,15.18,0.66,2.37,3.0,91.42,0.84,6.17,187.27,True
97,113.06,82.07,1.53,1.66,3.0,150.06,0.15,12.58,40.41,True
98,146.85,8.76,0.58,2.44,3.0,85.8,0.9,5.55,201.36,True
99,131.16,42.8,1.02,2.08,3.0,115.64,0.55,8.82,126.63,True
100,146.09,10.4,0.6,2.42,3.0,87.24,0.89,5.71,197.74,True
101,112.52,83.23,1.54,1.64,3.0,151.08,0.14,12.7,37.86,True
102,134.28,36.02,0.93,2.15,3.0,109.69,0.62,8.17,141.52,True
103,115.53,76.7,1.46,1.71,3.0,145.36,0.21,12.07,52.19,True
104,128.55,48.46,1.09,2.02,3.0,120.59,0.5,9.36,114.21,True
105,147.89,6.49,0.55,2.46,3.0,83.81,0.93,5.33,206.34,True
106,125.38,55.32,1.18,1.94,3.0,126.61,0.43,10.02,99.14,True
107,117.78,71.82,1.39,1.77,3.0,141.07,0.26,11.6,62.92,True
108,126.25,53.44,1.15,1.96,3.0,124.96,0.45,9.84,103.27,True
109,137.73,28.54,0.83,2.23,3.0,103.14,0.7,7.45,157.93,True
110,116.0,75.69,1.44,1.73,3.0,144.47,0.22,11.97,54.42,True
111,132.28,40.36,0.99,2.1,3.0,113.5,0.58,8.58,131.98,True
112,113.67,80.74,1.51,1.67,3.0,148.89,0.17,12.46,43.34,True
113,121.1,64.62,1.3,1.84,3.0,134.76,0.33,10.91,78.72,True
114,109.48,89.84,1.63,1.57,3.0,156.87,0.07,13.33,23.36,True
115,108.45,92.07,1.66,1.55,3.0,158.82,0.05,13.54,18.46,True
116,132.86,39.11,0.97,2.12,3.0,112.4,0.59,8.46,134.72,True
117,114.52,78.88,1.48,1.69,3.0,147.26,0.18,12.28,47.41,True
118,114.54,78.84,1.48,1.69,3.0,147.23,0.18,12.27,47.5,True
119,131.87,41.24,1.0,2.09,3.0,114.27,0.57,8.67,130.05,True
120,146.39,9.74,0.59,2.43,3.0,86.66,0.89,5.65,199.2,True
121,123.12,60.24,1.24,1.89,3.0,130.93,0.38,10.49,88.33,True
122,126.91,52.0,1.14,1.98,3.0,123.7,0.46,9.7,106.42,True
123,120.83,65.2,1.31,1.84,3.0,135.27,0.32,10.97,77.46,True
124,141.92,19.45,0.71,2.32,3.0,95.17,0.79,6.58,177.89,True
125,115.04,77.77,1.47,1.7,3.0,146.29,0.2,12.17,49.86,True
126,120.26,66.45,1.32,1.82,3.0,136.37,0.31,11.09,74.71,True
127,146.82,8.82,0.58,2.44,3.0,85.86,0.9,5.56,201.21,True
128,130.65,43.89,1.03,2.06,3.0,116.59,0.54,8.92,124.24,True
129,119.19,68.76,1.35,1.8,3.0,138.39,0.29,11.31,69.63,True
130,109.58,89.61,1.62,1.58,3.0,156.67,0.07,13.31,23.86,True
131,129.82,45.7,1.05,2.04,3.0,118.18,0.52,9.1,120.26,True
132,139.88,23.88,0.77,2.28,3.0,99.05,0.75,7.0,168.17,True
133,144.64,13.53,0.64,2.39,3.0,89.98,0.85,6.01,190.88,True
134,114.34,79.28,1.49,1.69,3.0,147.61,0.18,12.32,46.54,True
135,136.29,31.65,0.87,2.19,3.0,105.87,0.67,7.75,151.09,True
136,118.77,69.67,1.37,1.79,3.0,139.19,0.28,11.39,67.63,True
137,111.61,85.21,1.57,1.62,3.0,152.81,0.12,12.88,33.53,True
138,117.18,73.12,1.41,1.75,3.0,142.21,0.24,11.73,60.07,True
139,110.84,86.87,1.59,1.61,3.0,154.27,0.1,13.04,29.87,True
140,134.34,35.88,0.93,2.15,3.0,109.57,0.63,8.15,141.81,True
141,123.67,59.05,1.23,1.9,3.0,129.88,0.39,10.38,90.96,True
142,113.45,81.22,1.52,1.67,3.0,149.31,0.16,12.5,42.28,True
143,118.0,71.35,1.39,1.77,3.0,140.66,0.26,11.56,63.95,True
144,126.29,53.36,1.15,1.96,3.0,124.89,0.45,9.83,103.44,True
145,115.73,76.27,1.45,1.72,3.0,144.97,0.21,12.03,53.15,True
146,129.79,45.77,1.06,2.04,3.0,118.24,0.52,9.1,120.11,True
147,136.8,30.55,0.86,2.21,3.0,104.9,0.68,7.64,153.52,True
148,115.99,75.71,1.44,1.73,3.0,144.48,0.22,11.97,54.38,True
149,137.43,29.18,0.84,2.22,3.0,103.7,0.69,7.51,156.52,True
150,136.29,31.66,0.87,2.19,3.0,105.88,0.67,7.75,151.07,True
151,125.5,55.08,1.18,1.94,3.0,126.4,0.43,10.0,99.67,True
152,133.71,37.25,0.94,2.14,3.0,110.77,0.61,8.28,138.82,True
153,120.88,65.09,1.31,1.84,3.0,135.17,0.33,10.96,77.69,True
154,134.75,34.99,0.92,2.16,3.0,108.79,0.63,8.07,143.76,True
155,117.27,72.94,1.41,1.75,3.0,142.05,0.25,11.71,60.47,True
156,107.37,94.4,1.69,1.53,3.0,160.87,0.03,13.77,13.34,True
157,140.38,22.79,0.76,2.29,3.0,98.1,0.76,6.9,170.55,True
158,128.73,48.05,1.09,2.02,3.0,120.24,0.5,9.32,115.09,True
159,111.91,84.54,1.56,1.63,3.0,152.23,0.13,12.82,34.98,True
160,148.59,4.97,0.53,2.48,3.0,82.48,0.94,5.19,209.67,True
161,127.72,50.26,1.11,2.0,3.0,122.18,0.48,9.53,110.24,True
162,144.11,14.7,0.65,2.38,3.0,91.01,0.84,6.12,188.31,True
163,122.18,62.28,1.27,1.87,3.0,132.71,0.35,10.69,83.86,True
164,139.97,23.68,0.77,2.28,3.0,98.88,0.75,6.98,168.59,True
165,133.61,37.48,0.95,2.13,3.0,110.98,0.61,8.31,138.3,True
166,111.37,85.73,1.57,1.62,3.0,153.26,0.11,12.93,32.38,True
167,113.92,80.2,1.5,1.68,3.0,148.42,0.17,12.4,44.52,True
168,128.18,49.25,1.1,2.01,3.0,121.29,0.49,9.44,112.47,True
169,130.69,43.81,1.03,2.07,3.0,116.52,0.54,8.91,124.41,True
170,139.98,23.65,0.77,2.28,3.0,98.85,0.75,6.98,168.67,True
171,112.63,82.99,1.54,1.65,3.0,150.86,0.14,12.67,38.4,True
172,128.54,48.46,1.09,2.02,3.0,120.6,0.5,9.36,114.19,True
173,128.72,48.08,1.09,2.02,3.0,120.26,0.5,9.32,115.03,True
174,131.65,41.73,1.0,2.09,3.0,114.7,0.57,8.72,128.97,True
175,126.63,52.62,1.14,1.97,3.0,124.25,0.45,9.76,105.06,True
176,116.26,75.12,1.44,1.73,3.0,143.97,0.22,11.92,55.66,True
177,120.12,66.74,1.33,1.82,3.0,136.62,0.31,11.11,74.07,True
178,111.66,85.09,1.57,1.63,3.0,152.7,0.12,12.87,33.79,True
179,112.75,82.74,1.53,1.65,3.0,150.65,0.14,12.65,38.94,True
180,116.39,74.83,1.43,1.73,3.0,143.72,0.23,11.89,56.3,True
181,106.53,96.23,1.71,1.51,3.0,162.47,0.01,13.94,9.32,True
182,118.69,69.84,1.37,1.79,3.0,139.34,0.28,11.41,67.25,True
183,141.45,20.46,0.73,2.31,3.0,96.05,0.78,6.67,175.68,True
184,145.07,12.6,0.63,2.4,3.0,89.17,0.86,5.92,192.92,True
185,136.89,30.36,0.86,2.21,3.0,104.73,0.68,7.62,153.94,True
186,112.2,83.92,1.55,1.64,3.0,151.68,0.13,12.76,36.36,True
187,112.5,83.26,1.54,1.64,3.0,151.11,0.14,12.7,37.79,True
188,125.97,54.06,1.16,1.96,3.0,125.5,0.44,9.9,101.91,True
189,123.83,58.69,1.22,1.91,3.0,129.57,0.39,10.34,91.73,True
190,134.6,35.33,0.92,2.16,3.0,109.09,0.63,8.1,143.03,True
