,nuc,aexp,nd,ns,age,asexp,la,ld
5481,11.45,0.0,3.0,4,63.0882352941176,0.448064004292611,443.0,3
5283,14.333333333333302,0,13,5.0,63.0882352941176,17.5,443.0,79
5437,2.38095238095238,0.0,4,2.5,63.0882352941176,1.0,443.0,39.5
5732,0.857142857142857,0,2.0,2,63.0882352941176,17.5,136.5,0
5379,2.76,435,3.0,8.0,78.41666666666666,0.0055341027908672,443.0,2410.0
5214,12.555555555555598,321,2,1.0,63.0882352941176,17.5,136.5,39.5
5390,0.857142857142857,442,5,1.0,78.41666666666666,17.5,443.0,73
4987,5.7,0.0,3,2,63.0882352941176,17.5,443.0,21.5
4965,3.11764705882353,175,2.0,1.0,78.41666666666666,17.5,443.0,141
5988,7.428571428571429,670,4.0,1.0,6.0,0.179446697235107,443.0,39.5
5599,9.625,145,3.0,4,63.0882352941176,309.5,443.0,39.5
5630,7.928571428571429,821.5,3,1.0,63.0882352941176,17.5,136.5,190
5171,47.1666666666667,284,3.0,6.0,9.66666666666667,17.5,443.0,21.5
5236,14.333333333333302,49,10.5,1.0,63.0882352941176,0.0047776103560293,443.0,31
5684,14.333333333333302,636,3.0,1,63.0882352941176,309.5,443.0,96
5028,7.028571428571429,154,13,5.0,63.0882352941176,17.5,443.0,39.5
5294,1.625,374,3.0,1,63.0882352941176,309.5,443.0,39.5
6003,14.333333333333302,688,3,1.0,411.5,17.5,136.5,22
5706,24.094339622641503,274.5,24,5.0,63.0882352941176,0.146309499019801,443.0,39.5
5441,26.5,33,21,7.0,63.0882352941176,3.666403999521599e-12,443.0,39.5
5237,2.5718954248366046,821.5,10.5,1,10.75,109.0,443.0,88
5027,1.45454545454545,339.0,3,2.5,78.41666666666666,309.5,443.0,624
4974,14.333333333333302,339.0,2,1,16.25,309.5,443.0,2.0
5337,1.69230769230769,396,7,5.0,63.0882352941176,17.5,443.0,39.5
5060,11.75,179,6,6.0,10.4444444444444,17.5,443.0,39.5
5187,5.25,295,10.5,1,63.0882352941176,309.5,136.5,39.5
5985,11.75,667,9,6.0,63.0882352941176,0.345831435880661,443.0,130
5466,9.4,501,3,6.0,63.0882352941176,17.5,443.0,39.5
5002,7.21428571428571,202,3,2.5,78.41666666666666,309.5,443.0,39.5
5129,30.0,18,9.0,3,78.41666666666666,0.124168161896053,443.0,39.5
4938,2.5718954248366046,147,1,2.5,63.0882352941176,309.5,136.5,201
5286,14.333333333333302,370,28,9.0,63.0882352941176,0.0015026817661607,136.5,39.5
5299,14.333333333333302,376,5,2.5,15.9411764705882,309.5,443.0,39.5
5770,14.333333333333302,219,5,8.0,63.0882352941176,17.5,443.0,35
4978,2.5718954248366046,339.0,1,2.5,78.41666666666666,10.0,443.0,914
5424,3.6829268292682897,821.5,13,1,63.0882352941176,309.5,136.5,39.5
5486,9.4,509,2,2.5,63.0882352941176,309.5,443.0,21.5
5594,14.333333333333302,821.5,10.5,3,63.0882352941176,0.0005588683215173,443.0,168
5784,14.333333333333302,705,4,2.5,78.41666666666666,309.5,443.0,1169
5760,26.5,507,4,2,63.0882352941176,309.5,136.5,21.5
5444,14.333333333333302,35,9.0,5,63.0882352941176,309.5,443.0,326
5138,26.5,232,4,3,63.0882352941176,17.5,136.5,39.5
