,nuc,arexp,nd,ns,age,la,ld,target
0,3.5,41.0,3.0,1.0,0.0,90.0,0.0,True
1,4.25,42.0,3.0,1.0,0.0,87.0,0.0,True
2,5.0,60.0,3.0,1.0,1.67,87.0,29.0,True
3,12.33,45.0,2.0,1.0,0.67,219.0,1.0,True
4,7.12,105.0,4.0,1.0,1.62,99.0,24.0,True
5,4.33,113.0,3.0,1.0,2.5,166.0,54.0,True
6,10.14,131.0,3.0,1.0,0.86,139.0,17.0,True
7,18.75,227.0,3.0,1.0,0.0,145.0,53.0,True
8,23.4,8.0,3.0,1.0,0.8,122.0,20.0,True
9,12.38,256.0,4.0,1.0,15.88,379.0,94.0,True
10,29.67,258.0,2.0,1.0,0.0,94.0,63.0,True
11,0.75,286.0,2.0,1.0,0.0,348.0,0.0,True
12,31.6,319.0,3.0,1.0,4.0,67.0,11.0,True
13,8.33,17.0,3.0,1.0,22.67,99.0,46.0,True
14,26.0,326.0,3.0,1.0,0.0,54.0,57.0,True
15,20.33,337.0,3.0,1.0,1.83,132.0,17.0,True
16,15.0,340.0,3.0,1.0,4.5,76.0,4.0,True
17,50.5,38.0,2.0,1.0,3.0,157.0,1.0,True
18,35.33,1.0,3.0,1.0,66.0,88.0,19.0,True
19,5.8,59.0,2.0,1.0,20.0,90.0,85.0,True
20,2.67,12.0,2.0,1.0,76.33,42.0,4.0,True
21,27.0,64.0,2.0,1.0,15.0,79.0,13.0,True
22,39.0,23.0,2.0,1.0,13.67,138.0,1.0,True
23,68.0,63.0,2.0,1.0,84.5,58.0,13.0,True
24,5.0,64.5,2.0,1.0,171.5,107.0,135.0,True
25,31.5,95.0,2.0,1.0,2.0,95.0,12.0,True
26,72.0,108.5,2.0,1.0,54.5,51.0,0.0,False
27,2.5,14.0,2.0,1.0,7.0,188.0,0.0,True
28,11.0,33.0,2.0,1.0,114.0,2.0,2.0,True
29,25.33,29.0,4.0,1.0,5.33,144.0,1.0,True
30,7.0,55.0,3.0,1.0,113.67,5.0,3.0,True
