,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.61,148.0,5.3,1.0,4.26,31.0,3835.0,115.0,True
1,3.68,833.0,4.14,2.0,1.0,0.42,2716.0,0.0,True
2,0.37,15.0,5.16,1.0,12.14,8.0,2989.0,19.0,True
3,5.23,995.17,4.76,2.0,0.13,0.44,2358.0,0.0,False
4,11.61,1932.5,4.43,4.0,12.83,0.33,3294.0,4.0,True
5,8.69,3.0,4.27,2.0,0.12,0.0,2215.0,0.0,False
6,0.0,22.0,4.6,1.0,0.0,12.0,2859.0,0.0,False
7,0.97,219.5,4.42,1.0,0.0,253.0,3883.0,0.0,False
8,17.37,2301.5,4.91,3.0,1.8,0.46,2502.0,7.0,True
9,17.27,2304.33,4.93,3.0,0.0,0.46,2715.0,0.0,False
10,16.58,2306.83,4.73,3.0,0.0,0.46,2764.0,0.0,False
11,19.74,2385.33,5.0,5.0,0.43,0.24,3282.0,0.0,False
12,0.0,73.0,3.65,2.0,0.0,0.99,2355.0,0.0,False
13,27.37,2532.75,4.21,3.0,4.03,0.46,3665.0,3.0,True
14,27.14,2541.08,4.65,4.0,2.97,0.33,2484.0,1.0,True
15,25.33,2557.08,4.57,3.0,0.27,0.46,2105.0,0.0,False
16,12.16,285.08,5.29,2.0,0.71,0.84,4267.0,0.0,False
17,35.03,8.0,3.47,4.0,0.83,0.25,3826.0,0.0,False
18,0.42,153.5,4.81,2.0,0.47,0.99,2991.0,214.0,False
19,4.17,1168.67,5.35,1.0,0.04,1475.0,3166.0,0.0,False
20,0.0,35.33,4.51,1.0,0.0,44.0,3060.0,0.0,False
21,9.52,2624.75,4.81,2.0,0.48,0.87,2165.0,2.0,True
22,26.67,2606.42,4.18,2.0,0.57,0.87,3467.0,0.0,False
23,4.11,185.0,5.25,2.0,2.0,1.0,2579.0,44.0,True
24,27.19,2615.18,5.07,3.0,0.58,0.46,3895.0,0.0,False
25,32.23,20.0,4.74,3.0,1.11,0.38,3305.0,0.0,True
26,42.41,2666.5,4.47,2.0,43.09,0.87,2334.0,84.0,True
27,18.77,1068.58,4.72,3.0,187.55,0.49,3470.0,94.0,True
28,34.1,108.9,4.4,2.0,0.0,0.62,2214.0,0.0,False
29,70.72,130.0,3.8,3.0,0.8,0.17,3760.0,1.0,True
30,6.38,94.5,5.26,1.0,0.18,75.0,2990.0,0.0,False
31,57.71,5.0,1.88,2.0,54.38,0.22,2592.0,37.0,True
32,11.64,65.0,4.28,1.0,0.0,2.0,3769.0,0.0,False
33,6.38,527.5,5.28,1.0,0.53,390.0,3632.0,7.0,False
34,47.82,0.0,4.78,2.0,0.05,0.0,3088.0,0.0,False
35,10.18,5.5,4.35,1.0,0.0,6.0,3524.0,0.0,False
36,38.21,2857.15,5.31,3.0,0.15,0.46,3689.0,66.0,False
37,8.68,0.0,4.99,1.0,0.0,0.0,2575.0,0.0,False
38,41.27,2979.3,2.43,2.0,72.87,0.87,3221.0,18.0,True
39,1.12,94.5,4.93,1.0,70.22,47.0,3473.0,27.0,True
40,32.76,28.5,4.17,3.0,0.48,0.5,1836.0,0.0,False
41,69.18,0.0,4.94,5.0,8.57,0.0,3297.0,0.0,True
42,93.82,7.5,4.21,2.0,0.32,1.0,2920.0,0.0,False
43,89.5,25.5,4.48,2.0,0.33,1.0,3243.0,0.0,False
44,83.12,7.33,4.72,2.0,0.48,1.03,2463.0,0.0,False
45,63.05,2.0,5.1,3.0,0.11,0.44,3573.0,0.0,False
46,124.23,79.5,4.45,4.0,2.23,0.33,2391.0,0.0,True
47,33.06,3.83,5.35,3.0,20.74,0.5,4224.0,2.0,True
48,0.08,4196.73,5.73,2.0,3.47,0.99,2842.0,4.0,True
49,30.75,13.0,5.05,2.0,62.65,1.02,2074.0,29.0,True
50,12.73,0.0,4.78,2.0,0.46,0.0,2116.0,0.0,False
51,118.97,0.0,4.42,4.0,0.58,0.0,2023.0,0.0,False
52,6.44,8.0,4.14,2.0,6.4,0.5,2254.0,36.0,True
53,81.94,133.0,5.16,4.0,0.75,0.83,3893.0,0.0,False
54,139.42,1587.0,4.02,4.0,2.87,0.33,2601.0,0.0,True
55,115.72,0.0,4.43,4.0,6.36,0.0,2854.0,68.0,True
56,63.12,0.0,5.47,5.0,0.28,0.0,3913.0,0.0,False
57,14.0,0.0,4.38,2.0,0.24,0.0,2903.0,0.0,False
58,32.61,27.0,5.5,5.0,29.94,0.25,3434.0,188.0,True
59,9.98,211.83,4.95,4.0,167.81,0.58,3291.0,306.0,True
60,139.53,56.0,4.01,5.0,0.33,0.25,2757.0,0.0,False
61,0.0,0.0,4.47,1.0,0.0,0.0,3316.0,0.0,True
62,136.25,8.75,4.34,2.0,0.04,1.03,2043.0,0.0,False
63,20.77,255.83,4.78,3.0,20.67,0.5,2856.0,398.0,True
64,11.8,192.0,5.63,3.0,79.3,0.82,2552.0,34.0,True
65,3.66,305.33,4.78,2.0,14.51,0.51,2345.0,419.0,True
66,179.52,315.33,3.79,4.0,2.56,0.33,2241.0,1.0,True
67,42.32,29.0,4.03,3.0,31.63,0.98,2734.0,30.0,True
68,162.22,27.5,3.91,5.0,0.19,0.25,2822.0,0.0,False
69,1.0,1670.33,4.56,2.0,0.0,1.0,2928.0,0.0,False
70,163.43,77.08,4.23,4.0,2.73,0.31,1926.0,1.0,True
71,102.47,321.33,4.38,4.0,9.78,0.58,2279.0,122.0,True
72,52.82,343.0,4.17,4.0,23.94,0.58,2512.0,130.0,True
73,120.9,0.0,4.4,4.0,0.65,0.0,2593.0,0.0,False
74,83.94,18.0,5.18,3.0,0.23,1.17,3995.0,1.0,True
75,140.42,74.0,4.27,5.0,16.14,0.21,2580.0,0.0,True
76,53.12,0.0,4.19,3.0,2.47,0.0,2143.0,0.0,True
77,156.77,1.33,4.28,4.0,0.6,0.31,1951.0,0.0,False
78,9.86,4389.88,4.52,4.0,127.81,0.33,2764.0,17.0,True
79,222.75,4.0,3.73,3.0,0.4,0.83,2160.0,1.0,True
80,16.85,729.91,4.74,2.68,128.25,0.33,3040.87,64.21,True
81,15.78,539.49,4.75,2.5,94.92,0.25,2799.59,47.46,True
82,15.84,550.51,4.75,2.52,96.84,0.25,2813.55,48.43,True
83,14.33,282.77,4.77,2.26,49.97,0.13,2474.3,24.87,True
84,17.43,832.11,4.73,2.78,146.15,0.38,3170.37,73.2,True
85,17.4,826.13,4.73,2.77,145.1,0.38,3162.78,72.67,True
86,12.78,9.55,4.78,2.01,2.13,0.0,2128.1,0.84,True
87,15.16,430.94,4.76,2.4,75.91,0.2,2662.04,37.91,True
88,14.92,387.69,4.76,2.36,68.34,0.18,2607.25,34.1,True
89,15.72,529.84,4.75,2.5,93.23,0.24,2787.36,46.61,True
90,16.67,697.08,4.74,2.65,122.51,0.32,2999.27,61.32,True
91,12.74,1.46,4.78,2.0,0.72,0.0,2117.85,0.13,False
92,18.22,971.39,4.72,2.91,170.53,0.44,3346.85,85.45,True
93,16.32,635.08,4.74,2.59,111.65,0.29,2920.7,55.87,True
94,14.18,256.65,4.77,2.24,45.39,0.12,2441.2,22.58,True
95,13.18,79.19,4.78,2.07,14.32,0.04,2216.34,6.97,True
96,18.12,953.52,4.72,2.89,167.4,0.43,3324.21,83.88,True
97,17.96,926.02,4.73,2.87,162.59,0.42,3289.36,81.46,True
98,18.18,964.65,4.72,2.9,169.35,0.44,3338.31,84.86,True
99,12.79,10.14,4.78,2.01,2.24,0.0,2128.85,0.89,True
100,14.55,321.35,4.76,2.3,56.72,0.15,2523.19,28.27,True
101,18.68,1053.8,4.72,2.99,184.96,0.48,3451.27,92.7,True
102,14.48,310.22,4.76,2.29,54.77,0.14,2509.08,27.29,True
103,16.54,673.69,4.74,2.63,118.41,0.31,2969.63,59.26,True
104,13.08,61.37,4.78,2.06,11.2,0.03,2193.76,5.4,True
105,13.92,210.1,4.77,2.2,37.24,0.1,2382.22,18.48,True
106,17.25,800.37,4.73,2.75,140.59,0.36,3130.15,70.41,True
107,14.59,328.53,4.76,2.31,57.98,0.15,2532.28,28.9,True
108,16.35,641.34,4.74,2.6,112.75,0.29,2928.64,56.42,True
109,17.63,866.57,4.73,2.81,152.18,0.39,3214.03,76.23,True
110,18.59,1037.85,4.72,2.97,182.17,0.47,3431.06,91.3,True
111,15.31,456.78,4.76,2.43,80.43,0.21,2694.78,40.18,True
112,17.36,819.56,4.73,2.77,143.95,0.37,3154.46,72.09,True
113,17.21,792.42,4.73,2.74,139.2,0.36,3120.07,69.71,True
114,13.12,68.68,4.78,2.06,12.48,0.03,2203.03,6.04,True
115,17.23,795.83,4.73,2.74,139.8,0.36,3124.39,70.01,True
116,15.8,544.25,4.75,2.51,95.75,0.25,2805.61,47.88,True
117,18.28,981.78,4.72,2.92,172.35,0.45,3360.01,86.36,True
118,16.89,737.18,4.74,2.69,129.53,0.34,3050.09,64.85,True
119,17.6,862.17,4.73,2.81,151.41,0.39,3208.46,75.84,True
120,15.84,549.97,4.75,2.51,96.75,0.25,2812.87,48.38,True
121,16.83,725.08,4.74,2.68,127.41,0.33,3034.75,63.78,True
122,17.92,919.0,4.73,2.86,161.36,0.42,3280.47,80.84,True
123,17.13,779.65,4.74,2.73,136.96,0.36,3103.89,68.58,True
124,14.45,304.6,4.76,2.29,53.79,0.14,2501.96,26.79,True
125,14.11,244.53,4.77,2.23,43.27,0.11,2425.84,21.51,True
126,12.79,10.43,4.78,2.01,2.29,0.0,2129.21,0.92,True
127,16.98,752.89,4.74,2.7,132.28,0.34,3069.99,66.23,True
128,16.87,732.42,4.74,2.69,128.69,0.33,3044.05,64.43,True
129,14.54,321.31,4.76,2.3,56.71,0.15,2523.13,28.26,True
130,13.48,133.44,4.78,2.12,23.82,0.06,2285.09,11.74,True
131,13.26,93.16,4.78,2.09,16.77,0.04,2234.04,8.19,True
132,14.73,354.21,4.76,2.33,62.48,0.16,2564.82,31.16,True
133,15.75,534.86,4.75,2.5,94.1,0.24,2793.71,47.05,True
134,17.19,789.52,4.73,2.74,138.69,0.36,3116.39,69.45,True
135,13.4,117.88,4.78,2.11,21.1,0.05,2265.36,10.37,True
136,15.45,480.68,4.75,2.45,84.62,0.22,2725.07,42.28,True
137,16.01,580.45,4.75,2.54,102.09,0.26,2851.49,51.06,True
138,13.5,136.15,4.78,2.13,24.3,0.06,2288.52,11.98,True
139,16.71,704.51,4.74,2.66,123.81,0.32,3008.69,61.97,True
140,17.96,926.64,4.73,2.87,162.7,0.42,3290.14,81.51,True
141,18.45,1013.04,4.72,2.95,177.83,0.46,3399.62,89.11,True
142,13.01,49.61,4.78,2.05,9.15,0.02,2178.86,4.36,True
143,12.75,3.5,4.78,2.0,1.07,0.0,2120.43,0.31,True
144,17.52,847.14,4.73,2.79,148.78,0.39,3189.41,74.52,True
145,15.89,558.68,4.75,2.52,98.27,0.25,2823.9,49.15,True
146,16.47,662.1,4.74,2.62,116.38,0.3,2954.95,58.24,True
147,18.02,936.85,4.73,2.88,164.49,0.43,3303.08,82.41,True
148,14.75,358.36,4.76,2.34,63.2,0.16,2570.08,31.52,True
149,15.81,545.11,4.75,2.51,95.9,0.25,2806.71,47.95,True
150,15.72,528.96,4.75,2.5,93.07,0.24,2786.24,46.53,True
151,13.71,174.22,4.77,2.16,30.96,0.08,2336.75,15.33,True
152,18.07,945.0,4.73,2.88,165.91,0.43,3313.4,83.13,True
153,14.15,251.83,4.77,2.24,44.55,0.11,2435.09,22.15,True
154,15.86,553.96,4.75,2.52,97.45,0.25,2817.93,48.73,True
155,14.77,361.43,4.76,2.34,63.74,0.16,2573.97,31.79,True
156,16.01,580.22,4.75,2.54,102.05,0.26,2851.2,51.04,True
157,13.36,110.97,4.78,2.1,19.89,0.05,2256.6,9.76,True
158,13.07,60.22,4.78,2.06,11.0,0.03,2192.3,5.3,True
159,13.37,113.08,4.78,2.11,20.26,0.05,2259.28,9.95,True
160,15.33,459.88,4.76,2.43,80.98,0.21,2698.72,40.45,True
161,14.14,249.35,4.77,2.23,44.12,0.11,2431.95,21.93,True
162,16.21,616.5,4.75,2.58,108.4,0.28,2897.17,54.23,True
163,17.11,775.01,4.74,2.73,136.15,0.35,3098.02,68.18,True
164,18.09,949.01,4.72,2.89,166.62,0.43,3318.49,83.48,True
165,16.27,627.43,4.74,2.59,110.31,0.29,2911.01,55.19,True
166,17.7,879.87,4.73,2.82,154.51,0.4,3230.88,77.4,True
167,13.92,211.46,4.77,2.2,37.48,0.1,2383.95,18.6,True
168,17.91,916.32,4.73,2.86,160.89,0.42,3277.07,80.61,True
169,15.87,555.03,4.75,2.52,97.64,0.25,2819.28,48.82,True
170,14.96,395.44,4.76,2.37,69.69,0.18,2617.06,34.79,True
