,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.29,44.0,2.45,1.0,1.43,25.0,131.0,143.0,False
1,1.33,166.0,2.3,1.0,0.0,94.0,207.0,189.0,False
2,6.0,187.0,2.22,1.0,10.33,109.0,289.0,87.0,False
3,0.75,352.0,2.61,1.0,0.25,42.0,304.0,86.0,False
4,3.0,357.0,2.2,1.0,54.67,176.0,67.0,91.0,False
5,3.11,5.0,2.7,1.0,103.56,3.0,359.0,137.0,True
6,1.67,103.0,2.89,1.0,1.78,21.0,141.0,112.0,True
7,2.44,104.0,3.12,1.0,14.0,63.0,184.0,164.0,True
8,18.2,17.0,2.26,1.0,18.8,12.0,260.0,62.0,False
9,1.0,31.0,2.27,1.0,2.0,13.0,285.0,114.0,True
10,7.8,49.0,2.68,1.0,21.6,19.0,89.0,83.0,True
11,4.14,64.0,2.3,1.0,37.86,30.0,143.0,118.0,False
12,4.24,73.0,2.97,1.0,55.53,39.0,197.0,117.0,False
13,4.8,97.0,2.74,1.0,45.0,56.0,80.0,204.0,True
14,5.62,103.0,2.79,1.0,11.5,60.0,77.0,157.0,True
15,3.89,109.0,2.78,1.0,33.33,64.0,222.0,139.0,True
16,10.9,163.0,2.97,1.0,41.3,41.0,256.0,110.0,False
17,9.67,88.0,2.46,1.0,47.22,29.0,109.0,71.0,False
18,8.08,237.0,2.65,1.0,2.54,66.0,130.0,127.0,True
19,12.0,97.0,3.15,1.0,19.56,36.0,260.0,141.0,True
20,5.2,235.0,1.97,1.0,82.6,113.0,154.0,194.0,False
21,12.33,336.0,2.46,1.0,79.83,176.0,132.0,202.0,False
22,7.62,115.0,2.54,1.0,78.88,68.0,113.0,68.0,True
23,6.55,404.0,2.4,1.0,119.18,215.0,182.0,50.0,False
24,4.38,426.0,3.1,1.0,71.38,227.0,194.0,89.0,True
25,11.82,438.0,1.99,1.0,77.55,275.0,151.0,126.0,False
26,7.08,482.0,2.59,1.0,52.33,215.0,195.0,94.0,True
27,4.33,503.0,2.83,1.0,139.17,314.0,374.0,91.0,True
28,13.4,600.0,2.7,1.0,56.7,384.0,109.0,94.0,True
29,11.42,186.0,2.85,1.0,36.25,145.0,63.0,117.0,True
30,16.12,195.5,2.15,1.0,43.62,153.0,44.0,124.0,False
31,17.64,201.5,2.35,1.0,58.73,159.0,63.0,172.0,True
32,1.0,13.0,2.69,1.0,31.67,5.0,285.0,76.0,True
33,3.43,60.5,2.49,1.0,84.86,66.0,133.0,115.0,False
34,1.88,1.0,2.54,1.0,29.62,1.0,321.0,179.0,True
35,0.7,223.5,2.81,1.0,46.7,36.0,139.0,112.0,True
36,1.89,46.0,1.97,1.0,82.33,25.0,282.0,253.0,False
37,8.27,39.0,2.79,1.0,56.36,28.0,159.0,151.0,True
38,14.72,14.0,2.56,1.0,14.06,12.0,340.0,153.0,True
39,10.3,305.83,2.16,1.0,144.8,358.0,347.0,162.0,False
40,22.29,121.5,2.32,1.0,13.14,53.0,363.0,95.0,False
41,14.56,367.27,2.57,1.0,153.33,439.0,330.0,132.0,True
42,4.5,23.0,2.18,1.0,30.0,21.0,343.0,149.0,False
43,29.44,25.0,2.46,1.0,19.67,14.0,344.0,74.0,False
44,7.55,27.0,2.55,1.0,125.91,4.0,213.0,57.0,True
45,1.89,7.0,2.13,1.0,30.44,7.0,203.0,71.0,False
46,0.5,17.0,2.78,1.0,0.0,10.0,238.0,143.0,False
47,1.1,363.0,2.47,1.0,0.8,260.0,126.0,111.0,False
48,6.22,29.0,2.55,1.0,188.44,11.0,400.0,109.0,True
49,2.82,42.0,2.72,1.0,11.09,20.0,80.0,107.0,True
50,15.83,74.0,2.44,1.0,0.0,13.0,125.0,120.0,False
51,8.9,88.0,2.49,1.0,68.4,35.0,106.0,53.0,False
52,1.0,119.0,2.91,1.0,0.0,83.0,162.0,139.0,False
53,2.11,129.0,2.8,1.0,45.5,92.0,121.0,87.0,True
54,5.5,176.0,2.45,1.0,182.75,132.0,343.0,74.0,False
55,15.0,58.0,2.36,1.0,134.33,51.0,84.0,68.0,True
56,7.2,9.0,2.33,1.0,83.6,7.0,247.0,157.0,False
57,1.0,49.67,3.01,1.0,33.0,58.0,221.0,90.0,True
58,5.83,5.0,2.45,1.0,179.33,4.0,233.0,59.0,False
59,4.67,7.0,2.52,1.0,2.0,5.0,207.0,187.0,True
60,0.75,240.0,2.43,1.0,0.0,141.0,199.0,128.0,False
61,1.86,43.67,2.32,1.0,110.71,31.0,331.0,63.0,False
62,0.86,12.0,2.09,1.0,145.71,5.0,84.0,121.0,True
63,2.33,7.0,2.49,1.0,20.11,6.0,385.0,124.0,False
64,1.62,122.0,2.46,1.0,172.25,69.0,99.0,180.0,False
65,6.0,151.0,2.07,1.0,80.86,90.0,118.0,96.0,False
66,7.5,24.0,2.34,1.0,123.0,19.0,206.0,138.0,True
67,6.19,55.0,2.74,1.0,84.19,40.0,314.0,211.0,True
68,11.56,1.0,2.52,1.0,33.56,1.0,390.0,73.0,True
69,0.86,2.0,2.03,1.0,3.43,2.0,175.0,107.0,True
70,16.86,8.0,2.21,1.0,47.0,7.0,152.0,141.0,False
71,6.31,0.0,3.13,1.0,33.69,0.0,216.0,111.0,True
72,1.78,212.83,2.53,1.0,121.33,163.0,71.0,63.0,True
73,2.36,226.33,2.96,1.0,150.82,173.0,154.0,177.0,True
74,1.22,4.0,1.95,1.0,0.89,4.0,247.0,126.0,False
75,43.29,284.33,3.01,1.0,54.64,110.0,202.0,157.0,True
76,2.0,11.0,2.31,1.0,70.0,11.0,71.0,59.0,False
77,0.78,319.83,2.7,1.0,5.44,131.0,213.0,149.0,True
78,3.07,335.83,2.75,1.0,2.86,253.0,247.0,138.0,True
79,17.0,1.0,2.32,1.0,163.67,0.0,272.0,69.0,True
80,1.93,39.0,2.98,1.0,102.93,35.0,168.0,84.0,True
81,1.2,5.0,2.31,1.0,71.4,3.0,275.0,82.0,False
82,10.89,195.0,2.49,1.0,152.56,54.0,122.0,54.0,False
83,10.17,167.26,2.43,1.0,44.42,127.1,76.7,108.29,False
84,5.79,146.45,2.63,1.0,45.01,108.0,100.8,96.71,True
85,7.81,156.06,2.54,1.0,44.74,116.82,89.67,102.06,True
86,9.64,164.75,2.45,1.0,44.49,124.79,79.61,106.89,False
87,13.58,183.43,2.27,1.0,43.97,141.93,57.97,117.29,False
88,7.17,153.0,2.57,1.0,44.82,114.02,93.21,100.35,True
89,14.5,187.81,2.23,1.0,43.84,145.94,52.91,119.72,False
90,9.43,163.72,2.46,1.0,44.52,123.85,80.8,106.32,False
91,9.81,165.51,2.44,1.0,44.47,125.49,78.72,107.32,False
92,15.96,194.73,2.16,1.0,43.65,152.29,44.89,123.57,False
93,3.18,134.09,2.75,1.0,45.36,96.67,115.1,89.83,True
94,13.42,182.68,2.28,1.0,43.99,141.24,58.84,116.87,False
95,15.78,193.89,2.17,1.0,43.67,151.52,45.87,123.1,False
96,2.61,131.39,2.78,1.0,45.43,94.19,118.23,88.33,True
97,6.68,150.67,2.59,1.0,44.89,111.88,95.9,99.06,True
98,11.94,175.63,2.34,1.0,44.19,134.78,67.0,112.95,True
99,7.1,152.67,2.57,1.0,44.83,113.72,93.59,100.17,True
100,14.88,189.6,2.21,1.0,43.79,147.59,50.83,120.72,False
101,3.41,135.15,2.74,1.0,45.33,97.64,113.88,90.42,True
102,11.67,174.35,2.36,1.0,44.22,133.6,68.49,112.23,True
103,8.96,161.49,2.48,1.0,44.58,121.8,83.38,105.08,False
104,8.26,158.16,2.51,1.0,44.68,118.75,87.23,103.23,False
105,14.01,185.47,2.25,1.0,43.91,143.8,55.61,118.42,False
106,14.39,187.26,2.23,1.0,43.86,145.44,53.54,119.41,False
107,15.96,194.71,2.16,1.0,43.65,152.28,44.91,123.56,False
108,9.09,162.13,2.48,1.0,44.57,122.39,82.64,105.43,False
109,5.55,145.34,2.64,1.0,45.04,106.99,102.08,96.09,True
110,5.23,143.81,2.65,1.0,45.08,105.59,103.85,95.24,True
111,6.53,149.97,2.59,1.0,44.91,111.23,96.72,98.67,True
112,15.36,191.89,2.19,1.0,43.73,149.68,48.19,121.99,False
113,9.6,164.53,2.45,1.0,44.5,124.59,79.86,106.77,False
114,2.59,131.25,2.78,1.0,45.44,94.07,118.39,88.25,True
115,10.58,169.18,2.41,1.0,44.37,128.86,74.48,109.36,False
116,14.51,187.82,2.23,1.0,43.84,145.96,52.89,119.73,False
117,4.65,141.07,2.68,1.0,45.16,103.07,107.03,93.71,True
118,3.04,133.41,2.76,1.0,45.38,96.05,115.89,89.46,True
119,5.27,144.0,2.65,1.0,45.08,105.76,103.63,95.35,True
120,5.54,145.29,2.64,1.0,45.04,106.95,102.13,96.07,True
121,7.27,153.47,2.56,1.0,44.81,114.44,92.67,100.61,True
122,13.58,183.41,2.27,1.0,43.97,141.91,58.0,117.27,False
123,14.89,189.63,2.21,1.0,43.79,147.62,50.79,120.74,False
124,14.47,187.66,2.23,1.0,43.85,145.81,53.08,119.64,False
125,14.47,187.66,2.23,1.0,43.85,145.81,53.08,119.64,False
126,2.55,131.1,2.78,1.0,45.44,93.93,118.57,88.17,True
127,14.77,189.08,2.21,1.0,43.81,147.11,51.43,120.43,False
128,2.99,133.19,2.76,1.0,45.38,95.85,116.15,89.33,True
129,13.0,180.69,2.29,1.0,44.04,139.42,61.15,115.76,False
130,8.41,158.89,2.51,1.0,44.66,119.42,86.39,103.63,False
131,4.23,139.04,2.7,1.0,45.22,101.21,109.38,92.59,True
132,6.83,151.37,2.58,1.0,44.87,112.52,95.09,99.45,True
133,8.5,159.32,2.5,1.0,44.64,119.82,85.89,103.87,False
134,5.53,145.22,2.64,1.0,45.04,106.88,102.22,96.02,True
135,14.45,187.57,2.23,1.0,43.85,145.73,53.18,119.59,False
136,9.75,165.23,2.45,1.0,44.48,125.23,79.05,107.16,False
137,10.18,167.27,2.43,1.0,44.42,127.1,76.69,108.29,False
138,10.09,166.89,2.43,1.0,44.43,126.75,77.13,108.08,False
139,7.69,155.46,2.54,1.0,44.75,116.27,90.37,101.72,True
140,7.61,155.12,2.54,1.0,44.76,115.96,90.76,101.53,True
141,5.6,145.55,2.64,1.0,45.03,107.18,101.83,96.21,True
142,13.16,181.42,2.29,1.0,44.02,140.08,60.3,116.17,False
143,5.08,143.08,2.66,1.0,45.1,104.92,104.69,94.84,True
144,2.58,131.2,2.78,1.0,45.44,94.02,118.45,88.23,True
145,14.96,189.96,2.2,1.0,43.78,147.92,50.42,120.92,False
146,7.38,154.01,2.56,1.0,44.79,114.94,92.04,100.91,True
147,3.7,136.56,2.73,1.0,45.29,98.93,112.25,91.21,True
148,15.5,192.54,2.18,1.0,43.71,150.28,47.43,122.35,False
149,9.16,162.45,2.47,1.0,44.56,122.69,82.26,105.61,False
150,15.07,190.5,2.2,1.0,43.77,148.41,49.79,121.22,False
151,13.02,180.76,2.29,1.0,44.04,139.48,61.06,115.8,False
152,15.6,193.0,2.17,1.0,43.7,150.7,46.9,122.61,False
153,2.75,132.02,2.77,1.0,45.41,94.77,117.5,88.68,True
154,5.47,144.95,2.64,1.0,45.05,106.63,102.53,95.88,True
155,7.52,154.65,2.55,1.0,44.78,115.53,91.3,101.27,True
156,12.82,179.8,2.3,1.0,44.07,138.6,62.18,115.26,False
157,5.02,142.81,2.66,1.0,45.11,104.67,105.01,94.68,True
158,12.62,178.88,2.31,1.0,44.09,137.76,63.24,114.76,False
159,6.09,147.86,2.62,1.0,44.97,109.3,99.16,97.5,True
160,15.17,190.96,2.19,1.0,43.75,148.84,49.25,121.48,False
161,9.08,162.06,2.48,1.0,44.57,122.32,82.72,105.39,False
162,10.96,170.99,2.39,1.0,44.32,130.52,72.38,110.36,False
163,4.29,139.32,2.7,1.0,45.21,101.47,109.05,92.74,True
164,11.35,172.86,2.37,1.0,44.26,132.23,70.22,111.4,True
165,7.14,152.84,2.57,1.0,44.83,113.87,93.39,100.27,True
166,6.32,148.96,2.6,1.0,44.94,110.31,97.89,98.11,True
167,10.26,167.65,2.42,1.0,44.41,127.45,76.25,108.5,False
168,11.64,174.22,2.36,1.0,44.23,133.48,68.65,112.16,True
169,4.72,141.37,2.68,1.0,45.15,103.35,106.68,93.88,True
170,3.47,135.43,2.74,1.0,45.32,97.9,113.56,90.58,True
171,9.01,161.74,2.48,1.0,44.58,122.03,83.09,105.22,False
172,10.11,166.93,2.43,1.0,44.43,126.8,77.08,108.11,False
173,12.76,179.55,2.31,1.0,44.07,138.37,62.47,115.12,False
174,3.95,137.71,2.71,1.0,45.25,99.99,110.92,91.84,True
175,4.47,140.19,2.69,1.0,45.18,102.26,108.05,93.22,True
176,11.89,175.41,2.35,1.0,44.19,134.57,67.27,112.82,True
177,13.43,182.71,2.27,1.0,43.99,141.27,58.81,116.88,False
178,6.44,149.54,2.6,1.0,44.92,110.84,97.22,98.43,True
179,7.62,155.15,2.54,1.0,44.76,115.99,90.72,101.55,True
180,2.11,129.01,2.8,1.0,45.5,92.01,120.99,87.0,True
181,10.64,169.45,2.4,1.0,44.36,129.11,74.16,109.51,False
182,10.87,170.58,2.39,1.0,44.33,130.14,72.86,110.13,False
183,13.32,182.2,2.28,1.0,44.0,140.8,59.4,116.6,False
184,3.86,137.32,2.72,1.0,45.27,99.63,111.37,91.63,True
185,14.15,186.14,2.24,1.0,43.89,144.41,54.84,118.79,False
186,9.4,163.61,2.46,1.0,44.52,123.75,80.92,106.26,False
187,5.95,147.23,2.62,1.0,44.99,108.72,99.89,97.14,True
188,2.37,130.23,2.79,1.0,45.47,93.13,119.58,87.68,True
189,9.9,165.98,2.44,1.0,44.46,125.92,78.18,107.57,False
190,6.47,149.7,2.6,1.0,44.92,110.99,97.03,98.52,True
191,14.9,189.71,2.21,1.0,43.79,147.68,50.71,120.78,False
192,7.23,153.28,2.56,1.0,44.82,114.27,92.88,100.51,True
193,10.2,167.38,2.42,1.0,44.42,127.21,76.56,108.36,False
194,3.21,134.24,2.75,1.0,45.35,96.8,114.94,89.91,True
195,9.57,164.38,2.45,1.0,44.5,124.45,80.04,106.68,False
196,2.64,131.52,2.77,1.0,45.43,94.31,118.08,88.4,True
197,3.16,134.0,2.75,1.0,45.36,96.58,115.21,89.78,True
198,11.81,175.04,2.35,1.0,44.2,134.23,67.69,112.62,True
199,7.16,152.95,2.57,1.0,44.82,113.97,93.27,100.33,True
200,10.94,170.88,2.39,1.0,44.32,130.42,72.51,110.3,False
