,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.72,4.0,3.36,2.0,0.0,0.94,174.0,66.0,True
1,2.44,7.0,2.34,3.0,0.0,0.5,337.0,18.0,True
2,2.31,12.0,3.27,2.0,0.0,0.25,343.0,94.0,False
3,2.88,19.0,4.99,2.0,0.02,0.25,165.0,111.0,False
4,2.78,21.0,3.58,2.0,0.0,0.25,393.0,180.0,False
5,2.56,24.0,3.35,2.0,0.0,0.25,250.0,7.0,True
6,1.55,30.0,3.68,3.0,0.05,0.06,633.0,84.0,False
7,0.06,36.0,4.62,2.0,0.06,0.25,28.0,34.0,True
8,2.07,38.0,3.4,4.0,0.2,0.02,495.0,50.0,False
9,2.14,19.0,3.36,2.0,0.14,1.0,480.0,67.0,True
10,1.65,28.0,2.98,2.0,0.12,1.0,350.0,168.0,True
11,2.09,43.0,4.44,3.0,0.23,0.06,342.0,401.0,False
12,4.55,46.0,2.41,3.0,0.0,0.06,40.0,40.0,False
13,2.25,71.0,3.29,2.0,0.17,0.22,498.0,84.0,False
14,2.65,74.0,3.3,2.0,2.29,0.22,369.0,172.0,True
15,2.47,86.0,3.11,3.0,0.94,0.06,806.0,162.0,False
16,1.23,117.0,3.22,2.0,0.31,0.22,362.0,121.0,False
17,4.09,160.0,4.09,3.0,8.59,0.05,607.0,48.0,True
18,3.79,168.0,3.33,2.0,2.71,0.22,86.0,53.0,True
19,5.3,169.0,3.11,2.0,0.0,0.22,37.0,38.0,False
20,6.63,194.0,3.57,2.0,17.79,0.26,153.0,108.0,True
21,3.2,210.0,2.78,3.0,6.3,0.05,226.0,80.0,True
22,2.79,240.0,4.51,2.0,1.28,0.22,962.0,188.0,True
23,2.8,245.0,3.2,2.0,1.7,0.0,362.0,34.0,True
24,3.38,265.0,3.7,3.0,0.29,0.0,230.0,93.0,False
25,3.8,289.0,3.35,3.0,1.45,0.0,605.0,65.0,True
26,0.94,310.0,3.2,2.0,5.94,0.22,35.0,118.0,True
27,2.48,314.0,4.95,3.0,18.9,0.06,530.0,2.0,True
28,4.75,339.0,2.67,3.0,11.12,0.06,57.0,32.0,True
