,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.5,8.0,2.15,2.0,0.0,0.25,105.0,51.0,False
1,2.31,12.0,3.27,2.0,0.0,0.25,343.0,94.0,False
2,3.2,13.0,1.94,2.0,0.0,0.25,85.0,11.0,False
3,2.56,24.0,3.35,2.0,0.0,0.25,250.0,7.0,True
4,1.65,28.0,2.98,2.0,0.12,1.0,350.0,168.0,True
5,1.92,29.0,2.76,2.0,0.0,1.0,155.0,78.0,True
6,1.12,57.0,2.15,2.0,0.0,0.22,706.0,0.0,False
7,2.6,32.0,2.13,2.0,0.0,1.0,99.0,31.0,False
8,3.2,33.0,1.93,2.0,0.0,1.0,98.0,12.0,False
9,4.2,34.0,1.92,2.0,0.0,1.0,101.0,20.0,False
10,2.25,71.0,3.29,2.0,0.17,0.22,498.0,84.0,False
11,1.23,117.0,3.22,2.0,0.31,0.22,362.0,121.0,False
12,3.43,123.0,2.39,2.0,1.43,0.22,162.0,44.0,True
13,2.69,71.0,3.26,2.0,0.0,0.0,647.0,0.0,False
14,2.8,245.0,3.2,2.0,1.7,0.0,362.0,34.0,True
15,2.69,255.0,3.24,2.0,1.38,0.22,595.0,36.0,True
16,8.6,79.0,2.8,2.0,10.1,1.0,401.0,49.0,True
17,4.5,271.0,1.91,2.0,5.17,0.22,134.0,28.0,False
18,4.5,296.0,2.41,2.0,5.5,0.22,330.0,8.0,True
19,2.31,393.0,3.33,2.0,0.31,0.22,414.0,8.0,True
20,2.67,395.0,3.42,2.0,0.0,0.22,420.0,28.0,False
21,8.56,411.0,2.51,2.0,3.11,0.22,185.0,3.0,True
22,4.0,416.0,1.98,2.0,8.17,0.22,101.0,15.0,True
23,2.86,424.0,2.62,2.0,14.71,0.22,240.0,20.0,True
24,0.11,466.0,2.66,2.0,3.22,0.22,257.0,4.0,True
25,16.82,541.0,2.54,2.0,3.45,0.22,355.0,129.0,True
26,16.4,116.0,1.49,2.0,1.2,0.0,358.0,2.0,False
27,6.67,595.0,3.15,2.0,4.75,0.22,223.0,2.0,True
28,10.33,644.0,2.69,2.0,11.22,0.22,105.0,46.0,True
29,6.0,662.0,2.84,2.0,6.73,0.22,551.0,56.0,True
30,10.38,666.0,3.42,2.0,6.56,0.22,422.0,11.0,True
31,7.0,671.0,3.08,2.0,0.14,0.04,293.0,29.0,False
32,5.5,687.0,1.96,2.0,18.17,0.0,101.0,18.0,True
33,12.4,159.0,2.37,2.0,18.0,1.0,73.0,24.0,True
34,1.71,714.0,2.58,2.0,16.43,0.22,238.0,1.0,True
35,3.18,726.0,2.39,2.0,0.0,0.22,138.0,10.0,True
36,3.38,741.0,2.74,2.0,13.25,0.22,218.0,73.0,True
37,2.4,742.0,2.12,2.0,0.0,0.22,116.0,22.0,False
38,5.38,748.0,2.73,2.0,1.12,0.22,169.0,38.0,True
39,4.0,753.0,1.86,2.0,30.5,0.22,253.0,52.0,False
40,4.8,757.0,1.82,2.0,7.8,0.22,266.0,25.0,False
41,10.25,760.0,2.24,2.0,29.33,0.22,149.0,128.0,True
42,6.67,763.0,2.02,2.0,26.83,0.22,141.0,11.0,True
43,1.57,788.0,2.7,2.0,18.29,0.22,237.0,21.0,True
44,5.25,848.0,3.27,2.0,29.69,0.22,437.0,75.0,True
45,11.82,28.0,3.05,2.0,40.91,0.52,378.0,181.0,True
46,12.0,8.0,1.77,2.0,9.4,0.48,125.0,3.0,True
47,12.4,9.0,3.03,2.0,0.3,0.49,504.0,8.0,True
48,6.0,21.0,1.8,2.0,69.2,0.44,68.0,52.0,True
49,6.0,41.0,1.43,2.0,93.2,1.25,173.0,25.0,False
50,3.27,960.5,3.0,2.0,4.18,0.22,281.0,6.0,True
51,7.75,950.5,2.04,2.0,34.0,0.22,207.0,40.0,True
52,8.64,65.0,2.24,2.0,43.73,1.25,389.0,101.0,True
53,12.36,132.0,2.54,2.0,2.73,0.44,159.0,167.0,True
54,6.75,135.0,2.6,2.0,45.5,0.44,317.0,12.0,True
55,15.25,146.0,2.19,2.0,1.0,0.44,102.0,103.0,False
