,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,5.93,29.0,3.91,0.15,34.11,0.26,176.0,100.0,False
1,10.88,3.0,3.28,0.31,6.0,1.07,605.0,69.0,True
2,5.78,9.0,3.68,0.09,55.41,1.96,363.0,302.0,False
3,10.12,82.0,4.43,0.12,19.09,0.47,346.0,287.0,False
4,8.15,109.0,4.35,0.18,100.45,0.93,422.0,256.0,False
5,9.46,113.0,4.12,0.27,15.35,0.93,864.0,439.0,False
6,7.78,2.0,3.51,0.18,52.76,0.22,815.0,148.0,True
7,22.42,131.0,4.24,0.29,13.23,0.93,137.0,40.0,False
8,24.29,4.0,2.92,0.71,38.57,0.65,276.0,216.0,True
9,22.64,12.0,3.41,0.82,30.55,1.1,36.0,4.0,False
10,24.36,3.0,4.09,0.41,15.64,1.0,350.0,260.0,False
11,22.81,33.0,3.05,0.62,28.94,2.0,281.0,31.0,True
12,18.53,34.0,3.33,0.47,37.21,0.67,223.0,61.0,False
13,17.31,4.0,3.91,0.34,47.03,0.21,555.0,177.0,False
14,34.0,44.0,2.94,1.0,85.44,0.5,122.0,51.0,True
15,11.1,57.0,4.05,0.29,22.74,1.0,1123.0,270.0,False
16,29.44,68.0,3.29,0.56,23.38,1.0,85.0,70.0,True
17,15.57,74.0,4.15,0.35,11.3,2.0,843.0,28.0,False
18,30.07,81.0,3.3,0.6,39.33,2.0,902.0,54.0,False
19,33.73,89.0,3.38,0.73,97.82,1.0,155.0,0.0,True
20,41.97,99.0,4.8,0.25,0.19,2.0,474.0,477.0,True
21,22.22,209.0,3.87,0.39,33.91,0.36,40.0,73.0,False
22,31.64,110.0,3.37,0.64,41.86,0.67,96.0,11.0,False
23,29.54,113.0,3.6,0.38,20.31,2.0,150.0,146.0,False
24,57.85,3.0,3.07,0.77,24.31,1.75,448.0,345.0,True
25,36.89,175.0,4.51,0.36,66.32,1.0,323.0,288.0,False
26,46.81,189.0,3.56,0.69,68.19,0.2,71.0,39.0,False
27,35.3,8.0,3.47,0.55,6.0,0.41,695.0,25.0,True
28,38.5,13.0,4.07,0.39,45.43,0.65,348.0,138.0,False
29,56.28,22.0,3.48,0.67,35.22,1.44,116.0,74.0,False
30,65.5,16.0,3.11,0.75,72.0,0.17,316.0,17.0,False
31,66.86,55.0,3.19,0.55,54.86,0.16,488.0,262.0,True
32,87.71,49.0,3.34,0.93,18.14,1.98,116.0,26.0,False
33,33.62,50.0,4.3,0.33,30.03,1.98,735.0,414.0,False
34,86.47,68.0,3.48,0.93,33.27,0.17,59.0,29.0,False
35,73.41,8.0,3.5,0.88,81.71,0.31,85.0,92.0,False
36,10.07,13.0,4.12,0.43,21.4,8.0,344.0,227.0,False
37,22.69,15.0,3.41,0.81,105.25,0.73,271.0,15.0,False
38,17.49,5.0,3.77,0.36,41.97,0.5,1060.0,79.0,False
39,26.9,21.0,3.29,0.76,29.48,1.03,562.0,98.0,True
40,24.87,24.0,3.49,1.0,4.73,0.12,672.0,3.0,True
41,6.62,88.0,4.94,0.14,65.57,0.44,240.0,168.0,False
42,7.0,46.0,3.96,0.65,83.55,0.73,647.0,17.0,False
43,51.26,99.5,4.36,0.43,23.39,67.0,679.0,377.0,False
44,22.11,67.0,3.26,0.94,13.67,0.17,601.0,32.0,False
45,29.75,25.0,4.18,0.68,72.21,0.54,807.0,24.0,False
46,52.86,99.0,3.42,1.29,39.21,0.73,140.0,28.0,False
47,0.8,23.0,5.0,0.02,4.02,1.0,577.0,379.0,True
48,1.35,28.0,4.55,0.02,8.24,2.0,688.0,525.0,True
49,10.57,30.0,3.09,1.07,98.93,26.0,71.0,24.0,True
50,39.0,38.0,3.51,1.24,66.29,30.0,505.0,19.0,False
51,6.25,1.0,3.17,0.8,18.85,0.5,397.0,77.0,True
52,60.85,35.5,3.32,1.05,30.25,0.93,605.0,262.0,False
