,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,72.67,78.0,1.35,6.0,102.67,0.73,8.0,3.0,True
1,83.5,18.0,1.0,8.5,70.5,10.0,2.0,2.0,True
2,99.5,87.0,0.92,9.0,111.5,16.0,14.0,4.0,True
3,84.0,42.0,1.22,6.0,73.67,0.54,9.0,0.0,True
4,106.33,58.0,1.25,6.0,41.33,0.37,16.0,2.0,True
5,132.33,8.0,0.77,6.33,51.67,0.49,75.0,6.0,True
6,146.67,117.0,1.35,7.67,32.67,0.0,76.0,12.0,True
7,143.0,79.0,1.76,7.5,26.25,0.37,2.0,23.0,True
8,117.75,21.0,1.36,8.0,28.5,1.03,395.0,34.0,True
9,93.6,55.5,1.4,5.8,29.2,42.0,616.0,50.0,False
10,98.67,6.0,1.48,11.67,3.33,0.28,118.0,18.0,True
11,133.75,10.0,1.81,8.75,6.0,0.08,12.0,10.0,True
12,118.25,15.0,1.71,8.25,53.5,0.49,17.0,18.0,False
13,110.8,18.0,1.89,7.0,7.0,0.46,578.0,35.0,True
14,148.5,92.0,1.37,5.33,62.67,86.0,180.0,4.0,False
15,105.67,8.0,2.31,5.33,97.67,8.0,21.0,22.0,False
16,126.0,72.0,1.01,10.33,1.67,1.5,183.0,35.0,True
17,87.0,77.0,1.5,10.33,46.67,59.0,3.0,5.0,False
18,115.2,6.0,1.43,7.0,5.4,0.61,86.0,7.0,True
19,124.0,35.0,0.99,15.5,66.5,0.27,30.0,0.0,True
20,150.25,2.0,1.73,9.25,24.5,0.5,23.0,1.0,True
21,177.5,31.0,1.61,9.25,29.75,12.0,34.0,2.0,False
22,102.14,82.83,2.2,5.86,31.57,0.0,318.0,84.0,False
23,191.0,43.0,1.36,13.0,107.67,0.05,59.0,4.0,True
24,167.0,5.0,1.26,9.25,4.75,5.0,309.0,44.0,True
25,110.83,8.0,1.97,7.17,76.5,1.5,96.0,29.0,True
26,74.25,15.0,1.92,7.0,107.0,9.0,58.0,5.0,True
27,69.75,14.0,1.76,7.75,131.5,14.0,227.0,142.0,False
28,141.4,25.0,1.72,8.0,73.4,25.0,87.0,17.0,False
29,87.0,13.0,1.89,8.2,151.4,1.33,56.0,21.0,True
30,147.4,26.0,1.87,9.6,85.2,0.5,14.0,5.0,True
31,139.6,52.5,2.03,10.6,61.0,0.1,239.0,132.0,False
32,159.0,49.0,1.26,12.75,39.5,0.1,71.0,5.0,True
33,112.33,39.0,2.14,7.5,89.33,37.0,372.0,8.0,False
34,111.17,64.5,1.57,8.67,46.5,0.06,201.0,42.0,False
35,135.38,101.83,2.33,7.25,53.62,0.0,125.0,18.0,False
36,134.86,2.0,2.1,8.43,60.71,0.31,48.0,6.0,True
37,121.33,74.0,2.29,6.56,30.89,0.01,187.0,89.0,False
38,92.4,16.0,1.81,11.2,13.8,0.02,234.0,16.0,True
39,170.5,11.0,1.55,14.75,98.0,0.45,50.0,46.0,False
40,122.67,57.0,1.37,8.0,2.0,55.0,196.0,0.0,True
41,149.8,66.0,1.97,12.0,22.2,1.0,54.0,6.0,True
42,139.22,7.0,1.8,7.22,179.44,1.41,85.0,28.0,True
43,130.5,3.0,2.11,10.5,9.33,0.25,390.0,122.0,False
44,133.0,69.0,1.7,10.33,6.17,0.39,156.0,10.0,True
45,140.5,26.0,1.92,11.0,3.33,0.31,431.0,4.0,True
46,67.25,125.0,1.47,11.25,59.5,0.49,87.0,19.0,False
47,147.29,84.5,2.0,8.43,118.43,1.0,86.0,25.0,True
48,120.5,78.5,1.28,10.5,0.0,0.01,1068.0,116.0,True
49,156.2,85.0,1.86,10.8,127.6,89.0,53.0,13.0,True
50,65.75,24.5,1.11,8.25,100.5,0.33,88.0,56.0,True
51,163.4,70.5,1.97,12.6,40.4,0.7,150.0,23.0,True
52,119.14,95.5,1.42,9.14,6.0,0.5,1031.0,0.0,True
53,90.0,80.33,2.28,7.1,67.6,0.2,377.0,1.0,False
54,98.83,26.5,1.96,10.33,6.83,1.0,156.0,2.0,True
55,58.67,23.0,1.07,8.0,98.67,19.0,23.0,12.0,False
56,146.2,97.5,1.3,10.6,137.6,1.0,500.0,20.0,True
57,94.75,98.5,1.6,13.5,37.25,0.5,16.0,8.0,False
58,104.0,76.0,1.11,12.2,107.6,1.0,45.0,37.0,True
59,83.0,34.0,1.15,11.67,96.67,0.13,71.0,1.0,True
60,131.12,49.5,1.27,8.75,32.25,1.0,1283.0,15.0,True
61,131.25,96.5,1.74,8.75,134.62,0.06,1302.0,56.0,False
62,98.5,44.5,1.91,10.17,118.83,21.0,198.0,10.0,True
63,78.5,115.5,1.42,9.25,23.75,0.26,152.0,57.0,False
64,97.36,10.0,1.76,6.73,47.18,0.5,490.0,2.0,True
65,166.14,30.0,0.97,11.0,121.71,1.0,243.0,39.0,True
66,173.0,11.0,2.0,10.86,93.71,0.0,1609.0,151.0,False
67,56.67,32.5,2.14,7.0,106.83,1.0,277.0,1.0,False
68,68.91,58.17,2.15,6.27,73.0,0.03,516.0,75.0,False
69,76.4,8.0,1.47,10.2,19.0,0.0,169.0,4.0,False
70,179.2,34.0,1.08,14.8,89.4,0.08,197.0,191.0,True
71,98.0,1.0,0.99,14.67,62.67,0.5,65.0,38.0,True
72,168.2,2.0,1.28,14.6,27.2,1.5,185.0,8.0,True
73,139.22,25.0,1.83,8.44,20.11,0.05,364.0,40.0,True
74,63.75,44.0,1.74,13.25,61.25,1.0,74.0,4.0,False
75,179.86,26.0,1.65,11.0,14.29,0.05,481.0,27.0,False
76,65.5,60.5,1.88,10.0,69.5,56.0,32.0,0.0,True
77,90.0,31.5,1.83,12.0,74.0,29.0,47.0,4.0,True
78,131.88,17.0,1.64,10.5,49.88,0.07,661.0,34.0,False
79,105.83,115.0,2.29,11.0,37.67,0.0,307.0,145.0,False
80,86.62,19.0,2.61,9.25,100.62,0.86,101.0,139.0,False
81,75.4,38.0,0.82,8.6,25.4,0.2,652.0,32.0,True
82,94.43,57.5,1.92,8.57,33.29,1.24,134.0,16.0,True
83,76.5,31.0,1.65,8.67,43.17,0.49,496.0,57.0,False
84,159.14,32.0,2.21,12.29,18.71,0.44,370.0,27.0,False
85,73.86,52.17,1.86,9.14,27.86,0.45,210.0,69.0,True
86,114.77,68.33,2.07,6.46,70.62,56.0,712.0,53.0,True
87,117.12,0.0,2.16,10.38,127.0,0.0,333.0,34.0,False
88,155.64,64.5,2.03,8.45,27.0,0.6,1377.0,48.0,True
89,98.75,33.0,1.7,6.75,119.08,0.49,641.0,67.0,False
90,138.45,2.0,1.66,8.36,17.64,0.78,660.0,37.0,True
91,107.2,63.67,2.12,8.4,37.5,0.54,97.0,233.0,False
92,55.0,20.0,1.82,8.0,56.0,1.29,54.0,50.0,True
93,85.0,9.0,1.82,10.4,39.4,6.0,32.0,25.0,True
94,108.12,137.25,1.47,9.62,62.12,1.0,1590.0,12.0,False
95,78.4,25.5,1.55,13.8,118.2,0.0,85.0,3.0,False
96,120.0,146.67,1.34,9.5,132.38,1.0,546.0,24.0,True
97,42.0,14.0,1.04,10.8,72.2,0.4,332.0,2.0,True
98,79.5,79.0,1.36,12.33,51.17,0.0,549.0,253.0,True
99,101.71,44.5,1.78,9.29,2.29,0.34,492.0,0.0,True
100,161.67,46.5,2.37,10.67,149.33,0.91,73.0,15.0,False
101,154.75,44.5,2.41,8.58,36.17,0.17,449.0,13.0,False
102,58.2,19.17,1.83,7.83,64.47,2.58,54.66,42.52,True
103,56.89,19.51,1.83,7.9,61.0,2.05,54.39,45.59,True
104,60.22,18.64,1.84,7.73,69.83,3.38,55.08,37.8,True
105,60.84,18.48,1.85,7.7,71.48,3.63,55.21,36.34,True
106,70.72,15.92,1.9,7.18,97.65,7.59,57.27,13.25,True
107,64.6,17.51,1.87,7.5,81.45,5.14,56.0,27.55,True
108,72.06,15.57,1.91,7.11,101.21,8.12,57.55,10.11,True
109,64.32,17.58,1.87,7.52,80.7,5.03,55.94,28.2,True
110,55.89,19.77,1.82,7.95,58.35,1.65,54.18,47.93,True
111,67.01,16.88,1.88,7.38,87.81,6.1,56.5,21.93,True
112,58.47,19.1,1.84,7.82,65.2,2.68,54.72,41.88,True
113,68.52,16.49,1.89,7.3,91.81,6.71,56.81,18.4,True
114,60.59,18.55,1.85,7.71,70.81,3.53,55.16,36.93,True
115,55.85,19.78,1.82,7.96,58.25,1.63,54.18,48.02,True
116,62.57,18.03,1.86,7.61,76.07,4.33,55.57,32.3,True
117,70.0,16.1,1.89,7.22,95.74,7.3,57.12,14.93,True
118,67.37,16.79,1.88,7.36,88.76,6.24,56.57,21.09,True
119,64.17,17.62,1.86,7.52,80.28,4.96,55.9,28.58,True
120,68.74,16.43,1.89,7.29,92.39,6.79,56.85,17.89,True
121,56.6,19.58,1.83,7.92,60.24,1.93,54.33,46.26,True
122,70.66,15.93,1.9,7.19,97.5,7.56,57.25,13.38,True
123,71.16,15.8,1.9,7.16,98.81,7.76,57.36,12.23,True
124,56.39,19.64,1.82,7.93,59.68,1.85,54.29,46.75,True
125,67.4,16.78,1.88,7.36,88.85,6.26,56.58,21.01,True
126,69.32,16.28,1.89,7.26,93.93,7.03,56.98,16.53,True
127,57.37,19.39,1.83,7.88,62.27,2.24,54.49,44.47,True
128,72.13,15.55,1.91,7.11,101.38,8.15,57.56,9.96,True
129,63.62,17.76,1.86,7.55,78.84,4.75,55.79,29.85,True
130,69.76,16.17,1.89,7.23,95.09,7.2,57.07,15.51,True
131,65.7,17.22,1.87,7.44,84.34,5.58,56.22,25.0,True
132,62.3,18.1,1.86,7.62,75.34,4.22,55.52,32.93,True
133,66.55,17.0,1.88,7.4,86.6,5.92,56.4,23.0,True
134,68.55,16.48,1.89,7.3,91.9,6.72,56.82,18.32,True
135,62.47,18.06,1.86,7.61,75.8,4.29,55.55,32.53,True
136,70.85,15.88,1.9,7.18,97.98,7.64,57.29,12.96,True
137,68.58,16.47,1.89,7.29,91.98,6.73,56.82,18.25,True
138,69.68,16.19,1.89,7.24,94.88,7.17,57.05,15.69,True
139,66.06,17.13,1.87,7.43,85.29,5.72,56.3,24.15,True
140,66.46,17.02,1.88,7.4,86.37,5.88,56.38,23.2,True
141,65.54,17.26,1.87,7.45,83.92,5.51,56.19,25.37,True
142,70.6,15.95,1.9,7.19,97.32,7.54,57.24,13.54,True
143,65.84,17.18,1.87,7.44,84.73,5.64,56.25,24.65,True
144,64.8,17.45,1.87,7.49,81.98,5.22,56.04,27.08,True
145,72.83,15.37,1.91,7.07,103.25,8.43,57.71,8.31,True
146,62.93,17.94,1.86,7.59,77.02,4.47,55.65,31.46,True
147,58.97,18.97,1.84,7.79,66.52,2.88,54.83,40.72,True
148,60.46,18.58,1.85,7.72,70.47,3.48,55.13,37.23,True
149,62.88,17.95,1.86,7.59,76.89,4.45,55.64,31.57,True
150,71.7,15.66,1.9,7.13,100.25,7.98,57.47,10.96,True
151,57.91,19.24,1.83,7.85,63.71,2.46,54.6,43.2,True
152,68.26,16.55,1.89,7.31,91.14,6.6,56.76,18.99,True
153,70.54,15.96,1.9,7.19,97.16,7.51,57.23,13.68,True
154,59.77,18.76,1.84,7.75,68.64,3.2,54.99,38.85,True
155,62.98,17.93,1.86,7.59,77.14,4.49,55.66,31.34,True
156,71.42,15.73,1.9,7.15,99.51,7.87,57.41,11.6,True
157,68.37,16.53,1.89,7.31,91.42,6.65,56.78,18.75,True
158,67.38,16.78,1.88,7.36,88.79,6.25,56.57,21.06,True
159,71.09,15.82,1.9,7.16,98.63,7.74,57.34,12.39,True
160,55.97,19.75,1.82,7.95,58.58,1.68,54.2,47.73,True
161,71.07,15.83,1.9,7.17,98.57,7.73,57.34,12.43,True
162,67.69,16.71,1.88,7.34,89.61,6.37,56.64,20.35,True
163,58.32,19.14,1.83,7.83,64.8,2.62,54.69,42.23,True
164,56.19,19.69,1.82,7.94,59.16,1.77,54.25,47.21,True
165,70.46,15.98,1.9,7.2,96.97,7.48,57.21,13.85,True
166,56.63,19.58,1.83,7.92,60.33,1.95,54.34,46.18,True
167,69.43,16.25,1.89,7.25,94.24,7.07,57.0,16.26,True
168,62.82,17.97,1.86,7.59,76.71,4.42,55.62,31.73,True
169,61.66,18.27,1.85,7.65,73.64,3.96,55.38,34.44,True
170,65.53,17.26,1.87,7.45,83.91,5.51,56.19,25.37,True
171,67.58,16.73,1.88,7.35,89.33,6.33,56.61,20.59,True
172,67.02,16.88,1.88,7.38,87.83,6.1,56.5,21.91,True
173,58.6,19.06,1.84,7.81,65.54,2.74,54.75,41.58,True
174,68.34,16.53,1.89,7.31,91.35,6.64,56.77,18.81,True
175,73.12,15.29,1.91,7.06,104.0,8.55,57.76,7.65,True
176,67.97,16.63,1.88,7.33,90.36,6.49,56.69,19.68,True
177,65.24,17.34,1.87,7.47,83.14,5.4,56.13,26.05,True
178,58.61,19.06,1.84,7.81,65.56,2.74,54.75,41.56,True
179,66.57,16.99,1.88,7.4,86.66,5.93,56.4,22.95,True
180,73.8,15.12,1.91,7.02,105.81,8.82,57.91,6.05,True
