,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,11.79,79.0,3.18,0.36,18.86,0.93,61.0,10.0,False
1,12.94,102.0,3.32,0.16,5.23,0.93,199.0,69.0,True
2,22.64,12.0,3.41,0.82,30.55,1.1,36.0,4.0,False
3,22.81,33.0,3.05,0.62,28.94,2.0,281.0,31.0,True
4,18.53,34.0,3.33,0.47,37.21,0.67,223.0,61.0,False
5,29.44,68.0,3.29,0.56,23.38,1.0,85.0,70.0,True
6,25.0,73.0,3.28,0.57,0.14,2.0,290.0,0.0,True
7,31.64,110.0,3.37,0.64,41.86,0.67,96.0,11.0,False
8,29.54,113.0,3.6,0.38,20.31,2.0,150.0,146.0,False
9,39.46,117.0,3.01,0.69,31.0,0.67,501.0,70.0,True
10,37.45,207.0,3.7,0.5,2.36,2.0,246.0,138.0,True
11,35.3,8.0,3.47,0.55,6.0,0.41,695.0,25.0,True
12,38.5,13.0,4.07,0.39,45.43,0.65,348.0,138.0,False
13,56.28,22.0,3.48,0.67,35.22,1.44,116.0,74.0,False
14,65.5,16.0,3.11,0.75,72.0,0.17,316.0,17.0,False
15,66.86,55.0,3.19,0.55,54.86,0.16,488.0,262.0,True
16,87.71,49.0,3.34,0.93,18.14,1.98,116.0,26.0,False
17,82.8,63.0,3.14,0.93,22.2,0.94,744.0,30.0,True
18,86.47,68.0,3.48,0.93,33.27,0.17,59.0,29.0,False
19,73.41,8.0,3.5,0.88,81.71,0.31,85.0,92.0,False
20,26.9,21.0,3.29,0.76,29.48,1.03,562.0,98.0,True
21,24.87,24.0,3.49,1.0,4.73,0.12,672.0,3.0,True
22,30.88,68.5,2.7,1.88,4.5,0.5,140.0,8.0,True
23,28.75,88.5,2.8,1.17,27.17,0.44,138.0,10.0,True
24,22.11,67.0,3.26,0.94,13.67,0.17,601.0,32.0,False
25,17.64,89.0,2.95,1.55,54.73,0.39,201.0,23.0,True
26,52.86,99.0,3.42,1.29,39.21,0.73,140.0,28.0,False
27,8.07,146.0,3.48,1.0,11.47,32.0,537.0,117.0,False
28,41.89,10.0,2.69,2.33,24.22,0.01,296.0,11.0,False
29,50.62,26.0,2.78,2.62,22.75,0.39,330.0,46.0,False
30,39.0,38.0,3.51,1.24,66.29,30.0,505.0,19.0,False
31,60.85,35.5,3.32,1.05,30.25,0.93,605.0,262.0,False
32,11.55,6.0,3.29,1.45,3.64,0.98,23.0,18.0,True
33,7.18,55.0,2.92,0.64,11.27,44.0,310.0,88.0,True
34,38.9,46.0,2.9,2.3,2.7,0.49,49.0,7.0,True
35,23.17,101.0,2.58,2.83,0.0,49.0,5.0,7.0,True
36,36.5,44.0,2.73,2.4,49.7,0.42,259.0,102.0,False
37,32.77,88.0,3.44,1.09,51.23,0.0,611.0,5.0,False
38,13.07,80.08,3.59,1.33,2.67,89.0,538.0,119.0,True
39,61.05,172.0,4.07,1.25,22.35,0.03,25.0,29.0,False
40,16.0,40.0,3.88,0.88,14.69,27.0,70.0,56.0,False
41,46.0,64.0,2.7,2.9,71.1,0.73,75.0,21.0,False
42,55.58,5.0,3.03,2.67,44.58,0.47,147.0,221.0,False
43,27.2,26.0,3.63,1.65,65.4,1.03,433.0,295.0,False
44,15.75,36.0,3.97,1.45,6.65,0.0,469.0,17.0,False
45,50.8,36.45,2.48,3.4,47.5,44.0,352.0,90.0,False
46,41.67,39.0,3.18,2.42,5.17,12.0,6.0,11.0,True
47,43.5,44.0,2.59,3.75,32.12,0.0,54.0,17.0,False
48,78.65,22.0,4.29,1.17,39.78,21.0,286.0,12.0,False
49,50.53,45.0,3.51,1.82,24.53,43.0,260.0,200.0,False
50,29.33,46.0,2.99,1.27,14.67,44.0,131.0,149.0,True
51,28.15,189.0,3.25,2.0,1.15,150.0,48.0,42.0,True
52,23.0,196.0,3.17,2.0,8.2,0.58,41.0,9.0,False
53,76.53,52.0,2.81,2.47,55.67,0.33,380.0,32.0,False
54,45.0,6.0,3.22,2.07,57.67,6.0,601.0,151.0,False
55,65.92,72.0,3.45,2.85,48.62,0.4,29.0,29.0,False
56,13.15,82.0,3.65,1.5,11.85,0.33,251.0,88.0,False
57,34.31,88.0,3.31,2.12,47.75,0.15,215.0,58.0,False
58,99.36,61.0,2.56,3.27,19.18,1.28,268.0,6.0,False
59,57.2,105.0,2.65,3.4,11.1,0.64,30.0,32.0,False
60,39.4,105.0,3.05,2.33,2.2,0.04,263.0,96.0,True
61,56.47,145.5,3.03,1.95,15.26,0.64,366.0,114.0,False
62,59.59,161.0,3.98,2.35,0.0,0.98,49.0,56.0,True
63,52.25,39.0,2.76,3.08,29.5,0.05,790.0,21.0,False
64,1.12,100.5,3.57,0.12,7.0,86.0,103.0,8.0,True
65,24.27,36.0,3.82,1.82,61.73,0.0,184.0,77.0,False
66,69.0,167.0,2.86,2.73,29.87,0.64,396.0,95.0,False
67,83.7,135.0,2.82,4.5,5.0,0.01,72.0,110.0,True
68,83.0,136.0,3.34,4.17,19.5,0.25,378.0,27.0,False
69,31.0,27.0,2.7,4.12,37.38,20.0,118.0,43.0,False
70,18.2,28.0,2.69,2.8,10.3,26.0,84.0,36.0,False
71,7.55,52.0,3.12,0.91,14.0,0.5,28.0,29.0,True
72,34.78,140.5,3.6,2.89,31.83,0.25,542.0,55.0,False
73,85.0,29.0,2.62,5.75,40.75,23.0,129.0,34.0,False
74,28.17,116.0,3.84,2.94,26.5,0.65,585.0,38.0,False
75,86.33,139.0,2.72,5.33,42.67,0.25,109.0,173.0,False
76,42.44,19.0,2.7,5.33,23.89,0.01,60.0,58.0,False
77,78.2,80.5,2.53,4.2,42.73,0.06,244.0,153.0,False
78,62.07,37.0,3.17,3.79,74.29,0.5,272.0,39.0,False
79,16.93,100.83,3.68,0.9,56.61,0.33,349.0,72.0,False
80,59.58,80.5,3.33,3.37,39.11,0.0,853.0,195.0,False
81,80.92,18.0,3.6,2.6,27.12,0.6,215.0,92.0,False
82,59.14,109.5,3.57,3.0,21.45,0.0,914.0,325.0,False
83,58.36,49.0,2.65,4.29,41.79,0.29,353.0,132.0,False
84,57.69,63.0,3.13,3.75,7.31,0.29,837.0,219.0,False
85,78.1,21.0,2.65,6.1,0.0,0.69,251.0,87.0,True
86,34.06,168.17,3.05,3.25,17.25,0.05,392.0,242.0,False
87,30.1,115.0,2.74,2.8,17.9,121.0,503.0,0.0,True
88,53.57,56.0,2.66,7.43,50.86,0.5,30.0,26.0,False
89,17.21,86.0,3.14,1.54,36.86,84.0,824.0,158.0,True
90,12.21,87.0,2.99,1.43,40.64,85.0,180.0,81.0,True
91,29.7,64.0,2.76,3.3,59.2,0.33,175.0,141.0,False
92,55.57,58.0,2.66,7.57,19.29,0.5,26.0,30.0,False
93,47.95,179.0,3.05,3.15,76.15,0.24,303.0,163.0,False
94,91.6,51.0,2.95,3.15,63.25,0.88,520.0,36.0,False
95,62.5,61.0,2.72,4.64,7.29,0.0,264.0,19.0,False
96,51.1,178.0,3.22,3.15,14.6,0.0,614.0,155.0,False
97,52.67,14.0,2.76,5.78,38.11,0.5,52.0,27.0,False
98,19.57,125.5,3.52,1.96,17.26,0.26,209.0,302.0,False
99,67.0,176.0,3.23,3.78,73.0,0.14,136.0,16.0,False
100,52.96,86.5,4.02,2.5,30.75,0.5,981.0,73.0,False
101,52.0,67.5,2.46,5.38,16.25,0.5,5.0,65.0,False
102,22.83,99.0,2.86,2.5,19.75,103.0,252.0,137.0,False
103,19.39,79.83,4.22,2.0,47.7,0.0,76.0,75.0,False
104,31.92,88.5,2.7,2.69,26.23,1.0,548.0,39.0,False
105,80.55,90.0,2.95,5.91,14.55,0.33,154.0,76.0,False
106,2.64,106.5,3.51,0.93,2.0,112.0,364.0,42.0,True
107,7.62,97.5,3.33,0.62,0.0,10.0,25.0,101.0,True
108,8.62,98.5,3.33,0.62,1.0,11.0,101.0,25.0,True
109,50.45,27.5,3.03,5.64,56.73,0.96,221.0,0.0,True
110,12.67,128.5,3.04,2.0,54.42,0.5,115.0,70.0,False
111,88.0,37.5,3.46,2.89,15.82,1.24,144.0,157.0,False
112,41.21,116.5,2.76,3.43,13.07,132.0,763.0,120.0,False
113,48.56,59.17,2.58,5.11,62.11,0.08,135.0,96.0,False
114,60.64,106.5,3.36,5.21,81.36,0.0,736.0,23.0,False
115,42.41,61.17,3.22,3.59,22.12,0.08,230.0,88.0,False
116,14.93,133.5,3.38,0.71,47.43,88.0,608.0,137.0,False
117,28.29,76.0,3.29,1.58,70.06,0.33,385.0,26.0,True
118,96.4,49.5,3.07,6.9,2.0,38.0,103.0,0.0,True
119,34.09,140.5,3.09,3.91,27.55,166.0,93.0,82.0,False
120,51.68,80.7,3.28,3.42,51.84,0.33,350.0,72.0,False
121,40.06,39.66,3.03,2.94,4.56,96.0,952.0,0.0,True
122,39.91,23.0,2.96,5.45,77.64,0.52,262.0,139.0,False
123,47.8,24.0,3.04,3.6,13.73,16.0,472.0,30.0,False
124,8.08,21.5,3.53,1.67,11.75,0.0,16.0,48.0,False
125,28.27,3.0,2.67,4.36,33.27,0.38,151.0,42.0,True
126,100.44,13.0,3.36,5.61,20.17,0.64,756.0,201.0,False
127,108.27,6.0,3.33,6.2,81.4,0.16,198.0,6.0,False
128,19.45,10.0,3.26,2.17,35.31,0.58,340.0,253.0,False
129,44.44,69.17,3.42,4.22,11.56,0.79,503.0,27.0,False
130,65.96,70.17,2.62,4.04,33.57,0.04,449.0,192.0,False
131,75.95,50.0,3.5,4.74,23.11,0.08,493.0,113.0,False
132,77.77,72.17,2.55,6.77,9.23,0.31,303.0,26.0,False
133,97.86,53.0,2.93,6.57,63.36,0.41,49.0,51.0,False
134,30.38,41.5,3.37,2.77,56.31,43.0,250.0,220.0,False
135,88.48,107.67,2.85,4.76,5.14,0.06,760.0,156.0,True
136,108.48,61.0,4.07,3.72,60.48,30.0,300.0,190.0,False
137,18.46,43.5,2.8,2.38,19.77,45.0,258.0,259.0,False
138,128.53,73.0,4.02,3.88,35.72,0.15,147.0,159.0,False
139,108.4,0.0,3.11,6.0,24.93,0.0,192.0,78.0,False
140,54.4,74.97,2.57,3.4,27.04,19.64,171.05,57.41,False
141,53.48,65.13,2.55,3.4,32.27,25.86,217.3,65.74,False
142,53.23,62.46,2.54,3.4,33.69,27.55,229.83,67.99,False
143,53.72,67.7,2.56,3.4,30.91,24.24,205.21,63.56,False
144,52.26,52.09,2.52,3.4,39.2,34.11,278.54,76.77,False
145,57.17,104.71,2.65,3.4,11.25,0.83,31.36,32.25,False
146,55.37,85.39,2.6,3.4,21.51,13.05,122.12,48.59,False
147,52.85,58.44,2.53,3.4,35.82,30.09,248.7,71.39,False
148,53.67,67.18,2.55,3.4,31.18,24.56,207.64,64.0,False
149,52.77,57.56,2.53,3.4,36.29,30.65,252.85,72.14,False
150,52.58,55.54,2.52,3.4,37.36,31.92,262.32,73.85,False
151,55.23,83.92,2.6,3.4,22.29,13.98,129.02,49.84,False
152,52.2,51.46,2.51,3.4,39.53,34.51,281.5,77.3,False
153,55.03,81.79,2.59,3.4,23.42,15.32,139.02,51.64,False
154,53.81,68.69,2.56,3.4,30.38,23.61,200.57,62.72,False
155,55.33,85.0,2.6,3.4,21.72,13.29,123.93,48.92,False
156,56.2,94.26,2.62,3.4,16.8,7.44,80.44,41.09,False
157,52.93,59.27,2.53,3.4,35.38,29.57,244.8,70.69,False
158,53.9,69.62,2.56,3.4,29.89,23.02,196.2,61.94,False
159,56.84,101.12,2.64,3.4,13.16,3.1,48.23,35.28,True
160,51.66,45.61,2.5,3.4,42.63,38.2,308.96,82.25,False
161,52.04,49.75,2.51,3.4,40.44,35.59,289.53,78.75,False
162,54.04,71.2,2.56,3.4,29.05,22.02,188.77,60.6,False
163,52.81,57.95,2.53,3.4,36.09,30.41,251.03,71.81,False
164,54.57,76.86,2.58,3.4,26.04,18.44,162.18,55.81,False
165,54.23,73.16,2.57,3.4,28.01,20.79,179.59,58.94,False
166,55.14,82.92,2.59,3.4,22.82,14.61,133.7,50.68,False
167,54.24,73.33,2.57,3.4,27.92,20.68,178.78,58.8,False
168,55.97,91.78,2.62,3.4,18.12,9.01,92.1,43.19,False
169,51.1,39.61,2.48,3.4,45.82,42.0,337.16,87.33,False
170,51.4,42.85,2.49,3.4,44.1,39.95,321.94,84.59,False
171,51.97,49.03,2.51,3.4,40.82,36.05,292.93,79.36,False
172,54.92,80.55,2.59,3.4,24.09,16.11,144.87,52.69,False
173,51.89,48.18,2.51,3.4,41.27,36.58,296.92,80.08,False
174,52.73,57.11,2.53,3.4,36.53,30.94,254.98,72.52,False
175,51.51,44.04,2.49,3.4,43.47,39.2,316.35,83.58,False
176,52.17,51.14,2.51,3.4,39.7,34.71,283.0,77.57,False
177,53.11,61.22,2.54,3.4,34.35,28.34,235.66,69.04,False
178,51.85,47.71,2.5,3.4,41.52,36.88,299.11,80.47,False
179,55.38,85.53,2.6,3.4,21.44,12.96,121.48,48.48,False
180,56.53,97.87,2.63,3.4,14.89,5.16,63.51,38.04,False
181,51.13,39.98,2.48,3.4,45.63,41.77,335.43,87.01,False
182,56.73,100.02,2.64,3.4,13.75,3.8,53.4,36.22,True
183,56.19,94.2,2.62,3.4,16.84,7.48,80.75,41.14,False
184,56.8,100.73,2.64,3.4,13.37,3.35,50.08,35.62,True
185,55.09,82.39,2.59,3.4,23.1,14.94,136.2,51.13,False
186,56.95,102.35,2.64,3.4,12.51,2.32,42.45,34.24,True
187,54.22,73.05,2.57,3.4,28.07,20.85,180.1,59.04,False
188,55.82,90.25,2.61,3.4,18.93,9.97,99.27,44.48,False
189,52.26,52.12,2.52,3.4,39.18,34.09,278.4,76.74,False
190,56.62,98.82,2.63,3.4,14.38,4.56,59.05,37.23,True
191,55.44,86.2,2.6,3.4,21.08,12.53,118.3,47.91,False
192,55.42,85.97,2.6,3.4,21.21,12.68,119.4,48.1,False
193,54.64,77.58,2.58,3.4,25.66,17.99,158.8,55.2,False
194,56.83,101.09,2.64,3.4,13.18,3.12,48.37,35.31,True
195,54.34,74.39,2.57,3.4,27.35,20.01,173.79,57.9,False
196,56.68,99.41,2.64,3.4,14.07,4.18,56.24,36.73,True
197,55.46,86.35,2.6,3.4,21.01,12.44,117.62,47.78,False
198,53.47,65.03,2.55,3.4,32.33,25.93,217.78,65.82,False
199,51.71,46.18,2.5,3.4,42.33,37.85,306.29,81.77,False
