,nuc,arexp,nd,ns,age,la,ld,target
0,0.0,1.0,1.0,1.0,0.0,272.0,0.0,1
1,1.0,19.0,2.0,1.0,1.0,398.0,0.0,1
2,3.58,33.0,2.0,1.0,0.75,29.0,33.0,1
3,3.17,63.0,5.0,1.0,0.0,8.0,154.0,1
4,9.5,78.0,2.0,1.0,0.0,3.0,4.0,1
5,7.81,87.0,5.0,1.0,12.86,120.0,70.0,1
6,7.86,11.0,4.0,1.0,5.0,62.0,48.0,1
7,10.5,109.0,2.0,1.0,3.0,198.0,13.0,1
8,16.5,168.0,2.0,1.0,0.75,54.0,20.0,1
9,5.62,115.0,5.0,1.0,16.08,16.0,12.0,1
10,7.5,116.0,2.0,1.0,5.0,0.0,5.0,0
11,3.0,65.0,4.0,1.0,26.38,0.0,354.0,0
12,4.0,76.0,2.0,1.0,0.0,0.0,28.0,1
13,1.5,108.0,6.0,1.0,11.67,23.0,55.0,1
14,20.5,122.0,2.0,1.0,0.0,2.0,2.0,1
15,2.0,117.0,2.0,1.0,16.0,31.0,16.0,1
16,12.5,87.0,2.0,1.0,0.0,4.0,4.0,1
17,5.25,16.0,3.0,1.0,9.0,20.0,11.0,1
18,13.0,128.0,2.0,1.0,2.5,0.0,81.0,0
19,1.33,136.0,1.0,1.0,11.33,87.0,14.0,1
20,20.25,248.0,2.0,1.0,14.0,248.0,155.0,1
21,0.0,163.0,4.0,1.0,0.0,377.0,0.0,1
22,1.48,37.0,6.0,1.0,0.1,31.0,23.0,1
23,4.0,148.0,2.0,1.0,0.0,17.0,155.0,1
24,0.0,310.0,1.0,1.0,0.0,32.0,10.0,1
25,1.67,312.0,2.0,1.0,39.0,36.0,265.0,1
26,4.0,0.0,1.0,1.0,7.0,2.0,6.0,0
27,0.0,169.0,1.0,1.0,0.0,270.0,0.0,1
28,5.0,65.0,2.0,1.0,0.0,37.0,0.0,1
29,1.05,11.0,11.0,1.0,11.5,1197.0,789.0,1
30,3.0,155.0,2.0,1.0,0.5,42.0,24.0,1
31,0.41,165.0,8.0,1.0,0.0,5.0,9.0,1
