,nuc,arexp,nd,ns,age,la,ld,target
0,2.46,0.0,20.0,2.0,1.86,332.0,947.0,1
1,0.57,6.0,4.0,2.0,1.29,54.0,21.0,1
2,3.25,18.0,4.0,2.0,0.5,36.0,4.0,1
3,1.6,45.0,9.0,1.0,0.4,70.0,85.0,1
4,2.0,54.0,3.0,2.0,3.5,18.0,34.0,1
5,3.83,32.0,11.0,3.0,0.0,57.0,59.0,1
6,7.0,64.0,2.0,2.0,2.0,7.0,1.0,1
7,4.25,46.0,3.0,2.0,1.75,0.0,67.0,1
8,3.0,65.0,4.0,1.0,26.38,0.0,354.0,0
9,1.55,164.0,4.0,2.0,19.91,6.0,269.0,1
10,1.69,18.0,11.0,1.0,1.2,156.0,139.0,1
11,8.29,403.0,5.0,1.0,11.71,0.0,294.0,0
12,1.0,291.0,1.0,1.0,69.0,2.0,2.0,1
13,0.4,86.0,7.0,1.0,0.0,398.0,796.0,1
14,4.09,350.0,4.0,2.0,3.18,33.0,64.0,1
15,12.0,233.0,9.0,1.0,1.57,144.0,9.0,1
16,2.67,110.0,6.0,1.0,8.13,1002.0,571.0,1
17,3.67,342.0,3.0,1.0,34.0,4.0,2.0,1
18,8.33,347.0,6.0,1.0,14.67,26.0,26.0,1
19,12.61,202.0,10.0,1.0,15.42,525.0,626.0,1
20,10.61,456.0,7.0,1.0,0.17,96.0,96.0,1
21,5.75,241.0,3.0,1.0,23.0,0.0,149.0,0
22,3.0,262.0,1.0,1.0,89.0,5.0,49.0,1
23,5.0,13.0,4.0,1.0,26.1,136.0,20.0,1
24,1.0,24.0,5.0,1.0,8.29,37.0,11.0,1
25,21.4,181.0,2.0,2.0,17.0,7.0,5.0,1
26,2.4,236.0,1.0,1.0,55.0,11.0,6.0,1
27,2.5,407.0,2.0,1.0,42.5,48.0,0.0,1
28,8.0,134.0,1.0,1.0,37.0,0.0,1.0,0
29,7.0,427.0,2.0,1.0,52.5,9.0,3.0,1
30,9.0,449.0,3.0,1.0,24.75,14.0,34.0,1
31,4.31,165.0,4.0,1.0,85.77,52.0,18.0,1
32,9.14,215.0,3.0,2.0,17.43,32.0,47.0,1
33,50.5,290.0,1.0,1.0,41.0,26.0,0.0,1
34,7.0,517.0,4.0,1.0,34.2,0.0,308.0,0
35,25.95,246.0,7.0,1.0,8.23,226.0,186.0,1
36,22.0,474.0,2.0,1.0,34.5,3.0,3.0,1
37,7.0,539.0,2.0,1.0,15.75,0.0,280.0,0
38,5.0,0.0,1.0,1.0,43.0,2.0,1.0,0
39,5.0,641.0,1.0,1.0,68.0,17.0,5.0,1
40,33.5,353.0,5.0,3.0,58.0,7.0,28.0,1
41,14.61,24.0,16.0,1.0,44.61,64.0,53.0,1
42,3.0,26.0,2.0,2.0,1.0,13.0,4.0,1
43,14.45,560.0,8.0,1.0,1.64,29.0,41.0,1
44,31.5,501.0,2.0,2.0,6.0,0.0,7.0,0
45,52.0,57.0,2.0,2.0,0.0,1.0,10.0,1
46,8.5,14.0,2.0,1.0,24.0,15.0,0.0,1
47,3.4,710.0,6.0,1.0,80.1,138.0,47.0,1
48,12.12,714.0,6.0,1.0,59.25,38.0,21.0,1
49,30.0,558.0,7.0,1.0,26.25,10.0,33.0,1
50,30.53,752.0,7.0,1.0,6.41,51.0,134.0,1
