,nuc,arexp,nd,ns,age,la,ld
11101,,,,,,,
9688,,,,,,,
9944,1.11764705882353,909.916666666693,11,1,1.1568627450980402,9.0,561
10680,,,,,,,
10838,0.802083333333333,6.0,22,2,62.9375,19.5,6247
11396,,,,,,,
11483,34.5416666666667,7.0,18,1,41.5208333333333,0.0,245
11530,112.5,196.833333333334,6,1,41.0,6.0,356
11552,9.08695652173913,35.0,23,1,14.6521739130435,15.0,1659
11233,,,,,,,
11141,,,,,,,
11342,8.90909090909091,1.0,5,1,9.63636363636364,5.0,67
11590,,,,,,,
11820,128.9,2.0,6,1,46.8,6.0,8
9629,18.0,17.0,5,1,7.83333333333333,2.0,277.5
9644,,,,,,,
9788,57.0625,1764.5,19,1,39.9583333333333,14.0,1750
9836,,,,,,,
9857,,,,,,,
9896,2.22222222222222,4.0,6,1,84.1111111111111,12.0,3315.0
9966,,,,,,,
9977,1.0,296.0,4,1,0.0,17.0,383.0
10202,5.66101694915254,71.5,10,1,36.8983050847458,0.0,470
10245,1.42857142857143,7.0,8,1,20.5238095238095,4.0,2463.0
10249,16.34375,461.333333333333,19,1,107.34375,6.0,2427.5
10257,64.0,23.0,5,1,97.09523809523807,10.0,2903
10286,49.4,25.0,3,1,35.6,8.0,710.0
10340,83.8,28.0,8,1,33.7,0.0,789.0
10310,8.39130434782609,271.25,5,1,31.2173913043478,15.0,121
10404,15.7301587301587,108.5,13,2,65.3968253968254,4.0,1768.0
10405,12.6923076923077,17.0,10,2,35.5769230769231,6.0,801.0
10407,,,,,,,
10414,5.8444444444444414,456.666666666667,12,1,23.0222222222222,12.0,2043.0
10419,17.8571428571429,1.5,11,1,27.6666666666667,4.0,459.0
10423,9.23333333333333,104.5,7,1,81.4666666666667,8.0,459.0
10485,18.375,113.0,11,1,37.95,2.0,164
10528,53.2083333333333,77.0,11,1,156.458333333333,2.0,821.5
10534,18.0285714285714,250.0,12,1,17.514285714285702,2.0,35
10564,10.0645161290323,22.0,18,1,51.58064516129029,1.0,440.5
10548,8.357142857142861,8.0,7,1,221.35714285714292,8.0,433.5
10577,3.36065573770492,1.0,16,3,13.1639344262295,4.0,1506.5
10597,,,,,,,
10619,0.941176470588235,3.0,7,2,5.35294117647059,9.0,3438.5
10622,49.1176470588235,21.5,10,1,34.1176470588235,7.0,423.0
10623,1.64285714285714,0.0,11,3,21.6122448979592,17.0,4086
10682,6.86666666666667,108.833333333333,11,1,81.2,9.0,1997.0
10630,,,,,,,
10700,15.9795918367347,4.0,15,2,23.6938775510204,0.0,3315.0
10702,,,,,,,
10706,0.588235294117647,8.0,5,2,24.1176470588235,1.0,3513.0
10713,6.0,82.5,23,1,55.7708333333333,4.0,1949.0
10772,,,,,,,
10774,,,,,,,
10780,,,,,,,
10800,65.3461538461538,291.0,11,1,59.53846153846151,12.0,175
10804,2.06666666666667,5.0,23,3.0,43.546666666666695,17.0,2891
10856,31.033333333333307,18.0,16,1,64.1333333333333,15.0,2939.0
10862,1.8125,10.0,6,2,63.53125,22.5,3108
10872,,,,,,,
10908,0.538461538461538,18.0,5,2,1.0,6.0,426.0
10911,33.6818181818182,5.0,11,1,102.772727272727,17.0,837.0
10941,34.3333333333333,9.0,8,1,19.6666666666667,9.0,2463.0
11000,62.5,29.0,5,1,29.8,3.0,470.0
10948,,,,,,,
11008,109.5625,25.0,8,1,49.9375,4.0,3870.5
11010,30.9166666666667,280.5,6,1,36.4166666666667,10.0,12
11020,3.83018867924528,4.0,12,2,0.4716981132075471,19.5,2427.5
11030,0.52,0.0,9,2,54.36,0.0,442.0
11033,0.7894736842105259,24.0,13,2,21.368421052631604,3.0,448.5
11051,,,,,,,
11086,78.21428571428571,7.5,8,1,124.892857142857,3.0,816.0
11089,5.18181818181818,5.0,15,2,19.25,10.0,796.0
11110,2.8360655737704903,16.0,32,2,43.70491803278689,2.0,1768.0
11136,3.80645161290323,18.0,22,2,29.048387096774203,18.0,2939.0
11140,11.5,1.0,5,1,133.8,1.0,2463.0
11163,,,,,,,
11165,1.21153846153846,6.0,11,2,6.76923076923077,3.0,789.0
11172,25.0909090909091,1.0,3,1,3.45454545454545,2.0,453.0
11183,1.3939393939393898,8.0,12,2,5.0,12.0,409.5
11187,5.24242424242424,31.0,18,2,14.6060606060606,5.0,2427.5
11189,71.695652173913,0.0,8,1,46.2173913043478,10.0,438.5
11209,,,,,,,
11214,,,,,,,
11224,,,,,,,
11225,54.8571428571429,8.0,13,1,17.877551020408198,18.5,2463.0
11242,13.357142857142902,118.25,6,1,22.0714285714286,18.5,5
11298,45.775,5.0,14,1,103.5,2.0,3513.0
11314,13.0,3.0,4,1,173.888888888889,13.0,1949.0
11322,,,,,,,
11356,,,,,,,
11363,61.5757575757576,6.66666666666667,13,1,44.3939393939394,10.0,1768.0
11429,0.142857142857143,20.0,9,2,1.28571428571429,4.0,1768.0
11410,,,,,,,
11432,84.1111111111111,131.5,4,1,9.55555555555556,9.0,902
11465,16.2816901408451,29.0,16,1,390.422535211268,1.0,3870.5
11501,,,,,,,
11532,41.088888888888896,21.0,15,1,21.6222222222222,0.0,317.0
11569,16.0555555555556,35.5,7,1,31.2111111111111,9.0,2718.0
11589,21.9130434782609,4.0,11,1,35.3913043478261,7.0,371
11591,197.5,32.0,17,1,43.58461538461541,22.5,2337
11593,54.0,13.0,15,1,33.2285714285714,11.0,1768.0
11594,,,,,,,
11601,52.3636363636364,11.0,10,1,17.0454545454545,17.0,460.0
11639,,,,,,,
11661,68.0,225.75,10,1,128.363636363636,11.0,1887
11725,61.9285714285714,277.333333333332,6,1,13.5,2.0,801.0
11728,9.70588235294118,40.0,5,1,17.1176470588235,15.0,2552.5
11816,52.53846153846151,80.5,4,1,44.3846153846154,1.0,442.0
11831,30.53846153846149,27.0,8,1,82.5,3.0,460.0
11851,4.0,15.75,7,1,19.3589743589744,29.0,4037
11846,46.3125,0.0,28,1,98.7875,5.0,1664.0
11880,6.96,0.0,5,1,35.56,1.0,3315.0
11882,29.8524590163934,9.0,20,2,14.0819672131148,8.0,2427.5
11890,,,,,,,
11898,59.6206896551724,47.5,30,2,73.0,6.0,1510.0
11902,33.575757575757606,11.0,22,1,45.0454545454545,21.5,1015.0
11924,76.7272727272727,15.0,5,1,86.0,3.0,4275.0
11926,30.2105263157895,14.0,7,1,21.6842105263158,20.5,334.0
11931,32.695652173913004,27.5,7,1,86.4782608695652,9.0,460.0
11942,3.15,1.0,18,1,89.86,5.0,750
11953,9.153846153846152,7.0,4,1,70.07692307692311,4.0,3364.5
11963,25.3225806451613,0.0,25,1,183.596774193548,18.0,1949.0
11965,16.4047619047619,35.5,11,1,180.380952380952,5.0,3567.5
9632,10.7912087912088,1473.9166666666,7,1,27.8064516129032,1.0,3103.5
9636,69.23076923076921,683.5,2,1,78.0769230769231,13.0,3513.0
9663,24.1333333333333,77.0,6,1,86.4,4.0,782.0
9687,1.81818181818182,4.5,3,3,0.2,6.0,4779.0
9691,29.021276595744705,45.0,20,1,22.468085106383,4.0,1531.0
9695,7.96938775510204,135.5,26,1,67.21428571428571,9.0,2867.0
9710,2.85714285714286,28.0,30,3,30.3866666666667,1.0,2867.0
9729,0.424242424242424,1508.0,7,1,2.18181818181818,15.0,3364.5
9735,0.6,6.0,2,1,0.0,1.0,1997.0
9787,,,,,,,
9804,0.7,1.0,10,1,0.0476190476190476,1.0,2463.0
9825,3.781746031746035,105.0,10,1,8.64,18.0,460.0
9851,6.90909090909091,9.0,8,1,116.553191489362,5.0,2939.0
9862,54.24,71.5,5,1,68.16,8.0,2467.0
9878,1.72727272727273,4.0,5,1,13.0909090909091,5.0,2463.0
9894,1.1764705882352902,69.5,2,1,0.0,8.0,788.0
9886,6.16666666666667,11.0,4,1,9.428571428571429,4.0,460.0
9906,,,,,,,
9917,60.0,192.5,8,1,6.857142857142861,16.0,2053.0
9924,36.4444444444444,241.5,5,1,13.2222222222222,9.0,1992.0
9932,,,,,,,
9965,17.3333333333333,117.5,13,1,24.3181818181818,4.0,179
10047,5.41666666666667,17.5,8,1,48.22222222222221,14.0,816.0
10120,56.1428571428571,32.75,5,1,12.0,1.0,438.5
10247,59.25,214.0,7,1,5.33333333333333,12.0,461.0
10121,,,,,,,
10277,29.0,180.0,9,1,1.4,10.0,15
10282,3.36363636363636,29.25,3,1,31.6363636363636,25.5,460.0
10283,31.1666666666667,46.5,4,1,25.5,1.0,2427.5
10367,3.0523399014778345,1.0,6,1,41.2727272727273,10.0,2463.0
10379,6.6,17.5,2,1,28.6,12.0,826.0
10380,,,,,,,
10392,83.1612903225806,9.5,13,1,28.548387096774203,9.0,2463.0
10408,6.105555555555556,57.0,8,1,29.1304347826087,1.0,795.0
10411,,,,,,,
10416,7.72727272727273,329.5,7,1,0.681818181818182,8.0,4779.0
10425,14.1538461538462,15.75,5,1,3.92307692307692,12.0,1949.0
10428,21.1538461538462,4.0,12,2,9.846153846153848,30.0,460.0
10435,3.5833333333333304,180.0,5,1,6.66666666666667,18.5,2467.0
10438,2.13636363636364,112.5,8,1,10.0,3.0,358.5
10457,7.25,44.75,2,1,30.9166666666667,5.0,4779.0
10452,54.5,224.0,11,1,9.08333333333333,31.0,2111.0
10464,33.3333333333333,15.75,9,1,13.541666666666698,2.0,672.0
10478,3.1132478632478646,21.0,18,1,30.8524590163934,4.0,778.5
10523,,,,,,,
10509,6.571428571428571,9.5,3,1,76.02857142857141,5.0,392.0
10494,30.3636363636364,225.75,9,1,48.2727272727273,5.0,4054.0
10589,0.181818181818182,172.25,4,2,0.545454545454545,23.5,3364.5
10540,9.48484848484848,156.25,8,1,19.9393939393939,8.0,3315.0
10580,4.66666666666667,158.0,7,1,38.2083333333333,14.0,445.0
10562,6.0,174.5,5,1,98.0555555555556,16.0,460.0
10525,16.1428571428571,158.0,3,1,45.4285714285714,6.0,739.0
10625,1.67543859649123,11.0,8,3,3.73684210526316,3.0,2427.5
10606,1.04838709677419,135.5,20,2,1.69565217391304,5.0,44
10626,11.266666666666698,6.0,9,3,24.55,3.0,425.0
10649,2.85714285714286,168.0,13,1,102.214285714286,7.0,68
10666,32.2926829268293,43.75,17,1,62.8048780487805,6.0,837.0
10652,26.7714285714286,9.0,12,2,34.5714285714286,9.0,1994.0
10667,42.4,5.0,16,1,180.514285714286,1.0,459.0
10692,0.426229508196721,2.0,13,2,316.625,13.0,2427.5
10697,6.94444444444444,15.75,4,1,15.3888888888889,2.0,438.5
10704,13.5789473684211,13.25,5,1,27.7368421052632,9.0,749.0
10703,9.66666666666667,86.5,2,1,22.75,12.0,40
10705,63.69565217391301,234.5,12,1,80.43478260869571,5.0,461.0
10716,27.35,0.0,6,3.0,8.2,17.0,2053.0
10762,,,,,,,
10735,,,,,,,
10788,15.25,113.0,27,2,36.1111111111111,17.0,1944.0
10801,6.0,114.5,8,3,41.6769230769231,9.0,414.0
10795,9.96,96.5,6,1,27.6,1.0,1768.0
10790,17.0,85.75,6,1,171.909090909091,7.0,238.5
10812,3.8,244.5,6,3,53.9,1.0,837.0
10839,74.82352941176471,10.0,11,1,74.1176470588235,9.0,1405.0
10835,50.8823529411765,191.5,12,1,240.17647058823505,13.0,655.0
10842,2.340579710144925,53.0,13,1,48.8,8.0,461.0
10851,1.325,3.0,12,2,27.7,12.0,2867.0
10864,65.4285714285714,267.5,5,1,29.785714285714302,25.5,2867.0
10930,28.4285714285714,20.0,5,1,11.142857142857098,7.0,854.5
10882,31.5714285714286,168.0,10,1,82.1428571428571,2.0,3315.0
10936,17.1071428571429,71.5,12,1,54.8928571428571,1.0,424.0
10973,159.285714285714,66.0,4,1,440.0,13.0,402.0
10962,4.0,8.0,12,1,117.066666666667,7.0,2939.0
10958,0.9,18.5,6,2,16.7,11.0,424.0
11004,47.1818181818182,54.5,8,1,29.5,2.0,2427.5
11057,28.11111111111111,221.25,5,1,59.8888888888889,11.0,405.0
11059,1.65384615384615,10.5,5,1,23.8823529411765,11.0,455.0
