,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.55,7.0,0.2,1.0,2.2,5.0,83.0,3.0,True
1,0.62,1.0,6.5,1.0,7.5,1.0,12.0,1.0,True
2,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,True
3,0.09,45.0,0.5,1.0,0.5,11.0,173.0,10.0,True
4,0.0,46.0,1.0,1.0,0.0,12.0,63.0,6.0,True
5,0.97,6.0,3.0,1.0,12.5,5.0,20.0,0.0,True
6,1.13,59.0,0.33,1.0,0.0,24.0,130.0,10.0,True
7,1.58,74.0,0.33,1.0,0.0,38.0,0.0,3.0,True
8,1.42,77.0,3.75,3.0,0.75,0.0,226.0,83.0,True
9,0.2,79.0,0.0,1.0,0.0,5.0,63.0,1.0,True
10,1.78,154.0,2.0,2.0,73.0,0.99,18.0,5.0,True
11,0.43,103.0,1.0,1.0,2.5,44.0,44.0,2.0,True
12,0.97,108.0,3.0,1.0,8.0,54.0,7.0,26.0,True
13,0.41,3.0,5.33,1.0,18.0,3.0,37.0,37.0,True
14,1.49,51.0,3.0,1.0,17.67,40.0,52.0,0.0,True
15,2.46,135.0,0.88,1.0,60.12,76.0,85.0,118.0,True
16,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
17,0.84,107.0,1.0,1.0,0.0,14.0,13.0,2.0,True
18,2.44,35.0,1.43,1.0,0.0,29.0,13.0,15.0,True
19,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,True
20,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,True
21,0.95,1.0,1.0,1.0,0.0,1.0,4.0,7.0,True
22,2.48,228.0,2.4,2.0,34.6,0.99,159.0,117.0,True
23,1.68,129.0,2.4,2.0,14.4,1.0,39.0,9.0,True
24,0.0,34.0,8.0,1.0,9.0,2.0,1.0,8.0,True
25,1.37,0.0,1.33,1.0,8.0,0.0,5.0,5.0,True
26,2.4,2.0,5.17,1.0,5.17,0.0,313.0,3.0,True
27,0.98,6.0,10.0,1.0,4.0,5.0,45.0,8.0,True
28,1.54,37.0,4.75,2.0,33.0,0.5,358.0,334.0,True
29,2.46,2.0,8.33,2.0,15.33,0.0,223.0,17.0,True
30,1.36,130.0,1.43,2.0,45.29,1.0,1222.0,32.0,True
31,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,True
32,0.81,11.0,2.0,2.0,1.0,0.31,399.0,69.0,True
33,2.46,43.0,10.0,2.0,16.0,0.15,115.0,1.0,True
34,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,True
35,2.43,13.0,3.2,2.0,31.3,0.5,87.0,36.0,True
36,1.7,148.0,4.83,2.0,2.33,1.0,79.0,26.0,True
37,3.04,0.0,2.11,1.0,104.89,0.0,83.0,8.0,True
38,2.38,44.0,2.6,3.0,25.1,0.0,651.0,143.0,True
39,2.39,194.0,8.71,2.0,5.29,1.53,269.0,172.0,True
40,0.55,183.0,27.33,3.0,60.0,0.0,263.0,145.0,True
41,1.12,718.0,1.0,1.0,18.67,2.0,180.0,46.0,True
42,1.37,0.0,1.0,1.0,41.75,0.0,868.0,43.0,True
43,0.0,159.0,1.0,1.0,63.0,12.0,2.0,2.0,True
44,2.81,114.0,7.21,4.0,38.57,0.58,254.0,75.0,True
45,0.83,0.0,12.5,1.0,4.0,0.0,62.0,3.0,True
46,1.0,161.0,2.5,1.0,5.5,134.0,6.0,7.0,True
47,1.49,3.0,9.5,3.0,11.25,0.0,69.0,125.0,True
48,2.86,58.0,2.83,3.0,32.92,0.0,502.0,311.0,True
49,1.79,65.0,3.8,2.0,14.4,0.0,71.0,11.0,True
50,1.51,160.0,0.57,1.0,79.57,13.0,375.0,18.0,True
51,1.79,3.0,7.25,1.0,5.5,0.0,180.0,59.0,True
52,1.88,18.0,4.0,1.0,0.4,5.0,256.0,5.0,True
53,1.48,61.0,1.0,1.0,171.67,0.0,44.0,24.0,True
54,1.48,161.0,3.5,2.0,9.25,1.0,102.0,39.0,True
55,2.19,373.0,7.43,2.0,57.86,0.0,147.0,33.0,True
56,0.59,252.0,5.0,1.0,10.0,149.0,47.0,10.0,True
57,1.0,379.0,2.0,1.0,234.0,2.0,268.0,237.0,True
58,2.56,5.0,13.0,3.0,49.33,0.0,15.0,3.0,True
59,1.55,67.0,1.0,2.0,2.25,1.0,351.0,32.0,True
60,1.2,50.0,21.0,2.0,11.33,0.88,10.0,3.0,True
61,0.0,34.0,3.0,1.0,16.0,3.0,3.0,0.0,True
62,3.24,88.0,4.27,3.0,40.0,0.49,147.0,192.0,True
63,2.25,135.0,6.8,1.0,94.0,35.0,56.0,8.0,True
64,1.89,2.0,3.5,1.0,2.0,1.0,98.0,2.0,True
65,1.3,2.0,5.67,2.0,25.0,0.25,23.0,5.0,True
66,1.5,295.0,2.0,1.0,0.0,30.0,161.0,23.0,True
67,3.13,9.0,6.5,1.0,14.33,8.0,59.0,15.0,True
68,1.86,15.0,1.8,1.0,7.8,13.0,348.0,104.0,True
69,1.72,235.0,6.25,2.0,10.25,0.0,102.0,2.0,True
70,0.82,309.0,2.5,1.0,8.25,8.0,280.0,11.0,True
71,2.31,10.0,5.5,3.0,0.0,0.17,109.0,13.0,True
72,2.13,1.0,4.5,3.0,0.12,1.0,156.0,0.0,True
73,1.34,4.0,1.5,2.0,3.5,0.44,78.0,0.0,True
74,2.71,217.0,1.4,2.0,7.6,0.02,183.0,61.0,True
75,1.79,25.0,9.4,2.0,15.0,0.62,309.0,0.0,True
76,0.0,238.0,10.0,1.0,3.0,6.0,25.0,6.0,True
77,0.98,44.0,6.0,2.0,1.0,0.88,171.0,3.0,True
78,0.0,122.0,2.0,1.0,15.0,10.0,10.0,5.0,True
79,0.87,5.0,2.5,1.0,0.0,5.0,59.0,0.0,True
80,3.21,83.0,0.7,1.0,43.5,26.0,42.0,39.0,True
81,2.06,124.0,7.17,3.0,45.5,0.61,48.0,27.0,True
82,0.56,21.0,2.2,2.0,36.1,0.02,640.0,494.0,True
83,1.42,195.0,2.25,1.0,100.0,1.0,84.0,83.0,True
84,2.15,137.0,5.17,1.0,1.17,132.0,70.0,37.0,True
