,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.65,650.0,0.57,3.0,44.36,0.0,90.0,24.0,True
1,0.97,705.0,1.5,1.0,51.5,274.0,25.0,0.0,True
2,0.0,104.0,2.0,1.0,13.0,47.0,2.0,0.0,True
3,0.0,53.0,3.0,1.0,2.0,37.0,9.0,7.0,True
4,0.0,43.0,0.0,1.0,0.0,9.0,0.0,27.0,True
5,0.65,743.0,4.5,1.0,1.0,280.0,19.0,5.0,True
6,0.89,57.0,0.5,1.0,0.0,22.0,16.0,10.0,True
7,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,True
8,0.31,104.0,1.0,1.0,0.0,45.0,54.0,17.0,True
9,0.99,108.0,1.0,1.0,13.0,48.0,77.0,2.0,True
10,0.89,110.0,1.5,1.0,0.0,50.0,122.0,7.0,True
11,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
12,0.95,120.0,4.33,1.0,5.0,60.0,33.0,10.0,True
13,0.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,True
14,1.65,110.0,0.75,2.0,1.0,0.0,6.0,15.0,True
15,1.84,3.0,0.75,1.0,1.25,3.0,5.0,4.0,True
16,4.21,1.0,0.18,4.0,17.43,0.0,120.0,108.0,True
17,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,True
18,2.33,217.0,0.62,2.0,3.0,0.99,424.0,179.0,True
19,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,True
20,0.0,222.0,4.0,1.0,0.0,101.0,1.0,1.0,True
21,0.0,7.0,6.0,1.0,0.0,0.0,12.0,8.0,True
22,1.56,1495.0,2.25,1.0,4.75,28.0,14.0,10.0,True
23,4.09,312.0,0.59,1.0,9.29,21.0,17.0,0.0,True
24,3.09,1.0,0.0,1.0,0.0,1.0,56.0,92.0,True
25,2.56,10.0,3.2,6.0,16.33,0.17,154.0,88.0,True
26,3.87,131.0,1.38,10.0,17.71,0.23,1946.0,551.0,True
27,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,True
28,3.18,54.0,4.36,3.0,8.18,0.5,29.0,19.0,True
29,1.45,324.0,3.6,3.0,22.2,0.0,360.0,146.0,True
30,5.65,144.0,1.0,4.0,14.7,0.33,405.0,480.0,True
31,1.36,130.0,1.43,2.0,45.29,1.0,1222.0,32.0,True
32,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,True
33,1.83,4.0,0.86,1.0,1.0,4.0,162.0,4.0,True
34,2.54,670.0,3.88,2.0,11.62,0.87,193.0,73.0,True
35,2.4,61.0,0.5,1.0,89.67,14.0,425.0,2.0,True
36,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,True
37,3.56,72.0,3.83,7.0,55.87,0.29,175.0,181.0,True
38,2.88,1.0,6.8,1.0,22.8,0.0,892.0,5.0,True
39,1.7,148.0,4.83,2.0,2.33,1.0,79.0,26.0,True
40,2.37,149.0,0.12,2.0,3.19,1.0,668.0,45.0,True
41,3.23,260.0,1.27,1.0,104.47,74.0,766.0,376.0,True
42,0.55,183.0,27.33,3.0,60.0,0.0,263.0,145.0,True
43,2.46,25.0,1.74,4.0,22.26,0.4,1140.0,182.0,True
44,1.42,108.0,0.5,3.0,0.0,0.33,5.0,7.0,True
45,2.1,0.0,11.4,3.0,19.0,0.0,21.0,5.0,True
46,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,True
47,1.52,37.0,11.86,3.0,7.29,0.49,69.0,55.0,True
48,2.81,114.0,7.21,4.0,38.57,0.58,254.0,75.0,True
49,1.0,2.0,14.0,1.0,31.0,0.0,28.0,0.0,True
50,2.14,2.0,6.0,5.0,20.86,0.04,124.0,15.0,True
51,2.25,23.0,2.67,2.0,1.5,0.0,130.0,26.0,True
52,1.58,5.0,0.33,1.0,7.67,0.0,19.0,3.0,True
53,0.81,60.0,1.5,1.0,1.0,39.0,2.0,2.0,True
54,2.17,0.0,0.2,1.0,16.8,0.0,471.0,8.0,True
55,3.84,249.0,3.67,5.0,10.15,0.41,2767.0,64.0,True
56,2.56,5.0,13.0,3.0,49.33,0.0,15.0,3.0,True
57,1.0,16.0,1.5,2.0,0.0,0.83,165.0,0.0,True
58,2.78,160.0,15.8,6.0,18.1,0.17,8.0,51.0,True
59,1.67,174.0,1.5,1.0,4.75,34.0,72.0,46.0,True
60,1.89,2.0,3.5,1.0,2.0,1.0,98.0,2.0,True
61,1.65,187.0,2.25,2.0,25.0,0.02,210.0,112.0,True
62,2.49,97.0,3.86,2.0,0.86,0.87,1202.0,24.0,True
63,2.04,942.0,4.44,2.0,1.89,0.0,421.0,247.0,True
64,3.53,124.0,2.54,1.0,4.49,111.0,3087.0,100.0,True
65,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
66,3.53,957.0,4.92,2.0,8.42,0.5,355.0,631.0,True
