,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.5,0.0,0.33,4.0,140.89,0.0,8.0,425.0,True
1,2.65,650.0,0.57,3.0,44.36,0.0,90.0,24.0,True
2,0.62,1.0,6.5,1.0,7.5,1.0,12.0,1.0,True
3,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,True
4,1.13,59.0,0.33,1.0,0.0,24.0,130.0,10.0,True
5,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,True
6,0.83,71.0,0.5,1.0,1.0,35.0,106.0,4.0,True
7,0.2,79.0,0.0,1.0,0.0,5.0,63.0,1.0,True
8,0.99,108.0,1.0,1.0,13.0,48.0,77.0,2.0,True
9,2.9,167.0,0.5,1.0,13.17,79.0,693.0,452.0,True
10,2.13,109.0,0.5,1.0,2.83,49.0,21.0,11.0,True
11,3.48,175.0,0.44,1.0,5.78,86.0,208.0,97.0,True
12,3.19,2.0,1.5,3.0,12.29,0.44,795.0,56.0,True
13,0.0,16.0,1.0,1.0,2.0,9.0,5.0,3.0,True
14,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
15,0.84,107.0,1.0,1.0,0.0,14.0,13.0,2.0,True
16,1.65,110.0,0.75,2.0,1.0,0.0,6.0,15.0,True
17,2.67,2.0,0.62,1.0,0.75,0.0,713.0,176.0,True
18,2.9,120.0,0.7,1.0,10.4,24.0,347.0,228.0,True
19,1.84,3.0,0.75,1.0,1.25,3.0,5.0,4.0,True
20,3.63,256.0,0.43,1.0,8.33,132.0,255.0,56.0,True
21,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,True
22,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,True
23,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
24,3.87,131.0,1.38,10.0,17.71,0.23,1946.0,551.0,True
25,1.37,0.0,1.33,1.0,8.0,0.0,5.0,5.0,True
26,4.46,12.0,0.4,3.0,49.32,0.33,926.0,591.0,True
27,1.86,4.0,6.5,1.0,3.83,1.0,90.0,19.0,True
28,0.98,6.0,10.0,1.0,4.0,5.0,45.0,8.0,True
29,4.64,12.0,0.72,4.0,0.62,0.32,69.0,72.0,True
30,5.65,144.0,1.0,4.0,14.7,0.33,405.0,480.0,True
31,1.84,65.0,3.2,1.0,8.2,53.0,17.0,22.0,True
32,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,True
33,4.41,89.0,0.55,2.0,8.53,0.25,1861.0,19.0,True
34,1.08,39.0,3.67,1.0,71.67,2.0,293.0,35.0,True
35,1.52,55.0,0.6,1.0,2.0,28.0,91.0,10.0,True
36,2.19,172.0,4.81,3.0,15.62,0.0,186.0,223.0,True
37,3.49,51.0,4.29,4.0,69.71,0.33,195.0,87.0,True
38,3.03,144.0,3.67,4.0,12.25,0.33,78.0,32.0,True
39,1.88,150.0,6.38,2.0,2.25,1.0,319.0,22.0,True
40,1.86,0.0,1.8,1.0,22.0,0.0,59.0,0.0,True
41,2.5,27.0,0.94,3.0,8.65,0.62,1205.0,24.0,True
42,0.87,83.0,8.67,2.0,29.33,0.5,75.0,3.0,True
43,1.25,719.0,1.0,1.0,22.67,3.0,6.0,6.0,True
44,1.37,0.0,1.0,1.0,41.75,0.0,868.0,43.0,True
45,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,True
46,1.52,37.0,11.86,3.0,7.29,0.49,69.0,55.0,True
47,0.83,0.0,12.5,1.0,4.0,0.0,62.0,3.0,True
48,3.64,123.0,2.58,1.0,18.42,74.0,160.0,119.0,True
49,1.0,161.0,2.5,1.0,5.5,134.0,6.0,7.0,True
50,1.83,1.0,1.25,1.0,0.5,1.0,287.0,66.0,True
51,1.59,138.0,4.25,2.0,0.75,0.02,216.0,0.0,True
52,1.8,780.0,0.71,1.0,1.43,79.0,108.0,143.0,True
53,1.51,160.0,0.57,1.0,79.57,13.0,375.0,18.0,True
54,3.35,14.0,5.43,4.0,48.22,0.33,488.0,81.0,True
55,2.36,366.0,5.0,2.0,3.43,0.99,503.0,61.0,True
56,1.48,161.0,3.5,2.0,9.25,1.0,102.0,39.0,True
57,2.19,373.0,7.43,2.0,57.86,0.0,147.0,33.0,True
58,0.88,189.0,0.5,1.0,101.5,112.0,87.0,4.0,True
59,0.0,250.0,1.0,1.0,1.0,147.0,8.0,0.0,True
60,1.0,379.0,2.0,1.0,234.0,2.0,268.0,237.0,True
61,0.0,255.0,1.0,1.0,21.0,3.0,55.0,2.0,True
62,1.23,256.0,0.4,1.0,13.6,4.0,274.0,53.0,True
63,2.62,863.0,4.25,1.0,18.12,129.0,32.0,14.0,True
64,2.89,164.0,8.17,4.0,18.78,0.06,1116.0,888.0,True
65,0.0,5.0,4.0,1.0,1.0,5.0,13.0,2.0,True
66,1.65,187.0,2.25,2.0,25.0,0.02,210.0,112.0,True
67,2.11,47.0,6.71,2.0,1.0,0.91,185.0,20.0,True
68,1.5,49.0,11.33,2.0,0.0,0.91,119.0,6.0,True
69,2.49,97.0,3.86,2.0,0.86,0.87,1202.0,24.0,True
70,2.63,142.0,2.77,1.0,55.38,95.0,684.0,28.0,True
71,0.59,101.0,0.5,1.0,2.0,2.0,7.0,0.0,True
72,2.12,12.0,12.62,4.0,11.12,0.27,617.0,5.0,True
73,0.17,14.0,2.5,1.0,0.0,3.0,39.0,39.0,True
74,1.5,295.0,2.0,1.0,0.0,30.0,161.0,23.0,True
75,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,True
76,4.28,1586.0,5.93,6.0,39.89,0.0,78.0,80.0,True
77,1.12,962.0,3.8,1.0,0.4,212.0,77.0,40.0,True
78,3.3,103.0,5.08,1.0,11.0,99.0,389.0,20.0,True
79,1.1,104.0,5.33,2.0,3.0,0.87,41.0,26.0,True
80,1.85,986.0,1.75,2.0,2.25,0.37,36.0,32.0,True
81,2.23,989.0,3.25,2.0,0.0,0.37,67.0,35.0,True
82,4.22,77.0,2.03,2.0,6.88,0.91,430.0,181.0,True
83,1.72,235.0,6.25,2.0,10.25,0.0,102.0,2.0,True
84,1.57,17.0,0.0,1.0,0.0,0.0,241.0,0.0,True
85,1.27,236.0,0.67,1.0,0.0,142.0,118.0,9.0,True
86,3.0,79.0,1.25,2.0,0.62,0.91,1295.0,31.0,True
87,3.25,1011.0,5.65,5.0,4.75,0.04,93.0,46.0,True
88,4.32,1021.0,0.79,3.0,13.77,0.13,371.0,499.0,True
89,0.0,238.0,10.0,1.0,3.0,6.0,25.0,6.0,True
90,3.01,3.0,2.33,4.0,12.44,0.0,19.0,19.0,True
91,3.57,43.0,0.79,1.0,196.43,37.0,71.0,74.0,True
