,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.69,4.0,1.25,2.0,1.62,1.44,25.0,25.0,True
1,1.31,399.0,0.33,1.0,4.0,150.0,47.0,25.0,True
2,3.5,438.0,0.13,2.0,18.93,0.0,105.0,63.0,True
3,2.65,650.0,0.57,3.0,44.36,0.0,90.0,24.0,True
4,0.09,45.0,0.5,1.0,0.5,11.0,173.0,10.0,True
5,2.07,48.0,0.2,1.0,0.8,14.0,359.0,100.0,True
6,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,True
7,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,True
8,0.2,79.0,0.0,1.0,0.0,5.0,63.0,1.0,True
9,0.43,103.0,1.0,1.0,2.5,44.0,44.0,2.0,True
10,2.84,170.0,0.78,2.0,3.56,0.0,231.0,189.0,True
11,1.16,17.0,5.67,1.0,18.0,10.0,31.0,3.0,True
12,0.07,17.0,3.0,1.0,10.5,10.0,112.0,0.0,True
13,0.0,18.0,1.0,1.0,0.0,11.0,4.0,1.0,True
14,0.0,155.0,9.0,1.0,0.0,44.0,0.0,1.0,False
15,0.41,1.0,7.5,2.0,35.5,0.5,24.0,0.0,True
16,1.44,1102.0,2.25,1.0,15.25,22.0,23.0,38.0,True
17,0.0,1.0,1.0,1.0,2.0,1.0,47.0,47.0,True
18,0.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,True
19,3.79,108.0,1.82,3.0,3.64,0.0,626.0,170.0,True
20,1.65,110.0,0.75,2.0,1.0,0.0,6.0,15.0,True
21,0.0,1233.0,1.0,1.0,2.0,17.0,8.0,9.0,True
22,1.41,25.0,0.33,1.0,1.67,0.0,296.0,54.0,True
23,4.21,1.0,0.18,4.0,17.43,0.0,120.0,108.0,True
24,2.83,135.0,0.12,1.0,10.62,73.0,4.0,32.0,True
25,3.53,58.0,2.4,5.0,13.6,0.25,33.0,135.0,True
26,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
27,0.0,83.0,5.0,1.0,62.0,2.0,16.0,11.0,True
28,1.12,7.0,1.0,1.0,20.0,7.0,24.0,13.0,True
29,1.56,1495.0,2.25,1.0,4.75,28.0,14.0,10.0,True
30,0.0,14.0,6.0,1.0,11.0,11.0,32.0,0.0,True
31,4.0,0.0,0.35,2.0,24.6,0.0,203.0,121.0,True
32,0.0,34.0,8.0,1.0,9.0,2.0,1.0,8.0,True
33,2.56,10.0,3.2,6.0,16.33,0.17,154.0,88.0,True
34,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,True
35,4.64,12.0,0.72,4.0,0.62,0.32,69.0,72.0,True
36,2.34,32.0,8.5,2.0,3.67,0.02,159.0,4.0,True
37,1.36,130.0,1.43,2.0,45.29,1.0,1222.0,32.0,True
38,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,True
39,2.99,71.0,4.11,3.0,63.56,0.35,21.0,18.0,True
40,3.03,144.0,3.67,4.0,12.25,0.33,78.0,32.0,True
41,4.13,151.0,0.93,2.0,2.1,1.0,640.0,284.0,True
42,3.04,0.0,2.11,1.0,104.89,0.0,83.0,8.0,True
43,1.18,98.0,6.33,1.0,83.0,56.0,53.0,53.0,True
44,0.87,83.0,8.67,2.0,29.33,0.5,75.0,3.0,True
45,2.1,0.0,11.4,3.0,19.0,0.0,21.0,5.0,True
46,1.82,727.0,1.71,1.0,24.0,34.0,304.0,174.0,True
47,4.15,734.0,1.96,1.0,6.74,41.0,101.0,77.0,True
48,2.96,743.0,1.75,2.0,1.33,0.0,114.0,45.0,True
49,1.63,753.0,1.6,1.0,33.4,294.0,183.0,131.0,True
50,3.64,123.0,2.58,1.0,18.42,74.0,160.0,119.0,True
