,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,60.5,175.0,7.0,2.0,2.0,77.0,31.0,17.0,True
1,96.5,325.0,8.0,2.0,0.0,18.0,16.0,7.0,False
2,61.5,156.0,7.5,2.0,22.5,103.0,50.0,8.0,True
3,30.0,35.0,6.5,2.0,8.0,26.0,90.0,80.0,True
4,27.5,51.0,7.0,2.0,14.0,7.0,3.0,3.0,True
5,66.0,3.0,5.67,3.0,9.33,0.38,117.0,16.0,False
6,29.5,47.0,7.5,2.0,4.5,5.0,3.0,3.0,True
7,78.5,112.0,9.5,2.0,32.0,98.0,14.0,5.0,True
8,70.0,398.0,8.5,2.0,6.0,68.0,9.0,1.0,True
9,31.33,216.0,5.67,3.0,5.67,0.0,27.0,3.0,False
10,34.0,363.0,7.5,2.0,5.5,0.0,23.0,10.0,True
11,96.5,157.0,10.0,2.0,11.5,0.5,4.0,3.0,True
12,61.5,122.0,7.5,2.0,15.0,0.75,7.0,2.0,True
13,128.5,23.0,10.0,2.0,0.5,0.35,3.0,2.0,True
14,112.5,48.0,10.0,2.0,24.5,34.0,59.0,2.0,True
15,52.5,32.0,9.0,2.0,6.0,20.0,19.0,12.0,True
16,78.0,52.0,7.33,3.0,0.67,37.0,2.0,10.0,True
17,101.0,54.0,7.33,3.0,15.33,0.53,9.0,6.0,True
18,66.0,162.0,7.0,2.0,1.0,0.25,10.0,2.0,False
19,94.0,8.0,8.33,2.0,8.0,8.0,15.0,11.0,True
20,38.0,16.0,10.0,2.0,14.5,11.0,29.0,5.0,True
21,24.5,11.0,6.0,3.0,29.75,0.88,7.0,10.0,True
22,41.5,0.0,10.0,2.0,3.0,0.0,162.0,32.0,False
23,98.0,6.0,8.0,3.0,11.25,6.0,103.0,2.0,True
24,68.5,45.0,5.83,3.0,3.33,1.21,140.0,31.0,True
25,130.67,54.0,9.33,2.0,1.67,48.0,25.0,4.0,True
26,51.0,59.0,7.5,2.0,10.5,52.0,79.0,0.0,True
27,30.33,61.0,8.0,2.0,37.33,0.17,41.0,10.0,False
28,161.67,1.0,11.33,3.0,9.33,0.0,42.0,1.0,False
29,42.0,16.0,8.33,2.0,26.67,8.0,48.0,11.0,True
30,33.25,5.0,7.75,4.0,4.5,0.5,87.0,10.0,True
31,79.17,22.0,6.5,2.0,19.17,11.0,151.0,39.0,True
32,35.6,48.0,6.4,3.0,8.2,0.26,179.0,9.0,False
33,43.0,19.0,6.75,4.0,27.5,0.5,26.0,26.0,False
34,144.0,121.0,10.5,3.0,5.5,1.47,131.0,38.0,True
35,31.25,25.0,6.25,2.0,10.75,0.5,128.0,41.0,False
36,84.2,6.0,7.2,3.0,11.0,4.0,169.0,8.0,True
37,84.67,60.0,12.0,3.0,9.33,0.48,51.0,0.0,False
38,61.5,27.0,10.5,2.0,28.5,0.75,89.0,0.0,False
39,40.67,5.0,9.0,3.0,48.0,5.0,29.0,14.0,True
40,68.75,75.0,8.5,3.0,38.0,0.48,175.0,87.0,False
41,45.33,41.0,9.67,2.0,18.67,36.0,111.0,6.0,True
42,114.6,6.0,10.6,4.0,28.4,0.28,149.0,55.0,False
43,37.0,52.0,9.0,2.0,24.5,0.89,12.0,0.0,True
44,88.0,290.0,10.0,4.0,5.5,0.25,20.0,15.0,False
45,28.5,67.0,8.0,3.0,49.5,0.02,112.0,16.0,False
46,72.25,38.0,10.0,3.0,29.75,0.38,98.0,16.0,False
47,19.33,170.0,7.67,2.0,10.0,115.0,204.0,4.0,True
48,58.67,74.0,11.0,2.0,1.67,55.0,18.0,15.0,True
49,58.67,174.0,7.67,3.0,7.67,0.87,479.0,15.0,False
50,27.0,315.0,7.67,3.0,12.67,0.25,14.0,4.0,False
51,24.5,74.0,7.5,2.0,30.0,0.86,112.0,35.0,False
52,21.75,94.0,6.25,2.0,4.5,1.21,127.0,15.0,True
53,20.0,122.0,5.75,3.0,14.0,0.0,26.0,58.0,False
54,90.86,100.0,8.0,2.0,8.71,1.21,3.0,49.0,True
55,37.0,390.0,10.0,2.0,20.0,0.0,32.0,0.0,False
56,41.8,130.0,6.0,3.0,6.2,0.0,66.0,36.0,False
57,43.0,138.0,7.0,3.0,24.5,0.0,311.0,62.0,False
