,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,27.0,423.0,12.0,1.0,54.0,82.0,7.0,1.0,True
1,32.0,161.0,9.0,1.0,75.0,94.0,17.0,9.0,True
2,88.5,186.0,9.5,1.0,102.0,154.0,27.0,9.0,True
3,14.0,501.0,9.0,1.0,141.0,140.0,1.0,3.0,True
4,63.0,3.0,9.5,2.0,46.5,3.0,20.0,5.0,True
5,95.33,14.0,7.33,2.0,61.33,9.0,49.0,17.0,True
6,41.0,3.0,13.0,1.0,49.0,2.0,5.0,0.0,True
7,69.0,32.0,17.0,1.0,40.0,4.0,17.0,23.0,True
8,35.0,57.0,14.0,1.0,80.0,39.0,1.0,1.0,True
9,215.0,22.0,19.5,2.0,35.0,0.7,102.0,114.0,False
10,89.0,85.0,8.33,2.0,133.67,42.0,0.0,174.0,True
11,54.33,16.0,8.0,2.0,62.67,0.86,35.0,14.0,False
12,30.0,44.0,10.0,1.0,70.0,40.0,3.0,0.0,True
13,25.0,4.0,14.0,1.0,47.0,3.0,8.0,0.0,True
14,15.0,0.0,9.0,1.0,83.0,0.0,4.0,0.0,True
15,96.5,6.0,11.0,1.0,42.0,5.0,49.0,7.0,True
16,18.0,43.0,9.0,1.0,97.0,27.0,1.0,1.0,True
17,40.67,5.0,9.0,3.0,48.0,5.0,29.0,14.0,True
18,30.67,137.0,8.0,3.0,70.0,98.0,16.0,2.0,True
19,67.0,9.0,18.0,1.0,73.0,0.0,2.0,1.0,True
20,22.0,84.0,14.0,1.0,51.0,61.0,82.0,65.0,True
21,67.6,278.0,8.0,3.0,68.6,0.25,148.0,4.0,False
22,59.33,88.0,9.0,1.0,60.33,1.0,43.0,1.0,False
23,120.33,15.0,13.67,3.0,76.0,1.1,44.0,2.0,False
24,131.5,54.0,18.5,2.0,32.0,0.62,76.0,46.0,False
25,40.0,29.0,14.0,1.0,60.0,0.0,160.0,62.0,True
26,62.0,1.0,18.0,1.0,69.0,0.0,35.0,6.0,True
27,99.0,5.0,18.0,1.0,38.0,4.0,85.0,8.0,True
28,9.0,44.0,7.0,1.0,136.0,6.0,37.0,6.0,True
29,17.0,0.0,9.0,1.0,116.0,0.0,3.0,3.0,True
30,24.0,139.0,7.5,2.0,146.5,96.0,11.0,3.0,True
31,79.67,306.0,13.67,1.0,86.0,0.37,42.0,18.0,True
32,59.0,84.0,16.5,2.0,130.5,61.0,307.0,0.0,True
33,33.0,85.0,14.0,1.0,69.0,62.0,4.0,4.0,True
34,32.0,72.0,14.0,1.0,80.0,41.0,4.0,0.0,True
35,68.2,46.0,9.0,2.0,71.2,26.0,556.0,60.0,True
36,21.0,11.0,9.0,1.0,171.0,0.0,6.0,1.0,True
37,45.14,380.0,6.57,4.0,79.86,0.0,235.0,19.0,True
38,50.0,165.0,18.0,1.0,81.0,121.0,41.0,0.0,True
39,66.5,26.0,9.25,2.0,55.75,0.68,41.0,14.0,False
40,58.5,189.0,12.0,4.0,57.75,0.5,281.0,28.0,False
41,22.5,17.0,8.5,1.0,136.0,5.0,55.0,9.0,True
42,87.0,39.0,16.0,3.0,49.67,0.76,120.0,15.0,False
43,26.0,2.0,13.0,1.0,74.0,2.0,7.0,3.0,True
44,45.0,206.0,14.0,1.0,116.0,150.0,36.0,1.0,True
45,65.0,13.0,21.0,1.0,70.0,7.0,4.0,0.0,True
46,55.0,436.0,8.75,3.0,117.0,0.03,5.0,150.0,True
47,14.5,217.0,8.5,1.0,96.5,11.0,45.0,3.0,True
48,45.67,40.0,9.67,2.0,54.0,29.0,80.0,0.0,True
49,29.0,66.0,7.25,2.0,126.25,0.95,109.0,25.0,False
50,18.0,223.0,8.0,1.0,140.0,160.0,8.0,5.0,True
51,108.6,474.0,12.6,4.0,103.0,0.03,8.0,5.0,True
52,40.0,495.0,14.0,1.0,114.0,311.0,2.0,1.0,True
53,29.83,231.0,6.5,2.0,109.5,164.0,173.0,21.0,True
54,36.67,125.0,10.0,2.0,48.33,87.0,42.0,14.0,True
55,57.33,144.0,9.33,1.0,75.33,92.0,31.0,5.0,True
56,25.0,81.0,13.0,1.0,92.0,42.0,35.0,28.0,True
57,28.0,84.0,13.0,1.0,92.0,45.0,30.0,36.0,True
58,22.0,500.0,10.0,1.0,104.0,316.0,10.0,9.0,True
59,33.0,235.0,18.0,1.0,98.0,40.0,1.0,0.0,True
60,71.33,236.0,12.33,2.0,66.67,0.52,169.0,71.0,False
61,79.67,6.0,8.5,5.0,94.5,0.5,200.0,37.0,True
62,49.0,88.0,17.0,1.0,82.0,11.0,20.0,0.0,True
63,52.0,37.0,13.0,1.0,42.0,26.0,32.0,2.0,True
64,36.0,16.0,16.0,1.0,105.0,10.0,7.0,0.0,True
65,25.0,251.0,10.5,1.0,155.5,1.0,16.0,0.0,True
66,21.0,149.0,12.0,1.0,125.0,97.0,6.0,4.0,True
67,86.5,93.0,11.0,2.0,65.75,0.95,157.0,13.0,True
68,134.0,592.0,14.5,2.0,65.25,0.03,51.0,24.0,False
69,57.43,132.0,7.43,4.0,58.14,0.46,225.0,18.0,False
70,48.0,73.0,14.0,1.0,91.0,16.0,23.0,10.0,True
71,19.33,155.0,7.67,3.0,69.67,103.0,68.0,1.0,True
72,25.0,3.0,10.0,1.0,66.0,1.0,11.0,0.0,True
73,28.0,135.0,14.0,1.0,84.0,56.0,4.0,0.0,True
74,62.0,356.0,11.67,3.0,48.67,0.06,72.0,24.0,False
75,56.0,283.0,8.33,1.0,71.33,0.17,51.0,1.0,False
76,23.0,284.0,10.0,1.0,72.0,6.0,6.0,2.0,True
77,121.25,288.0,13.0,3.0,65.0,201.0,4.0,4.0,True
78,48.25,360.0,11.0,3.0,105.75,0.09,16.0,3.0,False
79,33.0,18.0,8.33,1.0,71.33,11.0,19.0,8.0,True
80,52.89,140.0,6.0,4.0,104.44,0.88,38.0,35.0,True
81,16.0,75.0,6.5,2.0,82.5,17.0,102.0,15.0,True
82,43.5,42.0,14.0,1.0,33.5,28.0,154.0,39.0,True
83,118.0,653.0,13.25,2.0,205.25,0.03,30.0,13.0,True
84,20.0,111.0,9.0,1.0,144.5,62.0,0.0,36.0,True
85,36.5,6.0,12.0,2.0,55.0,3.0,52.0,52.0,True
86,30.0,320.0,12.0,2.0,156.0,1.0,91.0,34.0,False
87,66.29,325.0,8.0,4.0,71.29,233.0,98.0,2.0,True
88,23.0,162.0,13.0,1.0,152.0,10.0,3.0,1.0,True
89,54.0,369.0,15.0,1.0,49.0,243.0,53.0,6.0,True
90,67.67,127.0,10.67,2.0,61.33,0.5,30.0,13.0,False
91,18.5,340.0,8.5,2.0,134.0,243.0,35.0,5.0,True
92,70.67,217.0,8.17,3.0,106.83,0.5,176.0,23.0,False
93,44.5,29.0,9.25,1.0,118.25,1.03,27.0,2.0,False
94,66.67,361.0,14.67,3.0,136.0,0.48,37.0,3.0,False
95,58.5,147.0,14.0,2.0,63.5,1.21,2.0,2.0,True
96,53.0,8.0,9.75,2.0,191.75,1.88,22.0,28.0,True
97,26.0,363.0,9.0,2.0,89.5,262.0,8.0,1.0,True
98,105.14,37.0,8.29,3.0,119.43,0.53,229.0,34.0,False
99,21.0,11.0,9.0,1.0,63.0,8.0,2.0,3.0,True
100,110.67,150.0,9.33,2.0,49.17,103.0,122.0,14.0,True
101,47.0,16.0,15.0,2.0,25.0,9.0,116.0,118.0,True
102,24.33,3.0,8.33,1.0,120.33,0.0,318.0,97.0,True
103,102.83,146.0,10.5,4.0,40.67,114.0,58.0,67.0,True
104,138.12,396.0,9.75,5.0,147.12,0.17,486.0,10.0,True
105,14.0,31.0,8.0,1.0,100.0,19.0,3.0,0.0,True
106,36.29,108.0,7.43,2.0,105.86,0.02,147.0,40.0,False
107,43.5,414.0,8.0,2.0,116.17,301.0,484.0,157.0,True
108,35.0,2.0,18.0,1.0,97.0,1.0,0.0,1.0,True
109,116.5,158.0,14.0,1.0,47.5,121.0,21.0,81.0,True
