,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,16.0,11.0,5.0,1.0,0.0,9.0,3.0,7.0,True
1,71.0,1.0,4.0,1.0,2.0,1.0,23.0,2.0,True
2,84.0,258.0,5.0,1.0,0.0,231.0,2.0,0.0,True
3,60.0,67.0,6.0,1.0,0.0,61.0,3.0,3.0,True
4,175.0,58.0,7.0,1.0,0.0,51.0,1.0,1.0,True
5,70.0,72.0,8.0,1.0,3.0,65.0,8.0,2.0,True
6,74.0,93.0,8.0,1.0,0.0,84.0,1.0,1.0,True
7,25.0,20.0,5.0,1.0,2.0,14.0,5.0,1.0,True
8,51.0,263.0,7.0,1.0,7.0,217.0,1.0,1.0,True
9,93.0,29.0,9.0,1.0,0.0,25.0,1.0,1.0,True
10,36.0,30.0,7.0,1.0,23.0,26.0,1.0,1.0,True
11,43.0,36.0,6.0,1.0,6.0,32.0,44.0,40.0,True
12,44.0,37.0,6.0,1.0,0.0,33.0,1.0,1.0,True
13,55.0,61.0,5.0,1.0,3.0,57.0,0.0,4.0,True
14,29.0,310.0,5.0,1.0,0.0,238.0,6.0,0.0,True
15,16.0,108.0,6.0,1.0,14.0,104.0,7.0,4.0,True
16,47.33,71.0,4.67,1.0,16.67,61.0,71.0,16.0,True
17,40.0,71.0,4.5,1.0,0.5,62.0,60.0,12.0,True
18,37.0,16.0,7.0,1.0,4.0,12.0,2.0,1.0,True
19,23.0,73.0,7.0,1.0,30.0,64.0,5.0,0.0,True
20,24.0,23.0,7.0,1.0,1.0,19.0,5.0,11.0,True
21,62.5,80.0,5.5,1.0,5.5,71.0,41.0,21.0,True
22,34.0,30.0,4.0,1.0,6.0,24.0,110.0,29.0,True
23,129.0,27.0,7.0,1.0,0.0,22.0,57.0,0.0,True
24,68.0,75.0,7.0,1.0,37.5,64.0,30.0,52.0,True
25,103.5,33.0,5.0,1.0,0.0,28.0,4.0,43.0,True
26,10.0,24.0,4.0,1.0,8.0,23.0,9.0,2.0,True
27,28.0,49.0,5.0,1.0,1.0,13.0,5.0,0.0,True
28,16.0,6.0,4.0,1.0,13.0,5.0,2.0,2.0,True
29,22.0,31.0,4.0,1.0,1.0,28.0,56.0,31.0,True
30,46.0,16.0,8.0,1.0,4.0,15.0,4.0,1.0,True
31,5.0,321.0,4.0,1.0,0.0,14.0,1.0,1.0,True
32,17.0,153.0,5.0,2.0,7.0,57.0,15.0,7.0,True
33,11.0,155.0,6.0,1.0,2.0,58.0,43.0,25.0,True
34,59.0,63.0,9.0,1.0,0.0,22.0,3.0,1.0,True
35,11.5,2.0,5.0,1.0,0.0,1.0,153.0,66.0,False
36,23.0,3.0,10.0,1.0,0.0,2.0,7.0,10.0,True
37,8.0,37.0,6.0,1.0,16.0,27.0,16.0,4.0,True
38,12.0,40.0,7.0,1.0,17.0,29.0,25.0,17.0,True
39,77.0,7.0,10.0,1.0,2.0,6.0,2.0,2.0,True
40,25.0,72.0,7.0,1.0,0.0,29.0,1.0,1.0,True
41,8.0,129.0,3.5,1.0,0.0,85.0,112.0,13.0,False
42,71.33,142.0,5.33,2.0,0.0,94.0,0.0,11.0,True
43,34.0,143.0,7.0,1.0,0.0,95.0,4.0,4.0,True
44,11.0,146.0,6.0,1.0,0.0,98.0,8.0,1.0,True
45,96.5,325.0,8.0,2.0,0.0,18.0,16.0,7.0,False
46,14.5,3.0,4.5,1.0,2.0,0.12,54.0,0.0,True
47,61.5,156.0,7.5,2.0,22.5,103.0,50.0,8.0,True
48,26.0,157.0,10.0,1.0,8.0,104.0,3.0,2.0,True
49,14.0,387.0,5.0,1.0,19.0,58.0,83.0,35.0,True
50,6.0,63.0,4.0,1.0,15.0,47.0,2.0,0.0,True
51,12.0,39.0,5.0,1.0,0.0,27.0,32.0,19.0,True
52,11.0,72.0,7.0,1.0,2.0,8.0,8.0,4.0,True
53,20.0,20.0,7.0,1.0,6.0,15.0,14.0,0.0,True
54,7.0,15.0,4.0,1.0,9.0,1.0,29.0,29.0,True
55,32.0,389.0,6.5,2.0,11.5,60.0,12.0,2.0,True
56,24.67,391.0,4.67,2.0,0.0,62.0,3.0,17.0,False
57,30.0,35.0,6.5,2.0,8.0,26.0,90.0,80.0,True
58,15.5,72.0,5.0,1.0,14.0,54.0,56.0,17.0,True
59,11.0,73.0,8.0,1.0,1.0,55.0,19.0,2.0,False
60,10.0,75.0,4.0,1.0,1.5,57.0,0.0,12.0,True
61,120.5,69.0,9.0,1.0,5.0,31.0,7.0,2.0,True
62,27.0,71.0,8.0,1.0,7.0,33.0,1.0,1.0,True
63,55.33,1.0,5.0,1.0,3.67,0.0,42.0,5.0,True
64,27.5,51.0,7.0,2.0,14.0,7.0,3.0,3.0,True
65,29.5,47.0,7.5,2.0,4.5,5.0,3.0,3.0,True
66,5.0,79.0,4.0,1.0,21.0,61.0,25.0,17.0,True
67,5.0,104.0,4.0,1.0,7.0,91.0,12.0,1.0,True
68,7.0,18.0,4.0,1.0,1.0,7.0,4.0,2.0,True
69,20.0,83.0,6.0,1.0,0.0,64.0,2.0,8.0,True
