,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.64,593.0,3.69,2.0,2.29,0.22,558.0,126.0,1
1,1.71,657.0,3.35,2.0,0.21,0.22,840.0,0.0,0
2,4.3,674.0,3.65,2.0,5.9,0.22,602.0,16.0,1
3,1.96,719.0,4.16,2.0,7.52,0.22,797.0,84.0,1
4,3.06,833.0,3.57,2.0,19.59,0.22,507.0,26.0,1
5,16.59,860.0,3.53,2.0,26.59,0.99,544.0,208.0,1
6,16.89,861.0,3.48,2.0,7.74,0.99,671.0,112.0,1
7,10.71,975.0,3.49,2.0,6.79,0.99,636.0,9.0,1
8,16.5,1041.0,3.68,2.0,33.86,0.99,1046.0,74.0,1
9,8.94,1042.0,3.36,2.0,16.0,0.99,466.0,153.0,1
10,9.47,1063.0,3.82,2.0,21.84,0.99,535.0,106.0,1
11,4.38,1075.0,3.22,2.0,9.85,0.99,581.0,41.0,1
12,2.38,1141.5,3.27,2.0,30.69,0.99,625.0,19.0,1
13,7.79,1144.5,3.87,2.0,19.0,0.99,912.0,16.0,1
14,8.82,1148.5,3.66,2.0,0.94,0.99,849.0,12.0,0
15,4.26,1159.0,3.89,2.0,25.52,0.99,543.0,67.0,1
16,5.94,1163.5,3.22,2.0,5.69,0.99,426.0,74.0,1
17,8.93,1196.0,3.0,2.0,22.07,0.99,521.0,59.0,1
18,7.33,1261.0,2.81,2.0,8.17,0.99,454.0,31.0,1
19,13.17,1268.0,3.81,2.0,12.39,0.99,761.0,214.0,1
20,14.08,1285.0,3.62,2.0,39.92,0.99,496.0,31.0,1
21,23.2,1315.0,3.33,2.0,32.33,0.99,365.0,28.0,1
22,4.55,1330.5,2.91,2.0,7.09,0.99,452.0,19.0,1
23,9.6,796.0,3.6,2.0,6.5,0.44,896.0,23.0,1
24,6.14,1345.0,4.12,2.0,8.14,0.99,938.0,4.0,1
25,24.94,1355.0,3.46,2.0,45.33,0.99,334.0,57.0,1
26,21.05,1356.0,4.02,2.0,24.33,0.99,815.0,131.0,1
27,6.62,1379.5,3.46,2.0,33.77,0.99,581.0,6.0,1
