,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.47,86.0,3.11,3.0,0.94,0.06,806.0,162.0,0
1,1.52,94.0,3.74,2.0,1.41,0.22,1664.0,63.0,1
2,0.0,0.0,2.46,2.0,0.0,0.0,1520.0,0.0,1
3,3.37,323.0,3.08,4.0,1.58,0.0,1949.0,84.0,1
4,6.73,336.0,3.04,3.0,3.47,0.0,1142.0,2.0,1
5,3.91,375.0,4.0,3.0,0.73,0.06,1298.0,37.0,0
6,5.32,401.0,5.23,4.0,12.28,0.02,1616.0,154.0,1
7,4.33,454.0,3.77,3.0,9.47,0.05,875.0,196.0,1
8,0.83,615.0,4.07,2.0,2.88,0.22,1805.0,12.0,1
9,8.26,704.0,3.36,4.0,6.74,0.02,1120.0,26.0,1
10,3.13,770.0,4.3,2.0,23.63,0.22,1470.0,188.0,1
11,7.33,144.0,3.23,2.0,13.72,0.44,1042.0,92.0,1
12,9.36,233.0,5.09,2.0,37.45,0.44,1405.0,524.0,1
13,23.5,354.0,3.12,3.0,6.25,0.46,934.0,6.0,1
14,1.56,741.5,2.14,2.0,4.89,0.0,2009.0,3.0,1
15,18.63,127.0,3.27,3.0,1.95,0.37,1101.0,3.0,1
16,14.13,926.0,3.67,3.0,40.85,0.5,1072.0,186.0,1
17,12.94,45.0,3.44,2.0,46.5,1.19,1703.0,85.0,1
18,18.86,1093.5,3.78,3.0,9.91,0.5,998.0,11.0,1
19,8.65,1185.0,4.75,3.0,57.75,0.5,1410.0,366.0,1
20,7.74,1272.0,4.4,2.0,34.35,0.99,1370.0,46.0,1
21,1.98,243.0,4.77,2.0,6.8,0.7,1511.0,223.0,1
22,14.46,1499.0,3.91,4.0,32.77,0.33,1219.0,51.0,1
23,8.23,1503.5,4.33,3.0,0.63,0.46,1774.0,2.0,0
24,7.18,24.33,2.98,2.0,0.59,0.02,2181.0,0.0,0
25,3.58,929.5,1.73,2.0,9.25,0.44,1790.0,0.0,0
26,14.68,1782.0,3.85,3.0,1.91,0.46,1605.0,0.0,0
27,18.3,956.5,3.62,3.0,27.05,0.15,1182.0,102.0,1
28,8.69,3.0,4.27,2.0,0.12,0.0,2215.0,0.0,0
29,16.54,1973.0,3.85,3.0,0.17,0.46,1320.0,0.0,0
30,8.07,0.0,4.22,2.0,29.29,0.0,1531.0,1.0,1
31,36.59,30.0,3.88,4.0,1.77,0.58,1435.0,1.0,0
32,18.96,8.0,4.44,2.0,0.0,0.96,1621.0,0.0,0
33,0.0,73.0,3.65,2.0,0.0,0.99,2355.0,0.0,0
34,2.33,2535.75,4.75,3.0,23.98,0.5,1517.0,274.0,1
35,9.7,1148.17,4.39,3.0,14.84,0.17,1688.0,39.0,1
36,25.33,2557.08,4.57,3.0,0.27,0.46,2105.0,0.0,0
37,58.0,47.0,2.67,3.0,45.9,0.03,845.0,206.0,0
38,77.12,1025.23,3.92,4.0,4.25,0.08,1755.0,0.0,0
39,44.04,277.27,3.59,3.0,77.33,0.05,923.0,0.0,0
40,34.1,108.9,4.4,2.0,0.0,0.62,2214.0,0.0,0
41,59.43,11.0,0.21,3.0,0.0,0.5,1627.0,18.0,0
42,90.46,24.0,4.01,4.0,0.5,0.32,1605.0,0.0,0
43,57.71,5.0,1.88,2.0,54.38,0.22,2592.0,37.0,0
44,0.33,7.0,3.44,2.0,0.53,0.27,994.0,251.0,0
45,150.06,467.5,3.08,4.0,2.59,0.08,1389.0,1.0,0
46,90.14,1.0,3.62,3.0,2.68,0.0,1317.0,0.0,0
47,70.0,125.54,4.04,2.0,0.0,0.62,1577.0,1.0,0
48,57.88,18.0,4.08,2.0,0.33,0.98,1509.0,1.0,0
49,114.42,2.0,4.1,4.0,1.69,0.31,1843.0,0.0,0
50,32.76,28.5,4.17,3.0,0.48,0.5,1836.0,0.0,0
51,110.23,30.5,4.57,4.0,0.23,0.33,1703.0,0.0,0
52,15.39,84.5,3.67,2.0,0.61,1.51,1125.0,38.0,0
53,12.73,0.0,4.78,2.0,0.46,0.0,2116.0,0.0,0
54,1.59,159.67,3.12,2.0,39.86,1.0,926.0,206.0,1
55,118.97,0.0,4.42,4.0,0.58,0.0,2023.0,0.0,0
56,6.44,8.0,4.14,2.0,6.4,0.5,2254.0,36.0,1
57,0.45,170.0,4.06,2.0,40.82,1.51,1120.0,125.0,1
58,0.41,191.83,4.2,2.0,9.78,1.51,1184.0,120.0,1
59,0.51,193.33,4.93,2.0,6.6,1.51,1556.0,147.0,0
60,10.55,26.0,3.89,2.0,159.71,1.0,1657.0,506.0,1
61,26.32,212.83,3.15,3.0,32.4,0.83,852.0,358.0,1
62,56.61,214.33,3.59,3.0,56.65,0.83,1268.0,520.0,1
63,136.25,8.75,4.34,2.0,0.04,1.03,2043.0,0.0,0
64,173.9,70.0,3.73,2.0,1.2,0.0,1670.0,0.0,0
65,15.87,0.0,3.46,3.0,34.13,0.0,745.0,288.0,1
66,106.84,266.33,4.58,3.0,51.5,0.5,1235.0,160.0,1
67,148.62,5.0,3.95,3.0,0.31,1.35,1707.0,0.0,0
68,4.5,271.33,3.46,2.0,2.12,1.51,1282.0,85.0,0
69,3.66,305.33,4.78,2.0,14.51,0.51,2345.0,419.0,1
70,42.32,29.0,4.03,3.0,31.63,0.98,2734.0,30.0,1
71,163.43,77.08,4.23,4.0,2.73,0.31,1926.0,1.0,0
72,102.47,321.33,4.38,4.0,9.78,0.58,2279.0,122.0,1
73,52.82,343.0,4.17,4.0,23.94,0.58,2512.0,130.0,1
74,47.15,349.33,3.14,3.0,1.74,0.5,1222.0,194.0,1
75,10.65,364.33,4.08,4.0,7.68,0.58,1568.0,28.0,1
76,159.88,41.0,3.85,3.0,26.38,1.35,1223.0,43.0,0
77,53.12,0.0,4.19,3.0,2.47,0.0,2143.0,0.0,0
78,9.6,394.75,3.3,3.0,9.72,0.83,903.0,101.0,1
79,156.77,1.33,4.28,4.0,0.6,0.31,1951.0,0.0,0
80,222.75,4.0,3.73,3.0,0.4,0.83,2160.0,1.0,0
81,17.23,1108.21,3.7,3.28,28.65,0.2,1192.35,87.74,1
82,17.42,1080.71,3.69,3.23,28.36,0.2,1190.47,90.32,1
83,17.81,1025.05,3.66,3.13,27.77,0.18,1186.68,95.56,1
84,14.49,1494.98,3.91,3.99,32.73,0.33,1218.73,51.38,1
85,17.57,1060.34,3.67,3.19,28.14,0.19,1189.08,92.24,1
86,18.25,964.23,3.62,3.01,27.13,0.16,1182.53,101.27,1
87,17.9,1013.07,3.65,3.1,27.65,0.17,1185.86,96.68,1
88,18.0,999.1,3.64,3.08,27.5,0.17,1184.91,98.0,1
89,17.45,1076.72,3.68,3.22,28.32,0.19,1190.2,90.7,1
90,17.13,1121.85,3.71,3.3,28.79,0.21,1193.28,86.46,1
91,14.69,1466.29,3.89,3.94,32.42,0.32,1216.77,54.07,1
92,15.59,1338.86,3.82,3.7,31.08,0.28,1208.08,66.06,1
93,17.92,1009.74,3.65,3.1,27.61,0.17,1185.63,97.0,1
94,14.97,1426.84,3.87,3.87,32.01,0.31,1214.08,57.78,1
95,16.24,1248.21,3.78,3.54,30.13,0.25,1201.9,74.58,1
96,17.31,1096.92,3.69,3.26,28.53,0.2,1191.58,88.8,1
97,17.97,1003.06,3.64,3.09,27.54,0.17,1185.18,97.62,1
98,18.01,997.3,3.64,3.08,27.48,0.17,1184.78,98.16,1
99,15.16,1400.84,3.86,3.82,31.73,0.3,1212.31,60.23,1
100,16.47,1215.08,3.76,3.48,29.78,0.24,1199.64,77.69,1
101,15.04,1417.05,3.87,3.85,31.91,0.31,1213.41,58.7,1
102,15.61,1337.22,3.82,3.7,31.06,0.28,1207.97,66.21,1
103,16.89,1155.72,3.73,3.37,29.15,0.22,1195.59,83.27,1
104,16.74,1177.05,3.74,3.41,29.38,0.23,1197.04,81.27,1
105,16.73,1178.3,3.74,3.41,29.39,0.23,1197.13,81.15,1
106,17.47,1073.81,3.68,3.22,28.29,0.19,1190.0,90.97,1
107,15.38,1369.27,3.84,3.76,31.4,0.29,1210.15,63.2,1
108,16.86,1160.16,3.73,3.38,29.2,0.22,1195.89,82.85,1
109,16.32,1235.66,3.77,3.51,29.99,0.25,1201.04,75.76,1
110,16.97,1143.96,3.72,3.35,29.03,0.22,1194.79,84.38,1
111,16.45,1218.57,3.76,3.48,29.81,0.24,1199.87,77.36,1
112,15.1,1408.38,3.86,3.83,31.81,0.3,1212.82,59.52,1
113,14.59,1480.56,3.9,3.97,32.57,0.33,1217.74,52.73,1
114,14.97,1426.94,3.87,3.87,32.01,0.31,1214.09,57.77,1
115,16.85,1161.78,3.73,3.38,29.21,0.22,1196.0,82.7,1
116,18.08,987.92,3.64,3.06,27.38,0.16,1184.14,99.05,1
117,16.73,1178.75,3.74,3.41,29.39,0.23,1197.16,81.11,1
118,16.74,1176.65,3.74,3.41,29.37,0.23,1197.01,81.3,1
119,17.46,1075.8,3.68,3.22,28.31,0.19,1190.14,90.78,1
120,14.94,1431.9,3.87,3.88,32.06,0.31,1214.42,57.31,1
121,18.02,996.61,3.64,3.07,27.47,0.17,1184.74,98.23,1
122,15.59,1338.82,3.82,3.7,31.08,0.28,1208.08,66.06,1
123,15.94,1290.24,3.8,3.62,30.57,0.26,1204.76,70.63,1
124,18.12,982.42,3.63,3.05,27.32,0.16,1183.77,99.56,1
125,17.02,1137.3,3.72,3.33,28.96,0.21,1194.33,85.0,1
126,16.62,1193.58,3.75,3.44,29.55,0.23,1198.17,79.71,1
127,15.43,1362.13,3.84,3.75,31.33,0.29,1209.66,63.87,1
128,18.23,967.06,3.62,3.02,27.16,0.16,1182.72,101.01,1
129,16.57,1200.32,3.75,3.45,29.62,0.23,1198.63,79.08,1
130,15.47,1356.66,3.83,3.74,31.27,0.29,1209.29,64.38,1
131,16.84,1163.41,3.73,3.38,29.23,0.22,1196.11,82.55,1
132,15.34,1374.43,3.84,3.77,31.46,0.29,1210.5,62.71,1
133,16.89,1155.93,3.73,3.37,29.15,0.22,1195.6,83.25,1
134,17.36,1089.2,3.69,3.24,28.45,0.2,1191.05,89.52,1
135,16.67,1186.37,3.74,3.42,29.47,0.23,1197.68,80.39,1
136,14.69,1466.28,3.89,3.94,32.42,0.32,1216.77,54.08,1
137,14.47,1497.36,3.91,4.0,32.75,0.33,1218.89,51.15,1
138,16.66,1187.6,3.74,3.43,29.49,0.23,1197.76,80.27,1
