,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.0,0.0,5.07,1.0,0.0,0.0,2295.0,0.0,1
1,0.0,20.0,3.44,1.0,0.0,0.0,1003.0,0.0,0
2,1.52,94.0,3.74,2.0,1.41,0.22,1664.0,63.0,1
3,1.2,106.0,3.54,2.0,0.07,0.04,1162.0,2.0,0
4,0.0,114.0,3.46,1.0,0.0,0.0,1096.0,0.0,0
5,0.0,140.0,3.55,1.0,0.0,0.0,2192.0,0.0,0
6,0.0,201.0,3.82,1.0,0.0,0.0,1117.0,0.0,0
7,0.0,262.0,4.57,1.0,0.0,0.0,1812.0,0.0,0
8,0.0,311.0,4.01,1.0,0.0,19.0,1358.0,0.0,0
9,0.0,0.0,2.46,2.0,0.0,0.0,1520.0,0.0,1
10,0.06,398.0,4.85,1.0,0.18,200.0,1601.0,99.0,0
11,4.57,445.0,3.14,1.0,6.76,224.0,1040.0,50.0,0
12,0.83,615.0,4.07,2.0,2.88,0.22,1805.0,12.0,1
13,0.94,5.0,3.5,1.0,0.0,0.0,1964.0,0.0,0
14,3.13,770.0,4.3,2.0,23.63,0.22,1470.0,188.0,1
15,1.95,123.0,4.05,1.0,0.25,77.0,1068.0,1.0,0
16,9.36,233.0,5.09,2.0,37.45,0.44,1405.0,524.0,1
17,8.8,319.0,4.36,2.0,53.74,0.44,1040.0,186.0,1
18,0.0,829.5,3.98,1.0,0.0,436.0,1787.0,0.0,0
19,1.56,741.5,2.14,2.0,4.89,0.0,2009.0,3.0,1
20,0.0,709.0,2.31,1.0,0.0,468.0,1109.0,0.0,0
21,0.0,100.0,2.94,1.0,0.0,55.0,1025.0,0.0,0
22,0.0,4.0,3.57,1.0,0.0,2.0,1264.0,0.0,0
23,6.8,701.0,3.13,1.0,30.33,349.0,978.0,285.0,0
24,0.0,755.0,4.09,1.0,0.0,379.0,1128.0,0.0,0
25,0.62,762.0,3.51,1.0,0.12,373.0,1988.0,1.0,0
26,0.42,763.0,4.24,1.0,24.62,374.0,1297.0,110.0,0
27,1.22,719.0,4.81,1.0,7.53,494.0,1554.0,172.0,0
28,0.38,640.0,3.76,1.0,7.43,423.0,1390.0,100.0,0
29,1.18,768.67,2.1,1.0,3.65,555.0,2967.0,16.0,0
30,12.94,45.0,3.44,2.0,46.5,1.19,1703.0,85.0,1
31,0.0,684.5,3.77,1.0,0.0,475.0,1199.0,0.0,0
32,14.83,1134.0,3.71,1.0,4.26,620.0,1251.0,34.0,0
33,10.42,1154.5,4.29,2.0,3.35,0.99,1302.0,21.0,1
34,7.74,1272.0,4.4,2.0,34.35,0.99,1370.0,46.0,1
35,2.65,2.0,2.94,1.0,70.35,2.0,1222.0,524.0,0
36,0.73,234.0,5.12,1.0,9.14,123.0,2210.0,42.0,0
37,1.98,243.0,4.77,2.0,6.8,0.7,1511.0,223.0,1
38,3.71,1421.5,4.15,2.0,14.76,0.99,1124.0,21.0,1
39,3.68,833.0,4.14,2.0,1.0,0.42,2716.0,0.0,0
40,0.0,247.5,3.61,1.0,0.0,134.0,1921.0,0.0,0
41,0.39,21.33,5.68,1.0,0.63,1.0,2505.0,0.0,0
42,7.18,24.33,2.98,2.0,0.59,0.02,2181.0,0.0,0
43,3.2,26.0,3.44,1.0,74.0,25.0,963.0,33.0,0
44,4.33,71.0,3.37,1.0,27.2,57.0,1050.0,6.0,0
45,10.43,1643.0,3.89,1.0,53.76,1009.0,1014.0,59.0,0
46,3.53,27.0,4.61,1.0,104.47,26.0,2340.0,352.0,0
