,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,3.0,1898.5,2.08,2.0,26.0,0.87,421.0,0.0,0
1,10.0,2237.5,1.21,2.0,15.0,0.13,185.0,0.0,0
2,21.6,2350.0,1.81,2.0,20.6,0.99,269.0,4.0,1
3,2.33,2426.5,1.34,2.0,12.0,0.99,113.0,2.0,1
4,14.62,2456.67,1.91,2.0,66.62,0.99,604.0,150.0,1
5,7.33,2514.0,1.57,2.0,7.33,0.87,178.0,20.0,1
6,42.33,2484.92,1.04,2.0,7.0,0.87,152.0,1.0,0
7,27.71,2483.25,1.67,2.0,37.57,0.13,187.0,46.0,0
8,14.33,2486.0,1.55,2.0,10.67,0.87,223.0,24.0,0
9,5.33,2543.67,1.56,2.0,68.67,0.99,244.0,12.0,1
10,29.0,2542.67,1.95,2.0,27.86,0.99,405.0,11.0,1
11,0.33,2551.42,1.38,2.0,0.0,0.99,97.0,5.0,0
12,21.67,2557.0,1.26,2.0,13.0,0.99,199.0,0.0,0
13,13.25,2570.33,1.93,2.0,1.0,0.99,164.0,12.0,0
14,0.0,2569.83,1.5,2.0,0.0,0.99,178.0,0.0,0
15,33.0,2568.83,1.14,2.0,9.0,0.99,216.0,99.0,0
16,12.67,2555.92,1.25,2.0,45.33,0.99,133.0,7.0,0
17,0.0,2573.17,1.47,2.0,0.0,0.99,170.0,0.0,0
18,9.4,2578.58,1.87,2.0,45.8,0.99,198.0,3.0,1
19,12.0,2593.75,2.04,2.0,15.0,0.99,271.0,44.0,1
20,34.5,2596.75,2.15,2.0,21.0,0.99,398.0,5.0,1
21,0.0,2613.42,0.97,2.0,0.0,0.99,185.0,0.0,0
22,16.33,2609.5,1.5,2.0,1.0,0.99,100.0,1.0,0
23,2.67,2588.42,1.22,2.0,20.0,0.99,145.0,34.0,0
24,4.88,2597.5,1.7,2.0,25.5,0.99,364.0,5.0,1
25,8.0,2613.67,1.96,2.0,31.5,0.99,241.0,13.0,1
26,62.0,2623.17,1.85,2.0,1.4,0.13,235.0,18.0,0
27,0.0,2598.42,1.53,2.0,0.0,0.99,142.0,0.0,0
28,38.11,2586.42,1.83,2.0,87.11,0.99,224.0,7.0,1
29,3.0,2615.6,0.85,2.0,4.25,0.87,154.0,4.0,0
30,15.0,2628.52,1.18,2.0,114.25,0.99,202.0,0.0,0
31,0.33,2604.57,1.5,2.0,0.0,0.99,108.0,11.0,0
32,10.9,2698.2,2.72,2.0,13.3,0.87,533.0,5.0,1
33,21.57,2754.2,1.72,2.0,116.57,0.99,184.0,3.0,1
34,29.38,2754.65,2.73,2.0,26.94,0.99,672.0,4.0,1
35,25.0,2784.63,1.98,2.0,105.67,0.99,384.0,38.0,1
36,3.29,2785.63,1.73,2.0,4.71,0.13,190.0,23.0,0
37,1.4,2791.28,1.65,2.0,7.6,0.13,603.0,1.0,0
38,10.75,2795.53,0.84,2.0,0.0,0.13,85.0,2.0,0
39,12.0,2766.97,2.06,2.0,77.43,0.13,286.0,22.0,0
40,28.0,2826.2,1.74,2.0,20.0,0.99,108.0,16.0,1
41,6.33,2874.85,1.39,2.0,0.0,0.13,85.0,4.0,0
42,35.33,2913.97,1.86,2.0,55.83,0.87,167.0,6.0,0
43,32.88,2937.2,1.67,2.0,0.88,0.99,288.0,2.0,0
