,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.46,3.0,3.07,1.0,0.0,1.0,295.0,114.0,0
1,1.12,1.0,2.23,1.0,0.0,1.0,114.0,49.0,1
2,0.29,11.0,2.33,1.0,0.0,2.0,302.0,13.0,0
3,0.2,27.0,2.12,1.0,0.0,1.0,246.0,50.0,1
4,1.91,42.0,3.06,1.0,0.09,35.0,200.0,32.0,0
5,1.09,48.0,2.44,1.0,0.0,20.0,66.0,92.0,0
6,1.0,96.0,2.24,1.0,1.0,62.0,97.0,26.0,0
7,1.67,100.0,2.18,1.0,1.33,7.0,332.0,43.0,0
8,2.5,122.0,2.12,1.0,0.0,6.0,286.0,15.0,0
9,8.2,189.0,1.99,1.0,8.6,110.0,275.0,12.0,0
10,2.5,204.0,2.55,1.0,2.5,20.0,179.0,40.0,0
11,3.71,260.0,2.64,1.0,2.71,49.0,168.0,9.0,0
12,0.38,379.0,2.44,1.0,0.38,58.0,240.0,6.0,0
13,0.83,669.0,2.35,1.0,0.0,211.0,32.0,64.0,0
14,4.0,12.0,1.98,1.0,44.38,10.0,141.0,28.0,0
15,1.0,17.0,1.96,1.0,0.0,12.0,289.0,212.0,0
16,5.33,35.0,1.66,1.0,37.67,17.0,63.0,150.0,0
17,2.0,11.0,2.21,1.0,40.83,6.0,112.0,7.0,0
18,11.8,77.0,1.75,1.0,64.6,14.0,184.0,32.0,0
19,2.29,90.0,3.18,1.0,47.07,13.0,58.0,61.0,0
20,3.67,97.0,2.49,1.0,50.58,61.0,298.0,321.0,0
21,6.5,13.0,2.27,1.0,34.5,9.0,13.0,41.0,0
22,2.44,104.0,3.12,1.0,14.0,63.0,184.0,164.0,0
23,4.14,64.0,2.3,1.0,37.86,30.0,143.0,118.0,0
24,4.25,76.0,1.97,1.0,0.0,41.0,169.0,113.0,0
25,2.0,87.0,2.3,1.0,4.0,49.0,0.0,182.0,0
26,7.67,101.0,1.85,1.0,65.17,33.0,122.0,33.0,0
27,5.62,103.0,2.79,1.0,11.5,60.0,77.0,157.0,0
28,5.67,156.0,2.51,1.0,12.08,102.0,65.0,66.0,0
29,3.89,109.0,2.78,1.0,33.33,64.0,222.0,139.0,0
30,0.43,110.0,2.61,1.0,33.86,65.0,243.0,1.0,0
31,9.0,170.0,2.15,1.0,33.0,115.0,193.0,46.0,0
32,6.71,127.0,2.92,1.0,49.5,44.0,30.0,43.0,0
33,6.5,190.0,2.26,1.0,5.0,124.0,315.0,2.0,0
34,4.57,157.0,2.45,1.0,51.43,80.0,4.0,45.0,0
35,9.0,213.0,2.29,1.0,44.38,137.0,36.0,24.0,0
36,9.5,223.0,2.37,1.0,20.67,142.0,162.0,19.0,0
37,12.0,97.0,3.15,1.0,19.56,36.0,260.0,141.0,0
38,6.6,281.0,2.04,1.0,51.2,118.0,151.0,15.0,0
39,1.5,295.0,2.81,1.0,0.0,188.0,46.0,47.0,0
40,6.0,337.0,2.69,1.0,0.0,177.0,378.0,45.0,0
41,5.89,324.0,2.82,1.0,1.44,204.0,113.0,81.0,0
42,19.25,325.0,1.82,1.0,1.5,205.0,86.0,86.0,0
43,6.58,349.0,2.2,1.0,60.33,184.0,193.0,8.0,0
44,7.86,368.0,2.25,1.0,13.0,231.0,297.0,2.0,0
45,6.55,404.0,2.4,1.0,119.18,215.0,182.0,50.0,0
46,7.57,406.0,1.85,1.0,45.43,179.0,280.0,14.0,0
47,3.0,435.0,1.78,1.0,20.0,188.0,165.0,41.0,0
48,18.83,31.0,1.94,1.0,51.0,6.0,78.0,24.0,0
49,9.6,450.0,2.63,1.0,29.0,241.0,239.0,39.0,0
50,6.25,427.0,2.23,1.0,53.75,269.0,138.0,5.0,0
51,2.8,756.0,2.41,1.0,6.3,442.0,106.0,80.0,0
52,11.33,47.0,2.27,1.0,27.5,29.0,117.0,9.0,0
53,14.2,42.0,1.69,1.0,6.0,20.0,54.0,103.0,0
54,14.82,52.0,2.36,1.0,50.77,24.0,344.0,16.0,0
55,2.62,498.0,2.14,1.0,179.12,310.0,108.0,59.0,0
56,5.0,569.0,1.93,1.0,44.67,296.0,141.0,55.0,0
57,15.64,80.0,3.19,1.0,50.64,49.0,10.0,186.0,0
