,nuc,aexp,nd,ns,age,la,ld
1070,203.833333333333,113.0,5.0,2,36.1666666666667,102.5,60.5
1068,,,,,,,
1057,591.0,99.5,4.0,2,6.15340909090909,124,15.0
1071,605.0,99.5,4.0,2,249.0,128.0,16.0
1066,,,,,,,
1069,104.545454545455,99.5,3,2,16.727272727272698,128.0,60.5
1060,423.666666666667,113.0,4.0,2,10.6666666666667,54.0,15.0
1062,,,,,,,
1072,408.666666666667,99.5,4.0,2,35.30555555555555,203,60.5
1063,,,,,,,
1065,260.2,113.0,3,2,5.6,102.5,2
1074,613.5,29.5,4.0,2,35.30555555555555,54.0,12
1067,407.333333333333,99.5,4.0,2,36.0,54.0,15.0
1064,,,,,,,
1056,312.25,99.5,4.0,2,0.75,128.0,60.5
1076,614.5,29.5,4.0,2,35.30555555555555,54.0,7
1079,,,,,,,
1082,425.666666666667,113.0,5.0,2,9.0,102.5,16.0
1081,630.0,55.0,4.0,2,35.30555555555555,54.0,10
1077,73.6111111111111,99.5,5,2,40.6666666666667,128.0,16.0
1085,,,,,,,
1078,622.0,113.0,4.0,2,115.5,54.0,15.0
1075,,,,,,,
1083,,,,,,,
1090,353.5,99.5,5.0,2,35.30555555555555,148,16.0
1084,,,,,,,
1091,,,,,,,
1080,442.333333333333,99.5,4.0,2,22.0,128.0,16.0
1089,,,,,,,
1087,633.0,113.0,4.0,2,35.30555555555555,54.0,5
1093,,,,,,,
1095,,,,,,,
1097,353.75,99.5,5.0,2,32.5,102.5,15.0
1086,424.333333333333,113.0,3,2,35.30555555555555,54.0,15.0
1096,256.4,113.0,4.0,2,0.0,256.0,15.0
1092,,,,,,,
1102,185.57142857142892,113.0,3,2,6.15340909090909,256.0,15.0
1101,272.2,113.0,4,2,35.30555555555555,102.5,60.5
1103,573.0,99.5,4.0,2,35.30555555555555,54.0,15
1100,356.0,113.0,3,2,38.25,128.0,2
1104,346.75,113.0,4,2,35.30555555555555,102.5,16.0
1094,335.5,99.5,3,2,29.5,256.0,2
1106,436.333333333333,113.0,3,2,6.15340909090909,128.0,16.0
1115,415.0,99.5,4.0,2,35.30555555555555,111,16.0
1110,,,,,,,
1105,368.5,99.5,4,2,3.8805555555555546,54.0,15.0
1114,,,,,,,
1117,,,,,,,
1113,,,,,,,
1111,90.9375,113.0,5,2,35.30555555555555,144,60.5
1120,709.5,55.0,4.0,2,1.0,54.0,15.0
1116,274.8,99.5,4,2,35.30555555555555,102.5,16.0
1118,352.5,113.0,4,2,6.15340909090909,102.5,2
1129,205.285714285714,99.5,5.0,2,35.30555555555555,128.0,14
1128,,,,,,,
1125,,,,,,,
1121,287.6,99.5,5.0,2,34.2,128.0,16.0
1109,,,,,,,
1126,,,,,,,
1133,727.5,99.5,4.0,2,7.0,54.0,15.0
1130,457.666666666667,99.5,4.0,2,142.333333333333,128.0,15.0
1123,,,,,,,
1136,369.5,99.5,3,2,35.30555555555555,256.0,16.0
1139,476.666666666667,99.5,5.0,2,30.3333333333333,128.0,15.0
1135,208.14285714285705,99.5,4,2,35.30555555555555,256.0,16.0
1141,355.5,99.5,4.0,2,38.25,54.0,2
1134,,,,,,,
1138,462.666666666667,99.5,4.0,2,71.0,128.0,15.0
1137,253.0,99.5,5.0,2,35.30555555555555,102.5,12
1150,,,,,,,
1140,495.0,99.5,5.0,2,29.6666666666667,128.0,15.0
1145,28.75,99.5,5,3,35.30555555555555,88,60.5
1154,24.496794871794904,0,4,2,6.15340909090909,256.0,15.0
1152,187.0,99.5,3,2,37.875,102.5,16.0
1146,701.5,99.5,4.0,2,0.0,128.0,16.0
1155,24.496794871794904,1,4.0,2,0.545454545454545,256.0,60.5
1151,713.5,113.0,4.0,2,140.5,54.0,15.0
1160,378.0,55.0,5.0,2,22.75,102.5,15.0
1165,490.333333333333,99.5,4.0,2,129.333333333333,128.0,15.0
1157,55.3809523809524,113.0,4,2,35.30555555555555,269,16.0
1163,266.0,113.0,3,2,35.30555555555555,256.0,15.0
1158,,,,,,,
1168,,,,,,,
1169,24.496794871794904,99.5,5,2,6.0,128.0,14
1153,,,,,,,
1167,,,,,,,
1164,,,,,,,
1162,,,,,,,
1172,259.16666666666697,113.0,4,2,35.30555555555555,102.5,15.0
1173,330.0,113.0,4,2,35.30555555555555,128.0,16.0
1166,497.333333333333,99.5,4.0,2,35.30555555555555,102.5,14
1179,311.0,55.0,4.0,2,35.30555555555555,102.5,14
1174,227.714285714286,99.5,5,3,35.30555555555555,133,60.5
1178,765.0,55.0,4.0,2,8.0,54.0,15.0
1182,,,,,,,
1183,,,,,,,
1185,,,,,,,
1191,,,,,,,
1196,178.333333333333,29.5,4.0,2,35.30555555555555,102.5,4
1180,62.16,113.0,5,3,35.30555555555555,124,60.5
1189,791.5,99.5,4.0,2,51.5,54.0,15.0
1193,43.2820512820513,10,5,3,35.30555555555555,128.0,16.0
1184,344.4,113.0,3,2,8.6,102.5,2
1197,313.33333333333303,113.0,4,2,35.30555555555555,256.0,16.0
1176,,,,,,,
1199,345.4,29.5,4,2,35.30555555555555,256.0,60.5
1201,563.333333333333,113.0,4.0,2,10.0,128.0,15.0
1206,438.75,29.5,5.0,2,6.5,102.5,2
1186,,,,,,,
1209,562.666666666667,67,4.0,2,35.30555555555555,128.0,16.0
1203,830.0,29.5,4.0,2,18.0,54.0,15.0
1198,416.0,99.5,4.0,2,4.25,256.0,60.5
1200,205.5,99.5,4.0,2,35.30555555555555,123,16.0
1217,572.666666666667,29.5,4.0,2,31.3333333333333,54.0,15.0
1211,416.75,55.0,5.0,2,35.30555555555555,128.0,7
1212,16.1,99.5,5,2,484.6,256.0,16.0
1218,241.42857142857105,99.5,4,2,35.30555555555555,102.5,2
1219,,,,,,,
1220,19.538461538461497,99.5,5,2,35.30555555555555,156,16.0
1222,3.4,99.5,5,2,35.30555555555555,66,16.0
1225,291.16666666666697,55.0,4.0,2,35.30555555555555,114,16.0
1229,313.83333333333303,55.0,5.0,2,35.30555555555555,128.0,7
1223,260.0,55.0,5,2,35.30555555555555,102.5,16.0
1228,482.2,99.5,5.0,3,11.8,102.5,15.0
1227,75.2916666666667,99.5,4.0,2,140.75,256.0,60.5
1221,434.0,99.5,3,2,35.30555555555555,128.0,16.0
1230,859.0,113.0,4.0,2,35.30555555555555,54.0,4
1232,273.0,99.5,5.0,2,16.571428571428598,128.0,2
1234,593.666666666667,44,4.0,2,35.30555555555555,128.0,15.0
1233,634.666666666667,99.5,4.0,2,20.6666666666667,54.0,15.0
1240,,,,,,,
1241,601.666666666667,99.5,4.0,2,43.0,256.0,15.0
1236,,,,,,,
1252,,,,,,,
1250,,,,,,,
1244,,,,,,,
1248,299.428571428571,99.5,3,3,36.0,102.5,60.5
1266,643.0,99.5,5.0,2,35.30555555555555,54.0,5
1259,618.666666666667,113.0,4.0,2,6.15340909090909,128.0,10
1265,377.0,113.0,3,2,35.30555555555555,128.0,15.0
