,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,19.6,638.0,1.5,0.6,0.0,529.0,30.0,11.0,True
1,14.33,675.0,1.52,0.67,0.33,562.0,19.0,14.0,True
2,10.0,690.0,1.26,0.25,4.0,575.0,32.0,12.0,False
3,19.0,691.0,1.43,0.33,2.33,576.0,30.0,19.0,True
4,37.33,696.0,1.36,1.0,0.0,581.0,16.0,12.0,True
5,27.25,697.0,1.78,0.75,9.5,582.0,33.0,31.0,False
6,22.33,710.0,1.32,0.67,3.0,593.0,16.0,47.0,True
7,65.8,723.0,1.92,0.8,11.4,606.0,28.0,30.0,False
8,73.33,733.0,1.42,1.33,0.67,615.0,12.0,4.0,True
9,42.75,737.0,1.8,1.0,1.5,618.0,35.0,8.0,True
10,32.5,739.0,1.92,0.75,8.25,620.0,34.0,18.0,False
11,42.0,741.0,1.92,1.0,1.25,622.0,27.0,1.0,True
12,5.67,742.0,1.14,0.33,13.0,623.0,28.0,31.0,True
13,2.0,746.0,1.58,0.33,0.0,627.0,6.0,6.0,True
14,19.33,754.0,1.58,0.33,12.33,633.0,3.0,3.0,False
15,67.6,767.0,1.75,0.6,4.4,644.0,88.0,35.0,True
16,24.5,779.0,1.73,0.5,9.0,655.0,15.0,19.0,False
17,68.67,802.0,1.56,1.0,1.33,676.0,4.0,3.0,True
18,44.5,816.0,0.98,1.5,4.5,689.0,10.0,21.0,True
19,15.33,819.0,1.38,1.0,18.33,692.0,20.0,8.0,False
20,18.5,824.0,0.95,1.0,10.5,697.0,11.0,11.0,False
21,75.8,846.0,1.31,0.8,18.2,715.0,86.0,37.0,False
22,66.67,847.0,1.13,1.33,0.67,716.0,21.0,4.0,True
23,11.5,849.0,0.96,1.0,0.0,718.0,21.0,13.0,True
24,14.4,867.0,2.1,0.6,1.2,735.0,26.0,15.0,True
25,19.67,872.0,1.23,1.0,5.0,738.0,2.0,16.0,True
26,30.8,884.0,1.77,0.6,12.8,748.0,83.0,93.0,False
27,21.0,885.0,1.45,0.25,10.5,749.0,1.0,33.0,False
28,95.0,889.0,0.99,1.33,0.0,753.0,19.0,21.0,True
29,25.8,893.0,2.26,0.6,6.6,756.0,8.0,5.0,False
30,28.5,901.0,0.98,1.5,3.0,761.0,38.0,30.0,True
31,15.2,902.0,1.74,0.8,8.8,762.0,12.0,60.0,False
32,59.67,906.0,0.92,1.33,0.0,766.0,76.0,4.0,True
33,22.67,921.0,0.9,1.0,3.0,778.0,21.0,30.0,True
34,64.75,927.0,1.74,1.25,2.0,784.0,76.0,8.0,True
35,1.0,931.0,1.0,1.0,1.0,788.0,0.0,15.0,False
36,13.75,943.0,1.58,0.75,0.0,796.0,191.0,38.0,True
37,17.0,945.0,1.51,1.0,0.0,798.0,65.0,35.0,True
38,16.83,948.0,2.14,0.67,0.0,801.0,17.0,56.0,True
39,19.67,955.0,0.84,1.0,1.0,808.0,110.0,87.0,True
40,103.0,957.0,1.0,2.5,16.0,810.0,10.0,0.0,False
41,110.33,958.0,1.18,1.67,7.0,811.0,1.0,32.0,False
