,nuc,aexp,age,asexp,la,ld,target
0,0.0,3.0,0.0,0.0,1377.0,0.0,True
1,0.5,19.0,0.5,0.11,11.0,4.0,True
2,0.0,20.0,0.0,8.0,0.0,80.0,True
3,0.75,21.0,0.5,0.17,157.0,228.0,True
4,1.5,25.0,0.5,13.0,26.0,18.0,True
5,2.5,33.0,0.0,19.0,88.0,6.0,True
6,3.29,37.0,0.0,0.01,51.0,29.0,True
7,5.0,43.0,9.12,26.0,46.0,61.0,True
8,1.8,70.0,2.0,0.0,242.0,13.0,True
9,3.32,90.0,1.68,0.0,416.0,126.0,True
10,9.0,100.0,0.0,28.0,1.0,0.0,True
11,4.0,101.0,1.2,20.0,263.0,4.0,True
12,8.0,137.0,1.5,49.0,3.0,1.0,True
13,14.0,157.0,0.0,60.0,7.0,3.0,True
14,17.0,161.0,0.5,0.0,44.0,5.0,True
15,9.0,168.0,0.0,49.0,5.0,2.0,True
16,1.5,22.0,0.0,4.0,5.0,3.0,True
17,5.0,193.0,3.0,73.0,1.0,1.0,True
18,8.25,0.0,4.25,0.0,14.0,9.0,True
19,6.0,40.0,22.0,25.0,28.0,9.0,True
20,24.0,42.0,15.0,27.0,16.0,0.0,True
21,0.0,206.0,0.0,76.0,2.0,2.0,True
22,14.0,209.0,1.0,62.0,2.0,1.0,True
23,5.56,213.0,5.22,0.0,951.0,864.0,True
24,0.2,228.0,0.2,1.0,324.0,0.0,True
25,5.86,244.0,17.29,0.0,168.0,5.0,True
26,7.0,276.0,0.0,80.0,2.0,2.0,True
27,14.0,287.0,30.25,0.0,25.0,9.0,True
28,0.0,85.0,0.0,39.0,1.0,1.0,True
29,21.0,89.0,1.0,16.0,52.0,60.0,True
30,3.38,91.0,6.95,0.23,542.0,478.0,True
31,1.0,95.0,6.0,45.0,2.0,16.0,True
32,1.67,96.0,4.0,46.0,58.0,37.0,True
33,3.38,101.0,4.62,0.56,284.0,229.0,True
34,8.0,315.0,7.0,24.0,0.0,2.0,False
35,13.14,318.0,2.57,0.0,37.0,17.0,True
36,7.0,325.0,0.0,95.0,13.0,5.0,True
37,9.0,331.0,0.0,99.0,4.0,3.0,True
38,8.0,347.0,1.0,111.0,19.0,0.0,True
39,3.0,348.0,3.0,112.0,40.0,33.0,True
40,5.56,350.0,4.44,0.0,593.0,610.0,True
41,9.0,353.0,0.0,0.0,62.0,22.0,True
42,6.0,355.0,1.5,0.0,31.0,5.0,True
43,17.89,359.0,1.44,0.0,38.0,89.0,True
44,22.0,363.0,0.0,121.0,18.0,6.0,True
45,8.0,364.0,0.0,122.0,4.0,26.0,True
46,2.0,400.0,3.75,130.0,39.0,16.0,True
47,1.0,401.0,0.0,131.0,1.0,4.0,True
48,4.5,410.0,4.0,136.0,11.0,2.0,True
49,1.0,414.0,0.0,139.0,6.0,2.0,True
50,2.0,420.0,3.0,145.0,5.0,1.0,True
51,6.33,421.0,2.33,146.0,36.0,8.0,True
52,9.0,426.0,31.0,113.0,19.0,0.0,True
53,3.0,450.0,14.0,162.0,0.0,2.0,False
54,8.0,454.0,0.0,16.0,2.0,21.0,True
55,1.0,455.0,69.0,17.0,0.0,42.0,False
56,36.0,33.0,2.0,10.0,6.0,2.0,True
57,12.0,464.0,1.0,21.0,0.0,12.0,True
58,5.67,527.0,0.0,0.0,360.0,4.0,True
59,8.67,537.0,24.33,0.0,177.0,107.0,True
60,0.0,538.0,0.0,145.0,31.0,0.0,True
61,3.0,547.0,15.3,0.0,487.0,26.0,True
62,4.67,550.0,0.0,0.0,88.0,19.0,True
63,5.6,77.0,0.0,0.0,44.0,5.0,True
64,1.0,577.0,223.0,195.0,0.0,30.0,False
65,0.0,625.0,0.0,209.0,79.0,0.0,True
66,8.0,659.0,2.5,41.0,11.0,1.0,True
67,7.75,684.0,4.25,0.0,63.0,4.0,True
68,5.0,722.0,0.0,220.0,1.0,0.0,True
69,5.0,0.0,35.0,0.0,21.0,14.0,True
70,33.8,0.0,10.0,0.0,63.0,19.0,True
71,45.0,157.0,0.0,7.0,1.0,1.0,True
72,19.8,813.0,30.6,0.0,211.0,52.0,True
73,26.5,855.0,2.0,186.0,57.0,0.0,True
74,20.5,857.0,1.33,0.0,6.0,59.0,True
75,21.57,2.0,2.29,0.84,147.0,33.0,True
76,23.0,7.0,0.33,0.76,20.0,11.0,True
77,29.5,884.0,1.0,197.0,6.0,6.0,True
78,13.14,938.0,4.86,0.0,631.0,0.0,True
79,20.5,939.0,0.0,90.0,10.0,0.0,True
80,26.0,1.0,0.0,1.0,2.0,2.0,True
81,15.0,957.0,8.92,0.0,1734.0,34.0,True
82,28.0,2.0,8.25,0.44,25.0,0.0,True
83,20.4,975.0,4.0,0.0,41.0,35.0,True
