,nuc,aexp,age,asexp,la,ld,target
0,0.0,20.0,0.0,8.0,0.0,80.0,True
1,0.83,24.0,1.0,0.11,360.0,14.0,True
2,3.17,35.0,13.67,21.0,177.0,106.0,True
3,3.33,39.0,11.33,0.11,17.0,19.0,True
4,2.75,58.0,0.0,39.0,1.0,17.0,True
5,2.0,85.0,0.0,12.0,1.0,2.0,True
6,4.0,88.0,0.0,14.0,0.0,71.0,True
7,5.0,107.0,3.0,27.0,26.0,2.0,True
8,5.0,108.0,1.88,28.0,188.0,87.0,True
9,6.33,132.0,1.33,0.0,27.0,13.0,True
10,14.0,153.0,0.67,57.0,5.0,5.0,True
11,21.0,156.0,1.0,59.0,2.0,2.0,True
12,17.0,161.0,0.5,0.0,44.0,5.0,True
13,8.83,162.0,0.5,0.0,58.0,27.0,True
14,7.83,23.0,5.5,4.0,74.0,114.0,True
15,7.06,173.0,0.62,0.0,473.0,138.0,True
16,14.2,31.0,11.6,0.56,15.0,15.0,True
17,14.0,197.0,23.0,59.0,12.0,10.0,True
18,13.2,49.0,14.8,28.0,23.0,23.0,True
19,7.5,224.0,0.5,67.0,3.0,1.0,True
20,27.33,70.0,1.67,1.08,95.0,0.0,True
21,17.5,259.0,3.0,73.0,45.0,9.0,True
22,30.33,260.0,0.0,0.0,32.0,18.0,True
23,15.67,274.0,7.33,0.0,46.0,30.0,True
24,7.0,276.0,0.0,80.0,2.0,2.0,True
25,0.0,85.0,0.0,39.0,1.0,1.0,True
26,3.38,91.0,6.95,0.23,542.0,478.0,True
27,0.0,307.0,0.0,4.0,937.0,0.0,True
28,8.0,311.0,8.0,90.0,6.0,2.0,True
29,5.0,97.0,0.0,47.0,22.0,5.0,True
30,8.0,315.0,7.0,24.0,0.0,2.0,False
31,9.0,321.0,0.0,97.0,6.0,4.0,True
32,9.0,331.0,0.0,99.0,4.0,3.0,True
33,2.0,335.0,1.0,103.0,14.0,1.0,True
34,18.0,337.0,1.0,104.0,0.0,1.0,True
35,9.0,346.0,4.0,110.0,15.0,2.0,True
