,nuc,aexp,age,asexp,la,ld,target
0,0.1,6.0,2.19,2.0,176.0,78.0,True
1,0.0,20.0,0.0,8.0,0.0,80.0,True
2,2.43,34.0,1.21,0.03,522.0,60.0,True
3,2.08,36.0,8.92,0.0,399.0,47.0,True
4,3.33,39.0,11.33,0.11,17.0,19.0,True
5,2.33,55.0,0.0,36.0,18.0,0.0,True
6,1.0,60.0,5.95,0.0,57.0,17.0,True
7,1.86,72.0,0.0,0.0,311.0,10.0,True
8,1.57,77.0,0.14,0.0,145.0,60.0,True
9,3.25,78.0,0.12,0.0,120.0,41.0,True
10,3.0,81.0,0.0,21.0,15.0,12.0,True
11,2.0,87.0,0.0,13.0,76.0,3.0,True
12,4.67,95.0,0.2,0.0,128.0,59.0,True
13,9.0,99.0,0.0,22.0,2.0,21.0,True
14,10.25,136.0,1.5,48.0,74.0,21.0,True
15,9.86,139.0,2.71,0.52,829.0,19.0,True
16,11.09,172.0,1.73,0.0,442.0,71.0,True
17,7.06,173.0,0.62,0.0,473.0,138.0,True
18,2.0,179.0,0.0,69.0,1.0,1.0,True
19,10.0,189.0,3.0,57.0,2.0,2.0,True
20,14.0,197.0,23.0,59.0,12.0,10.0,True
21,5.56,213.0,5.22,0.0,951.0,864.0,True
22,7.5,224.0,0.5,67.0,3.0,1.0,True
23,2.0,232.0,0.0,3.0,81.0,5.0,True
24,8.0,277.0,0.0,81.0,23.0,3.0,True
25,14.0,287.0,30.25,0.0,25.0,9.0,True
26,7.0,292.0,39.0,86.0,1.0,1.0,True
27,3.25,81.0,13.15,0.23,64.0,24.0,True
28,0.0,82.0,0.0,36.0,2.0,16.0,True
29,0.0,303.0,0.0,87.0,143.0,0.0,True
30,0.0,304.0,0.0,88.0,48.0,0.0,True
31,0.0,307.0,0.0,4.0,937.0,0.0,True
32,8.0,311.0,8.0,90.0,6.0,2.0,True
33,5.0,97.0,0.0,47.0,22.0,5.0,True
34,3.38,101.0,4.62,0.56,284.0,229.0,True
35,5.3,313.0,1.25,0.0,414.0,1459.0,True
36,8.0,315.0,7.0,24.0,0.0,2.0,False
37,13.14,318.0,2.57,0.0,37.0,17.0,True
38,9.5,102.0,0.0,50.0,20.0,29.0,True
39,7.0,325.0,0.0,95.0,13.0,5.0,True
40,5.0,339.0,0.75,0.0,5.0,8.0,True
41,3.0,352.0,0.0,115.0,2.0,4.0,True
42,22.0,363.0,0.0,121.0,18.0,6.0,True
43,13.5,370.0,0.0,0.0,11.0,0.0,True
44,2.0,400.0,3.75,130.0,39.0,16.0,True
45,9.0,426.0,31.0,113.0,19.0,0.0,True
46,31.0,21.0,0.0,2.0,19.0,9.0,True
47,29.5,32.0,1.0,0.0,52.0,49.0,True
48,1.5,449.0,27.0,0.0,21.0,0.0,True
49,3.0,450.0,14.0,162.0,0.0,2.0,False
50,1.0,455.0,69.0,17.0,0.0,42.0,False
51,17.0,44.0,0.0,14.0,22.0,1.0,True
52,4.0,476.0,7.0,31.0,7.0,7.0,True
53,18.0,494.0,22.0,127.0,4.0,4.0,True
54,13.0,516.0,102.0,133.0,2.0,1.0,True
55,2.7,530.0,1.2,0.0,333.0,38.0,True
56,8.67,537.0,24.33,0.0,177.0,107.0,True
57,10.0,557.0,0.0,0.0,6.0,5.0,True
58,11.46,561.0,130.54,0.0,49.0,2344.0,True
59,35.5,563.0,0.0,159.0,5.0,0.0,True
60,20.0,574.0,1.0,163.0,2.0,2.0,True
61,1.0,577.0,223.0,195.0,0.0,30.0,False
62,8.2,598.0,32.0,0.0,93.0,132.0,True
63,1.0,606.0,0.0,200.0,4.0,1.0,True
64,4.5,618.0,0.0,0.0,12.0,5.0,True
65,6.0,631.0,2.5,39.0,24.0,5.0,True
66,8.0,659.0,2.5,41.0,11.0,1.0,True
67,5.14,663.0,3.0,0.0,73.0,67.0,True
68,15.0,713.0,6.67,0.0,9.0,2.0,True
