,nuc,aexp,age,asexp,la,ld,target
0,0.0,8.0,0.0,0.0,65.0,0.0,True
1,2.43,34.0,1.21,0.03,522.0,60.0,True
2,1.0,51.0,0.0,33.0,99.0,5.0,True
3,2.33,55.0,0.0,36.0,18.0,0.0,True
4,0.0,80.0,0.0,9.0,10.0,1.0,True
5,5.0,107.0,3.0,27.0,26.0,2.0,True
6,6.0,112.0,0.0,32.0,0.0,1299.0,True
7,10.0,142.0,2.5,52.0,64.0,3.0,True
8,7.62,25.0,7.0,0.5,111.0,77.0,True
9,7.06,173.0,0.62,0.0,473.0,138.0,True
10,5.0,193.0,3.0,73.0,1.0,1.0,True
11,6.0,40.0,22.0,25.0,28.0,9.0,True
12,0.2,228.0,0.2,1.0,324.0,0.0,True
13,6.0,250.0,2.0,8.0,1.0,1.0,True
14,27.33,70.0,1.67,1.08,95.0,0.0,True
15,3.0,272.0,61.0,84.0,5.0,1.0,True
16,8.0,277.0,0.0,81.0,23.0,3.0,True
17,0.0,84.0,0.0,38.0,94.0,62.0,True
18,8.0,311.0,8.0,90.0,6.0,2.0,True
19,8.33,99.0,0.0,20.0,47.0,43.0,True
20,8.0,315.0,7.0,24.0,0.0,2.0,False
21,18.0,337.0,1.0,104.0,0.0,1.0,True
22,14.0,357.0,5.0,106.0,23.0,6.0,True
23,17.89,359.0,1.44,0.0,38.0,89.0,True
24,4.5,410.0,4.0,136.0,11.0,2.0,True
25,7.0,417.0,1.0,142.0,6.0,0.0,True
26,6.33,421.0,2.33,146.0,36.0,8.0,True
27,6.0,422.0,0.0,147.0,17.0,17.0,True
28,7.0,423.0,0.0,148.0,1.0,1.0,True
29,9.0,426.0,31.0,113.0,19.0,0.0,True
30,3.0,428.0,6.0,149.0,16.0,10.0,True
31,4.0,433.0,0.0,152.0,13.0,8.0,True
32,1.0,24.0,0.0,5.0,19.0,3.0,True
33,17.0,446.0,18.0,0.0,7.0,0.0,True
34,1.5,449.0,27.0,0.0,21.0,0.0,True
35,3.0,450.0,14.0,162.0,0.0,2.0,False
36,1.0,455.0,69.0,17.0,0.0,42.0,False
37,11.0,459.0,0.0,20.0,1.0,0.0,True
