,nuc,aexp,age,asexp,la,ld,target
0,0.1,6.0,2.19,2.0,176.0,78.0,True
1,0.0,7.0,0.0,3.0,171.0,0.0,True
2,0.0,8.0,0.0,0.0,65.0,0.0,True
3,1.5,25.0,0.5,13.0,26.0,18.0,True
4,3.2,31.0,0.2,17.0,83.0,28.0,True
5,2.3,32.0,2.3,0.11,273.0,117.0,True
6,3.17,35.0,13.67,21.0,177.0,106.0,True
7,2.79,47.0,13.47,29.0,195.0,2124.0,True
8,3.38,54.0,0.0,35.0,407.0,82.0,True
9,2.33,55.0,0.0,36.0,18.0,0.0,True
10,0.0,79.0,0.0,8.0,7.0,1.0,True
11,3.0,81.0,0.0,21.0,15.0,12.0,True
12,2.0,87.0,0.0,13.0,76.0,3.0,True
13,4.67,95.0,0.2,0.0,128.0,59.0,True
14,8.83,98.0,0.33,0.0,40.0,62.0,True
15,9.0,99.0,0.0,22.0,2.0,21.0,True
16,9.0,100.0,0.0,28.0,1.0,0.0,True
17,6.14,105.0,2.0,0.06,254.0,24.0,True
18,10.25,136.0,1.5,48.0,74.0,21.0,True
19,9.86,139.0,2.71,0.52,829.0,19.0,True
20,18.5,171.0,6.0,0.0,6.0,1.0,True
21,1.5,22.0,0.0,4.0,5.0,3.0,True
22,14.0,197.0,23.0,59.0,12.0,10.0,True
23,0.0,206.0,0.0,76.0,2.0,2.0,True
24,5.56,213.0,5.22,0.0,951.0,864.0,True
25,4.31,245.0,4.06,0.0,405.0,66.0,True
26,30.33,260.0,0.0,0.0,32.0,18.0,True
27,14.0,287.0,30.25,0.0,25.0,9.0,True
28,0.0,85.0,0.0,39.0,1.0,1.0,True
29,0.0,303.0,0.0,87.0,143.0,0.0,True
30,0.0,304.0,0.0,88.0,48.0,0.0,True
31,3.38,101.0,4.62,0.56,284.0,229.0,True
32,8.0,315.0,7.0,24.0,0.0,2.0,False
33,3.5,317.0,0.0,0.0,5.0,9.0,True
34,8.4,320.0,0.0,0.0,38.0,39.0,True
35,5.33,323.0,0.0,0.0,139.0,40.0,True
36,7.0,326.0,0.0,0.0,18.0,2.0,True
37,20.67,333.0,0.67,0.0,213.0,141.0,True
38,5.0,339.0,0.75,0.0,5.0,8.0,True
39,9.0,346.0,4.0,110.0,15.0,2.0,True
40,9.0,353.0,0.0,0.0,62.0,22.0,True
41,6.0,355.0,1.5,0.0,31.0,5.0,True
42,14.0,357.0,5.0,106.0,23.0,6.0,True
43,22.0,363.0,0.0,121.0,18.0,6.0,True
44,11.0,365.0,0.0,123.0,6.0,1.0,True
45,0.0,389.0,0.0,2.0,169.0,0.0,True
46,0.0,415.0,0.0,140.0,87.0,8.0,True
47,0.0,416.0,0.0,141.0,2.0,1.0,True
48,2.0,420.0,3.0,145.0,5.0,1.0,True
49,7.0,423.0,0.0,148.0,1.0,1.0,True
50,9.0,436.0,0.0,116.0,0.0,3.0,True
51,32.0,26.0,0.0,6.0,20.0,1.0,True
52,33.0,28.0,0.0,7.0,12.0,18.0,True
53,3.0,450.0,14.0,162.0,0.0,2.0,False
54,5.33,453.0,66.0,15.0,198.0,193.0,True
55,1.0,455.0,69.0,17.0,0.0,42.0,False
56,9.0,456.0,0.0,18.0,60.0,27.0,True
57,18.0,494.0,22.0,127.0,4.0,4.0,True
58,3.0,507.0,6.0,9.0,1.0,1.0,True
59,28.0,511.0,35.0,171.0,1.0,1.0,True
60,7.0,60.0,61.33,0.0,23.0,23.0,True
61,13.0,516.0,102.0,133.0,2.0,1.0,True
62,3.47,552.0,0.88,0.0,528.0,67.0,True
63,9.67,558.0,0.0,0.0,18.0,4.0,True
64,1.0,577.0,223.0,195.0,0.0,30.0,False
65,4.5,618.0,0.0,0.0,12.0,5.0,True
66,12.17,647.0,0.0,0.0,117.0,8.0,True
67,5.5,662.0,4.0,42.0,5.0,3.0,True
68,15.0,666.0,0.0,45.0,3.0,1.0,True
69,20.0,683.0,2.67,0.0,111.0,9.0,True
70,33.8,0.0,10.0,0.0,63.0,19.0,True
71,1.0,158.0,0.0,1.0,0.0,200.0,True
72,8.0,852.0,0.0,0.0,111.0,21.0,True
73,6.2,853.0,11.0,0.0,167.0,2.0,True
74,26.5,855.0,2.0,186.0,57.0,0.0,True
75,0.0,872.0,0.0,192.0,29.0,0.0,True
76,13.38,882.0,3.0,0.0,94.0,22.0,True
77,32.0,888.0,0.0,71.0,13.0,2.0,True
78,14.0,929.0,0.0,83.0,55.0,3.0,True
79,21.0,18.0,1.0,1.0,6.0,3.0,True
80,13.14,938.0,4.86,0.0,631.0,0.0,True
81,10.37,954.0,6.6,0.0,225.0,27.0,True
82,15.0,957.0,8.92,0.0,1734.0,34.0,True
83,10.5,958.0,10.75,0.0,318.0,32.0,True
84,28.0,2.0,8.25,0.44,25.0,0.0,True
85,3.0,962.0,5.25,5.0,404.0,512.0,True
86,8.08,973.0,6.5,0.0,120.0,73.0,True
87,6.0,980.0,1.0,0.0,6.0,1.0,True
88,3.0,983.0,2.0,0.0,1117.0,88.0,True
89,16.0,984.0,9.4,0.0,39.0,30.0,True
90,5.6,993.0,0.8,17.0,115.0,19.0,True
91,62.5,0.0,10.5,0.0,4.0,1.0,True
92,4.5,999.0,0.0,110.0,5.0,1.0,True
93,21.0,1008.0,23.0,113.0,2.0,1.0,True
94,36.67,1013.0,2.0,114.0,95.0,26.0,True
95,7.5,1027.0,1.0,122.0,17.0,8.0,True
96,9.0,9.0,15.0,0.0,5.0,2.0,True
97,0.0,116.0,0.0,2.0,2.0,4.0,True
98,11.3,1040.0,9.6,0.0,479.0,139.0,True
99,2.5,1046.0,21.0,30.0,54.0,2.0,True
100,10.4,1.0,4.0,0.5,308.0,0.0,True
101,19.45,0.0,1.09,0.0,1017.0,2.0,True
102,7.33,1067.0,13.0,0.0,13.0,11.0,True
103,13.0,0.0,3.0,0.0,1.0,1.0,True
104,33.43,0.0,17.71,0.0,284.0,17.0,True
105,2.0,0.0,7.22,0.0,141.0,8.0,True
106,11.25,1080.0,5.25,0.44,197.0,38.0,True
107,11.67,49.0,7.33,0.94,42.0,54.0,True
108,2.0,1084.0,21.0,0.0,3.0,3.0,True
109,1.8,0.0,69.2,0.0,72.0,5.0,True
110,6.33,1104.0,115.0,0.0,126.0,26.0,True
111,7.0,1106.0,23.67,235.0,201.0,6.0,True
112,4.0,1.0,86.5,1.0,8.0,7.0,True
113,2.91,1112.0,59.18,0.0,271.0,51.0,True
114,9.0,29.0,3.0,2.0,29.0,36.0,True
115,4.2,31.0,44.7,0.0,532.0,1697.0,True
116,4.0,1119.0,36.75,0.0,70.0,7.0,True
117,5.0,32.0,6.0,1.0,60.0,24.0,True
118,10.75,132.0,77.81,0.06,503.0,84.0,True
119,15.2,134.0,16.0,0.56,64.0,75.0,True
120,2.75,49.0,76.29,0.0,0.0,80.0,False
121,6.0,5.0,56.0,0.0,20.0,14.0,True
122,2.5,1.0,50.0,1.0,0.0,8.0,False
123,5.77,53.0,11.88,0.0,717.0,157.0,True
124,11.0,3.0,4.0,0.0,12.0,20.0,True
125,2.0,0.0,22.5,0.0,73.0,14.0,True
126,11.0,0.0,17.37,0.0,572.0,45.0,True
127,9.58,1.0,55.08,0.25,377.0,110.0,True
128,7.0,1148.0,29.39,0.0,1787.0,48.0,True
129,8.5,3.0,7.0,1.0,5.0,0.0,True
130,4.8,32.0,19.6,11.0,71.0,159.0,True
131,19.25,3.0,33.17,0.52,152.0,4.0,True
132,4.5,0.0,74.25,0.0,72.0,8.0,True
133,9.22,0.0,5.83,0.0,4572.0,192.0,True
134,34.0,35.0,9.0,7.0,1.0,1.0,True
135,8.0,9.0,25.0,1.0,44.0,38.0,True
136,18.0,10.0,65.0,8.0,83.0,2.0,True
137,3.0,37.0,95.0,0.0,1.0,7.0,True
138,17.33,17.0,25.67,0.05,145.0,17.0,True
139,3.33,0.0,37.33,0.0,51.0,16.0,True
140,37.67,43.0,68.67,0.0,38.0,620.0,True
141,8.0,52.0,5.0,1.0,5.0,5.0,True
142,27.75,53.0,88.75,0.0,0.0,398.0,False
143,13.2,56.0,10.8,1.0,121.0,22.0,True
144,24.0,20.0,12.0,6.0,1.0,1.0,True
145,5.5,150.0,3.5,3.0,96.0,118.0,True
146,10.0,63.0,0.0,3.0,3.0,1.0,True
147,3.0,66.0,70.33,27.0,55.0,19.0,True
148,1.5,26.0,3.5,1.0,24.0,12.0,True
149,5.6,67.0,5.8,0.0,114.0,1.0,True
150,3.0,29.0,3.5,1.0,40.0,14.0,True
151,1.0,2.0,11.0,1.0,17.0,1.0,True
152,1.5,1.0,19.5,0.0,8.0,4.0,True
153,5.5,4.0,14.5,0.0,88.0,69.0,True
154,47.0,8.0,5.0,3.0,8.0,5.0,True
155,48.0,10.0,0.0,4.0,1.0,4.0,True
156,1.5,0.0,29.0,0.0,33.0,16.0,True
157,52.0,17.0,7.0,8.0,6.0,1.0,True
158,48.33,2.0,7.67,1.25,44.0,3.0,True
159,28.43,28.0,27.29,0.49,219.0,27.0,True
160,24.0,24.0,22.0,18.0,17.0,15.0,True
161,34.79,2.0,10.93,0.16,947.0,12.0,True
162,8.69,0.0,24.81,0.0,579.0,43.0,True
163,14.18,19.0,45.65,0.25,132.0,27.0,True
164,1.0,1.0,105.0,0.0,1.0,0.0,True
165,1.0,0.0,58.5,0.0,10.0,3.0,True
166,6.0,4.0,93.5,4.0,43.0,8.0,True
167,49.25,0.0,23.5,0.0,7.0,7.0,True
168,2.83,33.0,14.83,2.0,377.0,3.0,True
169,1.0,2.0,191.33,0.0,37.0,26.0,True
170,24.86,6.0,17.0,0.89,122.0,6.0,True
171,9.2,0.0,119.14,0.0,213.0,219.0,True
172,20.25,37.0,36.12,0.88,111.0,107.0,True
173,20.23,82.0,25.18,0.2,203.0,38.0,True
174,20.0,1193.0,21.0,247.0,1.0,1.0,True
175,50.0,37.0,6.0,7.0,1.0,1.0,True
176,24.0,54.0,4.0,4.0,0.0,8.0,False
177,19.0,38.0,22.0,0.63,141.0,22.0,True
178,15.67,2.0,17.0,0.75,262.0,53.0,True
179,82.0,0.0,20.0,0.0,10.0,10.0,True
180,7.5,1.0,10.67,0.0,116.0,119.0,True
181,18.0,4.0,27.0,1.0,1.0,1.0,True
182,25.0,62.0,23.0,3.0,14.0,5.0,True
183,6.0,59.0,19.0,9.0,97.0,42.0,True
184,2.25,6.0,150.5,0.0,48.0,24.0,True
185,3.0,1214.0,210.0,58.0,4.0,0.0,True
186,70.0,66.0,21.0,18.0,2.0,2.0,True
187,59.0,2.0,18.0,0.0,42.0,62.0,True
188,6.5,8.0,216.0,1.0,26.0,35.0,True
189,27.0,0.0,5.0,0.0,1.0,1.0,True
190,23.0,72.0,50.33,0.08,24.0,3.0,True
191,3.0,5.0,21.0,1.0,2.0,0.0,True
192,109.0,75.0,12.0,7.0,1.0,1.0,True
193,10.0,76.0,38.67,0.0,79.0,15.0,True
194,4.5,53.0,124.57,0.83,378.0,128.0,True
195,22.86,79.0,73.29,0.33,52.0,40.0,True
196,1.0,64.0,17.0,0.0,2.0,1.0,True
197,38.86,1.0,39.86,0.67,81.0,44.0,True
198,7.5,2.0,4.5,2.0,7.0,6.0,True
199,14.1,15.0,103.54,0.07,1088.0,454.0,True
200,1.0,0.0,403.0,0.0,0.0,2.0,False
201,46.83,99.0,58.67,0.25,17.0,197.0,True
202,52.67,2.0,10.17,0.94,143.0,2.0,True
203,20.2,104.0,68.5,0.0,508.0,39.0,True
204,1.5,112.0,19.5,0.25,4.0,2.0,True
205,17.4,118.0,93.4,0.0,10.0,11.0,True
206,28.35,124.0,12.94,0.33,455.0,58.0,True
207,25.75,7.0,45.33,0.2,778.0,10.0,True
208,3.0,1.0,73.0,0.0,51.0,4.0,True
209,6.81,454.66,2.1,7.38,315.78,1.7,True
