,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,3.22,22.0,2.01,0.22,6.0,0.56,266.0,149.0,True
1,16.0,0.0,2.0,0.43,8.29,0.0,35.0,18.0,True
2,29.75,21.0,0.27,1.0,5.25,1.96,509.0,1.0,False
3,28.6,1.0,1.97,1.2,26.0,1.0,28.0,1.0,False
4,24.05,162.0,3.49,0.45,7.15,0.32,1101.0,719.0,True
5,28.44,181.0,3.98,0.22,8.88,0.93,1144.0,481.0,True
6,31.41,15.0,2.63,0.59,13.06,1.0,2572.0,37.0,True
7,98.75,109.0,1.61,2.0,0.75,1.0,34.0,4.0,True
8,219.5,121.0,0.33,4.5,8.0,2.0,47.0,3.0,True
9,16.0,231.5,0.0,6.0,1.0,172.0,1.0,1.0,True
10,159.0,234.5,1.27,3.0,12.0,0.93,19.0,6.0,True
11,32.19,141.0,1.14,0.48,25.81,2.0,3653.0,108.0,True
12,126.2,246.0,1.01,2.0,10.0,0.93,73.0,19.0,True
13,391.0,255.0,0.72,6.0,0.0,2.0,10.0,0.0,True
14,145.0,33.0,1.25,1.83,4.33,0.94,663.0,4.0,True
15,91.3,250.5,2.02,1.1,4.7,1.0,455.0,0.0,True
16,182.2,62.0,1.13,2.4,29.4,0.94,170.0,11.0,True
17,99.1,65.0,2.44,1.3,72.8,0.94,248.0,19.0,True
18,40.0,291.0,3.53,0.42,142.24,0.4,1703.0,1421.0,True
19,196.17,299.5,2.35,2.33,75.0,0.67,33.0,6.0,True
20,37.5,5.0,2.63,1.5,28.8,0.01,278.0,42.0,True
21,14.54,4.0,3.43,0.58,7.81,3.0,2664.0,24.0,True
22,37.17,68.5,2.32,2.5,78.83,75.0,107.0,16.0,True
23,44.33,73.0,1.15,4.33,13.67,70.0,7.0,0.0,True
24,2.0,257.5,0.55,1.0,150.33,371.0,493.0,0.0,True
25,64.6,257.17,0.56,3.2,19.4,0.5,560.0,0.0,True
26,87.0,64.0,0.0,13.0,1.0,19.0,5.0,3.0,True
27,2.86,1.0,2.2,1.0,13.86,1.0,1050.0,34.0,False
28,5.0,41.0,0.95,2.0,173.0,5.0,15.0,1.0,True
29,39.67,26.0,1.52,3.0,2.33,0.54,211.0,7.0,True
30,24.56,96.0,2.38,2.0,15.33,0.06,987.0,143.0,True
31,84.0,42.0,1.22,6.0,73.67,0.54,9.0,0.0,True
32,8.94,118.0,2.36,0.89,177.06,1.25,1442.0,52.0,True
33,23.32,297.08,4.15,0.35,13.89,0.5,921.0,233.0,True
34,106.33,58.0,1.25,6.0,41.33,0.37,16.0,2.0,True
35,7.0,302.67,1.62,2.4,79.0,502.0,27.0,14.0,True
36,4.67,308.0,0.38,1.67,73.67,509.0,341.0,4.0,True
37,41.86,313.92,1.86,2.57,5.0,520.0,52.0,16.0,True
38,1.5,211.5,2.3,0.67,28.67,0.0,36.0,6.0,True
39,47.14,252.0,1.97,2.57,16.29,0.34,181.0,27.0,True
40,0.13,269.0,3.72,0.07,0.0,182.0,1714.0,0.0,True
41,1.33,303.0,2.99,0.11,0.89,209.0,3386.0,0.0,True
42,0.0,328.5,2.16,0.0,0.0,231.0,1051.0,0.0,True
43,2.8,24.6,1.52,0.8,44.2,21.0,478.0,82.0,True
44,4.0,395.5,0.0,1.0,10.0,283.0,11.0,1.0,False
45,3.86,2.0,2.09,1.14,29.43,1.5,53.0,11.0,False
46,1.0,452.0,0.0,1.0,94.0,329.0,0.0,51.0,True
47,5.0,12.0,1.0,2.67,4.33,1.0,285.0,2.0,True
48,2.0,486.5,0.89,1.0,126.0,355.0,24.0,2.0,True
49,11.55,6.0,3.29,1.45,3.64,0.98,23.0,18.0,True
50,0.33,11.0,3.54,0.2,12.4,11.0,55.0,33.0,True
51,2.0,11.0,1.0,1.0,2.0,2.0,34.0,0.0,True
52,27.0,30.0,0.37,3.0,94.5,22.0,28.0,0.0,True
53,39.2,29.0,1.32,3.2,373.0,16.0,91.0,114.0,True
54,3.5,552.0,0.92,1.5,4.0,408.0,1.0,2.0,True
55,5.5,568.0,2.43,0.25,4.12,420.0,396.0,1.0,True
56,2.44,36.0,2.21,0.22,41.56,2.0,141.0,19.0,True
57,6.0,40.0,0.0,3.0,22.0,5.0,64.0,24.0,True
58,4.0,612.5,1.68,1.0,24.75,448.0,133.0,95.0,True
59,1.5,59.0,0.83,0.5,0.0,47.0,139.0,8.0,True
60,6.0,67.0,0.0,1.0,0.0,54.0,3.0,0.0,True
61,8.0,86.0,0.0,1.0,2.0,68.0,2.0,1.0,True
62,72.0,678.0,2.22,3.83,28.83,1.25,234.0,67.0,True
63,19.0,118.0,0.0,4.0,2.0,90.0,16.0,2.0,True
64,0.0,74.0,0.0,0.0,0.0,5.0,17.0,3.0,True
65,12.14,15.0,2.04,1.57,22.71,1.54,145.0,39.0,True
66,48.22,179.0,0.75,2.78,280.67,129.0,1680.0,43.0,True
67,39.87,727.17,3.95,1.13,102.57,571.0,87.0,108.0,True
68,55.0,184.0,2.2,4.6,31.0,133.0,56.0,7.0,True
69,3.33,28.0,1.25,1.33,56.67,1.64,72.0,0.0,True
70,10.79,196.0,3.73,0.46,3.96,0.23,99.0,93.0,True
71,33.62,11.0,2.47,1.92,6.77,10.0,643.0,9.0,True
72,11.67,763.0,1.32,2.17,131.5,613.0,35.0,51.0,True
73,9.0,12.0,0.85,2.0,3.75,0.97,442.0,5.0,True
74,1.5,785.5,2.36,0.33,53.0,628.0,117.0,0.0,True
75,4.6,35.0,0.93,1.0,27.6,34.0,64.0,6.0,True
76,25.5,15.0,0.06,2.0,8.0,14.0,91.0,60.0,True
77,2.0,22.0,0.0,2.0,37.0,21.0,16.0,0.0,True
78,5.33,162.0,0.98,1.33,87.0,53.0,24.0,10.0,True
79,23.98,36.0,4.38,0.45,56.33,28.0,822.0,923.0,True
80,11.25,821.0,1.98,1.62,106.25,1.25,225.0,127.0,True
81,4.47,822.67,3.4,0.87,100.07,712.0,920.0,248.0,True
82,26.09,822.67,5.39,0.33,7.23,713.0,321.0,295.0,True
83,9.5,190.0,1.76,1.5,19.0,63.0,23.0,2.0,True
84,61.33,73.0,0.58,7.67,11.33,50.0,107.0,0.0,True
85,7.69,138.0,2.4,0.92,30.69,0.49,389.0,55.0,True
86,26.78,268.0,5.93,0.28,23.73,200.0,340.0,0.0,True
87,35.4,96.0,1.78,4.2,7.2,1.0,69.0,37.0,True
88,147.57,820.0,2.38,4.0,13.14,754.0,25.0,34.0,True
89,21.67,28.0,0.65,4.67,41.67,0.93,58.0,0.0,True
90,13.0,19.0,0.0,4.0,6.0,18.0,5.0,2.0,True
91,461.0,833.67,0.0,29.0,0.0,799.0,4.0,1.0,True
92,150.0,225.5,0.0,28.0,12.0,138.0,30.0,1.0,True
93,27.2,30.0,1.22,3.8,91.2,5.0,1008.0,51.0,True
94,13.33,847.33,1.35,1.33,5.67,810.0,19.0,3.0,True
95,494.0,346.0,0.0,29.0,0.0,262.0,4.0,0.0,True
96,4.08,244.0,2.82,0.83,35.42,14.0,440.0,25.0,True
97,33.86,35.0,3.75,0.58,16.14,0.65,5378.0,1393.0,True
98,32.0,849.0,0.74,6.5,71.5,858.0,24.0,0.0,True
99,9.0,49.0,0.0,5.0,33.0,34.0,3.0,16.0,True
100,27.59,847.0,4.58,0.48,33.25,862.0,372.0,409.0,True
101,15.5,21.0,2.08,2.33,22.67,0.05,152.0,18.0,True
102,16.0,0.0,2.28,2.14,286.57,0.0,160.0,297.0,True
103,20.5,42.0,1.6,2.5,4.0,1.5,471.0,10.0,True
104,8.46,1.0,2.95,0.62,108.0,1.0,132.0,26.0,False
105,7.25,265.5,2.0,0.5,291.5,30.0,4.0,4.0,True
106,3.0,246.0,0.0,1.0,496.0,205.0,23.0,1.0,False
107,1.0,302.5,0.0,1.0,1.0,17.0,5.0,1.0,True
108,48.33,77.0,1.12,4.5,77.83,0.49,8.0,1676.0,True
109,15.8,29.0,1.52,1.8,99.0,18.0,54.0,68.0,True
110,65.0,849.75,4.08,1.58,70.42,1.25,1180.0,2476.0,True
111,0.5,66.0,1.39,0.12,10.5,48.0,168.0,7.0,True
112,12.82,99.0,2.44,1.27,10.73,0.97,1021.0,872.0,True
113,4.61,70.0,5.51,0.43,291.45,0.54,75.0,357.0,True
114,34.25,390.0,1.95,4.0,6.0,0.0,36.0,6.0,True
115,1.33,407.0,2.31,0.5,23.83,0.0,648.0,19.0,True
116,1.0,14.0,0.0,1.0,205.0,8.0,5.0,0.0,True
117,50.33,848.92,1.49,6.67,15.0,0.72,6.0,5.0,True
118,12.46,849.08,3.3,1.46,99.69,978.0,46.0,56.0,True
119,39.5,111.0,0.61,4.5,75.0,90.0,29.0,11.0,True
120,12.67,20.0,1.52,2.67,233.33,12.0,47.0,8.0,True
121,3.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,False
122,37.52,33.0,3.55,1.76,4.67,0.08,1787.0,1235.0,True
123,58.0,117.0,0.99,7.0,53.5,94.0,7.0,7.0,True
