,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,13.8,52.0,1.79,0.6,0.0,0.93,142.0,67.0,True
1,16.0,0.0,2.0,0.43,8.29,0.0,35.0,18.0,True
2,5.43,1.0,2.59,0.1,31.37,0.5,1220.0,204.0,True
3,10.88,3.0,3.28,0.31,6.0,1.07,605.0,69.0,True
4,13.62,80.0,1.26,0.38,44.12,0.93,238.0,23.0,True
5,5.78,9.0,3.68,0.09,55.41,1.96,363.0,302.0,True
6,29.75,21.0,0.27,1.0,5.25,1.96,509.0,1.0,False
7,28.6,1.0,1.97,1.2,26.0,1.0,28.0,1.0,False
8,7.78,2.0,3.51,0.18,52.76,0.22,815.0,148.0,True
9,40.12,44.0,2.48,1.25,25.38,0.54,153.0,9.0,True
10,29.58,71.0,2.63,0.75,4.17,0.4,742.0,3.0,True
11,212.5,211.0,0.92,4.5,26.0,0.93,3.0,0.0,True
12,29.54,113.0,3.6,0.38,20.31,2.0,150.0,146.0,True
13,150.0,116.0,1.46,3.0,16.67,0.5,11.0,4.0,True
14,123.5,140.0,1.54,2.25,5.75,2.0,107.0,7.0,True
15,84.0,154.0,2.41,1.67,26.83,2.0,10.0,4.0,True
16,37.64,178.0,2.41,0.4,18.16,1.0,5394.0,155.0,True
17,77.14,10.0,1.06,1.43,57.0,1.0,798.0,42.0,True
18,147.25,222.0,1.86,2.75,0.0,0.93,12.0,0.0,True
19,142.75,4.0,1.48,2.5,3.0,1.31,116.0,22.0,True
20,93.57,226.0,0.4,1.57,4.43,1.0,1335.0,1.0,True
21,151.8,238.5,1.81,2.2,20.8,1.0,60.0,23.0,True
22,48.53,9.0,3.14,0.71,100.0,0.04,726.0,762.0,True
23,85.2,27.0,2.55,1.2,45.0,1.0,204.0,33.0,True
24,53.0,310.5,0.0,9.0,63.0,355.0,63.0,3.0,True
25,10.6,31.0,3.24,0.47,40.63,12.0,8109.0,321.0,True
26,3.5,76.0,0.99,2.0,108.0,86.0,7.0,2.0,True
27,37.64,103.0,1.24,1.45,172.73,0.16,204.0,98.0,True
28,70.8,123.5,1.32,3.2,4.4,84.0,114.0,1.0,True
29,14.79,258.17,1.85,1.0,87.86,1.0,388.0,14.0,True
30,2.86,1.0,2.2,1.0,13.86,1.0,1050.0,34.0,False
31,65.67,246.0,1.32,5.33,65.67,0.0,11.0,0.0,True
32,7.67,16.0,0.52,2.0,57.0,9.0,900.0,1.0,True
