,nuc,arexp,nd,ns,age,la,ld,target
0,1.4,51.0,3.0,1.0,4.2,514.0,254.0,False
1,20.0,253.0,4.0,1.0,13.62,256.0,348.0,False
2,13.86,255.0,3.0,1.0,11.71,593.0,236.0,False
3,10.47,288.0,7.0,1.0,25.88,501.0,423.0,False
4,28.67,392.0,3.0,1.0,0.0,468.0,285.0,True
5,10.5,429.0,2.0,1.0,0.0,934.0,1046.0,True
6,11.5,432.0,2.0,1.0,0.0,1048.0,934.0,True
7,20.62,461.0,3.0,1.0,22.0,810.0,858.0,False
8,29.36,520.0,6.0,1.0,18.14,874.0,624.0,True
9,57.0,550.0,1.0,1.0,0.0,477.0,257.0,True
10,18.58,557.0,3.0,1.0,0.0,805.0,234.0,True
11,39.44,682.0,5.0,1.0,0.22,418.0,370.0,True
12,26.22,718.0,5.0,1.0,7.44,535.0,343.0,True
13,25.0,52.0,1.0,1.0,0.0,453.0,503.0,True
14,26.0,62.0,1.0,1.0,0.0,502.0,453.0,True
15,7.0,852.0,1.0,1.0,5.0,598.0,694.0,False
16,5.33,81.0,1.0,1.0,11.0,389.0,309.0,False
17,38.6,66.5,2.0,1.0,98.0,477.0,619.0,False
18,30.43,72.5,5.0,1.0,95.29,766.0,906.0,True
19,33.5,2.0,1.0,1.0,39.5,502.0,482.0,False
20,31.0,3.0,1.0,1.0,0.0,465.0,486.0,True
21,1.17,603.0,3.0,1.0,0.83,216.0,497.0,True
22,4.75,637.0,1.0,1.0,14.25,855.0,919.0,True
23,2.0,25.0,1.0,1.0,1.0,643.0,633.0,True
24,3.4,27.0,2.0,1.0,0.0,665.0,657.0,True
25,4.75,28.0,2.0,1.0,1.5,514.0,531.0,True
26,6.83,2.0,2.0,1.0,1.67,948.0,826.0,True
27,8.5,607.5,3.0,1.0,10.0,420.0,424.0,False
28,10.0,3.0,1.0,1.0,0.0,482.0,379.0,True
29,10.12,110.0,6.0,1.0,129.94,554.0,525.0,True
30,10.2,80.0,4.0,1.0,34.8,671.0,241.0,False
31,2.33,56.0,2.0,1.0,2.11,1120.0,844.0,True
32,27.33,293.0,1.0,1.0,164.5,367.0,344.0,False
33,11.0,304.5,3.0,1.0,38.5,300.0,359.0,False
34,5.38,20.0,4.0,1.0,69.62,698.0,590.0,False
35,46.8,309.0,4.0,1.0,254.67,409.0,460.0,False
36,2.0,9.0,3.0,1.0,0.2,903.0,450.0,True
37,4.36,11.0,3.0,1.0,7.2,1052.0,382.0,True
38,2.5,20.0,1.0,1.0,23.5,783.0,192.0,False
39,13.67,24.0,2.0,1.0,12.44,421.0,311.0,False
40,5.14,167.0,2.0,1.0,0.43,352.0,384.0,True
41,7.43,31.0,4.0,1.0,11.43,636.0,276.0,False
42,16.31,7.0,6.0,1.0,19.08,861.0,423.0,True
43,0.38,36.0,2.0,1.0,7.08,567.0,644.0,False
44,14.9,14.0,5.0,1.0,19.57,540.0,426.0,True
45,11.33,235.0,3.0,1.0,14.44,346.0,232.0,False
46,14.67,31.0,6.0,1.0,28.48,458.0,426.0,True
47,25.33,36.0,3.0,1.0,2.67,601.0,278.0,True
48,141.0,440.0,3.0,1.0,31.67,562.0,440.0,False
49,133.67,446.0,2.0,1.0,0.0,494.0,472.0,True
50,18.07,95.0,6.0,1.0,65.64,1280.0,546.0,True
51,31.46,120.0,5.0,1.0,18.08,647.0,176.0,True
52,28.17,121.0,7.0,1.0,33.17,1257.0,375.0,False
53,3.25,557.5,2.0,1.0,16.0,344.0,319.0,True
54,26.38,136.0,4.0,1.0,41.25,493.0,208.0,False
55,1.78,141.0,1.0,1.0,26.67,404.0,296.0,False
56,13.74,143.0,4.0,1.0,20.91,294.0,354.0,False
57,0.94,152.0,3.0,1.0,2.33,1682.0,371.0,True
58,28.79,161.0,4.0,1.0,45.0,741.0,180.0,False
59,3.18,163.0,1.0,1.0,0.36,568.0,345.0,True
60,4.44,165.0,2.0,1.0,1.11,293.0,450.0,True
61,5.43,199.5,4.0,1.0,67.81,1446.0,443.0,False
62,10.52,375.42,4.0,1.0,58.96,629.0,533.0,False
63,7.86,694.33,4.0,1.0,296.07,805.0,661.0,False
64,19.0,687.33,2.0,1.0,44.5,807.0,797.0,False
65,64.0,862.0,1.0,1.0,59.0,494.0,494.0,False
66,6.88,24.5,3.0,1.0,174.88,820.0,263.0,False
67,1.8,180.38,2.0,1.0,0.5,685.0,517.0,True
68,3.6,375.17,1.0,1.0,0.0,445.0,285.0,True
69,21.33,10.0,4.0,1.0,147.83,923.0,825.0,False
70,1.25,420.0,2.0,1.0,0.25,489.0,278.0,True
71,6.86,553.5,6.0,1.0,22.57,1236.0,646.0,True
72,32.73,728.5,3.0,1.0,68.45,598.0,512.0,False
73,15.25,426.75,1.0,1.0,44.0,712.0,661.0,False
74,33.46,689.0,4.0,1.0,88.08,623.0,180.0,False
75,24.12,452.64,3.0,1.0,87.62,376.0,265.0,False
76,1.23,0.0,3.0,1.0,0.0,931.0,955.0,True
77,2.53,4.0,2.0,1.0,21.4,757.0,350.0,False
78,5.43,10.0,2.0,1.0,2.14,752.0,594.0,True
79,2.86,47.5,1.0,1.0,58.43,702.0,296.0,False
80,75.29,766.83,3.0,1.0,27.86,599.0,414.0,False
81,9.0,97.0,1.0,1.0,0.0,465.0,561.0,True
82,10.18,497.17,3.0,1.0,10.54,474.15,365.16,False
83,10.24,492.76,3.0,1.0,10.56,476.31,362.81,False
84,13.46,281.06,3.0,1.0,11.59,580.21,249.9,False
85,9.54,539.22,3.0,1.0,10.33,453.51,387.59,False
86,10.8,455.97,3.0,1.0,10.74,494.37,343.19,False
87,13.3,291.43,3.0,1.0,11.54,575.12,255.43,False
88,10.12,500.62,3.0,1.0,10.52,472.45,367.0,False
89,10.86,452.02,3.0,1.0,10.76,496.31,341.08,False
90,12.4,351.01,3.0,1.0,11.25,545.88,287.2,False
91,13.47,280.18,3.0,1.0,11.59,580.64,249.43,False
92,9.83,519.83,3.0,1.0,10.43,463.03,377.24,False
93,13.64,269.01,3.0,1.0,11.65,586.12,243.47,False
94,11.26,425.93,3.0,1.0,10.88,509.11,327.16,False
