,nuc,arexp,nd,ns,age,la,ld,target
0,7.12,105.0,4.0,1.0,1.62,99.0,24.0,True
1,4.33,113.0,3.0,1.0,2.5,166.0,54.0,True
2,10.14,131.0,3.0,1.0,0.86,139.0,17.0,True
3,8.44,132.0,4.0,1.0,0.33,288.0,34.0,True
4,8.5,169.0,4.0,1.0,7.5,230.0,68.0,False
5,13.4,172.0,3.0,1.0,4.4,95.0,11.0,False
6,9.29,185.0,5.0,1.0,4.71,94.0,12.0,True
7,11.0,222.0,3.0,1.0,0.6,164.0,0.0,True
8,18.75,227.0,3.0,1.0,0.0,145.0,53.0,True
9,26.43,244.0,4.0,1.0,3.43,153.0,156.0,True
10,34.8,246.0,3.0,1.0,2.6,106.0,47.0,True
11,22.5,247.0,3.0,1.0,6.67,146.0,35.0,False
12,12.38,256.0,4.0,1.0,15.88,379.0,94.0,False
13,23.43,270.0,5.0,1.0,1.71,249.0,3.0,True
14,38.8,271.0,3.0,1.0,2.0,171.0,87.0,True
15,23.6,272.0,3.0,1.0,1.4,91.0,34.0,True
16,33.71,273.0,5.0,1.0,3.14,104.0,29.0,True
17,9.25,277.0,4.0,1.0,25.75,32.0,9.0,False
18,28.88,284.0,5.0,1.0,5.88,192.0,55.0,True
19,11.78,287.0,3.0,1.0,32.33,138.0,10.0,False
20,6.0,297.0,4.0,1.0,7.83,113.0,9.0,False
21,27.0,329.0,4.0,1.0,13.75,59.0,9.0,False
22,13.67,333.0,4.0,1.0,8.78,167.0,37.0,False
23,20.33,337.0,3.0,1.0,1.83,132.0,17.0,True
24,17.75,341.0,4.0,1.0,2.38,82.0,43.0,True
25,29.29,3.0,4.0,1.0,31.86,224.0,9.0,False
26,25.33,29.0,4.0,1.0,5.33,144.0,1.0,False
27,19.4,100.5,4.0,1.0,4.8,189.0,4.0,True
28,20.17,128.0,4.0,1.0,59.33,117.0,43.0,False
29,21.75,29.0,4.0,1.0,13.0,182.0,4.0,True
30,48.75,71.0,4.0,1.0,27.5,220.0,6.0,False
31,1.14,82.0,4.0,1.0,5.43,113.0,1.0,False
32,35.2,97.0,4.0,1.0,46.6,92.0,39.0,False
33,16.0,201.0,3.0,1.0,2.0,106.0,101.0,True
34,30.25,206.0,4.0,1.0,1.75,13.0,3.0,True
35,22.4,101.0,5.0,1.0,17.8,159.0,16.0,True
36,28.33,99.0,3.0,1.0,6.0,228.0,7.0,False
37,32.89,240.5,4.0,1.0,46.44,115.0,30.0,False
38,9.67,70.0,3.0,1.0,5.67,178.0,0.0,False
39,2.22,71.0,4.0,1.0,30.0,96.0,12.0,False
40,2.0,125.0,3.0,1.0,0.0,112.0,89.0,True
41,7.25,155.0,3.0,1.0,0.0,124.0,36.0,True
42,5.5,168.0,3.0,1.0,0.5,117.0,77.0,True
43,12.86,190.0,4.0,1.0,1.43,5.0,9.0,True
44,63.67,314.0,4.0,1.0,13.17,191.0,84.0,False
45,11.5,234.0,3.0,1.0,24.25,127.0,47.0,False
46,22.71,23.0,4.0,1.0,2.43,119.0,64.0,True
47,29.1,111.0,4.0,1.0,24.6,120.0,82.0,False
48,1.64,121.0,4.0,1.0,13.09,101.0,60.0,False
49,3.0,142.0,4.0,1.0,13.4,15.0,18.0,False
50,16.2,163.0,4.0,1.0,1.2,143.0,147.0,True
51,0.4,167.5,3.0,1.0,5.2,145.0,64.0,False
52,22.75,182.0,3.0,1.0,0.0,225.0,0.0,True
53,29.25,156.0,3.0,1.0,11.25,194.0,13.0,False
54,1.0,195.5,3.0,1.0,8.75,232.0,6.0,False
55,42.86,171.0,5.0,1.0,21.29,360.0,41.0,True
56,16.11,201.5,3.0,1.0,82.78,258.0,41.0,False
57,21.25,177.0,3.0,1.0,79.25,120.0,41.0,False
58,5.2,198.0,3.0,1.0,59.6,354.0,9.0,False
59,0.33,188.5,3.0,1.0,44.67,153.0,0.0,False
60,1.33,189.5,3.0,1.0,0.0,86.0,16.0,True
61,27.0,193.5,4.0,1.0,26.5,244.0,2.0,True
62,5.2,196.0,4.0,1.0,32.6,209.0,2.0,True
63,27.0,196.5,4.0,1.0,39.75,57.0,12.0,False
64,9.67,201.0,3.0,1.0,64.33,337.0,11.0,False
65,11.8,201.0,3.0,1.0,1.6,83.0,28.0,True
66,15.67,189.5,3.0,1.0,3.33,126.0,12.0,True
67,17.2,133.5,4.0,1.0,47.0,84.0,9.0,False
68,43.75,147.5,4.0,1.0,4.5,76.0,3.0,True
69,75.0,187.5,4.0,1.0,38.25,100.0,12.0,False
70,17.0,209.0,3.0,1.0,13.83,218.0,2.0,True
71,18.4,334.6,3.0,1.0,30.4,128.0,21.0,False
72,14.8,78.0,3.0,1.0,1.4,169.0,5.0,True
73,5.4,190.0,3.0,1.0,12.4,163.0,63.0,False
74,8.8,201.0,3.0,1.0,3.2,266.0,26.0,True
75,29.2,222.0,3.0,1.0,10.0,211.0,8.0,False
76,29.2,222.0,3.0,1.0,10.0,212.0,9.0,False
77,63.0,270.0,4.0,1.0,13.17,109.0,8.0,False
78,57.22,290.0,5.0,1.0,12.67,199.0,41.0,True
79,39.17,303.0,4.0,1.0,19.17,72.0,11.0,False
80,7.17,330.0,3.0,1.0,3.67,141.0,5.0,True
81,24.75,370.0,3.0,1.0,7.38,175.0,26.0,False
82,0.62,21.0,4.0,1.0,25.31,242.0,11.0,False
83,40.32,107.73,3.57,1.0,20.48,208.76,9.03,False
84,46.95,78.86,3.91,1.0,26.0,217.6,6.65,False
85,47.9,74.7,3.96,1.0,26.79,218.87,6.3,False
86,43.03,95.93,3.71,1.0,22.73,212.37,8.05,False
87,43.09,95.68,3.71,1.0,22.78,212.45,8.03,False
88,45.71,84.24,3.84,1.0,24.97,215.95,7.09,False
89,38.84,114.21,3.49,1.0,19.24,206.78,9.56,False
90,47.52,76.37,3.94,1.0,26.47,218.36,6.44,False
91,39.0,113.5,3.5,1.0,19.38,207.0,9.5,False
92,46.81,79.44,3.9,1.0,25.89,217.42,6.7,False
93,33.85,135.94,3.24,1.0,15.09,200.14,11.35,False
94,36.84,122.93,3.39,1.0,17.57,204.11,10.28,False
95,43.28,94.83,3.72,1.0,22.94,212.71,7.96,False
96,43.99,91.76,3.76,1.0,23.53,213.65,7.71,False
97,36.81,123.07,3.39,1.0,17.55,204.07,10.29,False
98,46.52,80.71,3.89,1.0,25.64,217.03,6.8,False
99,41.21,103.85,3.61,1.0,21.22,209.95,8.7,False
100,34.96,131.1,3.29,1.0,16.01,201.62,10.95,False
101,47.43,76.77,3.93,1.0,26.4,218.23,6.48,False
102,35.8,127.45,3.34,1.0,16.71,202.73,10.65,False
103,30.26,151.61,3.05,1.0,12.09,195.34,12.64,False
104,42.13,99.88,3.66,1.0,21.98,211.17,8.38,False
105,44.37,90.08,3.78,1.0,23.85,214.16,7.57,False
106,43.67,93.14,3.74,1.0,23.27,213.23,7.82,False
107,32.36,142.47,3.16,1.0,13.84,198.14,11.89,False
108,47.03,78.5,3.91,1.0,26.07,217.71,6.62,False
109,39.82,109.94,3.54,1.0,20.06,208.09,9.21,False
110,30.79,149.29,3.08,1.0,12.53,196.05,12.45,False
111,44.25,90.61,3.77,1.0,23.75,214.0,7.61,False
112,30.76,149.44,3.08,1.0,12.5,196.01,12.46,False
113,30.99,148.41,3.09,1.0,12.7,196.32,12.37,False
114,41.94,100.69,3.65,1.0,21.82,210.92,8.45,False
115,37.12,121.69,3.4,1.0,17.81,204.49,10.17,False
116,30.11,152.25,3.04,1.0,11.97,195.15,12.69,False
117,40.66,106.25,3.59,1.0,20.76,209.22,8.9,False
118,47.72,75.47,3.95,1.0,26.65,218.63,6.37,False
119,34.42,133.45,3.27,1.0,15.56,200.9,11.14,False
120,41.96,100.6,3.65,1.0,21.84,210.95,8.44,False
121,41.58,102.26,3.63,1.0,21.52,210.44,8.57,False
122,37.92,118.21,3.44,1.0,18.48,205.56,9.89,False
123,30.51,150.49,3.06,1.0,12.3,195.69,12.55,False
124,41.93,100.73,3.65,1.0,21.82,210.9,8.45,False
125,36.59,124.0,3.38,1.0,17.37,203.79,10.36,False
126,46.88,79.15,3.9,1.0,25.94,217.51,6.67,False
127,42.31,99.07,3.67,1.0,22.13,211.41,8.31,False
128,47.47,76.59,3.93,1.0,26.43,218.29,6.46,False
129,32.44,142.09,3.16,1.0,13.91,198.26,11.85,False
130,33.86,135.92,3.24,1.0,15.09,200.14,11.35,False
131,46.36,81.4,3.88,1.0,25.51,216.82,6.86,False
132,40.86,105.4,3.6,1.0,20.92,209.48,8.83,False
133,45.4,85.61,3.83,1.0,24.71,215.53,7.2,False
134,30.22,151.77,3.05,1.0,12.06,195.29,12.65,False
135,39.32,112.1,3.52,1.0,19.64,207.43,9.38,False
136,47.8,75.13,3.95,1.0,26.71,218.74,6.34,False
137,43.51,93.84,3.73,1.0,23.13,213.01,7.88,False
138,29.69,154.06,3.02,1.0,11.62,194.59,12.84,False
139,47.78,75.25,3.95,1.0,26.69,218.7,6.35,False
140,31.61,145.72,3.12,1.0,13.21,197.14,12.15,False
141,31.29,147.1,3.1,1.0,12.95,196.72,12.27,False
142,33.19,138.83,3.2,1.0,14.53,199.25,11.59,False
143,34.69,132.29,3.28,1.0,15.78,201.25,11.05,False
144,48.45,72.29,3.98,1.0,27.25,219.6,6.11,False
145,36.27,125.41,3.36,1.0,17.1,203.36,10.48,False
146,45.58,84.83,3.84,1.0,24.86,215.77,7.14,False
147,44.39,90.0,3.78,1.0,23.87,214.19,7.56,False
148,30.0,152.75,3.04,1.0,11.87,194.99,12.73,False
149,36.29,125.31,3.36,1.0,17.12,203.39,10.47,False
150,39.33,112.05,3.52,1.0,19.65,207.44,9.38,False
151,35.93,126.87,3.34,1.0,16.82,202.91,10.6,False
152,45.22,86.4,3.82,1.0,24.56,215.29,7.27,False
153,35.19,130.11,3.3,1.0,16.2,201.92,10.87,False
154,35.74,127.73,3.33,1.0,16.66,202.65,10.67,False
155,43.61,93.41,3.74,1.0,23.21,213.14,7.85,False
156,41.67,101.86,3.64,1.0,21.6,210.56,8.54,False
157,36.69,123.58,3.38,1.0,17.45,203.92,10.33,False
158,44.96,87.52,3.81,1.0,24.34,214.95,7.36,False
159,35.91,126.96,3.34,1.0,16.8,202.88,10.61,False
160,32.77,140.68,3.18,1.0,14.18,198.69,11.74,False
161,34.35,133.77,3.26,1.0,15.5,200.8,11.17,False
162,45.48,85.26,3.83,1.0,24.77,215.64,7.17,False
163,37.35,120.71,3.42,1.0,18.0,204.8,10.09,False
164,32.35,142.49,3.16,1.0,13.83,198.13,11.89,False
165,47.33,77.18,3.93,1.0,26.32,218.11,6.51,False
166,32.16,143.31,3.15,1.0,13.68,197.88,11.95,False
167,44.14,91.1,3.76,1.0,23.66,213.85,7.65,False
168,43.79,92.62,3.75,1.0,23.37,213.39,7.78,False
169,43.57,93.57,3.73,1.0,23.18,213.1,7.86,False
170,43.85,92.35,3.75,1.0,23.42,213.47,7.76,False
171,48.54,71.9,3.99,1.0,27.33,219.72,6.07,False
172,32.15,143.36,3.15,1.0,13.67,197.87,11.96,False
173,47.98,74.34,3.96,1.0,26.86,218.98,6.28,False
174,48.3,72.97,3.98,1.0,27.12,219.4,6.16,False
175,46.94,78.91,3.91,1.0,25.99,217.58,6.65,False
176,30.37,151.12,3.06,1.0,12.18,195.49,12.6,False
177,32.43,142.13,3.16,1.0,13.9,198.24,11.86,False
178,36.58,124.05,3.38,1.0,17.36,203.77,10.37,False
179,40.38,107.48,3.57,1.0,20.53,208.84,9.0,False
180,35.55,128.56,3.32,1.0,16.5,202.39,10.74,False
181,35.6,128.3,3.33,1.0,16.54,202.47,10.72,False
182,40.66,106.24,3.59,1.0,20.76,209.22,8.9,False
183,43.48,93.95,3.73,1.0,23.11,212.98,7.89,False
184,37.09,121.81,3.4,1.0,17.79,204.46,10.18,False
185,35.33,129.49,3.31,1.0,16.32,202.11,10.82,False
186,41.93,100.74,3.65,1.0,21.82,210.9,8.45,False
187,29.49,154.93,3.01,1.0,11.45,194.33,12.91,False
188,29.64,154.3,3.02,1.0,11.58,194.52,12.86,False
189,36.97,122.33,3.4,1.0,17.69,204.3,10.23,False
190,37.43,120.34,3.42,1.0,18.07,204.91,10.06,False
191,46.64,80.2,3.89,1.0,25.74,217.19,6.76,False
192,41.38,103.13,3.62,1.0,21.36,210.17,8.65,False
193,32.86,140.28,3.18,1.0,14.26,198.81,11.71,False
194,31.09,148.0,3.09,1.0,12.78,196.45,12.34,False
195,34.56,132.86,3.27,1.0,15.67,201.08,11.09,False
196,47.86,74.88,3.95,1.0,26.76,218.81,6.32,False
197,34.38,133.62,3.26,1.0,15.53,200.85,11.16,False
198,46.4,81.25,3.88,1.0,25.54,216.87,6.84,False
199,45.93,83.3,3.86,1.0,25.15,216.24,7.01,False
200,35.6,128.31,3.33,1.0,16.54,202.47,10.72,False
201,43.39,94.36,3.73,1.0,23.03,212.86,7.92,False
202,36.32,125.16,3.36,1.0,17.15,203.43,10.46,False
203,41.72,101.64,3.64,1.0,21.64,210.63,8.52,False
204,38.52,115.59,3.48,1.0,18.98,206.36,9.67,False
205,46.66,80.1,3.89,1.0,25.76,217.22,6.75,False
206,42.81,96.88,3.7,1.0,22.55,212.08,8.13,False
207,35.58,128.4,3.32,1.0,16.53,202.44,10.73,False
208,46.61,80.32,3.89,1.0,25.72,217.15,6.77,False
209,32.58,141.49,3.17,1.0,14.02,198.44,11.8,False
210,34.77,131.95,3.28,1.0,15.85,201.36,11.02,False
211,39.38,111.86,3.52,1.0,19.69,207.5,9.36,False
212,31.69,145.38,3.12,1.0,13.28,197.25,12.13,False
213,40.4,107.39,3.57,1.0,20.54,208.87,9.0,False
214,45.18,86.54,3.82,1.0,24.53,215.25,7.28,False
215,39.27,112.34,3.51,1.0,19.6,207.35,9.4,False
216,42.22,99.49,3.66,1.0,22.05,211.29,8.35,False
217,47.04,78.44,3.91,1.0,26.08,217.73,6.61,False
218,38.83,114.23,3.49,1.0,19.24,206.78,9.56,False
219,43.29,94.79,3.72,1.0,22.95,212.72,7.96,False
220,39.68,110.56,3.53,1.0,19.94,207.9,9.26,False
221,43.62,93.37,3.74,1.0,23.22,213.16,7.84,False
222,43.64,93.25,3.74,1.0,23.25,213.19,7.83,False
223,44.66,88.83,3.79,1.0,24.09,214.55,7.47,False
224,48.5,72.08,3.99,1.0,27.29,219.67,6.09,False
225,29.37,155.49,3.01,1.0,11.35,194.16,12.96,False
226,45.89,83.46,3.85,1.0,25.12,216.19,7.03,False
227,46.47,80.95,3.88,1.0,25.6,216.96,6.82,False
228,43.52,93.81,3.73,1.0,23.14,213.02,7.88,False
229,39.47,111.45,3.52,1.0,19.77,207.63,9.33,False
230,35.13,130.36,3.3,1.0,16.15,201.84,10.89,False
231,48.64,71.48,3.99,1.0,27.41,219.85,6.04,False
232,35.68,127.95,3.33,1.0,16.61,202.58,10.69,False
233,33.47,137.6,3.22,1.0,14.77,199.63,11.48,False
234,32.78,140.62,3.18,1.0,14.19,198.7,11.73,False
235,47.8,75.16,3.95,1.0,26.71,218.73,6.34,False
236,35.05,130.71,3.3,1.0,16.08,201.73,10.92,False
237,35.2,130.07,3.31,1.0,16.21,201.93,10.86,False
238,30.14,152.1,3.05,1.0,12.0,195.19,12.68,False
239,48.18,73.49,3.97,1.0,27.02,219.24,6.21,False
240,39.51,111.26,3.53,1.0,19.8,207.69,9.32,False
241,46.52,80.71,3.89,1.0,25.64,217.03,6.8,False
242,30.92,148.72,3.09,1.0,12.64,196.23,12.4,False
243,40.21,108.23,3.56,1.0,20.38,208.61,9.07,False
244,43.55,93.68,3.73,1.0,23.16,213.06,7.87,False
245,41.42,102.95,3.62,1.0,21.39,210.23,8.63,False
246,41.2,103.9,3.61,1.0,21.21,209.94,8.71,False
247,46.9,79.08,3.9,1.0,25.96,217.53,6.67,False
248,30.08,152.37,3.04,1.0,11.94,195.11,12.7,False
249,29.85,153.37,3.03,1.0,11.75,194.8,12.78,False
250,32.79,140.55,3.18,1.0,14.2,198.73,11.73,False
251,31.91,144.4,3.14,1.0,13.47,197.55,12.04,False
252,48.71,71.17,4.0,1.0,27.47,219.95,6.01,False
253,39.05,113.27,3.5,1.0,19.42,207.07,9.48,False
254,34.42,133.47,3.27,1.0,15.56,200.89,11.14,False
255,38.63,115.11,3.48,1.0,19.07,206.51,9.63,False
256,47.45,76.67,3.93,1.0,26.42,218.27,6.47,False
257,43.27,94.89,3.72,1.0,22.93,212.69,7.97,False
258,39.91,109.52,3.55,1.0,20.14,208.22,9.17,False
259,42.01,100.39,3.65,1.0,21.88,211.01,8.42,False
260,43.16,95.38,3.71,1.0,22.84,212.54,8.01,False
261,36.3,125.25,3.36,1.0,17.13,203.4,10.47,False
262,30.1,152.3,3.04,1.0,11.96,195.13,12.7,False
263,47.77,75.26,3.95,1.0,26.69,218.7,6.35,False
264,45.27,86.18,3.82,1.0,24.6,215.36,7.25,False
265,47.81,75.1,3.95,1.0,26.72,218.75,6.34,False
266,43.49,93.94,3.73,1.0,23.11,212.98,7.89,False
267,35.73,127.76,3.33,1.0,16.65,202.64,10.67,False
268,45.12,86.84,3.81,1.0,24.47,215.16,7.3,False
269,38.98,113.57,3.5,1.0,19.36,206.98,9.51,False
270,29.58,154.57,3.02,1.0,11.52,194.44,12.88,False
271,48.03,74.14,3.96,1.0,26.9,219.04,6.26,False
272,37.67,119.28,3.43,1.0,18.27,205.23,9.98,False
273,39.6,110.87,3.53,1.0,19.88,207.8,9.28,False
274,41.02,104.71,3.6,1.0,21.05,209.69,8.78,False
275,34.78,131.9,3.28,1.0,15.86,201.37,11.02,False
276,33.38,138.0,3.21,1.0,14.69,199.51,11.52,False
277,39.09,113.1,3.5,1.0,19.45,207.12,9.47,False
278,30.31,151.4,3.05,1.0,12.13,195.41,12.62,False
279,38.29,116.61,3.46,1.0,18.78,206.05,9.76,False
280,34.05,135.1,3.25,1.0,15.25,200.39,11.28,False
281,44.64,88.93,3.79,1.0,24.07,214.51,7.48,False
282,35.04,130.78,3.3,1.0,16.07,201.71,10.92,False
283,34.93,131.22,3.29,1.0,15.99,201.58,10.96,False
284,40.8,105.67,3.59,1.0,20.87,209.39,8.86,False
285,47.15,77.97,3.92,1.0,26.17,217.87,6.57,False
286,40.19,108.3,3.56,1.0,20.37,208.59,9.07,False
287,35.86,127.2,3.34,1.0,16.76,202.81,10.63,False
288,44.94,87.6,3.8,1.0,24.33,214.92,7.37,False
289,45.83,83.72,3.85,1.0,25.07,216.11,7.05,False
290,38.51,115.65,3.47,1.0,18.96,206.34,9.68,False
291,32.66,141.13,3.17,1.0,14.09,198.55,11.78,False
292,40.08,108.8,3.56,1.0,20.27,208.44,9.11,False
293,40.55,106.73,3.58,1.0,20.67,209.07,8.94,False
294,29.66,154.22,3.02,1.0,11.59,194.54,12.85,False
295,38.0,117.85,3.45,1.0,18.54,205.67,9.86,False
296,45.13,86.79,3.81,1.0,24.48,215.17,7.3,False
297,48.3,72.96,3.98,1.0,27.12,219.4,6.16,False
298,41.97,100.54,3.65,1.0,21.85,210.96,8.43,False
299,47.62,75.91,3.94,1.0,26.56,218.5,6.4,False
300,48.03,74.12,3.96,1.0,26.9,219.05,6.26,False
301,44.81,88.17,3.8,1.0,24.22,214.75,7.41,False
302,36.8,123.08,3.39,1.0,17.54,204.07,10.29,False
303,35.69,127.91,3.33,1.0,16.62,202.59,10.69,False
304,46.32,81.61,3.88,1.0,25.47,216.75,6.87,False
305,41.16,104.09,3.61,1.0,21.17,209.88,8.72,False
306,38.98,113.58,3.5,1.0,19.36,206.98,9.51,False
307,38.1,117.42,3.45,1.0,18.63,205.8,9.82,False
308,34.28,134.07,3.26,1.0,15.44,200.71,11.19,False
309,36.64,123.79,3.38,1.0,17.41,203.85,10.35,False
310,38.09,117.45,3.45,1.0,18.62,205.79,9.83,False
311,38.43,116.0,3.47,1.0,18.9,206.24,9.71,False
312,44.64,88.92,3.79,1.0,24.07,214.52,7.48,False
313,33.68,136.68,3.23,1.0,14.94,199.91,11.41,False
314,36.54,124.22,3.37,1.0,17.33,203.72,10.38,False
315,41.06,104.5,3.61,1.0,21.09,209.75,8.76,False
316,40.57,106.64,3.58,1.0,20.69,209.1,8.93,False
317,36.83,122.97,3.39,1.0,17.56,204.1,10.28,False
318,41.49,102.64,3.63,1.0,21.45,210.32,8.61,False
319,39.62,110.81,3.53,1.0,19.89,207.82,9.28,False
320,35.66,128.05,3.33,1.0,16.59,202.55,10.7,False
321,39.67,110.59,3.53,1.0,19.93,207.89,9.26,False
322,31.25,147.3,3.1,1.0,12.91,196.66,12.28,False
323,40.21,108.23,3.56,1.0,20.38,208.61,9.07,False
324,42.26,99.27,3.67,1.0,22.09,211.35,8.33,False
325,33.39,137.94,3.21,1.0,14.7,199.52,11.51,False
326,37.98,117.97,3.45,1.0,18.52,205.63,9.87,False
327,29.98,152.83,3.04,1.0,11.86,194.97,12.74,False
328,46.77,79.64,3.9,1.0,25.85,217.36,6.71,False
329,33.03,139.51,3.19,1.0,14.4,199.04,11.64,False
330,35.93,126.86,3.34,1.0,16.82,202.91,10.6,False
331,33.44,137.75,3.21,1.0,14.74,199.58,11.5,False
332,45.6,84.74,3.84,1.0,24.87,215.8,7.13,False
333,41.39,103.09,3.62,1.0,21.37,210.18,8.64,False
334,33.82,136.1,3.23,1.0,15.05,200.09,11.36,False
335,45.42,85.52,3.83,1.0,24.72,215.56,7.2,False
336,42.66,97.57,3.69,1.0,22.42,211.87,8.19,False
337,41.56,102.32,3.63,1.0,21.51,210.42,8.58,False
338,41.23,103.79,3.61,1.0,21.23,209.97,8.7,False
339,33.15,138.99,3.2,1.0,14.5,199.2,11.6,False
340,41.49,102.66,3.63,1.0,21.45,210.32,8.61,False
341,42.58,97.9,3.68,1.0,22.36,211.77,8.22,False
342,46.49,80.86,3.88,1.0,25.62,216.98,6.81,False
343,34.75,132.04,3.28,1.0,15.83,201.33,11.03,False
344,44.99,87.39,3.81,1.0,24.37,214.99,7.35,False
345,43.21,95.15,3.72,1.0,22.88,212.61,7.99,False
346,43.95,91.92,3.75,1.0,23.5,213.6,7.72,False
347,35.52,128.69,3.32,1.0,16.47,202.35,10.75,False
348,34.57,132.79,3.27,1.0,15.69,201.1,11.09,False
349,38.32,116.45,3.47,1.0,18.81,206.1,9.74,False
350,46.83,79.39,3.9,1.0,25.9,217.43,6.69,False
351,42.68,97.45,3.69,1.0,22.44,211.91,8.18,False
352,33.23,138.65,3.2,1.0,14.57,199.31,11.57,False
353,37.54,119.88,3.42,1.0,18.15,205.05,10.03,False
354,36.38,124.94,3.37,1.0,17.19,203.5,10.44,False
355,34.32,133.9,3.26,1.0,15.47,200.76,11.18,False
356,44.55,89.33,3.78,1.0,24.0,214.39,7.51,False
