,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,3.64,8.0,2.7,2.0,0.0,1.03,199.0,108.0,False
1,3.0,112.0,2.43,2.0,2.29,0.22,249.0,3.0,False
2,3.43,123.0,2.39,2.0,1.43,0.22,162.0,44.0,False
3,3.89,243.0,2.59,2.0,2.56,0.22,200.0,32.0,False
4,2.8,245.0,3.2,2.0,1.7,0.0,362.0,34.0,False
5,8.6,79.0,2.8,2.0,10.1,1.0,401.0,49.0,True
6,4.5,296.0,2.41,2.0,5.5,0.22,330.0,8.0,True
7,6.09,372.0,2.31,2.0,17.73,0.22,306.0,39.0,True
8,0.0,373.0,2.49,2.0,0.0,0.22,323.0,0.0,False
9,8.56,411.0,2.51,2.0,3.11,0.22,185.0,3.0,False
10,2.86,424.0,2.62,2.0,14.71,0.22,240.0,20.0,True
11,0.67,434.0,2.34,2.0,7.83,0.22,207.0,48.0,True
12,0.11,466.0,2.66,2.0,3.22,0.22,257.0,4.0,True
13,16.82,541.0,2.54,2.0,3.45,0.22,355.0,129.0,False
14,6.0,662.0,2.84,2.0,6.73,0.22,551.0,56.0,True
15,7.5,144.0,2.48,2.0,20.25,1.0,132.0,83.0,True
16,2.27,16.0,2.59,2.0,4.36,0.24,452.0,1.0,True
17,1.71,714.0,2.58,2.0,16.43,0.22,238.0,1.0,True
18,3.38,741.0,2.74,2.0,13.25,0.22,218.0,73.0,True
19,6.3,749.0,2.31,2.0,17.6,0.22,437.0,121.0,True
20,8.64,777.0,2.87,2.0,24.18,0.22,417.0,74.0,True
21,1.57,788.0,2.7,2.0,18.29,0.22,237.0,21.0,True
22,12.4,9.0,3.03,2.0,0.3,0.49,504.0,8.0,False
23,8.25,85.0,2.63,2.0,11.38,0.44,286.0,12.0,True
24,2.25,947.5,2.77,2.0,22.38,0.0,342.0,26.0,True
25,8.64,65.0,2.24,2.0,43.73,1.25,389.0,101.0,True
26,6.75,135.0,2.6,2.0,45.5,0.44,317.0,12.0,True
27,8.45,73.0,3.14,2.0,7.18,1.25,323.0,7.0,True
28,3.0,914.5,2.52,2.0,13.25,0.22,315.0,25.0,True
29,18.18,908.5,2.95,2.0,1.55,0.22,377.0,14.0,False
30,12.0,79.0,2.2,2.0,28.5,1.25,131.0,9.0,True
31,12.56,210.0,2.62,2.0,16.44,0.44,180.0,9.0,True
32,11.92,228.0,3.17,2.0,23.23,0.99,608.0,24.0,True
33,4.83,242.0,2.14,2.0,16.0,0.99,125.0,4.0,True
34,8.0,326.0,2.15,2.0,0.0,0.99,187.0,16.0,False
35,6.88,328.0,3.13,2.0,45.06,0.99,380.0,144.0,True
