,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.46,3.0,3.07,1.0,0.0,1.0,295.0,114.0,True
1,0.67,0.0,1.82,1.0,0.0,0.0,477.0,24.0,True
2,1.12,1.0,2.23,1.0,0.0,1.0,114.0,49.0,True
3,0.2,27.0,2.12,1.0,0.0,1.0,246.0,50.0,True
4,1.0,47.0,2.44,1.0,0.0,19.0,332.0,62.0,False
5,1.09,48.0,2.44,1.0,0.0,20.0,66.0,92.0,False
6,0.0,4.0,2.13,1.0,0.0,0.0,398.0,0.0,False
7,1.0,10.0,0.94,1.0,0.0,5.0,231.0,118.0,False
8,4.4,89.0,2.06,1.0,3.0,59.0,251.0,2.0,False
9,2.29,44.0,2.45,1.0,1.43,25.0,131.0,143.0,False
10,2.25,142.0,1.82,1.0,6.5,85.0,242.0,22.0,False
11,0.0,144.0,1.91,1.0,0.0,0.0,357.0,0.0,False
12,1.33,166.0,2.3,1.0,0.0,94.0,207.0,189.0,False
13,8.2,189.0,1.99,1.0,8.6,110.0,275.0,12.0,False
14,1.2,212.0,1.91,1.0,1.8,2.0,134.0,38.0,False
15,0.0,22.0,2.11,1.0,0.0,0.0,338.0,0.0,False
16,4.14,26.0,2.05,1.0,10.43,12.0,199.0,14.0,False
17,0.67,338.0,3.12,1.0,0.0,34.0,434.0,138.0,False
18,0.0,345.0,2.58,1.0,0.0,39.0,364.0,41.0,False
19,0.75,352.0,2.61,1.0,0.25,42.0,304.0,86.0,False
20,0.78,353.0,1.99,1.0,0.11,43.0,281.0,6.0,False
21,9.83,446.0,2.05,1.0,1.33,225.0,140.0,65.0,False
22,2.0,686.0,1.7,1.0,11.5,347.0,302.0,223.0,False
23,0.6,746.0,1.73,1.0,23.8,256.0,248.0,48.0,False
24,6.6,755.0,1.98,1.0,26.1,390.0,49.0,266.0,False
25,1.33,830.0,2.48,1.0,27.33,300.0,419.0,52.0,True
26,3.11,5.0,2.7,1.0,103.56,3.0,359.0,137.0,True
27,4.0,12.0,1.98,1.0,44.38,10.0,141.0,28.0,False
28,10.86,6.0,2.41,1.0,88.14,0.0,302.0,13.0,False
29,1.0,17.0,1.96,1.0,0.0,12.0,289.0,212.0,False
30,0.0,18.0,1.82,1.0,0.0,13.0,332.0,0.0,False
31,0.8,898.0,2.16,1.0,20.6,8.0,378.0,44.0,False
32,5.33,35.0,1.66,1.0,37.67,17.0,63.0,150.0,False
33,2.67,940.0,2.35,1.0,1.5,492.0,249.0,82.0,False
34,0.86,69.0,2.43,1.0,50.14,40.0,249.0,14.0,True
35,3.67,97.0,2.49,1.0,50.58,61.0,298.0,321.0,False
36,18.2,17.0,2.26,1.0,18.8,12.0,260.0,62.0,False
37,1.0,31.0,2.27,1.0,2.0,13.0,285.0,114.0,False
38,4.14,64.0,2.3,1.0,37.86,30.0,143.0,118.0,False
39,4.24,73.0,2.97,1.0,55.53,39.0,197.0,117.0,False
40,4.25,76.0,1.97,1.0,0.0,41.0,169.0,113.0,False
41,2.0,87.0,2.3,1.0,4.0,49.0,0.0,182.0,False
42,4.8,97.0,2.74,1.0,45.0,56.0,80.0,204.0,False
43,5.62,103.0,2.79,1.0,11.5,60.0,77.0,157.0,False
44,3.89,109.0,2.78,1.0,33.33,64.0,222.0,139.0,False
45,4.14,111.0,2.3,1.0,0.43,66.0,103.0,74.0,False
46,10.9,163.0,2.97,1.0,41.3,41.0,256.0,110.0,False
47,5.18,123.0,1.33,1.0,122.18,41.0,87.0,276.0,False
48,9.0,170.0,2.15,1.0,33.0,115.0,193.0,46.0,False
49,6.5,190.0,2.26,1.0,5.0,124.0,315.0,2.0,False
50,9.67,88.0,2.46,1.0,47.22,29.0,109.0,71.0,False
51,4.0,2.0,1.54,1.0,0.0,2.0,198.0,26.0,False
52,5.2,235.0,1.97,1.0,82.6,113.0,154.0,194.0,False
53,6.6,323.0,1.76,1.0,40.8,165.0,258.0,56.0,False
54,12.33,336.0,2.46,1.0,79.83,176.0,132.0,202.0,False
55,6.0,337.0,2.69,1.0,0.0,177.0,378.0,45.0,False
56,19.25,325.0,1.82,1.0,1.5,205.0,86.0,86.0,False
57,3.43,348.0,2.04,1.0,122.43,183.0,88.0,71.0,False
58,7.62,115.0,2.54,1.0,78.88,68.0,113.0,68.0,False
59,13.0,365.0,1.32,1.0,0.33,155.0,166.0,52.0,False
60,1.2,417.0,2.07,1.0,10.4,222.0,369.0,10.0,False
61,11.82,438.0,1.99,1.0,77.55,275.0,151.0,126.0,False
62,4.2,464.0,1.84,1.0,35.6,203.0,105.0,49.0,False
63,7.08,482.0,2.59,1.0,52.33,215.0,195.0,94.0,False
64,18.5,157.0,1.93,1.0,22.67,67.0,185.0,40.0,False
65,14.2,42.0,1.69,1.0,6.0,20.0,54.0,103.0,False
66,14.82,52.0,2.36,1.0,50.77,24.0,344.0,16.0,False
67,5.0,569.0,1.93,1.0,44.67,296.0,141.0,55.0,False
68,23.5,598.0,1.81,1.0,5.0,282.0,216.0,52.0,False
69,12.7,605.0,2.45,1.0,50.8,288.0,284.0,341.0,False
70,1.6,543.0,2.06,1.0,22.2,173.0,384.0,381.0,False
71,21.0,637.0,1.84,1.0,4.12,312.0,246.0,51.0,False
72,16.11,657.0,1.76,1.0,44.95,324.0,252.0,250.0,False
73,20.8,155.0,1.94,1.0,45.2,86.0,80.0,70.0,False
74,8.4,746.0,2.19,1.0,7.2,372.0,262.0,48.0,False
75,11.4,761.0,2.34,1.0,37.8,383.0,453.0,217.0,False
76,7.44,797.0,1.5,1.0,121.78,400.0,131.0,121.0,False
77,0.25,733.0,2.12,1.0,0.0,507.0,209.0,68.0,False
78,13.14,895.0,2.1,1.0,9.57,467.0,242.0,103.0,False
79,6.4,36.0,2.17,1.0,20.6,32.0,132.0,36.0,False
80,10.5,38.0,1.98,1.0,58.5,34.0,190.0,16.0,False
81,7.0,1014.0,2.44,1.0,81.5,537.0,226.0,165.0,False
82,2.1,171.5,2.46,1.0,28.2,126.0,486.0,162.0,False
83,2.25,676.5,2.62,1.0,0.25,40.0,327.0,57.0,False
84,16.12,195.5,2.15,1.0,43.62,153.0,44.0,124.0,False
85,4.0,9.0,1.96,1.0,0.0,9.0,354.0,72.0,False
86,5.44,797.0,2.78,1.0,0.0,620.0,209.0,208.0,False
87,9.71,22.0,2.04,1.0,54.0,21.0,85.0,63.0,False
88,10.0,68.0,1.85,1.0,36.0,54.0,149.0,34.0,False
89,1.0,13.0,2.69,1.0,31.67,5.0,285.0,76.0,True
90,1.0,61.0,2.11,1.0,56.8,67.0,215.0,7.0,True
91,0.0,9.0,1.84,1.0,0.0,2.0,355.0,0.0,False
92,1.0,235.17,1.11,1.0,26.0,39.0,95.0,99.0,False
93,1.88,1.0,2.54,1.0,29.62,1.0,321.0,179.0,True
94,6.75,49.0,2.02,1.0,0.62,41.0,422.0,148.0,False
95,14.64,53.5,2.71,1.0,63.5,71.0,411.0,30.0,False
96,4.56,18.0,2.84,1.0,19.56,11.0,580.0,129.0,False
97,0.7,223.5,2.81,1.0,46.7,36.0,139.0,112.0,True
98,46.88,2.0,2.11,1.0,32.12,2.0,276.0,73.0,True
99,1.89,46.0,1.97,1.0,82.33,25.0,282.0,253.0,False
100,11.25,49.0,1.72,1.0,2.0,33.0,372.0,11.0,False
101,1.0,5.0,2.09,1.0,6.0,5.0,100.0,123.0,False
102,8.27,39.0,2.79,1.0,56.36,28.0,159.0,151.0,False
103,14.72,14.0,2.56,1.0,14.06,12.0,340.0,153.0,False
104,9.14,81.0,2.08,1.0,4.29,24.0,43.0,121.0,False
105,10.3,305.83,2.16,1.0,144.8,358.0,347.0,162.0,False
106,24.71,110.0,1.98,1.0,121.29,43.0,90.0,66.0,False
107,22.29,121.5,2.32,1.0,13.14,53.0,363.0,95.0,False
108,7.0,2.0,1.77,1.0,91.25,2.0,359.0,12.0,True
109,3.43,130.5,2.44,1.0,7.0,59.0,479.0,190.0,False
110,2.4,158.0,1.97,1.0,25.8,111.0,247.0,31.0,False
111,0.78,43.67,2.35,1.0,0.0,50.0,593.0,121.0,False
112,1.83,358.65,2.47,1.0,0.0,429.0,124.0,83.0,False
113,20.0,71.0,1.89,1.0,0.5,51.0,60.0,79.0,False
114,4.5,23.0,2.18,1.0,30.0,21.0,343.0,149.0,False
115,29.44,25.0,2.46,1.0,19.67,14.0,344.0,74.0,False
116,4.6,53.67,1.71,1.0,5.9,59.0,505.0,184.0,False
117,15.5,369.57,1.76,1.0,2.5,114.0,382.0,0.0,False
118,0.17,370.02,2.0,1.0,0.67,115.0,368.0,2.0,False
119,0.5,262.98,1.96,1.0,11.75,596.0,211.0,22.0,False
120,2.44,265.98,2.62,1.0,5.22,599.0,324.0,88.0,False
121,1.33,0.0,2.17,1.0,25.0,0.0,179.0,38.0,True
122,0.0,5.0,1.58,1.0,0.0,5.0,368.0,0.0,False
123,1.89,7.0,2.13,1.0,30.44,7.0,203.0,71.0,False
124,4.25,10.0,1.75,1.0,0.0,10.0,81.0,52.0,False
125,1.62,5.0,1.86,1.0,149.88,3.0,213.0,41.0,True
126,1.25,72.58,1.67,1.0,13.5,72.0,87.0,79.0,False
127,3.0,19.0,2.18,1.0,20.88,19.0,324.0,2.0,False
128,4.0,21.0,1.85,1.0,32.5,21.0,85.0,168.0,False
129,0.5,17.0,2.78,1.0,0.0,10.0,238.0,143.0,False
130,0.0,28.22,2.08,1.0,0.0,54.0,310.0,0.0,False
131,1.1,363.0,2.47,1.0,0.8,260.0,126.0,111.0,False
132,6.22,29.0,2.55,1.0,188.44,11.0,400.0,109.0,False
133,4.75,87.0,1.99,1.0,86.0,34.0,244.0,1.0,False
134,1.0,119.0,2.91,1.0,0.0,83.0,162.0,139.0,False
135,1.78,133.0,1.74,1.0,0.0,96.0,213.0,45.0,False
136,3.8,355.5,2.07,1.0,2.4,296.0,96.0,56.0,False
137,5.33,371.5,1.3,1.0,15.67,319.0,132.0,151.0,False
138,10.2,219.85,1.66,1.0,30.2,482.0,249.0,104.0,False
139,26.62,2.0,2.45,1.0,30.0,2.0,315.0,322.0,True
140,15.0,28.0,1.12,1.0,156.67,26.0,215.0,100.0,False
141,1.0,20.0,1.26,1.0,4.0,11.0,42.0,232.0,False
142,8.8,2.0,2.05,1.0,59.8,2.0,232.0,42.0,True
143,1.14,4.0,2.08,1.0,0.0,4.0,365.0,4.0,False
144,9.0,1.0,1.46,1.0,68.5,1.0,376.0,126.0,False
145,1.64,17.0,3.08,1.0,2.18,9.0,304.0,181.0,False
146,10.67,4.5,1.29,1.0,16.67,5.0,186.0,36.0,False
147,11.67,514.5,1.34,1.0,0.0,383.0,109.0,104.0,False
148,0.5,114.78,1.27,1.0,3.0,241.0,133.0,76.0,False
149,5.5,552.0,1.3,1.0,1.0,413.0,115.0,156.0,False
150,4.0,78.0,1.43,1.0,0.67,56.0,253.0,160.0,False
151,10.33,2.0,1.39,1.0,120.0,2.0,105.0,117.0,False
152,1.0,86.0,1.3,1.0,0.33,16.0,118.0,80.0,False
153,1.33,119.2,1.77,1.0,9.17,248.0,104.0,69.0,False
154,1.0,120.7,2.12,1.0,1.0,251.0,233.0,11.0,False
155,3.77,647.5,2.62,1.0,66.23,505.0,510.0,79.0,False
156,0.7,652.0,2.68,1.0,2.1,512.0,440.0,151.0,False
157,35.83,0.0,2.22,1.0,54.0,0.0,552.0,24.0,True
158,6.0,0.0,1.8,1.0,23.4,0.0,258.0,4.0,True
159,4.2,0.0,1.81,1.0,32.0,0.0,381.0,177.0,True
160,1.47,9.5,2.63,1.0,27.93,10.0,491.0,71.0,True
161,18.75,55.0,1.66,1.0,16.5,25.0,189.0,47.0,False
162,4.67,7.0,2.52,1.0,2.0,5.0,207.0,187.0,False
163,6.64,119.0,2.43,1.0,102.27,43.0,631.0,120.0,False
164,0.0,131.5,2.06,1.0,0.0,2.0,431.0,0.0,False
