,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.82,45.0,2.84,1.0,0.82,26.0,779.0,422.0,False
1,6.42,239.0,3.81,2.0,5.58,0.22,628.0,550.0,True
2,1.12,268.0,4.05,1.0,0.67,2.0,807.0,206.0,True
3,1.68,270.0,3.44,1.0,0.0,3.0,646.0,202.0,False
4,1.38,272.0,3.69,1.0,0.42,4.0,32.0,567.0,False
5,8.37,7.0,2.72,1.0,23.47,3.0,137.0,350.0,True
6,3.14,692.0,2.3,1.0,3.14,348.0,588.0,328.0,False
7,3.52,31.0,4.01,1.0,32.29,14.0,712.0,165.0,True
8,4.25,33.0,3.95,1.0,41.64,15.0,145.0,235.0,True
9,3.17,34.0,4.02,1.0,67.62,16.0,198.0,362.0,True
10,1.71,37.0,3.69,1.0,81.53,19.0,4.0,723.0,False
11,4.21,88.0,4.83,1.0,41.55,53.0,273.0,247.0,True
12,4.86,1.0,3.35,1.0,11.14,1.0,660.0,294.0,True
13,3.43,93.0,4.26,1.0,10.78,57.0,281.0,281.0,True
14,3.67,97.0,2.49,1.0,50.58,61.0,298.0,321.0,False
15,11.87,12.0,4.37,1.0,63.26,2.0,144.0,250.0,True
16,1.64,179.0,3.24,1.0,5.71,15.0,296.0,354.0,True
17,1.14,283.0,3.37,1.0,56.14,11.0,571.0,215.0,True
18,2.61,38.0,3.66,1.0,148.48,13.0,882.0,318.0,True
19,3.57,500.0,2.24,1.0,2.43,228.0,441.0,336.0,False
20,9.32,164.0,4.95,2.0,127.02,1.25,479.0,499.0,True
21,12.7,605.0,2.45,1.0,50.8,288.0,284.0,341.0,False
22,1.6,543.0,2.06,1.0,22.2,173.0,384.0,381.0,False
23,2.52,544.0,3.34,1.0,18.15,341.0,576.0,589.0,False
24,6.8,701.0,3.13,1.0,30.33,349.0,978.0,285.0,False
25,3.73,742.0,5.43,1.0,36.15,371.0,372.0,488.0,True
26,7.05,31.0,3.67,1.0,30.95,27.0,761.0,296.0,True
27,2.0,650.5,3.8,1.0,189.0,434.0,189.0,130.0,True
28,9.45,1086.5,4.11,2.0,35.94,0.99,701.0,483.0,True
29,11.0,1100.0,4.14,1.0,67.61,594.0,573.0,261.0,True
30,15.12,1108.5,4.11,1.0,55.33,599.0,237.0,632.0,True
31,4.92,730.0,5.08,1.0,95.0,532.0,344.0,294.0,True
32,2.65,2.0,2.94,1.0,70.35,2.0,1222.0,524.0,True
33,1.95,237.0,5.0,1.0,11.56,186.0,221.0,370.0,True
34,6.56,1747.5,5.8,1.0,152.33,1097.0,371.0,524.0,True
35,5.65,34.0,2.81,1.0,80.15,31.0,747.0,333.0,False
36,2.05,24.0,3.54,1.0,88.82,14.0,177.0,214.0,True
37,1.75,26.0,3.41,1.0,52.25,16.0,229.0,257.0,True
38,4.35,2094.5,3.43,1.0,67.83,1506.0,799.0,338.0,True
39,2.42,430.42,5.19,1.0,154.62,569.0,874.0,553.0,True
40,0.32,9.0,3.63,1.0,0.0,7.0,426.0,444.0,False
41,35.31,76.0,5.65,1.0,29.81,11.0,226.0,528.0,True
42,4.81,283.33,3.26,1.0,150.88,321.0,820.0,103.0,False
43,2.58,284.33,3.11,1.0,20.42,322.0,441.0,460.0,False
