,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.17,17.0,3.73,2.0,0.0,0.25,298.0,54.0,False
1,2.88,19.0,4.99,2.0,0.02,0.25,165.0,111.0,False
2,2.78,21.0,3.58,2.0,0.0,0.25,393.0,180.0,False
3,1.55,30.0,3.68,3.0,0.05,0.06,633.0,84.0,True
4,0.06,36.0,4.62,2.0,0.06,0.25,28.0,34.0,True
5,2.09,43.0,4.44,3.0,0.23,0.06,342.0,401.0,False
6,2.65,74.0,3.3,2.0,2.29,0.22,369.0,172.0,False
7,2.47,86.0,3.11,3.0,0.94,0.06,806.0,162.0,False
8,4.09,160.0,4.09,3.0,8.59,0.05,607.0,48.0,True
9,6.63,194.0,3.57,2.0,17.79,0.26,153.0,108.0,True
10,3.2,210.0,2.78,3.0,6.3,0.05,226.0,80.0,True
11,2.79,240.0,4.51,2.0,1.28,0.22,962.0,188.0,False
12,3.38,265.0,3.7,3.0,0.29,0.0,230.0,93.0,False
13,3.8,289.0,3.35,3.0,1.45,0.0,605.0,65.0,False
14,2.48,314.0,4.95,3.0,18.9,0.06,530.0,2.0,True
15,2.22,362.0,3.62,2.0,9.78,0.22,646.0,110.0,True
16,4.81,368.0,3.91,2.0,34.31,0.22,554.0,178.0,True
17,1.61,383.0,4.42,3.0,7.46,0.05,292.0,234.0,True
18,5.5,386.0,3.66,3.0,0.31,0.06,605.0,22.0,False
19,5.9,451.0,3.76,2.0,12.33,0.22,565.0,89.0,True
20,4.33,454.0,3.77,3.0,9.47,0.05,875.0,196.0,True
21,1.72,456.0,3.84,2.0,17.38,0.22,252.0,393.0,True
22,2.77,461.0,4.41,2.0,5.34,0.22,579.0,286.0,True
23,1.88,99.0,4.02,3.0,10.12,0.5,267.0,0.0,True
24,0.88,480.0,3.88,2.0,0.17,0.22,420.0,300.0,True
25,2.08,517.0,2.93,3.0,16.23,0.05,59.0,314.0,True
26,0.64,593.0,3.69,2.0,2.29,0.22,558.0,126.0,True
27,10.71,623.0,3.1,3.0,1.29,0.0,657.0,10.0,False
28,5.35,645.0,4.67,2.0,12.68,0.22,294.0,181.0,True
29,4.95,650.0,4.08,3.0,23.0,0.05,204.0,71.0,True
30,1.16,153.0,4.21,2.0,9.16,0.0,285.0,5.0,True
31,1.96,719.0,4.16,2.0,7.52,0.22,797.0,84.0,True
32,15.82,928.0,2.87,3.0,21.64,0.06,356.0,1.0,False
33,4.21,122.0,3.33,3.0,26.32,0.15,174.0,170.0,True
34,7.56,153.0,3.12,3.0,19.25,0.15,48.0,48.0,True
35,7.9,911.5,5.29,2.0,39.25,0.22,328.0,85.0,True
36,8.48,121.0,4.51,2.0,51.76,0.99,176.0,89.0,True
37,8.94,83.0,3.77,3.0,66.88,0.61,22.0,22.0,True
38,6.29,84.0,4.84,3.0,56.69,0.61,44.0,35.0,True
39,3.64,208.0,3.44,3.0,0.36,0.49,66.0,39.0,False
40,11.53,272.0,3.7,2.0,2.18,0.44,34.0,43.0,False
41,5.41,315.0,4.53,2.0,65.49,0.99,516.0,226.0,True
42,32.73,320.0,2.84,3.0,30.91,0.5,59.0,94.0,True
43,9.73,120.0,3.91,2.0,100.35,1.25,251.0,61.0,True
44,14.4,138.0,3.75,2.0,41.13,1.25,155.0,82.0,True
45,11.0,741.5,3.75,3.0,4.21,0.0,834.0,11.0,True
46,16.28,752.5,3.43,3.0,0.5,0.06,400.0,54.0,False
47,8.07,473.0,4.17,4.0,1.46,0.33,200.0,199.0,False
48,9.32,164.0,4.95,2.0,127.02,1.25,479.0,499.0,True
49,20.83,487.0,2.98,3.0,8.42,0.17,311.0,58.0,True
50,11.41,170.0,5.3,2.0,62.73,1.25,47.0,48.0,True
51,7.74,171.0,4.01,2.0,95.63,1.25,26.0,30.0,True
52,13.43,172.0,5.13,2.0,21.32,1.25,61.0,63.0,True
53,10.34,173.0,5.18,2.0,126.68,1.25,46.0,62.0,True
54,11.23,174.0,4.38,2.0,66.14,1.25,24.0,29.0,True
55,32.0,585.0,3.02,3.0,36.2,0.46,46.0,10.0,True
56,12.76,520.0,3.43,3.0,48.76,0.49,78.0,78.0,True
57,8.13,526.0,4.2,2.0,119.78,0.44,67.0,67.0,True
58,4.57,719.0,5.21,2.0,229.73,0.22,72.0,2.0,True
59,12.32,549.0,5.53,2.0,13.17,0.44,112.0,122.0,True
60,16.33,675.0,2.64,3.0,13.2,0.5,498.0,141.0,True
61,16.03,726.5,4.48,2.0,85.69,0.22,123.0,90.0,True
62,7.42,775.0,5.06,3.0,23.12,0.5,416.0,339.0,True
63,5.85,779.0,4.07,3.0,38.96,0.5,167.0,137.0,True
64,5.24,792.0,3.59,2.0,2.24,0.87,128.0,108.0,False
65,8.0,813.0,4.04,2.0,2.79,0.99,212.0,127.0,False
66,7.84,816.0,3.52,2.0,2.88,0.99,51.0,238.0,False
67,10.13,825.0,4.37,2.0,52.97,0.99,192.0,132.0,True
68,16.59,860.0,3.53,2.0,26.59,0.99,544.0,208.0,True
69,6.48,876.0,3.89,2.0,40.83,0.99,114.0,124.0,True
70,16.07,915.0,4.45,2.0,12.0,0.99,32.0,44.0,True
71,13.19,944.0,3.91,3.0,9.65,0.5,356.0,204.0,True
72,14.45,945.0,4.8,2.0,46.98,0.99,210.0,164.0,True
73,9.05,948.0,4.48,3.0,10.0,0.5,95.0,90.0,True
74,10.91,171.5,4.75,2.0,1.94,1.25,454.0,515.0,False
75,11.85,953.0,4.24,2.0,4.9,0.99,292.0,188.0,True
76,8.32,987.0,3.81,2.0,75.37,0.99,103.0,146.0,True
77,12.46,988.0,4.57,2.0,79.06,0.99,376.0,59.0,True
78,12.69,1010.0,5.03,2.0,45.29,0.99,487.0,328.0,True
79,13.95,1020.0,3.89,3.0,6.18,0.5,748.0,145.0,True
80,7.0,1049.0,4.85,2.0,62.35,0.99,626.0,293.0,True
81,14.98,1058.5,4.44,2.0,28.33,0.99,307.0,247.0,True
