,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.0,21.0,3.45,2.0,0.0,0.01,1.0,1011.0,False
1,6.42,239.0,3.81,2.0,5.58,0.22,628.0,550.0,True
2,2.0,399.0,5.36,2.0,0.0,0.22,706.0,1701.0,False
3,4.67,440.0,4.01,2.0,47.51,0.22,286.0,1347.0,True
4,6.04,449.0,3.57,2.0,15.65,0.22,34.0,1502.0,True
5,1.62,487.0,3.41,1.0,29.62,130.0,1.0,1057.0,False
6,0.4,124.0,1.7,1.0,0.0,12.0,68.0,1308.0,False
7,2.42,886.0,3.2,1.0,40.42,334.0,313.0,1096.0,False
8,1.81,469.0,3.09,3.0,9.95,0.49,587.0,587.0,True
9,2.52,544.0,3.34,1.0,18.15,341.0,576.0,589.0,False
10,3.82,939.0,2.21,2.0,1.18,0.99,279.0,748.0,False
11,18.44,1085.5,4.49,2.0,29.71,0.99,322.0,873.0,True
12,13.51,1128.5,4.46,2.0,59.23,0.99,740.0,1847.0,True
13,9.18,1264.0,3.4,2.0,26.86,0.99,1346.0,820.0,True
14,2.65,2.0,2.94,1.0,70.35,2.0,1222.0,524.0,True
15,3.0,850.5,1.37,1.0,0.0,705.0,848.0,853.0,False
16,3.89,28.0,4.57,1.0,33.83,27.0,1431.0,1654.0,True
17,8.12,1880.0,4.5,3.0,153.14,0.5,380.0,1408.0,True
18,9.86,1115.67,4.23,1.0,159.45,972.0,642.0,950.0,True
19,9.18,2031.5,3.73,2.0,25.79,0.99,64.0,1036.0,True
20,9.03,2068.17,4.53,2.0,248.39,0.99,201.0,1611.0,True
21,9.85,2152.17,4.44,1.0,63.88,1561.0,1548.0,1150.0,True
22,1.07,2221.67,3.36,1.0,120.29,1639.0,0.0,1027.0,False
23,45.88,2297.67,2.25,2.0,47.69,0.99,804.0,472.0,True
24,3.8,2409.5,5.82,1.0,143.52,1932.0,181.0,939.0,True
25,25.24,36.0,3.81,3.0,0.33,0.5,359.0,837.0,False
26,16.28,2448.67,5.87,3.0,232.22,0.0,529.0,1005.0,True
27,2.8,2449.67,3.0,1.0,143.8,161.0,0.0,864.0,False
28,10.74,1179.5,5.8,2.0,108.15,0.0,418.0,855.0,True
29,12.91,38.0,2.25,1.0,55.27,27.0,374.0,744.0,False
30,4.33,2575.0,5.58,1.0,267.32,163.0,1495.0,1623.0,True
31,23.21,2573.83,4.2,2.0,25.05,0.99,976.0,634.0,True
32,4.04,2597.25,4.25,1.0,200.5,183.0,375.0,617.0,True
33,16.67,2592.33,3.34,2.0,35.17,0.99,143.0,559.0,True
34,88.0,375.4,1.76,2.0,3.8,0.84,758.0,747.0,False
35,3.78,372.85,2.41,1.0,49.0,449.0,187.0,746.0,False
36,2.6,5.0,1.3,1.0,77.8,1.0,42.0,1417.0,False
37,3.07,221.33,5.77,1.0,154.28,2.0,836.0,880.0,True
38,1.33,1034.95,4.21,1.0,15.98,1576.0,2355.0,1087.0,True
39,2.21,15.0,3.87,1.0,3.95,15.0,589.0,908.0,False
40,96.78,2641.07,2.0,2.0,269.44,0.0,95.0,904.0,False
