,nuc,aexp,ns,age,asexp,la,target
0,3.96,84.0,5.0,81.69,0.25,1411.0,True
1,0.5,140.0,2.0,160.5,0.99,364.0,True
2,10.64,39.0,2.0,12.14,0.81,237.0,True
3,14.43,296.0,3.0,8.57,0.49,98.0,True
4,4.0,324.0,1.0,27.0,16.0,9.0,True
5,11.5,58.0,2.0,0.0,1.0,21.0,True
6,7.83,66.0,2.0,23.5,1.0,6.0,True
7,13.0,68.0,1.0,5.0,17.0,1.0,True
8,10.33,31.0,1.0,10.33,1.0,168.0,True
9,21.0,5.0,1.0,21.0,3.0,1.0,False
10,24.0,4.0,1.0,6.0,3.0,1.0,False
11,7.67,12.0,1.0,25.67,9.0,169.0,True
12,35.29,28.0,3.0,78.57,0.38,174.0,True
13,9.0,24.0,1.0,0.0,5.0,2.0,True
14,23.4,21.0,2.0,4.0,1.16,145.0,True
15,0.83,7.0,1.0,0.5,1.0,539.0,True
16,24.5,24.0,2.0,9.0,1.16,43.0,True
17,35.53,16.0,2.0,42.13,1.0,216.0,True
18,1.52,9.0,3.0,15.03,0.38,1237.0,True
19,19.14,12.0,3.0,40.43,0.49,84.0,True
20,6.29,54.0,1.0,13.57,22.0,161.0,True
21,1.0,15.0,1.0,0.0,0.0,0.0,True
22,21.0,94.0,3.0,3.75,0.5,38.0,True
23,1.0,16.0,1.0,0.0,0.0,1.0,True
24,8.5,23.0,1.0,1.0,17.0,12.0,True
25,5.75,27.0,1.0,12.75,21.0,25.0,True
26,6.0,0.0,1.0,29.0,0.0,69.0,True
27,40.0,53.0,1.0,0.0,37.0,20.0,True
28,21.8,21.0,4.0,44.6,0.26,458.0,True
29,2.47,30.0,1.0,5.94,24.0,634.0,True
30,0.7,31.0,1.0,0.5,25.0,996.0,True
31,37.0,0.0,1.0,24.5,0.0,17.0,True
32,16.96,1.0,3.0,183.92,0.0,34.0,True
33,0.0,0.0,1.0,0.0,0.0,3.0,True
34,49.5,36.0,2.0,4.0,0.93,18.0,True
35,13.0,7.0,1.0,82.0,2.0,1.0,True
36,2.18,108.0,1.0,7.84,10.0,607.0,True
37,0.0,68.0,1.0,0.0,7.0,21.0,True
38,30.67,69.0,2.0,7.0,1.16,205.0,True
39,4.0,37.0,1.0,32.0,3.0,5.0,True
40,5.09,64.0,2.0,0.91,0.02,182.0,True
41,13.0,85.0,1.0,0.0,14.0,8.0,True
42,11.14,10.0,2.0,22.14,1.02,138.0,True
43,32.47,0.0,2.0,64.26,0.0,135.0,True
44,6.15,129.0,1.0,0.0,31.0,584.0,True
45,40.0,105.0,1.0,2.0,35.0,5.0,True
46,26.83,77.0,2.0,19.0,1.16,39.0,True
47,3.25,132.0,1.0,48.0,34.0,20.0,True
48,5.5,5.0,1.0,8.5,2.0,4.0,True
49,11.38,10.0,1.0,1.0,1.0,288.0,True
50,20.0,87.0,1.0,0.0,53.0,57.0,True
51,3.42,137.0,1.0,16.17,39.0,302.0,True
52,32.57,73.0,2.0,22.83,0.93,732.0,True
53,20.89,32.0,2.0,0.78,1.0,297.0,True
54,11.14,5.0,1.0,12.14,4.0,189.0,True
55,5.5,17.0,1.0,5.0,9.0,22.0,True
56,2.0,100.0,1.0,5.0,60.0,12.0,True
57,3.0,18.0,1.0,2.0,9.0,8.0,True
58,2.0,29.0,1.0,3.0,15.0,5.0,True
59,13.5,31.0,1.0,38.0,16.0,67.0,True
60,19.0,5.0,1.0,6.0,3.0,1.0,False
61,4.0,5.0,1.0,2.0,4.0,12.0,True
62,8.22,3.0,2.0,4.67,1.0,49.0,True
63,21.0,9.0,1.0,50.5,8.0,15.0,True
64,4.0,5.0,1.0,6.0,5.0,37.0,True
65,39.0,0.0,2.0,22.0,0.0,4.0,True
66,13.64,24.0,1.0,1.64,15.0,104.0,True
67,10.0,0.0,1.0,22.5,0.0,77.0,True
68,3.0,14.0,1.0,23.0,12.0,2.0,True
69,37.8,19.0,1.0,19.6,6.0,568.0,True
70,15.0,35.0,1.0,23.43,32.0,469.0,True
71,16.0,166.0,1.0,7.0,62.0,2.0,True
72,56.0,41.0,1.0,1.0,38.0,12.0,True
73,19.0,3.0,1.0,46.0,1.0,189.0,True
74,1.0,43.0,1.0,27.0,40.0,8.0,True
75,1.5,35.0,1.0,20.5,23.0,48.0,True
76,11.5,22.0,1.0,34.0,19.0,1075.0,True
77,6.0,27.0,1.0,0.5,23.0,156.0,True
78,20.0,0.0,1.0,142.0,0.0,77.0,True
79,27.14,1.0,1.0,21.86,1.0,19.0,True
80,8.5,31.0,2.0,18.5,0.5,164.0,True
81,4.5,8.0,1.0,5.0,3.0,43.0,True
82,24.5,55.0,1.0,4.0,52.0,50.0,True
83,22.16,184.0,2.0,3.11,0.63,241.0,True
84,3.0,0.0,1.0,3.0,0.0,6.0,True
85,8.53,3.0,5.0,240.94,0.25,27.0,True
86,9.0,0.0,1.0,71.0,0.0,3.0,True
87,1.0,107.0,1.0,257.0,25.0,60.0,True
88,3.0,0.0,1.0,108.5,0.0,44.0,True
89,18.28,174.0,1.0,0.56,70.0,160.0,True
90,42.45,156.0,2.0,4.82,1.16,211.0,True
91,1.5,69.0,1.0,0.0,66.0,6.0,True
92,5.5,47.0,2.0,39.5,0.5,43.0,True
93,0.0,5.0,2.0,0.0,0.28,466.0,True
94,17.5,6.0,4.0,7.1,0.1,198.0,True
95,10.67,57.0,1.0,59.0,53.0,1043.0,True
96,1.0,75.0,1.0,20.0,72.0,34.0,True
97,25.62,1.0,6.0,73.16,0.17,602.0,True
98,2.0,77.0,1.0,20.0,74.0,30.0,True
99,60.5,0.0,1.0,1.0,0.0,50.0,True
100,35.33,3.0,4.0,14.67,0.0,224.0,True
101,3.0,12.0,1.0,6.0,0.0,199.0,True
102,12.4,190.0,1.0,16.0,82.0,16.0,True
103,14.88,20.0,5.0,49.29,0.04,168.0,True
104,47.67,177.0,1.0,1.33,99.0,175.0,True
105,34.0,69.0,1.0,9.0,46.0,7.0,True
106,38.0,10.0,1.0,1.0,2.0,10.0,True
107,70.75,104.0,2.0,15.0,1.09,59.0,True
108,100.0,76.0,1.0,6.0,66.0,4.0,True
109,17.67,77.0,1.0,36.44,67.0,277.0,True
110,11.0,371.0,1.0,2.0,0.0,4.0,True
111,40.9,81.0,1.0,14.4,70.0,547.0,True
112,13.89,192.0,1.0,26.78,84.0,84.0,True
113,42.8,13.0,2.0,4.0,0.56,906.0,True
114,1.0,119.0,1.0,37.0,28.0,41.0,True
115,25.8,190.0,2.0,2.6,1.16,6.0,True
116,31.0,5.0,1.0,11.0,5.0,38.0,True
117,45.6,92.0,1.0,22.0,78.0,166.0,True
118,48.77,3.0,3.0,15.31,0.56,498.0,True
119,79.75,119.0,2.0,4.25,0.13,99.0,True
120,48.89,254.0,2.0,2.89,0.63,201.0,True
121,41.6,94.0,2.0,138.6,0.5,823.0,True
122,53.0,200.0,1.0,0.0,52.0,1.0,True
123,54.5,2.0,2.0,0.0,0.75,47.0,True
124,11.0,258.0,1.0,1.0,98.0,0.0,True
125,6.75,102.0,1.0,68.12,46.0,252.0,True
126,21.0,18.0,1.0,24.0,17.0,2.0,True
127,1.0,202.0,1.0,5.0,86.0,0.0,True
128,9.0,97.0,1.0,7.0,81.0,8.0,True
129,25.57,99.0,3.0,3.86,0.17,813.0,True
