,nuc,aexp,ns,age,asexp,la,target
0,1.13,17.0,1.0,63.96,0.0,0.0,True
1,0.5,140.0,2.0,160.5,0.99,364.0,True
2,12.04,4.0,3.0,34.16,0.4,477.0,True
3,29.33,129.0,2.0,15.67,1.0,244.0,True
4,3.0,30.0,1.0,2.0,8.0,11.0,True
5,3.42,43.0,2.0,25.17,0.04,643.0,True
6,9.0,46.0,1.0,9.0,18.0,10.0,True
7,10.0,48.0,1.0,3.0,19.0,29.0,True
8,24.88,17.0,2.0,58.25,0.5,117.0,True
9,7.71,12.0,1.0,139.14,3.0,124.0,True
10,19.33,0.0,2.0,59.67,0.0,218.0,True
11,0.0,10.0,1.0,0.0,1.0,100.0,True
12,29.83,8.0,1.0,18.0,8.0,493.0,True
13,10.73,7.0,3.0,80.04,0.28,287.0,True
14,3.0,19.0,1.0,96.0,7.0,2.0,True
15,12.0,17.0,1.0,17.0,2.0,53.0,True
16,34.0,0.0,1.0,19.0,0.0,2.0,True
17,21.0,5.0,1.0,21.0,3.0,1.0,False
18,19.0,3.0,1.0,5.0,2.0,6.0,True
19,12.0,6.0,1.0,0.0,5.0,1.0,True
20,24.0,4.0,1.0,6.0,3.0,1.0,False
21,30.0,14.0,1.0,4.0,11.0,3.0,True
22,10.58,28.0,3.0,8.42,0.5,180.0,True
23,27.0,0.0,1.0,2.0,0.0,1.0,True
24,23.97,49.0,2.0,1.0,1.0,251.0,True
25,9.3,16.0,4.0,16.43,0.35,276.0,True
26,5.0,1.0,1.0,31.0,0.0,17.0,True
27,6.75,26.0,2.0,53.75,0.63,51.0,True
28,1.45,77.0,2.0,17.8,0.0,270.0,True
29,0.0,0.0,1.0,0.0,0.0,721.0,True
30,33.31,33.0,2.0,11.92,0.63,63.0,True
31,6.0,14.0,1.0,0.0,8.0,16.0,True
32,1.52,9.0,3.0,15.03,0.38,1237.0,True
33,9.18,29.0,2.0,5.18,0.93,63.0,True
34,26.36,34.0,3.0,6.82,0.54,190.0,True
35,60.0,90.0,1.0,1.0,32.0,81.0,True
36,1.0,16.0,1.0,0.0,0.0,1.0,True
37,4.25,22.0,1.0,15.0,16.0,67.0,True
38,1.0,77.0,1.0,3.5,11.0,176.0,True
39,65.0,0.0,1.0,2.0,0.0,1.0,True
40,6.0,0.0,1.0,29.0,0.0,69.0,True
41,66.0,0.0,1.0,4.0,0.0,1.0,True
42,5.0,22.0,1.0,0.0,7.0,2.0,True
43,49.5,36.0,2.0,4.0,0.93,18.0,True
44,14.43,69.0,2.0,85.57,0.38,35.0,True
45,2.18,108.0,1.0,7.84,10.0,607.0,True
46,3.64,111.0,1.0,20.4,13.0,283.0,True
47,5.29,115.0,1.0,4.86,17.0,154.0,True
48,2.2,64.0,1.0,24.8,4.0,512.0,True
49,9.0,44.0,1.0,9.0,38.0,3.0,True
50,9.0,58.0,1.0,20.0,52.0,16.0,True
51,0.0,120.0,1.0,0.0,22.0,50.0,True
52,8.06,8.0,4.0,9.25,0.34,251.0,True
53,11.07,97.0,4.0,43.25,0.4,56.0,True
54,9.0,68.0,1.0,5.0,62.0,2.0,True
55,21.33,45.0,1.0,15.0,10.0,94.0,True
56,50.75,116.0,2.0,21.0,0.63,257.0,True
57,1.0,86.0,2.0,63.0,0.0,13.0,True
58,2.92,134.0,1.0,66.46,36.0,81.0,True
59,6.0,6.0,2.0,26.0,0.17,120.0,True
60,2.33,14.0,1.0,30.33,7.0,39.0,True
61,2.71,15.0,1.0,6.14,8.0,174.0,True
62,6.69,32.0,2.0,37.08,0.69,55.0,True
63,4.89,20.0,1.0,13.56,11.0,155.0,True
64,19.0,5.0,1.0,6.0,3.0,1.0,False
65,1.0,11.0,1.0,0.0,10.0,9.0,True
66,28.17,12.0,5.0,40.33,0.05,21.0,True
67,9.2,18.0,2.0,43.0,1.09,1599.0,True
68,2.67,28.0,2.0,21.0,0.03,270.0,True
