,nuc,aexp,ns,age,asexp,la,target
0,16.44,36.0,3.0,30.31,1.17,136.0,True
1,3.0,37.0,1.0,141.0,30.0,2.0,True
2,1.0,19.0,2.0,2.0,1.0,33.0,True
3,4.0,41.0,1.0,0.0,15.0,2.0,True
4,7.0,63.0,1.0,0.0,14.0,1.0,True
5,10.73,7.0,3.0,80.04,0.28,287.0,True
6,20.41,17.0,2.0,40.57,1.12,732.0,True
7,7.83,66.0,2.0,23.5,1.0,6.0,True
8,11.0,1.0,1.0,29.0,0.0,1.0,True
9,26.88,69.0,2.0,31.0,1.0,161.0,True
10,12.0,18.0,1.0,28.0,5.0,4.0,True
11,1.2,1.0,1.0,15.0,1.0,36.0,True
12,21.0,5.0,1.0,21.0,3.0,1.0,False
13,24.0,4.0,1.0,6.0,3.0,1.0,False
14,36.25,20.0,2.0,13.12,0.79,36.0,True
15,11.21,13.0,3.0,19.17,0.54,379.0,True
16,1.31,30.0,2.0,1.23,0.0,264.0,True
17,23.97,49.0,2.0,1.0,1.0,251.0,True
18,11.92,15.0,2.0,8.75,1.16,71.0,True
19,21.0,19.0,1.0,0.0,15.0,0.0,True
20,19.57,28.0,2.0,39.71,0.63,256.0,True
21,51.0,81.0,1.0,5.0,26.0,9.0,True
22,42.0,5.0,1.0,16.0,3.0,6.0,True
23,6.0,13.0,1.0,0.0,7.0,1.0,True
24,5.0,15.0,1.0,1.0,9.0,1.0,True
25,4.5,52.0,1.0,5.0,20.0,187.0,True
26,6.29,54.0,1.0,13.57,22.0,161.0,True
27,28.0,40.0,1.0,6.0,15.0,1.0,True
28,4.25,22.0,1.0,15.0,16.0,67.0,True
29,40.0,53.0,1.0,0.0,37.0,20.0,True
30,11.64,35.0,5.0,16.27,0.0,181.0,True
31,2.88,36.0,1.0,27.94,30.0,1170.0,True
32,3.5,21.0,1.0,19.0,7.0,20.0,True
33,3.0,49.0,1.0,1.5,43.0,123.0,True
34,4.5,0.0,1.0,12.5,0.0,17.0,True
35,2.0,61.0,1.0,8.0,55.0,242.0,True
36,0.0,120.0,1.0,0.0,22.0,50.0,True
37,4.0,37.0,1.0,32.0,3.0,5.0,True
38,5.09,64.0,2.0,0.91,0.02,182.0,True
39,7.43,121.0,3.0,17.79,0.5,875.0,True
40,7.0,73.0,1.0,0.0,11.0,8.0,True
41,81.0,46.0,1.0,10.0,6.0,3.0,True
42,24.67,94.0,2.0,3.0,0.63,46.0,True
43,7.0,2.0,1.0,42.33,1.0,42.0,True
44,18.78,108.0,2.0,21.0,0.63,38.0,True
45,19.5,65.0,2.0,8.5,0.43,1.0,True
46,26.0,81.0,2.0,1.0,0.93,8.0,True
47,30.17,111.0,2.0,73.79,0.63,86.0,True
