,nuc,aexp,ns,age,asexp,la,target
0,9.0,46.0,1.0,9.0,18.0,10.0,True
1,20.0,58.0,1.0,7.0,24.0,5.0,True
2,22.0,61.0,1.0,0.0,26.0,1.0,True
3,7.71,12.0,1.0,139.14,3.0,124.0,True
4,6.81,11.0,2.0,128.19,0.0,533.0,True
5,35.88,65.0,2.0,46.24,1.0,490.0,True
6,22.41,3.0,2.0,137.29,0.62,412.0,True
7,0.0,4.0,1.0,0.0,1.0,82.0,True
8,9.0,20.0,1.0,314.0,18.0,11.0,True
9,8.0,19.0,1.0,26.25,6.0,6.0,True
10,4.11,1.0,1.0,68.11,1.0,1330.0,True
11,21.0,5.0,1.0,21.0,3.0,1.0,False
12,24.0,4.0,1.0,6.0,3.0,1.0,False
13,11.33,24.0,1.0,6.33,8.0,52.0,True
14,35.29,28.0,3.0,78.57,0.38,174.0,True
15,12.4,18.0,2.0,14.9,0.98,458.0,True
16,27.0,0.0,1.0,2.0,0.0,1.0,True
17,23.67,12.0,1.0,0.33,5.0,63.0,True
18,23.67,18.0,2.0,0.67,1.16,7.0,True
19,0.57,21.0,2.0,12.86,0.0,335.0,True
20,5.0,1.0,1.0,31.0,0.0,17.0,True
21,18.55,9.0,2.0,31.36,0.94,286.0,True
22,44.0,3.0,3.0,1.67,0.52,285.0,True
23,6.0,14.0,1.0,0.0,8.0,16.0,True
24,14.0,30.0,2.0,2.67,1.16,46.0,True
25,12.53,38.0,2.0,20.94,1.16,270.0,True
26,9.82,65.0,5.0,3.36,0.2,428.0,True
27,1.0,77.0,1.0,3.5,11.0,176.0,True
28,66.0,0.0,1.0,4.0,0.0,1.0,True
29,9.0,3.0,2.0,19.4,0.38,17.0,True
30,0.0,34.0,1.0,0.0,0.0,3.0,True
31,1.0,42.0,1.0,128.0,36.0,0.0,True
32,14.5,113.0,1.0,6.0,15.0,13.0,True
33,2.2,64.0,1.0,24.8,4.0,512.0,True
34,3.0,65.0,1.0,0.0,5.0,5.0,True
35,0.0,68.0,1.0,0.0,7.0,21.0,True
36,2.0,61.0,1.0,8.0,55.0,242.0,True
37,29.0,0.0,1.0,49.75,0.0,62.0,True
38,80.0,0.0,1.0,0.0,0.0,6.0,True
39,1.0,38.0,1.0,7.0,4.0,16.0,True
40,37.32,75.0,2.0,36.73,1.16,699.0,True
41,26.83,77.0,2.0,19.0,1.16,39.0,True
42,4.33,106.0,1.0,64.67,36.0,112.0,True
43,9.0,68.0,1.0,5.0,62.0,2.0,True
44,8.0,71.0,1.0,5.5,64.0,415.0,True
45,17.83,27.0,3.0,51.33,0.5,118.0,True
46,1.0,86.0,2.0,63.0,0.0,13.0,True
47,20.0,87.0,1.0,0.0,53.0,57.0,True
48,29.78,0.0,4.0,53.0,0.0,9.0,True
49,12.0,0.0,1.0,31.0,0.0,3.0,True
50,32.57,73.0,2.0,22.83,0.93,732.0,True
51,10.0,0.0,2.0,86.6,0.0,16.0,True
52,3.75,23.0,1.0,0.0,13.0,14.0,True
53,5.0,132.0,2.0,15.0,0.63,52.0,True
54,2.0,29.0,1.0,3.0,15.0,5.0,True
55,13.5,31.0,1.0,38.0,16.0,67.0,True
56,9.0,106.0,1.0,60.0,17.0,73.0,True
57,19.0,5.0,1.0,6.0,3.0,1.0,False
58,13.5,0.0,1.0,16.0,0.0,21.0,True
59,4.25,32.0,1.0,7.5,17.0,248.0,True
60,39.0,0.0,2.0,22.0,0.0,4.0,True
61,66.67,43.0,2.0,28.67,0.05,93.0,True
62,76.0,150.0,2.0,34.0,0.63,12.0,True
63,38.5,111.0,1.0,0.0,62.0,3.0,True
64,1.0,11.0,1.0,0.0,10.0,9.0,True
65,73.0,156.0,2.0,60.5,0.63,14.0,True
66,15.5,100.0,4.0,81.21,0.0,272.0,True
67,5.0,4.0,1.0,118.0,1.0,1.0,True
68,32.5,5.0,2.0,25.0,0.16,2.0,True
69,12.0,31.0,1.0,5.0,28.0,4.0,True
70,42.41,53.0,3.0,11.23,0.5,265.0,True
71,56.0,41.0,1.0,1.0,38.0,12.0,True
72,19.0,3.0,1.0,46.0,1.0,189.0,True
73,59.0,147.0,1.0,15.0,79.0,41.0,True
74,4.5,8.0,1.0,5.0,3.0,43.0,True
75,60.0,36.0,1.0,9.0,10.0,34.0,True
76,20.33,34.0,1.0,7.67,30.0,114.0,True
77,38.0,64.0,1.0,11.0,29.0,1.0,True
78,63.25,47.0,1.0,19.75,2.0,36.0,True
79,22.16,184.0,2.0,3.11,0.63,241.0,True
80,48.8,153.0,1.0,1.0,82.0,52.0,True
81,7.0,52.0,2.0,15.5,0.03,3.0,True
82,18.28,174.0,1.0,0.56,70.0,160.0,True
83,5.5,47.0,2.0,39.5,0.5,43.0,True
84,5.57,3.0,3.0,11.29,0.07,244.0,True
85,13.0,0.0,3.0,210.0,0.0,26.0,True
86,1.8,2.0,1.0,91.0,1.0,0.0,True
87,29.0,59.0,1.0,0.5,55.0,18.0,True
88,25.62,1.0,6.0,73.16,0.17,602.0,True
89,1.25,78.0,1.0,9.25,75.0,246.0,True
90,31.0,83.0,1.0,3.0,79.0,2.0,True
91,83.0,85.0,1.0,7.0,80.0,3.0,True
92,2.0,0.0,1.0,146.25,0.0,129.0,True
93,28.5,48.0,1.0,17.0,14.0,3.0,True
94,12.33,64.0,2.0,10.33,0.03,18.0,True
95,11.78,18.0,1.0,3.67,2.0,42.0,True
96,35.33,3.0,4.0,14.67,0.0,224.0,True
97,25.43,207.0,1.0,4.71,73.0,80.0,True
98,17.25,25.0,3.0,16.75,0.09,87.0,True
99,34.0,69.0,1.0,9.0,46.0,7.0,True
100,19.5,116.0,2.0,4.25,0.38,17.0,True
101,3.0,102.0,1.0,36.0,95.0,20.0,True
102,8.5,216.0,2.0,0.0,0.63,6.0,True
103,37.21,32.0,2.0,17.95,0.96,278.0,True
104,17.67,77.0,1.0,36.44,67.0,277.0,True
105,1.67,223.0,2.0,16.0,0.63,14.0,True
106,40.33,82.0,1.0,3.89,71.0,788.0,True
107,22.72,0.0,4.0,20.77,0.0,1167.0,True
108,1.0,3.0,1.0,1.0,1.0,19.0,True
109,33.91,114.0,2.0,16.05,0.13,752.0,True
110,25.0,115.0,1.0,5.0,100.0,11.0,True
111,5.0,41.0,2.0,11.75,0.39,273.0,True
112,1.2,13.0,1.0,28.8,7.0,219.0,True
113,9.19,209.0,2.0,3.38,1.16,605.0,True
114,22.73,0.0,2.0,42.64,0.0,128.0,True
115,54.0,11.0,2.0,3.25,0.13,46.0,True
116,10.0,0.0,1.0,35.0,0.0,9.0,True
117,25.57,99.0,3.0,3.86,0.17,813.0,True
118,25.55,5.0,2.0,69.36,0.97,32.0,True
119,115.0,0.0,1.0,3.0,0.0,1.0,True
120,18.33,81.0,3.0,29.5,0.0,438.0,True
121,48.0,208.0,1.0,5.0,88.0,3.0,True
122,7.5,9.0,1.0,73.5,9.0,15.0,True
123,51.0,128.0,1.0,6.0,103.0,0.0,True
124,6.5,4.0,1.0,66.0,2.0,42.0,True
125,6.0,211.0,1.0,30.0,91.0,107.0,True
126,10.0,6.0,1.0,138.0,0.0,241.0,True
127,28.0,25.0,1.0,10.0,24.0,52.0,True
128,12.5,0.0,1.0,108.5,0.0,36.0,True
129,134.0,0.0,1.0,0.0,0.0,4.0,True
130,10.33,154.0,2.0,12.11,1.0,544.0,True
131,17.82,156.0,2.0,9.91,1.0,683.0,True
132,21.5,30.0,1.0,3.0,27.0,45.0,True
133,41.43,304.0,4.0,70.14,0.33,69.0,True
134,15.0,125.0,1.0,74.0,11.0,2.0,True
135,63.0,5.0,1.0,0.0,3.0,1.0,False
136,41.31,313.0,2.0,3.56,0.63,212.0,True
137,46.75,0.0,2.0,51.0,0.0,17.0,True
138,7.12,177.0,1.0,6.0,144.0,26.0,True
139,35.67,316.0,2.0,2.0,0.25,9.0,True
140,42.41,319.0,3.0,35.65,0.26,78.0,True
141,15.0,1.0,1.0,32.0,0.0,2.0,True
142,17.0,2.0,1.0,9.0,1.0,96.0,True
143,19.31,140.0,5.0,93.38,0.05,924.0,True
144,15.67,0.0,1.0,26.33,0.0,93.0,True
145,36.0,157.0,1.0,7.0,132.0,2.0,True
146,29.28,249.0,1.0,37.6,115.0,912.0,True
147,8.0,40.0,1.0,12.0,36.0,2.0,True
148,30.87,161.0,4.0,31.43,0.33,744.0,True
149,14.75,49.0,2.0,227.0,0.0,82.0,True
150,18.95,13.0,1.0,108.82,13.0,830.0,True
151,175.0,5.0,1.0,30.0,3.0,1.0,False
152,15.84,262.0,1.0,117.53,125.0,281.0,True
153,28.5,44.0,1.0,130.75,40.0,197.0,True
154,5.13,155.0,1.0,15.53,72.0,193.0,True
155,57.33,183.0,1.0,51.67,150.0,22.0,True
156,4.0,26.0,1.0,112.83,18.0,63.0,True
157,1.0,28.0,1.0,20.0,19.0,4.0,True
158,16.14,48.0,1.0,65.71,44.0,128.0,True
