,nuc,arexp,nd,ns,age,la,ld,target
0,1.0,10.0,1.0,1.0,0.0,58.0,0.0,False
1,1.0,23.0,1.0,1.0,0.0,4.0,0.0,False
2,3.4,29.0,4.0,2.0,0.0,78.0,54.0,False
3,2.75,51.0,2.0,1.0,0.75,35.0,23.0,False
4,13.0,32.0,1.0,1.0,5.0,33.0,0.0,False
5,8.5,74.0,3.0,1.0,1.25,64.0,37.0,False
6,7.57,84.0,4.0,3.0,0.29,60.0,24.0,False
7,15.67,96.0,3.0,2.0,0.0,61.0,4.0,False
8,1.33,108.0,1.0,1.0,0.33,140.0,1.0,False
9,0.33,128.0,2.0,1.0,0.0,497.0,0.0,False
10,10.14,131.0,3.0,1.0,0.86,139.0,17.0,False
11,38.5,10.0,2.0,1.0,5.0,3.0,3.0,False
12,26.43,244.0,4.0,1.0,3.43,153.0,156.0,False
13,8.33,17.0,3.0,1.0,22.67,99.0,46.0,False
14,6.5,321.0,2.0,1.0,25.17,213.0,136.0,False
15,18.38,325.0,5.0,2.0,1.62,186.0,70.0,False
16,23.0,408.0,2.0,1.0,1.0,12.0,1.0,False
17,8.0,442.0,2.0,1.0,72.9,148.0,319.0,False
18,16.67,458.0,4.0,1.0,9.33,102.0,39.0,False
19,23.5,471.0,4.0,1.0,1.33,44.0,33.0,False
20,33.67,501.0,4.0,1.0,0.0,99.0,34.0,False
21,20.67,508.0,3.0,1.0,4.67,78.0,30.0,False
22,47.5,661.0,2.0,1.0,0.0,40.0,22.0,False
23,14.9,697.0,8.0,2.0,46.4,35.0,34.0,False
24,3.0,1.0,1.0,1.0,2.0,3.0,1.0,True
25,2.0,4.0,1.0,1.0,91.0,0.0,20.0,False
26,12.5,18.0,2.0,1.0,16.17,169.0,23.0,False
27,18.5,20.0,2.0,2.0,1.5,59.0,30.0,False
28,64.8,3.0,4.0,1.0,67.2,60.0,12.0,False
29,22.0,70.0,1.0,1.0,1.0,46.0,15.0,False
30,5.5,47.0,2.0,1.0,35.0,19.0,4.0,False
31,4.0,51.0,1.0,1.0,36.0,121.0,147.0,False
32,28.0,63.0,1.0,1.0,1.0,5.0,0.0,False
33,1.0,65.0,2.0,1.0,135.5,72.0,9.0,False
34,0.0,839.0,1.0,1.0,0.0,812.0,0.0,False
35,18.25,844.0,4.0,2.0,36.0,411.0,62.0,False
36,1.0,3.0,1.0,1.0,1.0,2.0,1.0,True
37,3.0,76.0,1.0,1.0,9.0,7.0,0.0,False
38,38.0,59.0,1.0,1.0,55.0,10.0,1.0,False
39,7.5,33.0,1.0,1.0,78.0,61.0,12.0,False
40,3.0,2.0,1.0,1.0,9.0,1.0,0.0,False
41,9.0,19.0,1.0,1.0,1.0,71.0,60.0,False
42,10.5,638.5,2.0,1.0,0.0,12.0,1.0,False
