,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,True
1,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,True
2,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,True
3,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,True
4,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,True
5,4.81,43.0,2.68,0.25,2.0,14.38,0.0,515.0,414.0,True
6,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,True
7,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,True
8,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,True
9,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,True
10,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,True
11,8.41,83.0,3.3,0.18,2.0,54.12,0.75,579.0,348.0,True
12,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,True
13,22.88,39.0,2.95,0.25,2.0,81.62,0.0,127.0,46.0,True
14,20.47,41.0,2.72,0.27,2.0,19.53,0.0,128.0,66.0,True
15,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,True
16,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,True
17,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,True
18,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,True
19,12.66,95.0,4.36,0.17,2.0,113.66,0.01,2075.0,299.0,True
20,67.5,65.83,2.72,0.88,2.0,6.38,0.0,469.0,83.0,True
21,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,True
22,48.86,62.67,3.0,0.64,2.0,41.29,0.0,135.0,91.0,True
23,36.4,3.0,3.87,0.45,2.0,91.35,1.75,97.0,73.0,True
24,72.57,84.58,2.04,1.29,2.0,0.0,0.01,989.0,0.0,True
25,31.19,5.0,3.27,0.48,2.0,349.14,1.78,2311.0,89.0,True
26,64.42,22.0,3.27,0.75,2.0,0.0,1.97,18.0,65.0,True
27,65.19,41.0,3.43,0.48,2.0,173.29,1.84,257.0,43.0,True
28,98.67,31.33,1.8,0.92,2.0,33.58,1.97,565.0,58.0,True
29,141.71,35.9,2.19,1.57,2.0,14.71,0.13,484.0,14.0,True
30,126.33,2.0,2.2,1.33,2.0,16.33,1.5,609.0,191.0,True
31,100.73,41.8,2.33,1.09,2.0,190.55,0.13,758.0,175.0,True
32,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,True
33,73.88,27.0,2.95,0.71,2.0,278.53,2.0,975.0,39.0,True
34,60.54,10.0,3.39,0.54,2.0,210.54,1.5,813.0,110.0,True
35,53.15,25.67,3.74,0.56,2.0,428.7,0.13,1000.0,234.0,True
36,24.44,0.0,3.99,0.5,2.0,322.47,0.0,1273.0,244.0,True
37,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,True
38,28.21,0.0,3.62,1.62,1.0,36.25,0.0,623.0,86.0,True
39,0.29,0.0,3.83,0.19,2.0,78.86,0.0,2676.0,231.0,True
40,51.4,63.1,2.97,0.67,2.0,36.52,0.0,180.55,89.91,True
41,66.82,65.72,2.74,0.87,2.0,7.65,0.0,456.8,83.29,True
42,50.76,62.99,2.98,0.67,2.0,37.73,0.0,169.01,90.19,True
43,59.85,64.53,2.84,0.78,2.0,20.71,0.0,331.88,86.28,True
44,52.78,63.33,2.95,0.69,2.0,33.95,0.0,205.21,89.32,True
45,58.39,64.29,2.86,0.76,2.0,23.44,0.0,305.76,86.91,True
46,63.5,65.15,2.78,0.83,2.0,13.87,0.0,397.31,84.72,True
47,66.71,65.7,2.74,0.87,2.0,7.86,0.0,454.84,83.34,True
48,59.32,64.44,2.85,0.77,2.0,21.7,0.0,322.43,86.51,True
49,53.29,63.42,2.94,0.7,2.0,32.98,0.0,214.43,89.1,True
50,66.03,65.58,2.75,0.86,2.0,9.13,0.0,442.61,83.63,True
51,66.83,65.72,2.74,0.87,2.0,7.63,0.0,456.97,83.29,True
52,64.47,65.32,2.77,0.84,2.0,12.05,0.0,414.69,84.3,True
53,67.07,65.76,2.73,0.87,2.0,7.18,0.0,461.32,83.18,True
54,54.75,63.67,2.92,0.72,2.0,30.25,0.0,240.61,88.47,True
55,52.33,63.26,2.95,0.69,2.0,34.79,0.0,197.17,89.51,True
56,49.95,62.85,2.99,0.66,2.0,39.23,0.0,154.63,90.53,True
57,67.21,65.78,2.73,0.87,2.0,6.91,0.0,463.87,83.12,True
58,64.09,65.25,2.78,0.83,2.0,12.76,0.0,407.88,84.46,True
59,55.45,63.79,2.91,0.72,2.0,28.95,0.0,253.04,88.17,True
60,60.78,64.69,2.83,0.79,2.0,18.96,0.0,348.59,85.88,True
61,49.06,62.7,3.0,0.65,2.0,40.91,0.0,138.57,90.91,True
62,57.21,64.09,2.88,0.75,2.0,25.64,0.0,284.69,87.41,True
63,54.54,63.63,2.92,0.71,2.0,30.65,0.0,236.79,88.56,True
64,59.57,64.49,2.84,0.78,2.0,21.23,0.0,326.91,86.4,True
65,49.97,62.86,2.99,0.66,2.0,39.2,0.0,154.94,90.52,True
66,54.86,63.69,2.91,0.72,2.0,30.04,0.0,242.59,88.42,True
67,64.38,65.3,2.77,0.84,2.0,12.22,0.0,413.11,84.34,True
68,63.19,65.1,2.79,0.82,2.0,14.44,0.0,391.86,84.85,True
69,62.95,65.06,2.79,0.82,2.0,14.9,0.0,387.42,84.95,True
70,64.0,65.24,2.78,0.83,2.0,12.94,0.0,406.24,84.5,True
71,61.58,64.83,2.81,0.8,2.0,17.46,0.0,362.99,85.54,True
72,53.59,63.47,2.93,0.7,2.0,32.42,0.0,219.79,88.97,True
73,67.16,65.78,2.73,0.87,2.0,7.01,0.0,462.88,83.15,True
74,67.32,65.8,2.73,0.87,2.0,6.71,0.0,465.77,83.08,True
75,54.85,63.68,2.91,0.72,2.0,30.07,0.0,242.29,88.43,True
76,58.02,64.22,2.87,0.76,2.0,24.12,0.0,299.18,87.07,True
77,65.75,65.54,2.75,0.85,2.0,9.65,0.0,437.63,83.75,True
78,49.8,62.83,2.99,0.65,2.0,39.52,0.0,151.85,90.6,True
79,56.84,64.02,2.88,0.74,2.0,26.33,0.0,278.07,87.57,True
80,51.38,63.1,2.97,0.67,2.0,36.56,0.0,180.25,89.92,True
81,51.2,63.06,2.97,0.67,2.0,36.9,0.0,176.97,89.99,True
82,61.82,64.87,2.81,0.8,2.0,17.0,0.0,367.33,85.44,True
83,63.63,65.18,2.78,0.83,2.0,13.62,0.0,399.68,84.66,True
84,57.93,64.21,2.87,0.76,2.0,24.29,0.0,297.63,87.1,True
