,nuc,arexp,nd,ns,age,la,ld
7217,9.925,357.49999999999915,2,2,13.55,82.5,0
7639,6.66666666666667,288.633333333335,3,2,54.9895833333333,79,0
6576,6.66666666666667,90.0,2,2,0.0,82.5,21.5
6636,52.72222222222224,345.333333333331,2,2,13.55,84,4
7615,19.41365131578945,195.0,2,2,13.55,82.5,4
6554,17.0,109.061904761905,4,2,54.9895833333333,82.5,21.5
6625,19.41365131578945,144.5,4,2,54.9895833333333,82.5,21.5
6672,19.41365131578945,197.5,4,2,54.9895833333333,82.5,21.5
6699,19.41365131578945,199.0,2,2,54.9895833333333,82.5,21.5
6746,19.41365131578945,243.5,2,2,8.4,82.5,21.5
6487,7.66666666666667,109.061904761905,21,1,54.9895833333333,67,21.5
6789,19.41365131578945,270.0,4,2,54.9895833333333,82.5,21.5
7162,19.41365131578945,455.5,2,1,0.9545454545454546,82.5,21.5
7014,19.41365131578945,306.0,21,2,8.4,82.5,21.5
7013,9.925,223.56148018648,2,2,54.9895833333333,82.5,21.5
6984,52.72222222222224,277.166666666666,4,2,54.9895833333333,82.5,21.5
7120,9.925,220.41526251526292,4,2,8.4,82.5,21.5
7097,6.66666666666667,326.333333333332,2,2,8.4,82.5,21.5
7153,9.925,337.833333333332,4,2,54.9895833333333,82.5,21.5
7194,6.66666666666667,356.99999999999915,5,2,13.55,82.5,21.5
7220,6.66666666666667,360.833333333332,6,2,13.55,82.5,21.5
7192,9.925,354.49999999999915,3,2,13.55,82.5,21.5
7575,9.925,605.119802419838,4,2,8.4,82.5,21.5
7741,6.66666666666667,618.75,2,2,54.9895833333333,36,21.5
7614,19.41365131578945,192.0,3,2,54.9895833333333,82.5,21.5
7963,19.41365131578945,138.5,1,2,13.55,82.5,21.5
7962,19.41365131578945,137.5,2,2,13.55,82.5,21.5
8012,6.66666666666667,347.083333333333,3,2,8.4,82.5,21.5
6697,72.4166666666667,109.061904761905,6,1,7.26315789473684,82.5,1.0
