,nuc,aexp,nd,ns,age,la,ld
2325,,,,,,,
2335,295.83333333333303,57.0,2.5,2,19.5,142.0,14
2336,295.83333333333303,115.0,2,2,36.7142857142857,255,102
2326,,,,,,,
2331,,,,,,,
2328,295.83333333333303,115.0,3,2,27.3333333333333,142.0,42.5
2329,295.83333333333303,200,2.5,2,36.7142857142857,69.5,8
2332,,,,,,,
2337,,,,,,,
2333,,,,,,,
2338,,,,,,,
2334,,,,,,,
2339,,,,,,,
2340,295.83333333333303,115.0,3,2,36.7142857142857,142.0,12
2341,,,,,,,
2343,295.83333333333303,115.0,2.5,2,36.7142857142857,153,29
2344,,,,,,,
2345,,,,,,,
2346,295.83333333333303,89.0,2,2,10.8,142.0,23
2348,295.83333333333303,215.5,2.5,2,27.3333333333333,69.5,13
2349,,,,,,,
2350,,,,,,,
2352,,,,,,,
2353,,,,,,,
2354,,,,,,,
2355,,,,,,,
2356,295.83333333333303,215.5,2.5,3,1.8,274.5,27
2358,295.83333333333303,199,2.5,2,36.7142857142857,69.5,3
2359,,,,,,,
2360,295.83333333333303,30,2.5,2,36.7142857142857,142.0,2
2361,,,,,,,
2363,,,,,,,
2364,295.83333333333303,103,3,3,42.1315789473684,142.0,21.5
2365,,,,,,,
2366,,,,,,,
2367,295.83333333333303,215.5,2.5,2,1.0,69.5,9
2369,,,,,,,
2370,,,,,,,
2371,295.83333333333303,105,2.5,2,16.23026315789475,69.5,1
2372,,,,,,,
2373,,,,,,,
2374,143.06818181818198,215.5,2,2,16.23026315789475,249,44
2375,,,,,,,
2376,295.83333333333303,109,2,2,16.23026315789475,315.5,112
2377,295.83333333333303,215.5,2.5,3,13.166666666666698,315.5,62
2378,,,,,,,
2379,,,,,,,
2380,,,,,,,
2381,,,,,,,
2383,295.83333333333303,215.5,2.5,2,4.66666666666667,69.5,1
2382,,,,,,,
2384,295.83333333333303,212,2.5,2,36.7142857142857,69.5,20
2385,295.83333333333303,213,2,2,36.7142857142857,69.5,3
2386,295.83333333333303,115.0,2,2,34.8333333333333,142.0,8
2388,,,,,,,
2389,,,,,,,
2390,,,,,,,
2391,1.75,57.0,2,2,36.7142857142857,142.0,41
2392,,,,,,,
2393,,,,,,,
2394,69.0,215.5,2.5,2,16.23026315789475,142.0,5
2396,,,,,,,
2397,93.0,215.5,2.5,2,16.23026315789475,142.0,12
2399,,,,,,,
2400,143.06818181818198,210,2.5,2,36.7142857142857,142.0,0
2401,15.2608695652174,115.0,2,3,36.7142857142857,274.5,87
2402,143.06818181818198,215.5,2,3,36.7142857142857,197,20
2403,,,,,,,
2404,,,,,,,
2405,46.8,41,2,2,6.0625,274.5,0
2406,,,,,,,
2407,,,,,,,
2410,,,,,,,
2411,,,,,,,
2412,46.8,212,2.5,3,36.7142857142857,142.0,1
2413,,,,,,,
2414,143.06818181818198,57.0,4,2,16.23026315789475,170,8
2415,46.8,103,2.5,2,36.7142857142857,69.5,5
2416,,,,,,,
2417,,,,,,,
2418,143.06818181818198,57.0,2,2,37.4285714285714,106.0,39
2419,,,,,,,
2420,7.0,215.5,2.5,3,36.7142857142857,274.5,256
2421,,,,,,,
2422,,,,,,,
2423,143.06818181818198,57.0,2.5,2,20.0,69.5,1
2424,,,,,,,
2425,,,,,,,
2426,52.8048780487805,115.0,4,3,36.7142857142857,274.5,93
2427,34.9,57.0,2,2,36.7142857142857,274.5,66
2428,46.8,226,2.5,2,36.7142857142857,69.5,6
2430,46.8,57,4,3,36.7142857142857,274.5,73
2431,46.8,215.5,3,3,22.6666666666667,274.5,5
2433,7.6,57.0,2,2,42.1315789473684,204,21.5
2434,46.8,115.0,3,3,36.7142857142857,142.0,15
2435,46.8,215.5,2.5,2,36.7142857142857,51,7
2436,44.0,57.0,3.5,2,36.7142857142857,142.0,11
2437,143.06818181818198,215.5,2,3,36.7142857142857,143,3
2438,,,,,,,
2439,,,,,,,
2440,2.6666666666666696,215.5,2.5,3,36.7142857142857,274.5,279
2441,143.06818181818198,114,3,2,36.7142857142857,142.0,111.0
2442,,,,,,,
2444,143.06818181818198,215.5,2.5,2,36.7142857142857,119,8
2445,209.5,115.0,2,2,36.7142857142857,142.0,22
2446,15.0,57.0,2.5,2,6.0625,69.5,0
2447,,,,,,,
2448,46.8,57.0,2.5,2,36.7142857142857,209,37
2450,,,,,,,
2451,,,,,,,
2452,,,,,,,
2454,46.8,0,2,2,36.7142857142857,274.5,1069
2456,,,,,,,
2457,,,,,,,
2458,,,,,,,
2459,,,,,,,
2464,143.06818181818198,215.5,2.5,2,36.7142857142857,124,111
2465,84.0,215.5,2.5,2,38.5,69.5,21.5
2466,353.0,57.0,2.5,2,38.0,142.0,2
2467,42.0,57.0,2.5,2,36.7142857142857,69.5,7
2469,143.06818181818198,215.5,2.5,2,28.0,69.5,11
2468,,,,,,,
2470,137.25,115.0,3.5,2,16.23026315789475,116,42.5
2472,,,,,,,
2473,32.0,215.5,2.5,2,36.7142857142857,69.5,8
2474,210.5,215.5,2.5,2,6.0625,142.0,2
2475,143.06818181818198,215.5,2.5,2,36.7142857142857,116,102
2476,,,,,,,
2477,211.5,215.5,2.5,2,6.0625,142.0,10
2478,,,,,,,
2479,5.0,115.0,2.5,2,6.0625,274.5,6
2480,7.25,115.0,2.5,2,36.7142857142857,142.0,35
2481,6.857142857142861,115.0,2,2,36.7142857142857,142.0,32
2482,,,,,,,
2483,46.8,57.0,2,3,36.7142857142857,132,12
2485,32.6666666666667,57.0,4,3,36.7142857142857,274.5,40
2486,,,,,,,
2488,295.83333333333303,215.5,2.5,2,36.7142857142857,29,4
2490,,,,,,,
2491,143.06818181818198,57.0,4,3,36.7142857142857,187,66
2492,,,,,,,
2493,,,,,,,
2494,,,,,,,
2495,,,,,,,
2496,46.8,215.5,1,2,36.7142857142857,228,229
2497,46.8,115.0,2.5,2,16.0,274.5,201
2498,,,,,,,
2499,,,,,,,
2500,23.1818181818182,215.5,2,3,36.7142857142857,274.5,78
2501,13.0,115.0,2.5,2,36.7142857142857,142.0,7
2502,,,,,,,
2503,231.333333333333,57.0,2.5,2,36.7142857142857,274.5,127
2505,46.8,115.0,2.5,2,18.0,274.5,67
2506,,,,,,,
2507,,,,,,,
2508,,,,,,,
2509,46.8,57.0,4,3,36.7142857142857,221,1
2511,,,,,,,
2512,2.5,215.5,2.5,2,36.7142857142857,69.5,15
2513,,,,,,,
2514,353.0,215.5,2.5,2,4.66666666666667,142.0,92
2515,46.8,215.5,2,3,36.7142857142857,197,34
