,nuc,aexp,nd,ns,age,asexp,la,ld
9371,0.2,30,2,2,0.4,0.0,718,0
9406,,,,,,,,
9438,,,,,,,,
9450,,,,,,,,
9536,1.46153846153846,31,5,2,23.3846153846154,6.0,317,321
9582,,,,,,,,
9844,,,,,,,,
9763,,,,,,,,
9630,,,,,,,,
10006,,,,,,,,
10060,0.7142857142857142,69,3,2,21.71428571428569,17.0,1035,234
10109,,,,,,,,
10118,,,,,,,,
10362,,,,,,,,
10447,6.0,87,4,2,56.75,1.0,571,639
10958,,,,,,,,
10959,,,,,,,,
10996,5.63636363636364,119,9,2,19.5454545454545,50.0,371,206
11278,4.66666666666667,90,4,2,16.533333333333303,5.0,698,323
11575,,,,,,,,
11616,4.64285714285714,150,8,2,28.642857142857103,74.0,682,80
9393,,,,,,,,
9403,,,,,,,,
9465,,,,,,,,
9606,,,,,,,,
9617,,,,,,,,
9685,,,,,,,,
9824,2.42857142857143,184,12,2,9.0,44.0,634,723
9864,,,,,,,,
9909,,,,,,,,
9955,3.0,66,14,3,36.8571428571429,14.0,335,362
9982,,,,,,,,
10143,,,,,,,,
10257,,,,,,,,
10319,,,,,,,,
10383,2.06666666666667,8,9,3,9.0,1.26171875,478,83
10577,,,,,,,,
10783,,,,,,,,
11268,,,,,,,,
11386,,,,,,,,
9378,,,,,,,,
9400,,,,,,,,
9469,,,,,,,,
9496,1.72,11,8,3,12.8,11.0,2164,99
9561,,,,,,,,
9812,,,,,,,,
9911,,,,,,,,
10093,,,,,,,,
10193,,,,,,,,
10217,,,,,,,,
10327,,,,,,,,
10741,,,,,,,,
10753,,,,,,,,
10916,,,,,,,,
10818,,,,,,,,
10893,,,,,,,,
11422,,,,,,,,
9370,0.4102564102564099,137,11,2,15.4358974358974,1.0,2215,880
9432,,,,,,,,
9533,,,,,,,,
9655,1.1,2,1,2,4.8,1.0,762,161
9719,,,,,,,,
10490,,,,,,,,
9680,2.3454545454545497,12,18,2,12.2181818181818,12.0,5090,993
9564,,,,,,,,
9862,,,,,,,,
10163,,,,,,,,
9358,0.0,51,4,1,0.0,41.5,1576,0
9361,0.7111111111111109,6,5,1,1.4888888888888898,23.0,3660,130
9374,1.1395348837209298,1,11,3,191.744186046512,54.0,5084,117
11475,,,,,,,,
9397,0.549019607843137,2,11,1,3.5098039215686296,55.0,2848,142
9523,1.0,8,9,1,4.15384615384615,35.5,2302,306
9489,21.1904761904762,36,9,3,121.857142857143,19.5,294,85
9532,27.1818181818182,14,6,3,147.272727272727,61.0,748,66
9550,1.85714285714286,15,9,1,2.9047619047619,57.0,3181,86
9551,1.17073170731707,56,19,1,8.57317073170732,87.5,7601,356
9586,11.6818181818182,1423,3,2,99.4545454545455,647.0,1778,1807
9704,2.04615384615385,178,19,2,14.892307692307696,0.90625,2665,971
9597,25.75,212,8,7,68.5833333333333,0.96875,106,36
9552,,,,,,,,
9616,,,,,,,,
9720,23.0,41,7,3,88.52941176470591,0.6126932800001315,150,132
9753,4.2222222222222205,0,2,2,2.0,9.5,859,436
9711,,,,,,,,
9822,2.5,1,3,3.5,1.125,1.0,686,13
9836,4.75675675675676,190,17,1,17.108108108108098,186.5,721,411
9750,,,,,,,,
9781,,,,,,,,
9949,,,,,,,,
10017,2.61666666666667,16,20,1,28.5714285714286,13.0,1471,1060
9950,,,,,,,,
9977,,,,,,,,
9979,,,,,,,,
10054,29.755102040816308,25,15,5,241.91836734693905,0.875,943,551
10092,5.2,22,6,1,5.13333333333333,34.0,2208,5
10105,0.181818181818182,21,7,1,2.45454545454545,55.0,3004,118
10064,,,,,,,,
10029,,,,,,,,
10108,1.58823529411765,23,4,1,99.0588235294118,34.0,1939,173
10112,5.892857142857139,24,11,1,14.7857142857143,55.0,2086,124
10192,3.59090909090909,77,12,1,2.2727272727272703,106.0,3762,73
10209,2.9,13,3,1,4.3,24.0,992,51
10258,6.325,29,18,2,11.725,41.5,612,417
10210,,,,,,,,
10380,4.56,30,14,3,15.6,106.0,3012,13
10325,1.6,2,5,1,63.9333333333333,39.0,1122,33
10403,26.6923076923077,67,10,3,20.61538461538461,0.90625,103,287
10887,1.0,0,5,2,14.5714285714286,0.343748353438817,270,24
11151,26.8235294117647,26,5,3,4.0,0.784362794835033,126,167
10483,6.22222222222222,5,6,4,56.8888888888889,0.95898436951029,354,5
10740,,,,,,,,
10900,,,,,,,,
11159,3.69491525423729,18,18,1,28.084745762711897,238.5,1253,216
11022,,,,,,,,
11370,10.5833333333333,20,8,2,15.166666666666698,20.0,1089,62
11301,12.1,262,5,4,68.6,0.140625002153683,111.5,2
11435,0.882352941176471,261,7,1,30.1176470588235,186.5,3077,1
11346,,,,,,,,
9957,3.06666666666667,67,6,2,29.8,15.0,240,127
11565,46.25,305,2,1,4.875,172.0,237,96
10401,24.8181818181818,10,5,2,10.1818181818182,0.8959397503430424,277,54
11425,,,,,,,,
11468,,,,,,,,
11578,,,,,,,,
11542,13.6,1484,1.5,1,32.2,6.69637982334542e-17,364,365
