,nuc,arexp,nd,ns,age,la,ld,target
0,7.12,105.0,4.0,1.0,1.62,99.0,24.0,1
1,8.5,169.0,4.0,1.0,7.5,230.0,68.0,0
2,9.29,185.0,5.0,1.0,4.71,94.0,12.0,1
3,13.25,204.0,3.0,1.0,8.25,33.0,18.0,0
4,11.0,222.0,3.0,1.0,0.6,164.0,0.0,1
5,18.75,227.0,3.0,1.0,0.0,145.0,53.0,1
6,26.43,244.0,4.0,1.0,3.43,153.0,156.0,1
7,34.8,246.0,3.0,1.0,2.6,106.0,47.0,1
8,22.5,247.0,3.0,1.0,6.67,146.0,35.0,1
9,40.0,249.0,3.0,1.0,0.0,56.0,16.0,1
10,35.33,251.0,3.0,1.0,0.0,52.0,15.0,1
11,23.43,270.0,5.0,1.0,1.71,249.0,3.0,1
12,38.8,271.0,3.0,1.0,2.0,171.0,87.0,1
13,23.6,272.0,3.0,1.0,1.4,91.0,34.0,1
14,33.71,273.0,5.0,1.0,3.14,104.0,29.0,1
15,9.25,277.0,4.0,1.0,25.75,32.0,9.0,0
16,28.88,284.0,5.0,1.0,5.88,192.0,55.0,1
17,11.78,287.0,3.0,1.0,32.33,138.0,10.0,0
18,6.0,297.0,4.0,1.0,7.83,113.0,9.0,0
19,31.6,319.0,3.0,1.0,4.0,67.0,11.0,0
20,26.0,326.0,3.0,1.0,0.0,54.0,57.0,1
21,27.0,329.0,4.0,1.0,13.75,59.0,9.0,0
22,13.67,333.0,4.0,1.0,8.78,167.0,37.0,0
23,20.33,337.0,3.0,1.0,1.83,132.0,17.0,1
24,15.0,340.0,3.0,1.0,4.5,76.0,4.0,1
25,17.75,341.0,4.0,1.0,2.38,82.0,43.0,1
26,16.67,458.0,4.0,1.0,9.33,102.0,39.0,0
27,64.8,3.0,4.0,1.0,67.2,60.0,12.0,0
28,18.67,15.0,3.0,1.0,136.0,13.0,0.0,0
29,31.67,16.0,3.0,1.0,78.83,65.0,65.0,0
30,4.13,10.0,3.0,1.0,186.8,65.0,69.0,0
31,7.0,55.0,3.0,1.0,113.67,5.0,3.0,0
32,8.86,109.0,5.0,1.0,132.0,96.0,74.0,0
33,17.0,107.0,3.0,1.0,56.8,27.0,3.0,0
34,19.4,100.5,4.0,1.0,4.8,189.0,4.0,1
35,29.0,103.5,4.0,1.0,121.5,11.0,9.0,0
36,20.17,128.0,4.0,1.0,59.33,117.0,43.0,0
37,11.0,43.0,3.0,1.0,140.0,74.0,3.0,0
38,22.0,168.0,3.0,1.0,23.33,15.0,6.0,0
39,15.0,70.0,3.0,1.0,195.67,37.0,1.0,0
40,48.75,71.0,4.0,1.0,27.5,220.0,6.0,0
41,35.2,97.0,4.0,1.0,46.6,92.0,39.0,0
42,30.71,57.0,5.0,1.0,49.71,82.0,79.0,0
43,16.0,201.0,3.0,1.0,2.0,106.0,101.0,1
44,30.25,206.0,4.0,1.0,1.75,13.0,3.0,1
45,22.4,101.0,5.0,1.0,17.8,159.0,16.0,0
46,32.89,240.5,4.0,1.0,46.44,115.0,30.0,0
47,10.29,78.0,4.0,1.0,146.29,46.0,69.0,0
48,59.67,262.5,3.0,1.0,4.67,25.0,3.0,1
49,17.2,266.5,3.0,1.0,29.0,45.0,21.0,0
50,37.25,282.5,4.0,1.0,14.0,81.0,196.0,0
51,27.67,283.5,3.0,1.0,25.33,16.0,7.0,0
52,44.29,293.0,5.0,1.0,18.29,151.0,167.0,0
53,41.5,299.0,3.0,1.0,19.0,27.0,25.0,0
54,53.0,117.33,3.0,1.0,285.75,203.0,10.0,0
55,24.0,294.0,5.0,1.0,130.5,213.0,222.0,0
56,4.57,295.0,4.0,1.0,213.43,92.0,8.0,1
57,21.36,296.0,3.0,1.0,105.27,109.0,119.0,0
58,12.67,288.0,3.0,1.0,57.0,12.0,1.0,0
59,26.4,289.0,4.0,1.0,121.2,64.0,29.0,0
60,43.4,298.0,4.0,1.0,78.8,43.0,26.0,0
61,80.5,306.5,3.0,1.0,73.5,90.0,9.0,0
62,13.5,301.5,3.0,1.0,32.75,79.0,65.0,0
63,45.71,307.5,4.0,1.0,334.57,64.0,84.0,0
64,31.25,313.0,3.0,1.0,21.75,17.0,9.0,0
65,56.86,314.0,5.0,1.0,10.0,192.0,144.0,0
66,61.0,321.0,3.0,1.0,152.33,15.0,3.0,0
67,18.8,37.0,3.0,1.0,100.0,170.0,138.0,0
68,29.5,329.5,3.0,1.0,3.5,49.0,34.0,1
69,23.83,335.33,4.0,1.0,81.17,407.0,160.0,0
70,19.25,337.33,3.0,1.0,116.25,12.0,13.0,0
71,16.25,341.33,3.0,1.0,240.5,45.0,32.0,0
72,16.0,345.33,5.0,1.0,135.56,74.0,26.0,0
73,7.16,132.17,4.0,1.0,94.42,36.0,23.0,0
74,40.5,352.17,3.0,1.0,25.5,105.0,38.0,0
75,5.0,130.0,3.0,1.0,89.5,57.0,30.0,0
76,29.11,342.33,5.0,1.0,256.11,85.0,122.0,0
77,22.75,350.33,4.0,1.0,138.75,29.0,8.0,0
78,2.22,71.0,4.0,1.0,30.0,96.0,12.0,0
79,62.29,358.33,4.0,1.0,6.0,99.0,28.0,1
80,67.6,238.0,3.0,1.0,213.6,30.0,15.0,0
81,53.25,355.5,4.0,1.0,7.0,55.0,4.0,1
82,38.75,350.83,2.0,1.0,187.5,61.0,18.0,0
83,47.42,76.33,3.0,1.0,35.75,49.0,89.0,0
84,90.0,353.67,3.0,1.0,73.67,30.0,21.0,0
85,9.67,354.67,2.0,1.0,143.67,68.0,25.0,0
86,14.5,362.67,4.0,1.0,20.0,39.0,8.0,0
87,44.5,363.67,3.0,1.0,37.5,24.0,2.0,0
88,43.5,372.5,3.0,1.0,1.83,58.0,65.0,1
89,40.67,372.17,3.0,1.0,68.0,27.0,3.0,0
90,23.67,291.0,3.0,1.0,93.67,8.0,6.0,0
91,9.33,295.0,4.0,1.0,175.67,64.0,64.0,0
92,12.86,190.0,4.0,1.0,1.43,5.0,9.0,1
93,37.33,378.5,3.0,1.0,26.33,11.0,22.0,0
94,6.0,381.5,3.0,1.0,174.0,52.0,14.0,0
95,21.17,383.0,5.0,1.0,40.17,23.0,18.0,0
96,63.67,314.0,4.0,1.0,13.17,191.0,84.0,0
97,18.0,335.0,4.0,1.0,3.75,4.0,4.0,1
98,43.43,403.0,5.0,1.0,47.86,122.0,12.0,0
99,11.5,234.0,3.0,1.0,24.25,127.0,47.0,0
100,104.0,348.0,3.0,1.0,76.67,51.0,55.0,0
101,18.9,68.42,3.0,1.0,70.9,167.0,15.0,0
102,37.0,413.33,3.0,1.0,16.67,109.0,5.0,0
103,32.0,371.0,3.0,1.0,57.33,43.0,32.0,0
104,7.78,374.0,4.0,1.0,222.56,379.0,164.0,0
105,13.0,420.67,3.0,1.0,51.33,20.0,1.0,0
106,28.6,43.0,4.0,1.0,126.6,234.0,71.0,0
107,51.43,44.0,3.0,1.0,39.57,104.0,85.0,0
108,52.17,389.5,3.0,1.0,3.83,126.0,15.0,1
109,62.17,59.0,3.0,1.0,33.83,117.0,19.0,0
