,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,5.75,12.0,2.78,0.25,16.0,0.65,332.0,163.0,True
1,7.0,71.0,0.0,3.0,21.0,49.0,1.0,1.0,True
2,11.79,79.0,3.18,0.36,18.86,0.93,61.0,10.0,True
3,2.0,89.0,0.0,1.0,37.0,12.0,0.0,111.0,False
4,21.71,0.0,1.84,0.71,1.14,0.0,648.0,19.0,False
5,53.67,12.0,1.49,2.33,60.67,1.0,11.0,3.0,True
6,72.0,9.0,1.34,2.67,1.33,1.1,33.0,2.0,True
7,66.5,144.0,1.37,2.25,11.5,0.8,105.0,56.0,True
8,76.5,64.0,0.74,2.0,10.5,2.0,877.0,3.0,True
9,36.42,13.0,2.11,0.75,26.17,1.15,1769.0,202.0,True
10,212.5,211.0,0.92,4.5,26.0,0.93,3.0,0.0,True
11,30.28,119.0,3.1,0.34,28.41,2.0,2374.0,108.0,True
12,234.0,127.0,0.75,4.5,14.5,2.0,10.0,4.0,True
13,45.87,158.0,1.92,0.67,38.07,0.67,3528.0,2965.0,True
14,265.5,184.0,1.0,5.0,56.0,2.0,5.0,1.0,True
15,166.25,2.0,1.56,2.75,40.25,1.0,73.0,17.0,True
16,114.83,17.0,1.44,1.67,7.33,1.98,631.0,1.0,True
17,38.5,13.0,4.07,0.39,45.43,0.65,348.0,138.0,True
18,67.26,219.5,4.11,0.48,24.87,2.0,1206.0,600.0,True
19,337.0,24.0,0.95,5.0,6.0,1.44,5.0,3.0,True
20,171.0,242.5,1.37,2.5,95.5,1.0,85.0,19.0,True
21,233.0,243.5,0.81,3.67,9.33,1.0,26.0,4.0,True
22,131.5,250.0,1.52,2.0,32.33,2.0,240.0,163.0,True
23,33.08,3.0,4.08,0.46,0.0,0.75,1270.0,0.0,True
24,100.38,258.5,2.35,1.5,34.88,0.67,95.0,10.0,True
25,251.75,243.5,1.79,3.0,9.0,0.67,18.0,2.0,True
26,183.5,41.0,2.02,2.0,18.5,1.0,276.0,8.0,True
27,118.25,291.0,2.41,1.62,6.62,2.0,165.0,1.0,True
28,486.0,58.5,0.76,6.5,2.5,1.98,5.0,4.0,True
29,338.33,1.0,0.97,4.67,6.33,0.5,55.0,0.0,False
30,1.0,4.0,0.0,1.0,28.0,3.0,2.0,2.0,True
31,4.0,309.67,0.0,2.0,180.0,363.0,3.0,0.0,True
32,21.8,70.5,2.02,2.6,9.8,0.49,313.0,150.0,True
33,32.5,12.0,2.21,2.33,5.83,0.77,246.0,55.0,True
34,35.8,69.5,1.72,2.8,23.2,76.0,340.0,24.0,True
35,12.57,57.0,2.25,1.71,98.43,0.73,255.0,25.0,True
36,51.26,99.5,4.36,0.43,23.39,67.0,679.0,377.0,True
37,20.22,20.0,2.52,1.89,11.78,0.79,457.0,132.0,True
38,8.11,87.0,1.81,0.74,0.53,53.0,491.0,0.0,True
39,5.79,272.92,2.83,0.64,291.64,453.0,373.0,78.0,True
40,113.0,103.0,0.0,15.0,9.0,34.0,13.0,2.0,True
41,106.33,58.0,1.25,6.0,41.33,0.37,16.0,2.0,True
42,44.5,61.0,2.08,3.0,40.67,0.54,220.0,28.0,True
43,35.56,310.83,1.68,1.06,94.5,515.0,690.0,42.0,True
44,32.0,324.58,0.8,5.33,14.0,535.0,91.0,0.0,True
45,6.48,192.5,3.05,0.52,517.28,108.0,243.0,66.0,True
46,1.33,0.0,1.33,1.0,12.33,0.0,190.0,10.0,False
47,37.18,366.4,3.3,0.82,27.23,0.5,3154.0,19.0,True
48,2.5,213.5,0.78,1.0,0.0,0.0,13.0,13.0,True
49,37.82,382.78,1.31,1.64,5.55,0.33,1558.0,3.0,True
50,0.2,289.0,1.97,0.2,11.0,198.0,453.0,9.0,True
51,0.0,296.5,0.98,0.0,0.0,205.0,685.0,0.0,True
52,0.0,328.5,2.16,0.0,0.0,231.0,1051.0,0.0,True
53,32.57,428.5,0.95,2.57,257.29,0.72,1147.0,1253.0,True
54,46.0,450.0,1.56,3.33,42.0,327.0,3.0,11.0,True
55,1.0,452.0,0.0,1.0,94.0,329.0,0.0,51.0,False
