,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,12.75,38.0,0.96,0.75,11.0,0.34,130.0,1.0,True
1,2.0,89.0,0.0,1.0,37.0,12.0,0.0,111.0,False
2,21.71,0.0,1.84,0.71,1.14,0.0,648.0,19.0,False
3,95.0,110.0,0.48,3.0,0.0,0.93,23.0,6.0,True
4,60.0,34.0,1.39,2.5,41.25,1.0,14.0,33.0,True
5,24.36,3.0,4.09,0.41,15.64,1.0,350.0,260.0,True
6,8.0,3.0,1.0,3.0,3.0,1.0,42.0,12.0,True
7,51.43,96.0,1.74,1.14,3.0,1.0,294.0,8.0,True
8,89.2,205.0,2.06,2.0,3.2,0.93,82.0,3.0,True
9,86.5,239.5,1.44,1.33,0.0,0.93,116.0,1.0,True
10,57.85,3.0,3.07,0.77,24.31,1.75,448.0,345.0,True
11,21.42,162.0,3.21,0.31,21.06,1.0,1324.0,176.0,True
12,36.89,175.0,4.51,0.36,66.32,1.0,323.0,288.0,True
13,137.0,214.0,1.39,2.25,167.75,0.93,83.0,4.0,True
14,147.25,222.0,1.86,2.75,0.0,0.93,12.0,0.0,True
15,53.38,232.0,2.36,0.85,17.69,0.57,1951.0,1.0,True
16,39.95,19.0,3.05,0.55,21.65,1.44,1372.0,1039.0,True
17,80.67,235.0,2.08,1.33,19.33,0.67,459.0,3.0,True
18,228.0,247.0,1.1,3.33,0.0,0.5,11.0,0.0,True
19,369.0,249.0,0.4,6.0,27.5,2.0,37.0,1.0,True
20,447.5,61.0,0.65,5.5,137.5,0.94,10.0,8.0,True
21,99.1,65.0,2.44,1.3,72.8,0.94,248.0,19.0,True
22,338.33,1.0,0.97,4.67,6.33,0.5,55.0,0.0,False
23,55.55,310.17,2.41,1.36,55.0,0.5,308.0,12.0,True
24,20.57,26.0,2.37,2.0,47.71,14.0,517.0,89.0,True
25,0.0,15.0,1.0,0.0,0.0,7.0,99.0,0.0,True
26,35.8,69.5,1.72,2.8,23.2,76.0,340.0,24.0,True
27,27.65,75.0,3.33,0.65,187.15,0.25,545.0,33.0,True
28,2.86,1.0,2.2,1.0,13.86,1.0,1050.0,34.0,True
29,32.67,17.0,0.55,4.67,82.67,5.0,654.0,1193.0,True
30,3.21,28.0,3.84,0.29,123.71,1.01,4326.0,292.0,True
31,1.33,81.5,1.0,0.67,213.67,49.0,70.0,8.0,True
32,0.0,9.0,4.95,0.0,0.0,0.0,6212.0,0.0,True
33,61.25,250.83,1.57,4.25,6.0,422.0,79.0,15.0,True
34,31.65,258.92,0.61,1.12,135.47,0.5,7603.0,31.0,True
35,82.67,282.0,0.79,6.0,0.33,466.0,185.0,4.0,True
36,44.0,284.25,0.0,13.0,24.0,469.0,6.0,3.0,True
37,30.0,21.0,0.0,8.0,80.0,13.0,1.0,0.0,True
38,10.43,150.0,2.46,2.14,150.71,34.0,39.0,108.0,True
39,37.77,314.83,2.1,1.46,79.69,1.0,4660.0,106.0,True
40,38.64,340.08,1.94,1.36,36.43,556.0,1225.0,3.0,True
41,23.15,341.08,3.31,1.38,0.62,0.5,821.0,0.0,True
42,3.0,347.75,0.0,2.0,74.0,82.0,4.0,0.0,True
43,2.0,76.5,0.0,2.0,382.0,21.0,8.0,0.0,True
44,26.0,205.0,1.63,2.43,11.43,1.22,87.0,2.0,True
45,1.33,0.0,1.33,1.0,12.33,0.0,190.0,10.0,False
46,29.75,111.5,0.71,4.0,17.0,0.0,250.0,3.0,True
47,38.0,255.5,1.79,2.57,20.57,1.25,267.0,20.0,True
48,14.06,380.78,3.78,0.53,62.06,0.5,2618.0,31.0,True
49,23.33,387.0,0.83,5.67,3.33,278.0,157.0,0.0,True
50,13.0,433.0,0.0,4.0,3.0,311.0,11.0,4.0,True
51,1.0,18.0,1.62,0.2,10.6,18.0,96.0,14.0,True
52,1.0,452.0,0.0,1.0,94.0,329.0,0.0,51.0,False
53,11.67,457.0,1.85,2.67,149.83,9.0,858.0,26.0,True
54,4.6,466.5,0.28,0.4,63.8,340.0,6622.0,251.0,True
55,3.5,7.0,1.5,1.75,10.5,1.89,34.0,0.0,True
56,44.0,25.0,0.0,12.0,1.0,14.0,6.0,0.0,True
57,25.83,582.0,1.9,3.17,2.33,0.38,50.0,12.0,True
58,25.8,626.5,1.8,4.0,3.6,0.72,108.0,0.0,True
59,32.67,38.5,1.57,2.67,2.5,1.14,151.0,0.0,True
60,2.0,74.0,0.89,0.5,99.0,10.0,39.0,3.0,True
61,7.36,666.5,3.12,0.36,1.27,497.0,1929.0,14.0,True
62,78.57,671.0,2.15,3.29,11.0,0.73,350.0,16.0,True
63,24.0,127.0,0.0,1.0,36.0,97.0,17.0,3.0,True
64,5.0,1.0,0.37,2.5,3.0,1.0,17.0,11.0,True
65,16.22,136.0,3.34,1.0,1.43,0.01,5801.0,9.0,True
66,25.53,701.5,3.12,0.58,303.73,0.77,1724.0,49.0,True
67,6.86,715.0,2.7,0.29,36.0,5.0,31.0,22.0,True
68,2.0,78.25,0.0,1.0,195.0,9.0,0.0,82.0,False
69,32.77,88.0,3.44,1.09,51.23,0.0,611.0,5.0,True
70,83.86,119.0,2.01,3.86,25.29,0.94,935.0,253.0,True
71,49.71,95.0,2.47,3.29,108.14,0.15,83.0,20.0,True
72,29.36,34.5,2.39,1.79,10.86,0.76,900.0,51.0,True
73,20.95,726.0,3.55,1.26,7.42,575.0,1034.0,112.0,True
74,5.0,16.0,0.84,1.0,16.5,6.0,94.0,30.0,True
75,83.0,223.0,1.0,11.0,51.5,159.0,13.0,8.0,True
76,2.33,0.0,0.75,1.0,9.67,0.0,26.0,1.0,False
77,4.0,13.0,2.37,0.56,18.44,1.11,195.0,27.0,True
78,11.67,763.0,1.32,2.17,131.5,613.0,35.0,51.0,True
79,8.0,146.0,0.0,3.0,19.0,25.0,1.0,1.0,True
80,1.85,15.0,2.62,0.38,31.85,14.0,180.0,36.0,True
81,13.33,783.5,2.22,2.33,275.89,0.72,149.0,8.0,True
82,153.83,786.33,2.12,4.67,145.17,0.52,49.0,16.0,True
83,15.0,228.0,0.0,6.0,39.0,164.0,6.0,0.0,True
84,7.31,232.0,2.11,0.54,19.62,168.0,4405.0,4780.0,True
85,3.5,794.83,0.27,0.5,116.0,12.0,22.0,0.0,False
86,1.67,807.83,1.16,0.67,7.67,690.0,258.0,0.0,False
87,9.33,192.0,1.38,1.67,6.0,65.0,10.0,2.0,True
88,26.88,56.5,2.36,3.25,189.88,0.39,200.0,34.0,True
89,193.0,821.67,1.59,7.25,6.0,734.0,37.0,44.0,True
90,33.2,200.0,2.25,3.1,40.9,0.0,304.0,25.0,True
91,2.0,93.0,0.13,0.5,8.5,63.0,66.0,50.0,False
92,1.62,146.0,2.44,0.25,3.88,75.0,70.0,48.0,True
93,207.0,214.0,0.81,15.5,4.0,0.01,7.0,1.0,True
94,149.67,18.0,1.39,9.0,0.33,14.0,27.0,0.0,True
95,3.5,828.67,0.77,1.25,16.5,1.25,196.0,125.0,True
96,2.24,105.0,2.63,0.12,27.16,74.0,1960.0,1911.0,True
97,2.0,108.0,0.72,1.0,21.0,77.0,4.0,157.0,True
98,2.5,109.0,0.97,1.5,4.0,78.0,17.0,28.0,True
99,0.67,37.0,1.28,0.33,0.0,10.0,11.0,1.0,True
100,15.16,341.0,4.46,0.61,87.57,0.02,1021.0,2671.0,True
101,12.0,350.5,0.0,4.0,5.0,268.0,25.0,8.0,True
102,19.1,246.5,2.4,2.1,2.0,150.0,22.0,28.0,True
103,5.0,141.0,2.08,0.43,23.14,107.0,75.0,47.0,True
104,3.0,55.0,0.0,2.0,0.0,25.0,4.0,0.0,True
105,8.87,82.5,2.94,0.87,52.87,0.43,729.0,120.0,True
106,39.0,354.5,3.62,1.71,66.0,283.0,123.0,229.0,True
107,22.0,374.0,1.87,2.71,6.0,0.02,99.0,109.0,True
108,5.33,228.0,1.23,1.0,4.33,0.0,20.0,1.0,True
109,15.7,1.0,1.94,1.8,0.0,1.0,506.0,7576.0,True
110,37.0,76.0,0.0,13.0,48.0,3.0,15.0,3.0,True
111,45.0,6.0,3.22,2.07,57.67,6.0,601.0,151.0,True
112,48.33,77.0,1.12,4.5,77.83,0.49,8.0,1676.0,True
113,0.5,66.0,1.39,0.12,10.5,48.0,168.0,7.0,True
114,15.78,107.0,2.91,1.56,2.0,0.64,537.0,320.0,True
115,65.0,32.0,0.57,9.5,1.5,0.0,10.0,5.0,True
116,13.75,0.0,0.82,3.0,1.25,0.0,165.0,0.0,False
117,51.22,80.5,2.52,3.44,49.56,0.0,937.0,410.0,True
118,14.0,34.0,1.3,2.75,124.5,31.0,167.0,1.0,True
119,7.5,16.0,0.99,1.5,14.0,16.0,66.0,1.0,True
120,197.67,368.5,1.16,11.67,23.0,0.29,32.0,2.0,True
121,30.0,378.5,0.0,4.0,7.0,312.0,5.0,0.0,True
122,5.5,100.0,3.2,0.5,196.14,0.4,758.0,195.0,True
123,3.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,True
124,1.0,34.0,1.0,0.5,0.0,2.0,5.0,5.0,True
125,150.25,2.0,1.73,9.25,24.5,0.5,23.0,1.0,True
126,38.5,0.0,0.58,8.0,9.0,0.0,101.0,0.0,False
127,17.0,91.67,2.17,1.75,15.08,0.0,642.0,148.0,True
128,3.0,23.0,0.0,2.0,0.0,22.0,4.0,0.0,True
129,35.0,28.0,0.0,11.0,77.0,20.0,2.0,0.0,True
130,21.0,113.0,0.0,3.0,34.0,77.0,16.0,1.0,True
131,25.0,3.0,1.38,3.2,30.4,1.0,105.0,4.0,True
132,2.0,5.0,0.0,1.0,26.0,5.0,0.0,177.0,False
133,12.88,9.0,1.5,2.62,3.38,9.0,2221.0,1.0,True
134,36.75,3.0,1.91,4.0,15.25,0.75,49.0,6.0,True
135,4.0,26.0,0.0,2.0,2.0,24.0,3.0,4.0,True
136,2.0,1.0,0.0,2.0,3.0,1.0,57.0,41.0,False
137,8.54,32.0,2.61,0.54,15.69,29.0,813.0,618.0,True
138,15.5,0.0,0.68,4.5,28.0,0.0,33.0,0.0,False
139,4.4,5.0,0.71,1.2,12.2,5.0,926.0,50.0,True
140,11.0,0.0,0.62,3.5,160.5,0.0,0.0,52.0,False
141,34.0,10.0,0.0,13.0,0.0,2.0,2.0,1.0,True
142,14.83,36.0,1.88,1.17,8.67,33.0,95.0,41.0,True
143,83.7,135.0,2.82,4.5,5.0,0.01,72.0,110.0,True
144,7.57,187.5,5.36,0.39,70.7,0.97,715.0,714.0,True
145,181.0,189.5,0.0,33.0,10.0,148.0,3.0,0.0,True
146,13.5,15.0,0.99,2.5,28.0,14.0,95.0,104.0,True
147,4.75,99.17,2.27,0.38,69.5,34.0,4.0,1272.0,True
148,24.55,201.5,2.11,2.64,84.82,0.97,368.0,96.0,True
149,2.0,49.0,0.0,1.0,136.0,36.0,0.0,94.0,False
150,36.0,16.0,0.0,13.0,10.0,4.0,1.0,1.0,True
151,27.0,19.0,0.0,5.0,0.0,19.0,30.0,21.0,True
152,6.17,0.0,2.58,2.33,255.33,0.0,0.0,26.0,False
153,76.0,0.0,1.44,11.0,242.0,0.0,19.0,1.0,False
154,204.33,0.0,1.15,15.67,16.0,0.0,95.0,5.0,False
155,44.75,64.0,1.24,4.25,5.5,49.0,125.0,12.0,True
156,1.65,0.0,3.78,0.1,8.5,0.0,802.0,84.0,True
157,15.0,0.0,0.99,5.5,2.5,0.0,15.0,1.0,False
158,196.33,1.0,1.0,16.33,4.33,1.0,475.0,0.0,False
159,32.5,0.0,1.82,4.5,257.0,0.0,18.0,0.0,False
160,11.2,261.0,2.34,1.7,161.4,4.0,90.0,16.0,True
161,12.0,9.0,0.0,6.0,130.0,4.0,15.0,0.0,True
162,40.0,114.0,1.56,10.0,3.0,106.0,22.0,7.0,True
163,36.0,265.0,0.0,10.0,7.0,25.0,14.0,11.0,True
164,21.0,41.0,1.58,1.75,148.5,0.37,36.0,0.0,True
165,25.75,698.42,3.21,1.35,149.15,0.52,35.0,1471.0,True
166,4.0,42.0,0.68,1.33,34.67,40.0,735.0,2.0,True
167,5.33,0.0,0.78,2.67,9.0,0.0,680.0,0.0,False
168,94.6,0.0,1.66,7.6,1.2,0.0,138.0,1.0,False
169,48.83,305.5,2.34,6.33,149.33,0.0,13.0,14.0,True
170,13.71,142.0,4.07,1.21,39.71,103.0,673.0,577.0,True
171,25.47,16.0,4.8,1.07,25.3,1.0,345.0,25.0,True
172,12.5,79.0,0.77,2.25,72.25,44.0,146.0,11.0,True
173,87.67,341.0,2.47,5.67,47.22,252.0,118.0,119.0,True
174,83.8,340.5,2.69,5.9,49.4,0.75,186.0,89.0,True
175,1.0,49.0,0.0,1.0,6.0,5.0,227.0,0.0,True
176,3.33,0.0,2.34,2.0,4.67,0.0,45.0,0.0,False
177,48.25,20.0,0.69,5.75,10.75,19.0,1975.0,1.0,True
178,35.24,70.0,4.71,1.73,7.12,66.0,971.0,52.0,True
