,nuc,aexp,nd,ns,age,asexp,la,ld
10060,0.7142857142857142,69,3,1,0.0,17.0,1035,234
10958,,,,,,,,
9406,,,,,,,,
9378,,,,,,,,
9469,,,,,,,,
9750,,,,,,,,
10017,,,,,,,,
10201,,,,,,,,
9806,,,,,,,,
10490,,,,,,,,
10494,1.08045977011494,0,13,1,3.5747126436781604,0.0,405,600
10447,,,,,,,,
10210,,,,,,,,
9491,1.23214285714286,6,2,1,0.0,6.0,4985,198
9723,35.9375,1,6,2,2.6875,0.0,219,127
9979,3.9583333333333295,0,2,1,19.5833333333333,55.0,507,305
9763,3.14285714285714,0,9,1,18.1428571428571,0.0,0,209
9579,23.357142857142897,4,16,3,212.67857142857105,0.111,408,45
10250,,,,,,,,
10064,,,,,,,,
9844,1.5,0,2,2,0.0,0.0,405,182
9779,,,,,,,,
10362,41.0,27,2,1,0.0,13.0,2,63
10900,,,,,,,,
9358,0.0,51,4,1,353.0869565217389,2.0,1576,0
9982,4.375,0,12,1,5.03571428571429,0.784362794835033,1352,785
9384,0.306451612903226,52,15,1,351.0,3.0,9742,256
9551,,,,,,,,
9606,,,,,,,,
10112,5.892857142857139,24,11,1,14.7857142857143,15.0,954.0,124
9403,0.3928571428571429,211.5,17,1,2.125,3.0,4595,155
9720,23.0,2,7,2,88.52941176470591,0.4521398932152321,150,132
10092,,,,,,,,
9498,,,,,,,,
10740,,,,,,,,
11276,,,,,,,,
10403,26.6923076923077,3,10,2,20.61538461538461,0.3780150138777311,103,287
11346,,,,,,,,
11278,4.66666666666667,90,3,1,16.533333333333303,5.0,0,0
11151,26.8235294117647,0,2,3,4.0,0.0,126,167
10818,,,,,,,,
9558,1.35,2,9,1,3.65,53.5,4189,27
9911,1.47826086956522,0,10,2,4.73913043478261,32.5,1537,149
9536,1.46153846153846,0,5,2.5,23.3846153846154,6.0,317,321
9550,0.0,15,9,1,2.9047619047619,15.0,3181,167.0
9561,1.21052631578947,35,14,2,0.0,44.0,722,620
11301,,,,,,,,
9617,2.57142857142857,71.0,8,2,9.0,0.5,1396,0
9719,39.2,40,3,2,4.4,45.0,197,0
9356,,,,,,,,
9465,,,,,,,,
9597,,,,,,,,
10163,,,,,,,,
9753,,,,,,,,
9877,,,,,,,,
10383,2.06666666666667,8,9,2,0.0,52.5,478,83
10996,5.63636363636364,119,9,1,0.0,0.41179447223289944,371,206
11148,2.58536585365854,17,15,1,36.5365853658537,0.6611328125,426,0
11249,0.0,824,5,2.5,42.1428571428571,4.0,322,315
11391,3.02941176470588,0,1,1,5.66666666666667,6.0,479,549
11531,11.5,127,5.5,1,11.0,9.0,0,582
10483,6.22222222222222,5,6,4,56.8888888888889,0.0,32.5,5
10192,,,,,,,,
9541,1.33333333333333,0,6,1,14.583333333333302,14.0,1134,0
9616,3.76,41,22,2,0.0,52.5,3690,911
11159,,,,,,,,
10054,29.755102040816308,25,3,2,241.91836734693905,0.240336085188929,943,0
11616,,,,,,,,
9864,41.2727272727273,60,3,1,57.0909090909091,1.00852999347482,2,47
9400,,,,,,,,
9680,,,,,,,,
11578,,,,,,,,
9591,0.0,10,14,1,10.5555555555556,10.0,5266,237
10893,,,,,,,,
10380,,,,,,,,
9704,2.04615384615385,0,19,2,14.892307692307696,449.0,2665,971
10008,8.58333333333333,133,5,2,15.25,0.25079345703125,0,57
9970,4.85714285714286,0,5,2,6.0,0.0025656228099251,429,7
10319,,,,,,,,
9738,0.0,42,15,1,9.525,43.0,2971,701
9711,,,,,,,,
9900,9.0,0,1,2,5.495098039215685,9.542280927900942e-41,78,3
9532,,,,,,,,
10401,24.8181818181818,987.5,5,2,10.1818181818182,0.724533861708073,277,54
9552,28.35,2,10,2,83.725,50.5,1818,1060
11475,,,,,,,,
11386,21.5686274509804,55,3,9,43.1372549019608,0.149693682006125,0,706
