,nuc,aexp,nd,ns,age,asexp,la,ld
9597,14.3636363636364,150.0,8,1,68.5833333333333,0.8528025673134925,59.5,36
9781,12.5714285714286,34,22,1,0.9226190476190481,0.8528025673134925,224.0,89.0
10189,12.0,97.5,4,1,2.4,0.8528025673134925,224.0,136.0
10327,14.3636363636364,97.5,5,1,11.295031055900651,0.4586982727050779,59.5,82
9864,14.3636363636364,218.0,6,1,57.0909090909091,0.2322067492728804,156,0.5
10403,14.3636363636364,67,10,1,11.295031055900651,0.2322067492728804,59.5,287
10380,4.56,97.5,14,1,1.57894736842105,0.1708792667118185,224.0,13
10740,4.02,56,6,1,37.225,0.8528025673134925,224.0,46
10893,15.0,97.5,5,1,51.53846153846151,0.2322067492728804,59.5,136.0
10818,7.4,61,12,1,11.295031055900651,0.8528025673134925,224.0,87
9711,7.4,96,10,1,1.25,0.2322067492728804,224.0,95
11422,14.666666666666698,150.0,5,1,37.225,0.8528025673134925,59.5,43
11475,3.88888888888889,218.0,10,1,85.0,0.8528025673134925,224.0,89.0
11565,14.3636363636364,150.0,1,1,4.875,79.0,224.0,96
11575,12.4,97.5,6,1,37.225,0.1708792667118185,84,18.0
11578,9.57894736842105,39,9,1,37.225,0.8528025673134925,224.0,71.0
10060,4.02,69,2,1,3.88888888888889,17.0,224.0,89.0
11278,4.66666666666667,90,2,1,11.295031055900651,0.2322067492728804,224.0,89.0
9438,1.22222222222222,97.5,3,2.5,1.05555555555556,0.2322067492728804,224.0,108
9617,4.02,97.5,3,2,9.0,0.2322067492728804,224.0,203
11370,10.5833333333333,633.5,8,1,11.295031055900651,0.2322067492728804,224.0,62
10494,4.02,92,3,1,0.9226190476190481,135.5,224.0,600
10958,16.35,239,3,1,42.5238095238095,79.0,224.0,89.0
11151,14.3636363636364,97.5,3,3,4.0,0.8528025673134925,59.5,167
9970,4.85714285714286,97.5,5,2,0.9226190476190481,0.2322067492728804,224.0,4
10092,5.2,97.5,6,1,0.9226190476190481,0.2322067492728804,224.0,4
9489,6.0333333333333306,36,9,1,1.25,0.2322067492728804,224.0,85
9356,4.02,136,3,2,37.225,0.8528025673134925,224.0,89.0
9358,4.02,218.0,4,1,3.88888888888889,0.2322067492728804,224.0,0
9361,4.02,97.5,5,1,1.4888888888888898,0.2322067492728804,224.0,89.0
9371,4.02,97.5,2,1,3.88888888888889,0.8528025673134925,224.0,0
9378,4.02,218.0,20,1,0.9226190476190481,135.5,224.0,2055
9384,4.02,52,15,1,0.9226190476190481,0.2322067492728804,224.0,89.0
9393,1.18032786885246,1182.0,7,1,0.9226190476190481,0.2322067492728804,224.0,89.0
9400,4.02,34,5,1,0.9226190476190481,0.2322067492728804,224.0,18.0
9403,4.02,97.5,17,1,2.125,0.2322067492728804,224.0,89.0
9406,4.02,97.5,12,1,0.9226190476190481,0.2322067492728804,224.0,1513
9432,4.02,97.5,16,1,0.9226190476190481,0.2322067492728804,224.0,22
9450,7.941176470588241,97.5,6,1,0.9226190476190481,0.2322067492728804,224.0,6
9465,4.02,97.5,6,1,0.9226190476190481,0.2322067492728804,224.0,2
9469,4.02,97.5,4,1,0.9226190476190481,0.2322067492728804,224.0,66
9473,4.02,97.5,22,1,3.89285714285714,0.8528025673134925,224.0,89.0
9491,4.02,97.5,15,1,7.196428571428571,0.2322067492728804,224.0,71.0
9496,4.02,97.5,8,1,11.295031055900651,0.2322067492728804,224.0,99
9498,14.3636363636364,97.5,12,4,25.905882352941198,0.2322067492728804,224.0,908
9523,1.0,97.5,9,1,0.9226190476190481,0.2322067492728804,224.0,53.0
9532,14.3636363636364,1043.0,6,3,37.225,0.15313347115686599,224.0,66
9533,4.02,97.5,11,1,0.9226190476190481,0.2322067492728804,224.0,21
9536,1.46153846153846,97.5,5,1,11.295031055900651,0.2322067492728804,224.0,89.0
9541,4.02,97.5,6,1,11.295031055900651,0.2322067492728804,224.0,19
9550,4.02,97.5,9,1,0.9226190476190481,0.2322067492728804,224.0,86
9551,4.02,56,19,1,0.9226190476190481,0.2322067492728804,224.0,89.0
9950,7.28571428571429,769.5,8,4,0.9226190476190481,0.2322067492728804,224.0,2
10483,6.22222222222222,633.5,6,4,4.19047619047619,0.2322067492728804,224.0,0
9558,4.02,97.5,9,1,0.9226190476190481,0.8528025673134925,224.0,27
9561,4.02,35,14,2,11.295031055900651,0.8528025673134925,224.0,89.0
9562,4.02,36,1,1,0.9226190476190481,0.2322067492728804,224.0,89.0
9564,4.02,38,21,2,11.295031055900651,0.8528025673134925,224.0,89.0
9579,14.3636363636364,97.5,16,10,4.19047619047619,0.8528025673134925,224.0,45
9582,14.3636363636364,97.5,16,7,0.9226190476190481,0.8528025673134925,224.0,1
9586,11.6818181818182,446.0,3,2,37.225,0.8528025673134925,224.0,89.0
9591,2.17171717171717,97.5,14,1,3.88888888888889,0.2322067492728804,224.0,71.0
9606,4.02,97.5,12,1,11.295031055900651,0.2322067492728804,224.0,680
9616,7.941176470588241,41,22,2,0.9226190476190481,0.2322067492728804,224.0,89.0
9680,4.02,97.5,18,1,9.888888888888893,0.2322067492728804,224.0,993
9704,4.02,178,19,2,11.295031055900651,0.8528025673134925,224.0,89.0
9719,14.3636363636364,218.0,3,2.5,0.9226190476190481,0.8121487846665331,197,89.0
9720,23.0,949.0,7,3,37.225,0.2322067492728804,290.0,14.5
9723,14.3636363636364,218.0,6,2,0.9226190476190481,0.2322067492728804,59.5,127
9738,4.075,218.0,15,2,0.9226190476190481,0.2322067492728804,224.0,89.0
9557,4.02,231.5,17,1,0.9226190476190481,0.2322067492728804,224.0,152
9753,4.2222222222222205,97.5,2,2,0.9226190476190481,0.8528025673134925,224.0,89.0
9763,3.14285714285714,97.5,9,1,1.57894736842105,0.2322067492728804,224.0,89.0
9777,4.02,97.5,14,1,11.295031055900651,0.2322067492728804,224.0,276
9779,6.0333333333333306,48,6,2,0.9226190476190481,0.2322067492728804,224.0,89.0
9806,7.928571428571429,97.5,5,1,37.225,0.2322067492728804,224.0,0.5
9812,14.3636363636364,97.5,5,2,0.9226190476190481,0.8528025673134925,224.0,2
