,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,62.0,175.0,0.61,1.5,0.33,0.32,464.0,8.0,1
1,1.0,257.5,0.0,1.0,0.0,25.0,65.0,0.0,1
2,30.0,309.5,0.32,6.0,21.0,1.0,13.0,4.0,0
3,64.6,257.17,0.56,3.2,19.4,0.5,560.0,0.0,1
4,22.0,249.0,0.97,5.0,43.5,12.0,4.0,1.0,0
5,79.33,262.0,1.21,6.0,25.33,0.5,44.0,3.0,0
6,26.5,275.58,0.75,3.75,11.0,1.0,249.0,5.0,0
7,28.5,136.0,0.63,7.0,4.0,28.0,64.0,31.0,0
8,43.33,319.42,0.89,5.0,28.33,75.0,65.0,51.0,0
9,52.0,322.08,1.36,5.0,11.5,1.0,194.0,63.0,0
10,25.0,183.5,0.35,6.5,1.5,43.0,89.0,1.0,0
11,2.5,213.5,0.78,1.0,0.0,0.0,13.0,13.0,1
12,2.0,258.0,0.0,2.0,6.0,2.0,14.0,6.0,0
13,50.5,325.5,0.63,8.0,39.0,1.22,32.0,12.0,0
14,5.0,334.5,0.0,4.0,55.0,33.0,10.0,5.0,0
15,44.0,384.0,0.97,4.25,18.25,0.72,111.0,2.0,0
16,21.5,192.0,0.52,2.5,13.5,0.23,14.0,3.0,1
17,10.0,159.0,0.0,5.0,10.0,18.0,18.0,5.0,0
18,37.0,240.0,0.86,5.5,1.5,0.23,4.0,3.0,1
19,20.0,172.0,0.0,6.0,8.0,34.0,20.0,4.0,0
20,9.5,181.0,0.81,3.0,16.0,57.0,0.0,8.0,1
21,14.0,185.0,0.0,5.0,45.0,35.0,3.0,1.0,0
22,12.0,292.0,0.98,1.5,32.0,4.0,36.0,36.0,0
23,7.0,217.0,0.98,2.0,9.0,0.0,27.0,9.0,0
24,13.0,169.5,0.95,7.5,1.0,0.0,16.0,16.0,1
25,16.0,217.5,0.0,6.0,0.0,21.0,1.0,1.0,1
26,1.0,224.5,0.72,0.5,0.0,0.0,167.0,0.0,1
27,10.0,220.5,0.0,4.0,16.0,39.0,1.0,0.0,1
28,26.0,242.0,0.0,8.0,28.0,41.0,7.0,0.0,0
29,11.5,343.0,0.82,3.0,45.75,0.23,418.0,0.0,1
30,20.33,243.0,0.95,6.33,0.67,0.95,218.0,0.0,1
31,12.0,243.0,0.0,6.0,3.0,12.0,1.0,1.0,0
32,25.5,353.0,0.71,3.75,0.0,0.23,73.0,45.0,1
33,39.5,354.0,0.86,7.0,0.0,0.0,4.0,3.0,1
34,32.67,353.5,1.05,6.67,20.0,0.23,67.0,6.0,0
35,15.5,214.5,0.31,4.0,2.0,0.01,108.0,0.0,1
36,31.0,216.0,0.0,9.0,13.0,41.0,8.0,17.0,0
37,40.75,367.0,0.33,4.5,7.25,0.05,61.0,90.0,1
38,21.0,391.0,0.0,7.0,2.0,9.0,5.0,3.0,0
39,11.33,201.0,0.55,1.67,13.33,1.0,53.0,28.0,0
40,3.0,210.5,0.0,2.0,0.0,4.0,6.0,3.0,1
41,19.5,211.5,0.7,5.0,17.0,46.0,10.0,6.0,0
42,3.0,304.0,0.0,2.0,0.0,32.0,7.0,2.0,1
43,36.67,230.0,0.27,3.33,2.33,1.0,492.0,11.0,0
44,5.33,309.5,0.48,1.0,4.33,0.0,28.0,23.0,1
45,4.67,239.0,0.8,0.67,0.0,1.0,37.0,20.0,1
46,22.83,241.0,1.14,3.0,16.33,0.0,378.0,26.0,0
47,15.5,245.0,0.9,5.5,0.0,17.0,47.0,7.0,1
48,2.0,314.0,0.0,2.0,37.0,33.0,2.0,1.0,0
49,6.67,282.5,0.87,1.0,11.33,14.0,9.0,2.0,0
50,17.0,332.0,0.0,6.0,43.0,20.0,2.0,0.0,0
51,1.0,302.5,0.0,1.0,1.0,17.0,5.0,1.0,0
52,36.5,336.5,1.35,4.5,15.5,0.0,16.0,34.0,0
53,16.0,307.0,0.0,3.0,0.0,19.0,2.0,4.0,1
54,17.0,309.0,0.0,3.0,4.0,20.0,19.0,0.0,0
55,74.5,344.0,0.62,7.0,1.0,0.94,37.0,2.0,1
