,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,66.0,100.0,0.99,2.5,3.0,0.93,6.0,1.0,0
1,95.0,110.0,0.48,3.0,0.0,0.93,23.0,6.0,1
2,101.5,114.0,0.76,4.0,0.0,0.93,7.0,2.0,1
3,105.0,115.0,0.76,4.0,0.5,0.93,6.0,3.0,1
4,66.5,144.0,1.37,2.25,11.5,0.8,105.0,56.0,0
5,65.75,154.0,1.21,2.25,16.25,0.93,211.0,4.0,0
6,69.0,167.0,1.34,1.8,6.8,0.25,105.0,37.0,0
7,61.5,186.0,1.07,1.33,0.0,0.93,131.0,0.0,1
8,94.75,196.0,1.41,2.0,26.5,0.8,98.0,35.0,0
9,79.2,108.0,1.31,1.6,35.0,0.5,58.0,7.0,0
10,43.5,69.5,0.97,6.0,33.5,58.0,34.0,13.0,0
11,44.33,73.0,1.15,4.33,13.67,70.0,7.0,0.0,0
12,63.67,91.0,0.64,5.33,31.67,0.44,9.0,8.0,1
13,52.5,73.5,0.81,6.5,23.0,82.0,7.0,1.0,0
14,70.8,123.5,1.32,3.2,4.4,84.0,114.0,1.0,0
15,65.67,246.0,1.32,5.33,65.67,0.0,11.0,0.0,1
16,85.5,53.0,1.32,4.5,12.25,0.68,45.0,4.0,0
17,22.0,249.0,0.97,5.0,43.5,12.0,4.0,1.0,0
18,79.33,262.0,1.21,6.0,25.33,0.5,44.0,3.0,0
19,32.67,88.0,1.24,5.0,1.33,39.0,11.0,2.0,1
20,25.0,99.0,0.74,2.5,38.67,0.31,108.0,62.0,1
21,18.5,98.0,1.0,5.5,2.0,9.0,22.0,2.0,0
22,94.67,111.0,1.51,6.0,13.0,0.0,30.0,1.0,0
23,85.0,117.5,1.24,4.5,27.5,80.0,161.0,16.0,0
24,28.5,136.0,0.63,7.0,4.0,28.0,64.0,31.0,0
25,25.0,183.5,0.35,6.5,1.5,43.0,89.0,1.0,0
26,25.0,80.0,0.81,7.5,6.5,0.0,10.0,6.0,0
27,63.25,109.83,0.72,4.75,7.25,0.33,19.0,22.0,1
28,29.75,111.5,0.71,4.0,17.0,0.0,250.0,3.0,1
29,67.2,82.0,1.2,4.6,2.6,0.29,191.0,35.0,1
30,64.8,77.0,1.31,4.6,48.4,0.94,113.0,17.0,0
31,35.67,105.0,1.06,4.67,3.0,81.0,12.0,4.0,0
32,56.5,120.0,0.76,8.0,49.0,92.0,9.0,0.0,0
33,48.67,104.0,1.45,6.67,31.33,0.94,82.0,28.0,0
34,21.5,192.0,0.52,2.5,13.5,0.23,14.0,3.0,1
35,76.0,129.0,1.44,5.2,74.0,0.0,73.0,5.0,0
36,21.0,141.0,0.81,5.5,28.5,0.0,4.0,4.0,1
37,37.0,240.0,0.86,5.5,1.5,0.23,4.0,3.0,1
38,69.25,176.0,1.71,5.75,4.75,0.0,82.0,7.0,0
39,54.5,132.0,1.18,7.25,16.5,0.49,15.0,10.0,0
40,54.67,65.0,1.29,8.67,16.67,0.87,108.0,7.0,0
41,61.33,73.0,0.58,7.67,11.33,50.0,107.0,0.0,0
42,29.0,94.0,0.68,5.5,6.5,1.0,9.0,2.0,0
43,16.4,152.0,0.79,4.4,33.2,0.0,342.0,27.0,1
44,12.0,164.5,0.95,7.5,17.5,0.0,16.0,16.0,0
45,38.25,78.0,1.08,6.25,5.25,0.73,64.0,4.0,0
46,13.0,169.5,0.95,7.5,1.0,0.0,16.0,16.0,1
47,21.0,219.5,1.4,4.75,20.0,0.0,177.0,14.0,0
48,27.5,78.5,1.0,6.0,39.5,67.0,26.0,2.0,0
49,20.33,243.0,0.95,6.33,0.67,0.95,218.0,0.0,1
50,19.5,211.5,0.7,5.0,17.0,46.0,10.0,6.0,0
51,15.5,245.0,0.9,5.5,0.0,17.0,47.0,7.0,1
52,41.25,86.0,1.4,7.25,1.0,0.4,80.0,1.0,1
53,26.67,98.0,1.45,4.67,0.0,0.5,10.0,4.0,1
54,44.5,117.0,0.72,7.0,2.0,90.0,12.0,3.0,0
55,14.5,129.0,1.0,3.0,0.0,0.97,0.0,2.0,1
56,11.5,101.0,0.9,4.0,43.0,0.54,39.0,8.0,1
57,58.0,117.0,0.99,7.0,53.5,94.0,7.0,7.0,0
58,33.0,195.0,0.62,5.0,2.0,27.0,68.0,4.0,0
59,39.75,172.0,1.58,4.75,27.5,0.97,28.0,7.0,0
60,62.5,181.0,0.82,7.5,12.5,0.97,51.0,28.0,0
61,53.67,185.0,1.54,7.67,4.0,0.97,9.0,2.0,0
62,82.0,207.0,1.49,7.8,2.2,0.0,159.0,46.0,0
63,65.5,212.5,0.7,7.5,14.5,0.97,15.0,6.0,0
64,10.5,221.0,0.92,4.0,56.5,1.72,5.0,1.0,0
65,44.75,64.0,1.24,4.25,5.5,49.0,125.0,12.0,0
66,46.5,138.0,0.92,7.5,29.75,0.01,281.0,0.0,1
67,28.0,144.0,0.63,8.5,26.0,0.0,18.0,7.0,1
68,40.25,108.67,1.31,6.0,18.5,0.0,44.0,18.0,0
69,19.0,133.0,0.92,5.5,36.0,0.54,12.0,6.0,1
70,20.5,133.0,0.81,7.5,20.0,18.0,6.0,2.0,0
71,33.0,157.0,0.59,4.5,1.5,17.0,20.0,1.0,1
72,52.8,129.0,1.45,6.2,25.4,0.93,288.0,0.0,0
73,29.0,67.0,0.82,5.6,3.4,1.0,109.0,60.0,0
74,26.5,81.0,1.35,3.5,27.0,0.06,120.0,0.0,1
75,26.67,126.5,0.81,3.33,0.67,1.0,38.0,15.0,1
76,72.5,174.5,1.33,8.25,10.25,0.46,525.0,5.0,0
77,36.25,89.5,1.26,6.25,53.25,66.0,154.0,16.0,0
78,15.0,230.42,0.99,7.5,53.0,0.0,4.0,3.0,0
79,38.0,97.5,0.94,5.5,62.0,46.0,15.0,2.0,0
80,56.25,190.5,1.62,5.75,0.0,0.16,43.0,197.0,1
81,44.75,113.5,1.0,7.25,14.5,1.0,56.0,39.0,0
82,78.5,115.5,1.42,9.25,23.75,0.26,152.0,57.0,0
83,37.67,50.0,0.91,8.0,24.0,8.0,26.0,4.0,0
84,14.5,96.5,0.77,5.5,3.0,0.0,81.0,127.0,1
85,79.75,141.0,0.84,9.0,0.0,1.0,231.0,9.0,1
86,53.0,99.5,0.47,6.5,21.5,0.06,80.0,88.0,1
87,46.0,44.5,1.0,5.5,32.5,0.0,2.0,4.0,1
88,48.0,134.5,0.29,6.0,6.0,1.0,80.0,40.0,0
89,26.33,103.33,0.78,6.67,24.67,0.06,68.0,108.0,1
90,83.0,136.0,0.96,9.5,13.25,1.12,365.0,14.0,0
