,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,5.93,29.0,3.91,0.15,34.11,0.26,176.0,100.0,1
1,11.79,79.0,3.18,0.36,18.86,0.93,61.0,10.0,0
2,12.94,102.0,3.32,0.16,5.23,0.93,199.0,69.0,1
3,8.15,109.0,4.35,0.18,100.45,0.93,422.0,256.0,1
4,22.42,131.0,4.24,0.29,13.23,0.93,137.0,40.0,0
5,18.53,34.0,3.33,0.47,37.21,0.67,223.0,61.0,0
6,25.62,177.0,3.56,0.43,17.57,0.93,527.0,590.0,0
7,29.44,68.0,3.29,0.56,23.38,1.0,85.0,70.0,0
8,43.12,187.0,2.48,1.0,53.25,0.57,263.0,166.0,0
9,33.73,89.0,3.38,0.73,97.82,1.0,155.0,0.0,0
10,22.22,209.0,3.87,0.39,33.91,0.36,40.0,73.0,1
11,31.64,110.0,3.37,0.64,41.86,0.67,96.0,11.0,0
12,28.74,112.0,3.02,0.53,61.84,1.0,387.0,23.0,0
13,29.54,113.0,3.6,0.38,20.31,2.0,150.0,146.0,0
14,39.46,117.0,3.01,0.69,31.0,0.67,501.0,70.0,0
15,36.89,175.0,4.51,0.36,66.32,1.0,323.0,288.0,0
16,46.81,189.0,3.56,0.69,68.19,0.2,71.0,39.0,1
17,45.75,227.0,3.01,0.55,8.7,0.82,421.0,171.0,0
18,37.45,207.0,3.7,0.5,2.36,2.0,246.0,138.0,0
19,55.38,235.0,2.75,0.85,9.92,0.49,98.0,90.0,0
20,57.0,220.0,2.99,0.71,23.94,0.5,397.0,279.0,1
21,70.62,251.5,3.26,0.81,45.5,0.33,401.0,265.0,0
22,39.69,240.0,3.92,0.5,6.96,2.0,640.0,522.0,0
23,80.0,262.5,3.4,0.8,122.27,2.0,99.0,73.0,0
24,73.33,263.5,3.47,0.72,8.44,1.0,466.0,19.0,0
25,82.44,273.5,3.05,0.75,37.5,0.67,366.0,158.0,0
26,45.11,302.5,3.27,0.52,16.33,0.67,116.0,171.0,0
27,5.38,111.0,3.47,0.56,164.44,0.44,422.0,38.0,1
28,30.29,258.5,2.6,2.29,91.71,0.0,11.0,9.0,0
29,18.73,130.5,2.6,1.18,84.45,0.44,318.0,12.0,0
30,19.67,245.33,2.56,1.67,29.89,0.5,121.0,2.0,0
31,19.07,248.33,3.56,1.13,3.27,0.0,793.0,50.0,0
32,32.77,250.42,2.74,1.38,74.54,0.33,222.0,20.0,0
33,17.64,89.0,2.95,1.55,54.73,0.39,201.0,23.0,0
34,52.86,99.0,3.42,1.29,39.21,0.73,140.0,28.0,0
35,8.07,146.0,3.48,1.0,11.47,32.0,537.0,117.0,0
36,53.3,157.0,2.61,1.8,73.5,0.77,385.0,42.0,0
37,35.8,333.58,3.13,1.27,23.87,0.5,384.0,2.0,0
38,33.2,109.0,2.7,1.9,51.9,0.0,159.0,25.0,0
39,42.0,204.0,2.7,1.89,31.89,0.58,260.0,60.0,0
40,1.83,298.5,3.13,0.33,37.75,207.0,316.0,211.0,0
41,39.0,38.0,3.51,1.24,66.29,30.0,505.0,19.0,0
42,3.35,51.0,3.62,0.1,57.8,5.0,356.0,147.0,1
43,2.38,60.0,2.99,0.5,39.88,31.0,32.0,5.0,0
44,28.03,69.0,3.91,0.84,139.81,0.14,317.0,334.0,0
45,3.18,75.0,3.33,0.12,36.71,11.0,356.0,46.0,1
46,6.0,119.0,2.75,0.6,33.4,91.0,205.0,47.0,0
47,4.38,86.0,3.82,0.32,62.44,0.02,872.0,332.0,1
48,32.77,88.0,3.44,1.09,51.23,0.0,611.0,5.0,0
49,13.07,80.08,3.59,1.33,2.67,89.0,538.0,119.0,0
50,61.05,172.0,4.07,1.25,22.35,0.03,25.0,29.0,1
51,2.33,106.0,3.35,0.8,145.73,26.0,614.0,170.0,0
52,10.79,196.0,3.73,0.46,3.96,0.23,99.0,93.0,1
