,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
1,3.0,12.0,0.5,1.0,14.0,12.0,19.0,14.0,False
2,58.0,53.0,1.5,2.0,1.5,1.25,64.0,33.0,False
3,0.0,44.0,0.0,1.0,0.0,40.0,147.0,0.0,False
4,16.73,53.0,0.14,4.0,10.73,1.97,719.0,498.0,False
5,109.0,123.0,1.5,2.0,6.0,1.97,88.0,34.0,False
6,137.5,157.0,1.5,2.0,1.0,1.97,39.0,25.0,False
7,101.0,158.0,0.75,2.0,0.25,1.97,33.0,4.0,False
8,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,True
9,54.29,145.0,0.57,4.0,6.71,0.56,17.0,3.0,False
10,70.2,22.0,0.8,2.0,4.0,1.79,184.0,40.0,False
11,42.67,24.0,0.44,4.0,1.78,1.79,356.0,178.0,False
12,30.29,26.0,0.24,6.0,25.35,1.79,870.0,261.0,False
13,92.8,166.0,0.8,4.0,14.6,1.25,80.0,487.0,False
14,13.0,280.0,3.0,1.0,0.0,236.0,3.0,2.0,False
15,11.0,281.0,3.0,1.0,0.0,237.0,1.0,1.0,False
16,26.81,179.0,0.22,9.0,12.37,0.35,100.0,508.0,False
17,45.69,319.0,0.31,4.0,7.62,1.97,162.0,103.0,False
18,90.67,187.0,0.67,3.0,7.0,1.25,179.0,280.0,False
19,244.5,383.0,2.0,2.0,17.0,1.97,5.0,0.0,False
20,14.0,196.0,2.0,1.0,3.0,177.0,7.0,4.0,False
21,292.5,442.0,2.5,2.0,5.0,1.97,12.0,2.0,False
22,296.0,444.0,2.5,2.0,0.0,1.97,10.0,1.0,False
23,215.33,217.0,1.67,3.0,1.0,1.25,5.0,0.0,False
24,119.6,466.0,1.0,2.0,21.8,1.97,19.0,19.0,False
25,166.6,9.0,1.2,4.0,3.2,1.45,35.0,7.0,False
26,124.5,563.0,1.0,3.0,0.0,1.97,61.0,190.0,False
27,243.0,16.0,2.0,3.0,3.0,1.45,2.0,4.0,False
28,344.5,584.0,3.0,2.0,1.5,1.97,10.0,8.0,False
29,362.0,10.0,3.5,2.0,1.0,1.68,1.0,36.0,False
30,104.62,596.0,0.75,7.0,13.62,1.97,178.0,77.0,False
