,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
1,9.67,26.0,1.0,2.0,4.0,1.25,24.0,44.0,False
2,29.8,30.0,0.6,2.0,7.8,1.97,275.0,151.0,False
3,42.67,63.0,1.0,1.0,2.67,55.0,38.0,25.0,False
4,36.57,72.0,0.43,3.0,26.29,1.97,157.0,20.0,False
5,79.5,80.0,1.5,2.0,9.0,1.97,2.0,3.0,False
6,49.0,92.0,0.75,2.0,32.5,1.25,31.0,7.0,False
7,94.5,90.0,1.5,2.0,0.0,1.97,7.0,5.0,False
8,11.72,91.0,0.12,3.0,16.0,1.97,312.0,280.0,False
9,73.33,116.0,1.0,3.0,4.67,1.97,67.0,36.0,False
10,104.0,110.0,1.0,2.0,4.0,1.25,10.0,13.0,False
11,105.0,111.0,1.5,2.0,22.0,1.25,5.0,3.0,False
12,77.33,138.0,1.0,2.0,5.0,1.97,272.0,62.0,False
13,137.5,157.0,1.5,2.0,1.0,1.97,39.0,25.0,False
14,68.33,120.0,0.5,3.0,21.17,1.25,79.0,3.0,False
15,109.0,176.0,1.0,2.0,6.67,1.97,10.0,2.0,False
16,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,True
17,53.0,12.0,0.67,2.0,0.33,1.79,565.0,408.0,False
18,192.5,159.0,2.0,2.0,5.0,1.25,14.0,0.0,False
19,105.25,243.0,1.0,4.0,15.5,1.97,42.0,8.0,False
20,64.0,255.0,0.67,2.0,66.0,1.97,259.0,1.0,False
21,132.67,258.0,1.33,2.0,5.33,1.97,334.0,151.0,False
22,244.5,383.0,2.0,2.0,17.0,1.97,5.0,0.0,False
23,278.5,451.0,2.5,2.0,23.5,1.97,4.0,1.0,False
24,302.5,457.0,2.5,2.0,0.5,1.97,13.0,8.0,False
25,47.71,224.0,0.35,8.0,41.88,1.25,49.0,521.0,False
26,99.14,229.0,0.71,4.0,21.86,1.25,22.0,27.0,False
27,75.22,512.0,0.67,4.0,34.44,1.97,194.0,38.0,False
28,59.0,537.0,0.54,7.0,49.69,0.68,490.0,287.0,False
29,395.0,8.0,3.0,2.0,1.5,1.67,4.0,0.0,False
30,83.64,599.0,0.5,8.0,20.29,1.97,226.0,111.0,False
31,259.0,602.0,2.0,3.0,0.33,1.97,114.0,2.0,False
32,213.0,640.0,1.5,4.0,4.0,1.0,79.0,93.0,False
33,79.27,277.0,0.4,4.0,41.47,1.25,325.0,283.0,False
34,417.0,705.0,3.0,2.0,12.5,1.97,3.0,11.0,False
35,194.6,776.0,1.4,3.0,1.4,1.97,795.0,39.0,False
36,330.0,53.0,2.0,2.0,0.0,1.68,9.0,27.0,False
37,119.55,41.0,0.64,6.0,25.36,0.67,108.0,115.0,False
38,2.25,835.0,0.75,2.0,39.5,1.0,53.0,21.0,False
39,13.0,2.0,3.0,1.0,6.0,2.0,63.0,0.0,False
40,175.0,878.0,1.29,4.0,3.86,1.97,229.0,22.0,False
41,4.0,84.0,1.0,1.0,3.0,78.0,2.0,2.0,False
42,9.0,36.0,4.0,1.0,3.0,34.0,1.0,1.0,False
43,68.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,False
44,8.0,4.0,2.0,1.0,20.0,4.0,7.0,4.0,False
45,87.79,1050.0,0.53,6.0,21.37,1.0,915.0,594.0,False
46,2.8,109.0,0.4,2.0,43.8,103.0,39.0,9.0,False
47,155.0,1120.0,0.75,5.0,9.33,1.97,295.0,77.0,False
48,33.86,1125.0,1.57,6.0,39.14,0.5,38.0,25.0,False
49,23.67,122.0,2.0,3.0,0.0,111.0,11.0,38.0,False
50,2.0,64.0,2.0,1.0,0.0,57.0,7.0,6.0,False
51,347.75,161.0,2.25,4.0,12.0,1.68,114.0,2.0,False
