,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
1,5.25,16.0,0.12,3.0,6.21,0.56,1437.0,984.0,False
2,1.5,22.0,0.08,4.0,0.08,0.56,1999.0,0.0,False
3,17.0,0.0,0.67,2.0,3.33,0.0,5.0,5.0,False
4,25.92,40.0,0.25,3.0,11.42,1.0,757.0,848.0,False
5,0.0,44.0,0.0,1.0,0.0,40.0,147.0,0.0,False
6,35.45,81.0,0.27,2.0,1.0,1.25,114.0,89.0,False
7,24.16,89.0,0.16,6.0,12.16,0.56,1180.0,790.0,False
8,43.71,114.0,0.43,3.0,24.14,1.97,199.0,12.0,False
9,74.67,133.0,1.0,2.0,9.67,1.97,10.0,3.0,False
10,78.0,140.0,1.0,2.0,28.0,1.97,17.0,1.0,False
11,68.33,120.0,0.5,3.0,21.17,1.25,79.0,3.0,False
12,51.5,132.0,1.5,1.0,0.0,122.0,0.0,2.0,False
13,41.0,195.0,0.5,4.0,4.5,1.0,92.0,42.0,False
14,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,True
15,0.0,236.0,0.0,1.0,0.0,208.0,198.0,0.0,False
16,152.0,299.0,1.33,2.0,14.0,1.97,11.0,12.0,False
17,38.0,421.0,1.5,2.0,6.5,340.0,3.0,3.0,False
18,261.0,427.0,2.0,2.0,38.5,1.97,6.0,3.0,False
19,330.0,536.0,3.0,2.0,3.5,1.97,8.0,18.0,False
20,168.25,547.0,1.5,2.0,23.75,1.97,114.0,21.0,False
21,150.0,575.0,1.0,4.0,1.67,1.97,46.0,32.0,False
22,350.5,592.0,3.0,2.0,3.0,1.97,9.0,2.0,False
23,409.5,20.0,3.0,2.0,1.0,1.45,3.0,1.0,False
24,184.0,13.0,1.4,3.0,13.8,0.88,128.0,7.0,False
25,264.33,666.0,2.0,3.0,0.0,1.97,3.0,6.0,False
26,43.5,269.0,3.5,2.0,2.0,0.75,9.0,1.0,False
27,167.2,690.0,1.2,3.0,101.4,1.97,157.0,62.0,False
