,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,True
1,14.0,19.0,1.0,2.0,0.0,1.25,11.0,6.0,False
2,10.89,30.0,0.22,2.0,7.44,1.25,553.0,244.0,False
3,46.5,54.0,1.5,2.0,3.0,1.25,7.0,1.0,False
4,36.33,39.0,0.5,2.0,9.33,1.97,72.0,53.0,False
5,101.0,85.0,1.5,2.0,1.0,1.25,3.0,2.0,False
6,94.5,90.0,1.5,2.0,0.0,1.97,7.0,5.0,False
7,0.0,92.0,0.0,1.0,0.0,82.0,110.0,0.0,False
8,66.2,95.0,0.6,2.0,13.4,1.97,70.0,3.0,False
9,68.0,110.0,0.5,2.0,1.83,1.97,189.0,23.0,False
10,77.33,138.0,1.0,2.0,5.0,1.97,272.0,62.0,False
11,78.0,140.0,1.0,2.0,28.0,1.97,17.0,1.0,False
12,121.25,131.0,0.75,2.0,9.25,1.25,134.0,276.0,False
13,49.14,189.0,0.29,3.0,18.5,1.97,176.0,204.0,False
14,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,True
15,31.67,151.0,0.42,3.0,93.58,1.25,389.0,31.0,False
16,0.0,236.0,0.0,1.0,0.0,208.0,198.0,0.0,False
17,187.0,156.0,2.0,2.0,2.5,1.25,6.0,0.0,False
18,8.0,336.0,3.0,1.0,13.0,281.0,9.0,8.0,False
19,163.0,34.0,1.33,2.0,11.0,1.79,240.0,150.0,False
20,17.0,399.0,3.0,1.0,4.0,325.0,2.0,1.0,False
21,2.0,406.0,1.5,2.0,14.5,329.0,5.0,3.0,False
22,119.6,466.0,1.0,2.0,21.8,1.97,19.0,19.0,False
23,159.25,219.0,1.25,2.0,18.0,1.25,143.0,69.0,False
24,29.0,519.0,3.0,1.0,29.0,414.0,1.0,1.0,False
25,23.0,247.0,3.0,1.0,3.0,220.0,10.0,21.0,False
26,233.33,249.0,2.33,2.0,37.67,1.25,5.0,229.0,False
27,184.0,13.0,1.4,3.0,13.8,0.88,128.0,7.0,False
28,60.0,67.0,6.0,1.0,0.0,61.0,3.0,3.0,False
29,4.0,84.0,1.0,1.0,3.0,78.0,2.0,2.0,False
30,118.9,1.0,0.8,3.0,15.6,0.5,220.0,138.0,False
31,28.0,80.0,5.0,1.0,41.0,72.0,0.0,22.0,False
32,7.67,42.0,1.67,2.0,12.0,32.0,38.0,16.0,False
33,96.68,46.0,0.58,3.0,28.89,1.33,679.0,65.0,False
34,0.0,89.0,0.0,1.0,0.0,75.0,47.0,0.0,False
35,19.0,1.0,2.5,1.0,3.0,0.0,46.0,50.0,False
36,306.29,3.0,1.86,3.0,38.43,0.75,194.0,5.0,False
37,1.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,True
38,4.0,253.0,2.0,1.0,0.0,208.0,7.0,5.0,False
39,3.0,258.0,1.0,2.0,4.0,212.0,6.0,3.0,False
40,21.0,269.0,4.0,1.0,14.0,223.0,1.0,1.0,False
41,0.0,5.0,0.0,1.0,0.0,4.0,5.0,2.0,True
42,12.0,28.0,5.0,1.0,1.0,27.0,14.0,12.0,False
43,3.0,166.0,1.0,1.0,0.0,159.0,8.0,1.0,False
44,9.67,42.0,2.67,1.0,6.0,34.0,310.0,113.0,False
45,48.67,56.0,3.67,1.0,5.33,46.0,104.0,64.0,False
46,26.4,57.0,0.8,2.0,8.33,47.0,115.0,83.0,False
47,1.0,196.0,1.0,1.0,0.0,185.0,2.0,0.0,False
48,89.5,197.0,5.0,1.0,3.0,186.0,330.0,183.0,False
49,49.8,5.0,2.4,2.0,12.2,3.0,275.0,50.0,False
50,4.2,21.0,1.0,2.0,81.8,18.0,271.0,11.0,False
51,12.14,299.0,0.86,4.0,74.14,250.0,18.0,18.0,False
52,3.0,47.0,2.0,1.0,5.0,41.0,108.0,43.0,False
53,50.5,20.0,3.25,3.0,32.5,15.0,141.0,4.0,False
54,37.0,16.0,7.0,1.0,4.0,12.0,2.0,1.0,False
55,181.0,87.0,6.5,1.0,0.5,78.0,6.0,2.0,False
56,1.0,37.0,1.0,1.0,0.0,1.0,7.0,0.0,False
57,2.0,43.0,0.5,1.0,0.5,7.0,17.0,0.0,False
58,5.0,416.0,2.0,1.0,0.0,42.0,1.0,1.0,False
59,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,True
60,0.0,99.0,0.0,1.0,0.0,6.0,0.0,85.0,False
61,0.0,47.0,0.0,1.0,0.0,8.0,8.0,18.0,False
62,7.5,57.0,1.0,2.0,3.5,16.0,104.0,16.0,False
63,1.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,True
64,8.0,4.0,1.2,3.0,6.2,3.0,172.0,129.0,False
65,1.0,313.0,1.0,1.0,30.0,6.0,2.0,1.0,False
66,5.5,4.0,2.0,2.0,26.0,1.0,51.0,14.0,False
67,11.4,42.0,1.0,2.0,15.2,38.0,149.0,116.0,False
68,4.0,365.0,2.33,2.0,33.33,37.0,8.0,59.0,False
69,1.0,527.0,1.0,3.0,11.67,11.0,74.0,11.0,False
70,0.0,56.0,0.0,1.0,0.0,6.0,0.0,43.0,False
71,9.5,19.0,2.5,3.0,29.0,0.37,266.0,36.0,False
72,8.0,37.0,6.0,1.0,16.0,27.0,16.0,4.0,False
73,6.0,167.0,3.0,1.0,10.0,70.0,1.0,1.0,False
74,11.33,28.0,3.0,2.0,5.0,19.0,268.0,26.0,False
75,13.5,120.0,1.38,2.0,0.0,76.0,61.0,31.0,False
76,5.5,123.0,1.0,2.0,0.0,79.0,3.0,47.0,False
77,8.0,129.0,3.5,1.0,0.0,85.0,112.0,13.0,False
78,9.0,628.0,4.0,1.0,13.0,232.0,3.0,3.0,False
79,2.67,76.0,0.83,4.0,99.33,68.0,115.0,15.0,False
80,17.0,185.0,1.4,3.0,20.8,85.0,56.0,33.0,False
81,2.0,1.0,2.0,1.0,11.0,0.0,163.0,0.0,False
82,8.8,25.0,1.3,3.0,49.9,19.0,316.0,242.0,False
83,11.0,73.0,8.0,1.0,1.0,55.0,19.0,2.0,False
84,20.75,91.0,2.75,2.0,16.5,0.5,80.0,4.0,False
